GEO_ID,S1001_C01_001E,S1001_C01_001M,S1001_C01_002E,S1001_C01_002M,S1001_C01_003E,S1001_C01_003M,S1001_C01_004E,S1001_C01_004M,S1001_C01_005E,S1001_C01_005M,S1001_C01_006E,S1001_C01_006M,S1001_C01_007E,S1001_C01_007M,S1001_C01_008E,S1001_C01_008M,S1001_C01_009E,S1001_C01_009M,S1001_C01_010E,S1001_C01_010M,S1001_C01_011E,S1001_C01_011M,S1001_C01_012E,S1001_C01_012M,S1001_C01_013E,S1001_C01_013M,S1001_C01_014E,S1001_C01_014M,S1001_C01_015E,S1001_C01_015M,S1001_C01_016E,S1001_C01_016M,S1001_C01_017E,S1001_C01_017M,S1001_C01_018E,S1001_C01_018M,S1001_C01_019E,S1001_C01_019M,S1001_C01_020E,S1001_C01_020M,S1001_C01_021E,S1001_C01_021M,S1001_C01_022E,S1001_C01_022M,S1001_C01_023E,S1001_C01_023M,S1001_C01_024E,S1001_C01_024M,S1001_C01_025E,S1001_C01_025M,S1001_C01_026E,S1001_C01_026M,S1001_C01_027E,S1001_C01_027M,S1001_C01_028E,S1001_C01_028M,S1001_C01_029E,S1001_C01_029M,S1001_C02_001E,S1001_C02_001M,S1001_C02_002E,S1001_C02_002M,S1001_C02_003E,S1001_C02_003M,S1001_C02_004E,S1001_C02_004M,S1001_C02_005E,S1001_C02_005M,S1001_C02_006E,S1001_C02_006M,S1001_C02_007E,S1001_C02_007M,S1001_C02_008E,S1001_C02_008M,S1001_C02_009E,S1001_C02_009M,S1001_C02_010E,S1001_C02_010M,S1001_C02_011E,S1001_C02_011M,S1001_C02_012E,S1001_C02_012M,S1001_C02_013E,S1001_C02_013M,S1001_C02_014E,S1001_C02_014M,S1001_C02_015E,S1001_C02_015M,S1001_C02_016E,S1001_C02_016M,S1001_C02_017E,S1001_C02_017M,S1001_C02_018E,S1001_C02_018M,S1001_C02_019E,S1001_C02_019M,S1001_C02_020E,S1001_C02_020M,S1001_C02_021E,S1001_C02_021M,S1001_C02_022E,S1001_C02_022M,S1001_C02_023E,S1001_C02_023M,S1001_C02_024E,S1001_C02_024M,S1001_C02_025E,S1001_C02_025M,S1001_C02_026E,S1001_C02_026M,S1001_C02_027E,S1001_C02_027M,S1001_C02_028E,S1001_C02_028M,S1001_C02_029E,S1001_C02_029M,S1001_C03_001E,S1001_C03_001M,S1001_C03_002E,S1001_C03_002M,S1001_C03_003E,S1001_C03_003M,S1001_C03_004E,S1001_C03_004M,S1001_C03_005E,S1001_C03_005M,S1001_C03_006E,S1001_C03_006M,S1001_C03_007E,S1001_C03_007M,S1001_C03_008E,S1001_C03_008M,S1001_C03_009E,S1001_C03_009M,S1001_C03_010E,S1001_C03_010M,S1001_C03_011E,S1001_C03_011M,S1001_C03_012E,S1001_C03_012M,S1001_C03_013E,S1001_C03_013M,S1001_C03_014E,S1001_C03_014M,S1001_C03_015E,S1001_C03_015M,S1001_C03_016E,S1001_C03_016M,S1001_C03_017E,S1001_C03_017M,S1001_C03_018E,S1001_C03_018M,S1001_C03_019E,S1001_C03_019M,S1001_C03_020E,S1001_C03_020M,S1001_C03_021E,S1001_C03_021M,S1001_C03_022E,S1001_C03_022M,S1001_C03_023E,S1001_C03_023M,S1001_C03_024E,S1001_C03_024M,S1001_C03_025E,S1001_C03_025M,S1001_C03_026E,S1001_C03_026M,S1001_C03_027E,S1001_C03_027M,S1001_C03_028E,S1001_C03_028M,S1001_C03_029E,S1001_C03_029M,NAME,S1001_C01_001MA,S1001_C01_001EA,S1001_C01_002MA,S1001_C01_002EA,S1001_C01_003EA,S1001_C01_003MA,S1001_C01_004EA,S1001_C01_004MA,S1001_C01_005EA,S1001_C01_005MA,S1001_C01_006MA,S1001_C01_006EA,S1001_C01_007MA,S1001_C01_007EA,S1001_C01_008EA,S1001_C01_008MA,S1001_C01_009EA,S1001_C01_009MA,S1001_C01_010EA,S1001_C01_010MA,S1001_C01_011EA,S1001_C01_011MA,S1001_C01_012MA,S1001_C01_012EA,S1001_C01_013MA,S1001_C01_013EA,S1001_C01_014EA,S1001_C01_014MA,S1001_C01_015EA,S1001_C01_015MA,S1001_C01_016EA,S1001_C01_016MA,S1001_C01_017MA,S1001_C01_017EA,S1001_C01_018MA,S1001_C01_018EA,S1001_C01_019EA,S1001_C01_019MA,S1001_C01_020EA,S1001_C01_020MA,S1001_C01_021MA,S1001_C01_021EA,S1001_C01_022EA,S1001_C01_022MA,S1001_C01_023MA,S1001_C01_023EA,S1001_C01_024EA,S1001_C01_024MA,S1001_C01_025MA,S1001_C01_025EA,S1001_C01_026MA,S1001_C01_026EA,S1001_C01_027EA,S1001_C01_027MA,S1001_C01_028MA,S1001_C01_028EA,S1001_C01_029EA,S1001_C01_029MA,S1001_C02_001EA,S1001_C02_001MA,S1001_C02_002EA,S1001_C02_002MA,S1001_C02_003MA,S1001_C02_003EA,S1001_C02_004EA,S1001_C02_004MA,S1001_C02_005MA,S1001_C02_005EA,S1001_C02_006EA,S1001_C02_006MA,S1001_C02_007EA,S1001_C02_007MA,S1001_C02_008MA,S1001_C02_008EA,S1001_C02_009EA,S1001_C02_009MA,S1001_C02_010MA,S1001_C02_010EA,S1001_C02_011EA,S1001_C02_011MA,S1001_C02_012MA,S1001_C02_012EA,S1001_C02_013EA,S1001_C02_013MA,S1001_C02_014MA,S1001_C02_014EA,S1001_C02_015EA,S1001_C02_015MA,S1001_C02_016MA,S1001_C02_016EA,S1001_C02_017MA,S1001_C02_017EA,S1001_C02_018EA,S1001_C02_018MA,S1001_C02_019MA,S1001_C02_019EA,S1001_C02_020EA,S1001_C02_020MA,S1001_C02_021MA,S1001_C02_021EA,S1001_C02_022EA,S1001_C02_022MA,S1001_C02_023MA,S1001_C02_023EA,S1001_C02_024EA,S1001_C02_024MA,S1001_C02_025MA,S1001_C02_025EA,S1001_C02_026EA,S1001_C02_026MA,S1001_C02_027EA,S1001_C02_027MA,S1001_C02_028MA,S1001_C02_028EA,S1001_C02_029EA,S1001_C02_029MA,S1001_C03_001MA,S1001_C03_001EA,S1001_C03_002EA,S1001_C03_002MA,S1001_C03_003MA,S1001_C03_003EA,S1001_C03_004EA,S1001_C03_004MA,S1001_C03_005MA,S1001_C03_005EA,S1001_C03_006EA,S1001_C03_006MA,S1001_C03_007MA,S1001_C03_007EA,S1001_C03_008EA,S1001_C03_008MA,S1001_C03_009EA,S1001_C03_009MA,S1001_C03_010MA,S1001_C03_010EA,S1001_C03_011EA,S1001_C03_011MA,S1001_C03_012MA,S1001_C03_012EA,S1001_C03_013EA,S1001_C03_013MA,S1001_C03_014MA,S1001_C03_014EA,S1001_C03_015EA,S1001_C03_015MA,S1001_C03_016MA,S1001_C03_016EA,S1001_C03_017EA,S1001_C03_017MA,S1001_C03_018EA,S1001_C03_018MA,S1001_C03_019EA,S1001_C03_019MA,S1001_C03_020EA,S1001_C03_020MA,S1001_C03_021MA,S1001_C03_021EA,S1001_C03_022EA,S1001_C03_022MA,S1001_C03_023MA,S1001_C03_023EA,S1001_C03_024EA,S1001_C03_024MA,S1001_C03_025MA,S1001_C03_025EA,S1001_C03_026EA,S1001_C03_026MA,S1001_C03_027MA,S1001_C03_027EA,S1001_C03_028MA,S1001_C03_028EA,S1001_C03_029EA,S1001_C03_029MA,state
0400000US01,117763,7012,44.5,2.5,32.8,2.2,22.7,2.0,95.8,1.0,49.7,3.3,44.3,3.1,0.6,0.4,0.3,0.3,0.0,0.1,0.9,0.7,4.2,1.0,4.3,1.4,47.0,3.2,100.0,0.1,0.0,0.1,117763,7012,4.7,0.9,44911,3724,117763,7012,56.6,3.3,30.3,2.9,69.7,2.9,117763,7012,71.4,3.4,28.6,3.4,72.1,3.5,5.8,1.2,22.1,3.4,71661,5505,43.7,3.2,31.7,2.6,24.6,2.7,95.7,1.6,48.1,4.1,45.6,3.9,0.6,0.7,0.2,0.2,0.0,0.2,1.2,1.1,4.3,1.6,4.1,1.9,45.6,4.0,100.0,0.2,0.0,0.2,71661,5505,5.6,1.3,40260,4222,71661,5505,56.1,4.0,32.9,3.8,67.1,3.8,71661,5505,69.7,4.4,30.3,4.4,72.6,3.8,6.5,1.7,20.9,3.7,31808,3103,26.5,4.6,37.4,4.0,36.1,4.6,93.4,3.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,6.6,3.0,4.0,2.5,45.9,6.0,100.0,0.5,0.0,0.5,31808,3103,7.0,2.3,36137,7100,31808,3103,46.2,6.5,34.3,6.5,65.7,6.5,31808,3103,69.4,6.0,30.6,6.0,72.3,5.6,9.1,3.4,18.6,5.4,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,N,N,N,N,N,N,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,130057,8284,46.1,2.3,32.1,2.2,21.7,1.9,91.4,1.2,59.3,2.7,4.2,1.3,16.1,1.9,0.8,0.5,0.1,0.2,10.8,2.2,8.6,1.2,49.3,3.0,25.9,2.5,98.6,0.7,1.4,0.7,130057,8284,3.6,0.8,51607,2889,130057,8284,58.8,3.0,27.9,3.1,72.1,3.1,130057,8284,70.6,2.9,29.4,2.9,80.9,2.5,8.7,2.1,10.3,1.8,67754,5715,42.8,3.5,32.9,3.4,24.2,2.7,90.1,2.0,57.4,3.8,3.8,1.5,18.5,2.9,0.3,0.3,0.2,0.3,9.9,3.0,9.9,2.0,47.1,4.1,25.6,3.3,98.5,1.2,1.5,1.2,67754,5715,4.4,1.3,48138,3739,67754,5715,61.4,4.0,28.9,4.2,71.1,4.2,67754,5715,67.9,3.7,32.1,3.7,80.7,3.3,9.2,2.4,10.1,2.1,19864,3043,14.9,3.4,39.3,6.7,45.8,6.4,92.5,3.3,64.8,8.3,4.4,2.4,15.9,6.5,0.2,0.4,0.0,0.9,7.1,5.2,7.5,3.3,39.3,7.5,36.8,7.0,99.2,1.2,0.8,1.2,19864,3043,5.9,2.5,39204,6946,19864,3043,44.5,7.8,25.0,6.7,75.0,6.7,19864,3043,69.4,6.9,30.6,6.9,79.9,5.4,12.2,5.0,7.9,3.0,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,778088,22060,49.8,1.1,29.9,0.8,20.4,0.9,91.3,0.6,55.5,1.3,8.4,0.7,1.1,0.3,6.8,0.6,0.6,0.2,18.8,1.2,8.7,0.6,63.0,1.3,17.8,1.0,96.2,0.4,3.8,0.4,778088,22060,3.4,0.3,64643,1302,778088,22060,45.4,1.3,19.1,1.0,80.9,1.0,778088,22060,61.7,1.2,38.3,1.2,81.2,1.0,14.7,0.9,4.1,0.5,319312,13187,46.2,1.7,29.5,1.3,24.3,1.4,90.7,1.1,55.8,2.1,10.0,1.1,1.5,0.5,5.8,0.9,1.0,0.4,16.6,1.6,9.3,1.1,60.2,2.1,19.2,1.6,96.2,0.6,3.8,0.6,319312,13187,4.4,0.6,57163,2429,319312,13187,49.4,2.1,22.5,1.7,77.5,1.7,319312,13187,58.2,2.0,41.8,2.0,79.6,1.7,16.4,1.7,4.0,0.8,72524,6653,21.8,3.1,31.1,2.9,47.1,3.7,88.5,2.4,56.0,3.8,16.6,2.7,2.4,1.1,3.0,0.9,0.6,0.6,9.8,2.9,11.5,2.4,44.8,3.7,27.9,3.2,97.3,1.0,2.7,1.0,72524,6653,8.7,1.8,36531,4309,72524,6653,40.7,3.8,36.5,4.3,63.5,4.3,72524,6653,55.2,4.0,44.8,4.0,72.2,4.5,19.7,3.5,8.1,2.7,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,77836,6348,45.3,3.1,32.3,2.7,22.4,2.4,91.8,1.5,74.5,3.5,6.2,2.1,0.8,0.5,2.5,1.5,0.0,0.1,7.8,2.2,8.2,1.5,47.0,4.2,39.5,3.8,97.6,1.3,2.4,1.3,77836,6348,5.0,1.3,60906,4078,77836,6348,47.9,3.9,17.5,3.3,82.5,3.3,77836,6348,68.8,4.0,31.2,4.0,81.8,3.3,11.3,3.1,6.9,2.5,35383,4683,42.6,3.7,32.4,3.7,25.0,3.7,88.2,2.8,73.1,4.5,6.2,2.5,0.9,0.8,1.5,1.3,0.0,0.4,6.5,2.4,11.8,2.8,46.0,5.6,39.9,5.0,98.8,0.9,1.2,0.9,35383,4683,6.1,2.5,54483,4474,35383,4683,47.0,5.0,15.2,4.2,84.8,4.2,35383,4683,66.0,5.5,34.0,5.5,83.1,4.4,11.2,3.6,5.7,2.4,12500,2412,25.2,7.1,37.9,6.1,36.9,7.1,87.0,5.2,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,13.0,5.2,45.2,9.6,40.3,8.3,97.4,2.2,2.6,2.2,12500,2412,8.4,3.0,46353,7827,12500,2412,45.9,8.0,23.0,8.0,77.0,8.0,12500,2412,63.1,8.7,36.9,8.7,81.2,8.4,16.5,8.2,2.3,1.7,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,N,N,N,N,N,N,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,347420,12358,47.5,1.6,30.8,1.3,21.7,1.3,92.8,1.2,59.7,1.9,29.2,1.8,0.2,0.1,0.9,0.4,0.0,0.1,2.7,0.6,7.2,1.2,27.7,1.6,38.1,1.6,96.9,0.5,3.1,0.5,347420,12358,6.2,0.9,51434,2396,347420,12358,54.6,2.1,26.3,2.0,73.7,2.0,347420,12358,66.3,2.3,33.7,2.3,77.7,1.7,12.3,1.5,10.1,1.2,178687,10131,44.5,2.4,32.7,2.1,22.8,2.1,91.9,1.9,57.0,2.9,32.0,2.8,0.3,0.2,0.3,0.2,0.0,0.1,2.3,0.9,8.1,1.9,22.7,2.6,38.7,2.8,97.7,0.7,2.3,0.7,178687,10131,7.7,1.4,45290,3376,178687,10131,56.5,3.0,31.0,3.0,69.0,3.0,178687,10131,64.7,3.0,35.3,3.0,75.9,2.3,13.1,1.9,10.9,1.6,53932,5970,25.6,3.3,38.4,3.5,36.0,3.8,93.5,2.7,54.2,4.9,37.1,5.4,0.2,0.3,0.1,0.2,0.0,0.4,1.8,1.4,6.5,2.7,15.8,3.3,41.8,4.2,98.4,0.8,1.6,0.8,53932,5970,8.5,2.5,32259,5800,53932,5970,45.6,5.4,35.8,5.9,64.2,5.9,53932,5970,65.9,5.6,34.1,5.6,71.3,5.3,15.9,4.3,12.9,3.1,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
