GEO_ID,S2201_C01_001E,S2201_C01_001M,S2201_C01_002E,S2201_C01_002M,S2201_C01_003E,S2201_C01_003M,S2201_C01_004E,S2201_C01_005E,S2201_C01_005M,S2201_C01_006E,S2201_C01_004M,S2201_C01_006M,S2201_C01_007E,S2201_C01_007M,S2201_C01_008E,S2201_C01_008M,S2201_C01_009E,S2201_C01_009M,S2201_C01_010E,S2201_C01_010M,S2201_C01_011E,S2201_C01_011M,S2201_C01_012E,S2201_C01_012M,S2201_C01_013E,S2201_C01_013M,S2201_C01_014E,S2201_C01_014M,S2201_C01_015E,S2201_C01_015M,S2201_C01_016E,S2201_C01_016M,S2201_C01_017E,S2201_C01_017M,S2201_C01_018E,S2201_C01_018M,S2201_C01_019E,S2201_C01_019M,S2201_C01_020E,S2201_C01_020M,S2201_C01_021E,S2201_C01_021M,S2201_C02_001E,S2201_C02_001M,S2201_C02_002E,S2201_C02_002M,S2201_C02_003E,S2201_C02_003M,S2201_C02_004E,S2201_C02_004M,S2201_C02_005E,S2201_C02_005M,S2201_C02_006E,S2201_C02_006M,S2201_C02_007E,S2201_C02_007M,S2201_C02_008E,S2201_C02_008M,S2201_C02_009E,S2201_C02_009M,S2201_C02_010E,S2201_C02_010M,S2201_C02_011E,S2201_C02_011M,S2201_C02_012E,S2201_C02_012M,S2201_C02_013E,S2201_C02_013M,S2201_C02_014E,S2201_C02_014M,S2201_C02_015E,S2201_C02_015M,S2201_C02_016E,S2201_C02_016M,S2201_C02_017E,S2201_C02_017M,S2201_C02_018E,S2201_C02_018M,S2201_C02_019E,S2201_C02_019M,S2201_C02_020E,S2201_C02_020M,S2201_C02_021E,S2201_C02_021M,S2201_C03_001E,S2201_C03_001M,S2201_C03_002E,S2201_C03_002M,S2201_C03_003E,S2201_C03_003M,S2201_C03_004E,S2201_C03_004M,S2201_C03_005E,S2201_C03_005M,S2201_C03_006E,S2201_C03_006M,S2201_C03_007E,S2201_C03_007M,S2201_C03_008E,S2201_C03_008M,S2201_C03_009E,S2201_C03_009M,S2201_C03_010E,S2201_C03_010M,S2201_C03_011E,S2201_C03_011M,S2201_C03_012E,S2201_C03_012M,S2201_C03_013E,S2201_C03_013M,S2201_C03_014E,S2201_C03_014M,S2201_C03_015E,S2201_C03_015M,S2201_C03_016E,S2201_C03_016M,S2201_C03_017E,S2201_C03_017M,S2201_C03_018E,S2201_C03_018M,S2201_C03_019E,S2201_C03_019M,S2201_C03_020E,S2201_C03_020M,S2201_C03_021E,S2201_C03_021M,NAME,S2201_C01_001MA,S2201_C01_001EA,S2201_C01_002EA,S2201_C01_002MA,S2201_C01_003MA,S2201_C01_003EA,S2201_C01_004EA,S2201_C01_004MA,S2201_C01_005MA,S2201_C01_005EA,S2201_C01_006EA,S2201_C01_006MA,S2201_C01_007MA,S2201_C01_007EA,S2201_C01_008MA,S2201_C01_008EA,S2201_C01_009MA,S2201_C01_009EA,S2201_C01_010MA,S2201_C01_010EA,S2201_C01_011MA,S2201_C01_011EA,S2201_C01_012MA,S2201_C01_012EA,S2201_C01_013MA,S2201_C01_013EA,S2201_C01_014MA,S2201_C01_014EA,S2201_C01_015MA,S2201_C01_015EA,S2201_C01_016MA,S2201_C01_016EA,S2201_C01_017MA,S2201_C01_017EA,S2201_C01_018MA,S2201_C01_018EA,S2201_C01_019MA,S2201_C01_019EA,S2201_C01_020MA,S2201_C01_020EA,S2201_C01_021MA,S2201_C01_021EA,S2201_C02_001MA,S2201_C02_001EA,S2201_C02_002MA,S2201_C02_002EA,S2201_C02_003MA,S2201_C02_003EA,S2201_C02_004MA,S2201_C02_004EA,S2201_C02_005MA,S2201_C02_005EA,S2201_C02_006MA,S2201_C02_006EA,S2201_C02_007EA,S2201_C02_007MA,S2201_C02_008MA,S2201_C02_008EA,S2201_C02_009MA,S2201_C02_009EA,S2201_C02_010MA,S2201_C02_010EA,S2201_C02_011MA,S2201_C02_011EA,S2201_C02_012EA,S2201_C02_012MA,S2201_C02_013MA,S2201_C02_013EA,S2201_C02_014EA,S2201_C02_014MA,S2201_C02_015EA,S2201_C02_015MA,S2201_C02_016EA,S2201_C02_016MA,S2201_C02_017MA,S2201_C02_017EA,S2201_C02_018EA,S2201_C02_018MA,S2201_C02_019MA,S2201_C02_019EA,S2201_C02_020EA,S2201_C02_020MA,S2201_C02_021MA,S2201_C02_021EA,S2201_C03_001EA,S2201_C03_001MA,S2201_C03_002EA,S2201_C03_002MA,S2201_C03_003MA,S2201_C03_003EA,S2201_C03_004EA,S2201_C03_004MA,S2201_C03_005EA,S2201_C03_005MA,S2201_C03_006EA,S2201_C03_006MA,S2201_C03_007MA,S2201_C03_007EA,S2201_C03_008EA,S2201_C03_008MA,S2201_C03_009MA,S2201_C03_009EA,S2201_C03_010EA,S2201_C03_010MA,S2201_C03_011EA,S2201_C03_011MA,S2201_C03_012EA,S2201_C03_012MA,S2201_C03_013EA,S2201_C03_013MA,S2201_C03_014MA,S2201_C03_014EA,S2201_C03_015EA,S2201_C03_015MA,S2201_C03_016MA,S2201_C03_016EA,S2201_C03_017MA,S2201_C03_017EA,S2201_C03_018MA,S2201_C03_018EA,S2201_C03_019MA,S2201_C03_019EA,S2201_C03_020EA,S2201_C03_020MA,S2201_C03_021MA,S2201_C03_021EA,state
0400000US01,1822439,11200,37.8,0.3,31.3,0.5,18.2,30.8,0.5,-999999999.0,0.4,-999999999.0,70.9,0.3,25.8,0.3,0.5,0.1,1.0,0.1,-999999999.0,-999999999.0,0.7,0.1,1.1,0.1,2.6,0.2,69.2,0.3,42849,641,1222568,14007,18.9,0.5,36.3,0.6,44.9,0.6,2.8,-888888888.0,283047,7581,25.9,1.4,53.6,1.5,58.0,1.5,45.5,1.5,-999999999.0,-999999999.0,46.3,1.3,50.5,1.2,0.7,0.2,0.4,0.2,-999999999.0,-999999999.0,0.6,0.2,1.5,0.3,2.8,0.5,44.4,1.4,15917,668,200308,6029,26.8,1.5,49.7,1.9,23.5,1.5,-888888888,-888888888,1539392,11859,40.0,0.4,27.2,0.6,10.8,0.4,28.0,0.5,-999999999.0,-999999999.0,75.4,0.4,21.2,0.4,0.5,0.1,1.1,0.1,-999999999.0,-999999999.0,0.8,0.1,1.0,0.1,2.5,0.2,73.8,0.4,49608,635,1022260,12589,17.3,0.5,33.6,0.7,49.1,0.7,-888888888,-888888888,Alabama,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),01
0400000US02,246015,2720,29.2,0.9,34.7,1.1,8.0,23.7,1.3,95.0,0.8,0.8,74.8,0.9,3.1,0.5,11.6,0.6,3.8,0.4,0.7,0.2,1.0,0.3,5.0,0.8,5.3,0.5,71.5,0.9,72237,1892,165431,3617,7.4,0.8,30.2,1.7,62.5,1.8,1.1,-888888888.0,24098,1853,25.3,3.0,56.2,3.7,39.2,4.3,46.1,4.0,93.5,2.3,45.4,4.0,2.9,2.0,37.4,3.7,3.8,1.6,3.2,1.6,0.9,0.7,6.5,2.3,4.7,2.6,43.3,4.4,24784,2674,16055,1585,14.9,3.0,44.7,5.5,40.4,5.2,-888888888,-888888888,221917,3164,29.6,1.0,32.4,1.3,4.6,0.6,21.3,1.3,95.2,0.8,78.0,1.1,3.1,0.5,8.8,0.7,3.8,0.5,0.5,0.3,1.0,0.3,4.8,0.8,5.3,0.6,74.6,1.1,77662,2593,149376,3677,6.6,0.8,28.6,1.7,64.8,1.8,-888888888,-888888888,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),02
0400000US04,2400809,11557,38.2,0.3,31.6,0.4,15.9,24.9,0.4,98.1,0.4,0.2,83.6,0.3,4.0,0.2,3.2,0.1,2.6,0.1,0.1,0.1,4.5,0.2,1.9,0.2,21.9,0.3,67.2,0.3,48510,587,1572310,12708,19.9,0.5,35.9,0.6,44.2,0.5,1.7,-888888888.0,323485,7641,24.5,1.1,60.0,1.6,50.7,1.4,38.1,1.4,97.6,0.4,71.8,1.3,6.7,0.7,8.3,0.6,1.5,0.3,0.3,0.1,9.1,0.8,2.4,0.4,41.3,1.3,41.3,1.3,21745,594,246882,7184,21.4,1.4,49.1,1.9,29.6,1.4,-888888888,-888888888,2077324,11851,40.3,0.3,27.2,0.4,10.5,0.4,22.8,0.4,98.2,0.2,85.4,0.3,3.6,0.2,2.4,0.1,2.8,0.1,0.1,0.1,3.8,0.2,1.8,0.2,18.9,0.3,71.2,0.4,53006,627,1325428,12206,19.6,0.5,33.5,0.6,46.9,0.5,-888888888,-888888888,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),04
0400000US05,1125899,6925,37.9,0.4,31.8,0.7,18.8,32.9,0.6,-999999999.0,0.6,-999999999.0,80.6,0.3,15.0,0.3,0.6,0.1,1.0,0.1,-999999999.0,-999999999.0,1.3,0.2,1.4,0.1,4.2,0.2,77.8,0.4,40511,710,751124,10710,18.9,0.7,35.8,0.9,45.3,0.9,1.5,-888888888.0,172725,6435,24.4,1.7,52.9,1.9,59.6,2.0,49.4,1.8,-999999999.0,-999999999.0,64.4,1.6,30.7,1.4,0.7,0.3,0.3,0.2,-999999999.0,-999999999.0,1.8,0.6,2.1,0.5,5.2,0.9,61.2,1.7,16445,498,119974,5212,27.0,2.2,49.9,2.4,23.0,1.9,-888888888,-888888888,953174,8189,40.3,0.5,28.0,0.7,11.4,0.6,29.9,0.6,-999999999.0,-999999999.0,83.5,0.5,12.2,0.4,0.6,0.1,1.2,0.1,-999999999.0,-999999999.0,1.2,0.2,1.3,0.2,4.0,0.3,80.9,0.5,46356,790,631150,9548,17.3,0.7,33.2,0.9,49.5,0.9,-888888888,-888888888,Arkansas,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),05
0400000US06,12650592,16944,35.7,0.2,35.6,0.2,15.0,23.5,0.2,97.0,0.1,0.1,67.2,0.1,6.4,0.1,0.7,0.1,12.9,0.1,0.3,0.1,9.5,0.1,3.0,0.1,28.1,0.1,50.0,0.1,60190,255,8645970,31516,13.5,0.2,34.5,0.3,52.0,0.3,1.4,-888888888.0,1192254,17617,21.8,0.7,71.4,0.7,51.8,0.8,35.3,0.8,96.3,0.3,57.7,0.8,12.5,0.5,1.2,0.1,6.8,0.4,0.4,0.1,17.6,0.5,3.7,0.3,51.0,0.7,26.7,0.7,23625,456,1012744,16673,21.0,0.8,45.8,0.8,33.2,0.8,-888888888,-888888888,11458338,23729,37.2,0.2,31.9,0.2,11.2,0.1,22.3,0.2,97.1,0.1,68.2,0.1,5.8,0.1,0.7,0.1,13.5,0.1,0.3,0.1,8.6,0.1,2.9,0.1,25.7,0.1,52.4,0.1,64992,363,7633226,30962,12.5,0.2,33.0,0.3,54.5,0.3,-888888888,-888888888,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),06
0400000US08,2002800,8550,32.4,0.3,32.0,0.4,12.0,22.0,0.4,97.5,0.4,0.2,87.1,0.3,3.6,0.1,0.8,0.1,2.4,0.1,0.1,0.1,3.6,0.2,2.5,0.2,15.4,0.3,76.3,0.3,58823,808,1279941,10970,11.5,0.4,33.6,0.7,55.0,0.6,1.5,-888888888.0,172179,6718,23.7,1.4,57.8,1.9,48.6,1.8,40.9,1.9,95.4,0.8,73.5,1.7,8.4,1.0,1.8,0.6,2.1,0.5,0.2,0.1,9.5,1.2,4.6,0.8,35.3,1.7,50.8,1.8,21776,782,121381,5677,15.0,1.6,50.3,2.4,34.7,2.4,-888888888,-888888888,1830621,9817,33.2,0.3,29.6,0.5,8.5,0.3,20.2,0.4,97.7,0.2,88.4,0.3,3.1,0.2,0.7,0.1,2.4,0.1,0.1,0.1,3.0,0.2,2.3,0.2,13.6,0.3,78.7,0.3,62954,656,1158560,11550,11.1,0.4,31.8,0.7,57.1,0.7,-888888888,-888888888,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),08
0400000US09,1339860,7005,38.1,0.4,31.5,0.6,10.5,21.6,0.5,-999999999.0,0.4,-999999999.0,81.2,0.4,9.4,0.3,0.2,0.1,3.5,0.1,-999999999.0,-999999999.0,4.1,0.3,1.5,0.1,11.3,0.3,74.9,0.3,67098,1058,890293,9252,12.4,0.4,31.3,0.8,56.3,0.7,1.3,-888888888.0,165367,5592,32.3,1.6,45.1,1.9,44.2,2.1,41.8,1.8,-999999999.0,-999999999.0,61.0,1.9,23.3,1.6,0.4,0.3,1.2,0.4,-999999999.0,-999999999.0,10.5,1.2,3.6,0.8,30.6,1.7,44.3,1.6,19712,812,104543,4463,24.8,2.3,46.5,2.6,28.7,2.3,-888888888,-888888888,1174493,7921,38.9,0.4,29.6,0.6,5.8,0.3,18.8,0.5,-999999999.0,-999999999.0,84.1,0.5,7.5,0.3,0.1,0.1,3.9,0.2,-999999999.0,-999999999.0,3.2,0.3,1.2,0.1,8.6,0.3,79.2,0.4,75840,1049,785750,8974,10.7,0.4,29.3,0.8,60.0,0.7,-888888888,-888888888,Connecticut,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),09
0400000US10,339071,3144,40.5,0.8,30.3,1.2,11.1,25.1,1.0,-999999999.0,0.9,-999999999.0,72.8,0.7,19.5,0.7,0.4,0.2,3.5,0.3,-999999999.0,-999999999.0,2.1,0.4,1.6,0.4,6.2,0.4,69.5,0.7,57846,1876,228364,4558,16.3,0.9,32.6,1.6,51.1,1.5,3.7,-888888888.0,46663,3062,26.1,3.1,55.8,4.0,41.6,3.9,38.7,3.5,-999999999.0,-999999999.0,51.5,4.1,36.6,4.1,1.4,1.0,0.8,0.7,-999999999.0,-999999999.0,4.8,1.7,4.8,1.9,16.5,2.3,43.1,3.8,25469,2061,34576,2727,17.8,3.3,50.3,4.5,31.9,4.3,-888888888,-888888888,292408,3767,42.8,1.0,26.2,1.3,6.3,0.7,22.9,1.2,-999999999.0,-999999999.0,76.2,0.9,16.8,0.8,0.3,0.1,3.9,0.3,-999999999.0,-999999999.0,1.7,0.5,1.1,0.4,4.5,0.6,73.7,0.9,63757,1672,193788,4635,16.0,1.0,29.5,1.8,54.5,1.7,-888888888,-888888888,Delaware,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),10
0400000US11,271651,3228,28.4,0.8,22.1,1.1,16.7,18.7,1.2,-999999999.0,1.0,-999999999.0,45.1,1.1,45.5,1.2,-999999999.0,-999999999.0,3.7,0.4,-999999999.0,-999999999.0,2.7,0.6,2.7,0.6,8.4,0.6,40.5,0.8,67572,3383,120467,4214,15.0,1.7,36.9,2.1,48.2,2.1,1.7,-888888888.0,42612,2327,30.4,3.0,47.1,4.0,54.1,3.9,45.4,3.8,-999999999.0,-999999999.0,7.0,2.0,88.5,2.3,-999999999.0,-999999999.0,0.9,0.6,-999999999.0,-999999999.0,2.6,1.3,0.8,0.6,7.2,2.3,3.2,1.1,16132,1911,28867,2160,33.9,4.6,45.3,5.1,20.9,3.2,-888888888,-888888888,229039,3443,28.0,0.9,17.4,1.1,9.7,0.9,13.7,1.1,-999999999.0,-999999999.0,52.2,1.3,37.5,1.4,-999999999.0,-999999999.0,4.2,0.5,-999999999.0,-999999999.0,2.8,0.7,3.1,0.7,8.7,0.8,47.5,1.0,81959,3252,91600,3691,9.0,1.5,34.2,2.4,56.8,2.5,-888888888,-888888888,District of Columbia,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,N,N,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,N,N,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,N,N,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),11
0400000US12,7211584,26752,43.4,0.2,27.7,0.2,15.6,26.0,0.2,98.5,0.3,0.1,80.5,0.2,13.8,0.1,0.2,0.1,2.1,0.1,0.0,0.1,1.8,0.1,1.5,0.1,18.8,0.2,64.3,0.2,46036,310,4626388,25285,20.8,0.3,34.1,0.4,45.1,0.4,2.5,-888888888.0,1089738,15353,34.3,0.6,48.8,0.8,46.9,0.9,40.1,0.8,98.1,0.2,67.1,0.6,26.7,0.6,0.3,0.1,1.1,0.2,0.0,0.1,2.9,0.3,1.9,0.2,32.4,0.7,39.3,0.7,21414,367,780551,14011,22.2,0.9,45.7,1.2,32.1,1.0,-888888888,-888888888,6121846,26844,45.0,0.2,23.9,0.3,10.0,0.2,23.4,0.2,98.6,0.1,82.9,0.2,11.5,0.2,0.2,0.1,2.3,0.1,0.0,0.1,1.6,0.1,1.4,0.1,16.4,0.2,68.8,0.2,51448,293,3845837,25418,20.5,0.3,31.8,0.4,47.7,0.4,-888888888,-888888888,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),12
