VARIABLE,TYPE,LABEL,GROUP
CP04_2013to2009_001SS,string,2013 - 2009 Statistical Significance!!HOUSING OCCUPANCY!!Total housing units,CP04
CP04_2013to2009_002SS,string,2013 - 2009 Statistical Significance!!HOUSING OCCUPANCY!!Total housing units!!Occupied housing units,CP04
CP04_2013to2009_003SS,string,2013 - 2009 Statistical Significance!!HOUSING OCCUPANCY!!Total housing units!!Vacant housing units,CP04
CP04_2013to2009_004SS,string,2013 - 2009 Statistical Significance!!HOUSING OCCUPANCY!!Homeowner vacancy rate,CP04
CP04_2013to2009_005SS,string,2013 - 2009 Statistical Significance!!HOUSING OCCUPANCY!!Rental vacancy rate,CP04
CP04_2013to2009_006SS,string,2013 - 2009 Statistical Significance!!UNITS IN STRUCTURE!!Total housing units,CP04
CP04_2013to2009_007SS,string,"2013 - 2009 Statistical Significance!!UNITS IN STRUCTURE!!Total housing units!!1-unit, detached",CP04
CP04_2013to2009_008SS,string,"2013 - 2009 Statistical Significance!!UNITS IN STRUCTURE!!Total housing units!!1-unit, attached",CP04
CP04_2013to2009_009SS,string,2013 - 2009 Statistical Significance!!UNITS IN STRUCTURE!!Total housing units!!2 units,CP04
CP04_2013to2009_010SS,string,2013 - 2009 Statistical Significance!!UNITS IN STRUCTURE!!Total housing units!!3 or 4 units,CP04
CP04_2013to2009_011SS,string,2013 - 2009 Statistical Significance!!UNITS IN STRUCTURE!!Total housing units!!5 to 9 units,CP04
CP04_2013to2009_012SS,string,2013 - 2009 Statistical Significance!!UNITS IN STRUCTURE!!Total housing units!!10 to 19 units,CP04
CP04_2013to2009_013SS,string,2013 - 2009 Statistical Significance!!UNITS IN STRUCTURE!!Total housing units!!20 or more units,CP04
CP04_2013to2009_014SS,string,2013 - 2009 Statistical Significance!!UNITS IN STRUCTURE!!Total housing units!!Mobile home,CP04
CP04_2013to2009_015SS,string,"2013 - 2009 Statistical Significance!!UNITS IN STRUCTURE!!Total housing units!!Boat, RV, van, etc.",CP04
CP04_2013to2009_016SS,string,2013 - 2009 Statistical Significance!!YEAR STRUCTURE BUILT!!Total housing units,CP04
CP04_2013to2009_017SS,string,2013 - 2009 Statistical Significance!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 or later,CP04
CP04_2013to2009_018SS,string,2013 - 2009 Statistical Significance!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009,CP04
CP04_2013to2009_019SS,string,2013 - 2009 Statistical Significance!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999,CP04
CP04_2013to2009_020SS,string,2013 - 2009 Statistical Significance!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989,CP04
CP04_2013to2009_021SS,string,2013 - 2009 Statistical Significance!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979,CP04
CP04_2013to2009_022SS,string,2013 - 2009 Statistical Significance!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969,CP04
CP04_2013to2009_023SS,string,2013 - 2009 Statistical Significance!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959,CP04
CP04_2013to2009_024SS,string,2013 - 2009 Statistical Significance!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949,CP04
CP04_2013to2009_025SS,string,2013 - 2009 Statistical Significance!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier,CP04
CP04_2013to2009_026SS,string,2013 - 2009 Statistical Significance!!ROOMS!!Total housing units,CP04
CP04_2013to2009_027SS,string,2013 - 2009 Statistical Significance!!ROOMS!!Total housing units!!1 room,CP04
CP04_2013to2009_028SS,string,2013 - 2009 Statistical Significance!!ROOMS!!Total housing units!!2 rooms,CP04
CP04_2013to2009_029SS,string,2013 - 2009 Statistical Significance!!ROOMS!!Total housing units!!3 rooms,CP04
CP04_2013to2009_030SS,string,2013 - 2009 Statistical Significance!!ROOMS!!Total housing units!!4 rooms,CP04
CP04_2013to2009_031SS,string,2013 - 2009 Statistical Significance!!ROOMS!!Total housing units!!5 rooms,CP04
CP04_2013to2009_032SS,string,2013 - 2009 Statistical Significance!!ROOMS!!Total housing units!!6 rooms,CP04
CP04_2013to2009_033SS,string,2013 - 2009 Statistical Significance!!ROOMS!!Total housing units!!7 rooms,CP04
CP04_2013to2009_034SS,string,2013 - 2009 Statistical Significance!!ROOMS!!Total housing units!!8 rooms,CP04
CP04_2013to2009_035SS,string,2013 - 2009 Statistical Significance!!ROOMS!!Total housing units!!9 rooms or more,CP04
CP04_2013to2009_036SS,string,2013 - 2009 Statistical Significance!!ROOMS!!Total housing units!!Median rooms,CP04
CP04_2013to2009_037SS,string,2013 - 2009 Statistical Significance!!BEDROOMS!!Total housing units,CP04
CP04_2013to2009_038SS,string,2013 - 2009 Statistical Significance!!BEDROOMS!!Total housing units!!No bedroom,CP04
CP04_2013to2009_039SS,string,2013 - 2009 Statistical Significance!!BEDROOMS!!Total housing units!!1 bedroom,CP04
CP04_2013to2009_040SS,string,2013 - 2009 Statistical Significance!!BEDROOMS!!Total housing units!!2 bedrooms,CP04
CP04_2013to2009_041SS,string,2013 - 2009 Statistical Significance!!BEDROOMS!!Total housing units!!3 bedrooms,CP04
CP04_2013to2009_042SS,string,2013 - 2009 Statistical Significance!!BEDROOMS!!Total housing units!!4 bedrooms,CP04
CP04_2013to2009_043SS,string,2013 - 2009 Statistical Significance!!BEDROOMS!!Total housing units!!5 or more bedrooms,CP04
CP04_2013to2009_044SS,string,2013 - 2009 Statistical Significance!!HOUSING TENURE!!Occupied housing units,CP04
CP04_2013to2009_045SS,string,2013 - 2009 Statistical Significance!!HOUSING TENURE!!Occupied housing units!!Owner-occupied,CP04
CP04_2013to2009_046SS,string,2013 - 2009 Statistical Significance!!HOUSING TENURE!!Occupied housing units!!Renter-occupied,CP04
CP04_2013to2009_047SS,string,2013 - 2009 Statistical Significance!!HOUSING TENURE!!Average household size of owner-occupied unit,CP04
