VARIABLE,TYPE,LABEL,GROUP
C27001G_001E,int,Estimate!!Total,C27001G
C27001G_002E,int,Estimate!!Total!!Under 19 years,C27001G
C27001G_003E,int,Estimate!!Total!!Under 19 years!!With health insurance coverage,C27001G
C27001G_004E,int,Estimate!!Total!!Under 19 years!!No health insurance coverage,C27001G
C27001G_005E,int,Estimate!!Total!!19 to 64 years,C27001G
C27001G_006E,int,Estimate!!Total!!19 to 64 years!!With health insurance coverage,C27001G
C27001G_007E,int,Estimate!!Total!!19 to 64 years!!No health insurance coverage,C27001G
C27001G_008E,int,Estimate!!Total!!65 years and over,C27001G
C27001G_009E,int,Estimate!!Total!!65 years and over!!With health insurance coverage,C27001G
C27001G_010E,int,Estimate!!Total!!65 years and over!!No health insurance coverage,C27001G
C27001G_001M,int,Margin of Error!!Total,C27001G
C27001G_002M,int,Margin of Error!!Total!!Under 19 years,C27001G
C27001G_003M,int,Margin of Error!!Total!!Under 19 years!!With health insurance coverage,C27001G
C27001G_004M,int,Margin of Error!!Total!!Under 19 years!!No health insurance coverage,C27001G
C27001G_005M,int,Margin of Error!!Total!!19 to 64 years,C27001G
C27001G_006M,int,Margin of Error!!Total!!19 to 64 years!!With health insurance coverage,C27001G
C27001G_007M,int,Margin of Error!!Total!!19 to 64 years!!No health insurance coverage,C27001G
C27001G_008M,int,Margin of Error!!Total!!65 years and over,C27001G
C27001G_009M,int,Margin of Error!!Total!!65 years and over!!With health insurance coverage,C27001G
C27001G_010M,int,Margin of Error!!Total!!65 years and over!!No health insurance coverage,C27001G
C27001G_001EA,string,Annotation of Estimate!!Total,C27001G
C27001G_001MA,string,Annotation of Margin of Error!!Total,C27001G
C27001G_002EA,string,Annotation of Estimate!!Total!!Under 19 years,C27001G
C27001G_002MA,string,Annotation of Margin of Error!!Total!!Under 19 years,C27001G
C27001G_003EA,string,Annotation of Estimate!!Total!!Under 19 years!!With health insurance coverage,C27001G
C27001G_003MA,string,Annotation of Margin of Error!!Total!!Under 19 years!!With health insurance coverage,C27001G
C27001G_004EA,string,Annotation of Estimate!!Total!!Under 19 years!!No health insurance coverage,C27001G
C27001G_004MA,string,Annotation of Margin of Error!!Total!!Under 19 years!!No health insurance coverage,C27001G
C27001G_005EA,string,Annotation of Estimate!!Total!!19 to 64 years,C27001G
C27001G_005MA,string,Annotation of Margin of Error!!Total!!19 to 64 years,C27001G
C27001G_006EA,string,Annotation of Estimate!!Total!!19 to 64 years!!With health insurance coverage,C27001G
C27001G_006MA,string,Annotation of Margin of Error!!Total!!19 to 64 years!!With health insurance coverage,C27001G
C27001G_007EA,string,Annotation of Estimate!!Total!!19 to 64 years!!No health insurance coverage,C27001G
C27001G_007MA,string,Annotation of Margin of Error!!Total!!19 to 64 years!!No health insurance coverage,C27001G
C27001G_008EA,string,Annotation of Estimate!!Total!!65 years and over,C27001G
C27001G_008MA,string,Annotation of Margin of Error!!Total!!65 years and over,C27001G
C27001G_009EA,string,Annotation of Estimate!!Total!!65 years and over!!With health insurance coverage,C27001G
C27001G_009MA,string,Annotation of Margin of Error!!Total!!65 years and over!!With health insurance coverage,C27001G
C27001G_010EA,string,Annotation of Estimate!!Total!!65 years and over!!No health insurance coverage,C27001G
C27001G_010MA,string,Annotation of Margin of Error!!Total!!65 years and over!!No health insurance coverage,C27001G
