B23002I_001E,B23002I_001EA,B23002I_001M,B23002I_001MA,B23002I_002E,B23002I_002EA,B23002I_002M,B23002I_002MA,B23002I_003E,B23002I_003EA,B23002I_003M,B23002I_003MA,B23002I_004E,B23002I_004EA,B23002I_004M,B23002I_004MA,B23002I_005E,B23002I_005EA,B23002I_005M,B23002I_005MA,B23002I_006E,B23002I_006EA,B23002I_006M,B23002I_006MA,B23002I_007E,B23002I_007EA,B23002I_007M,B23002I_007MA,B23002I_008E,B23002I_008EA,B23002I_008M,B23002I_008MA,B23002I_009E,B23002I_009EA,B23002I_009M,B23002I_009MA,B23002I_010E,B23002I_010EA,B23002I_010M,B23002I_010MA,B23002I_011E,B23002I_011EA,B23002I_011M,B23002I_011MA,B23002I_012E,B23002I_012EA,B23002I_012M,B23002I_012MA,B23002I_013E,B23002I_013EA,B23002I_013M,B23002I_013MA,B23002I_014E,B23002I_014EA,B23002I_014M,B23002I_014MA,B23002I_015E,B23002I_015EA,B23002I_015M,B23002I_015MA,B23002I_016E,B23002I_016EA,B23002I_016M,B23002I_016MA,B23002I_017E,B23002I_017EA,B23002I_017M,B23002I_017MA,B23002I_018E,B23002I_018EA,B23002I_018M,B23002I_018MA,B23002I_019E,B23002I_019EA,B23002I_019M,B23002I_019MA,B23002I_020E,B23002I_020EA,B23002I_020M,B23002I_020MA,B23002I_021E,B23002I_021EA,B23002I_021M,B23002I_021MA,B23002I_022E,B23002I_022EA,B23002I_022M,B23002I_022MA,B23002I_023E,B23002I_023EA,B23002I_023M,B23002I_023MA,B23002I_024E,B23002I_024EA,B23002I_024M,B23002I_024MA,B23002I_025E,B23002I_025EA,B23002I_025M,B23002I_025MA,B23002I_026E,B23002I_026EA,B23002I_026M,B23002I_026MA,B23002I_027E,B23002I_027EA,B23002I_027M,B23002I_027MA,B23002I_028E,B23002I_028EA,B23002I_028M,B23002I_028MA,B23002I_029E,B23002I_029EA,B23002I_029M,B23002I_029MA,B23002I_030E,B23002I_030EA,B23002I_030M,B23002I_030MA,B23002I_031E,B23002I_031EA,B23002I_031M,B23002I_031MA,B23002I_032E,B23002I_032EA,B23002I_032M,B23002I_032MA,B23002I_033E,B23002I_033EA,B23002I_033M,B23002I_033MA,B23002I_034E,B23002I_034EA,B23002I_034M,B23002I_034MA,B23002I_035E,B23002I_035EA,B23002I_035M,B23002I_035MA,B23002I_036E,B23002I_036EA,B23002I_036M,B23002I_036MA,B23002I_037E,B23002I_037EA,B23002I_037M,B23002I_037MA,B23002I_038E,B23002I_038EA,B23002I_038M,B23002I_038MA,B23002I_039E,B23002I_039EA,B23002I_039M,B23002I_039MA,B23002I_040E,B23002I_040EA,B23002I_040M,B23002I_040MA,B23002I_041E,B23002I_041EA,B23002I_041M,B23002I_041MA,B23002I_042E,B23002I_042EA,B23002I_042M,B23002I_042MA,B23002I_043E,B23002I_043EA,B23002I_043M,B23002I_043MA,B23002I_044E,B23002I_044EA,B23002I_044M,B23002I_044MA,B23002I_045E,B23002I_045EA,B23002I_045M,B23002I_045MA,B23002I_046E,B23002I_046EA,B23002I_046M,B23002I_046MA,B23002I_047E,B23002I_047EA,B23002I_047M,B23002I_047MA,B23002I_048E,B23002I_048EA,B23002I_048M,B23002I_048MA,B23002I_049E,B23002I_049EA,B23002I_049M,B23002I_049MA,B23002I_050E,B23002I_050EA,B23002I_050M,B23002I_050MA,B23002I_051E,B23002I_051EA,B23002I_051M,B23002I_051MA,B23002I_052E,B23002I_052EA,B23002I_052M,B23002I_052MA,B23002I_053E,B23002I_053EA,B23002I_053M,B23002I_053MA,B23002I_054E,B23002I_054EA,B23002I_054M,B23002I_054MA,B23002I_055E,B23002I_055EA,B23002I_055M,B23002I_055MA,B23002I_056E,B23002I_056EA,B23002I_056M,B23002I_056MA,B23002I_057E,B23002I_057EA,B23002I_057M,B23002I_057MA,B23002I_058E,B23002I_058EA,B23002I_058M,B23002I_058MA,B23002I_059E,B23002I_059EA,B23002I_059M,B23002I_059MA,B23002I_060E,B23002I_060EA,B23002I_060M,B23002I_060MA,B23002I_061E,B23002I_061EA,B23002I_061M,B23002I_061MA,B23002I_062E,B23002I_062EA,B23002I_062M,B23002I_062MA,B23002I_063E,B23002I_063EA,B23002I_063M,B23002I_063MA,B23002I_064E,B23002I_064EA,B23002I_064M,B23002I_064MA,B23002I_065E,B23002I_065EA,B23002I_065M,B23002I_065MA,B23002I_066E,B23002I_066EA,B23002I_066M,B23002I_066MA,B23002I_067E,B23002I_067EA,B23002I_067M,B23002I_067MA,B23002I_068E,B23002I_068EA,B23002I_068M,B23002I_068MA,B23002I_069E,B23002I_069EA,B23002I_069M,B23002I_069MA,B23002I_070E,B23002I_070EA,B23002I_070M,B23002I_070MA,B23002I_071E,B23002I_071EA,B23002I_071M,B23002I_071MA,B23002I_072E,B23002I_072EA,B23002I_072M,B23002I_072MA,B23002I_073E,B23002I_073EA,B23002I_073M,B23002I_073MA,B23002I_074E,B23002I_074EA,B23002I_074M,B23002I_074MA,B23002I_075E,B23002I_075EA,B23002I_075M,B23002I_075MA,B23002I_076E,B23002I_076EA,B23002I_076M,B23002I_076MA,B23002I_077E,B23002I_077EA,B23002I_077M,B23002I_077MA,B23002I_078E,B23002I_078EA,B23002I_078M,B23002I_078MA,B23002I_079E,B23002I_079EA,B23002I_079M,B23002I_079MA,GEO_ID,NAME,state
89608,null,2136,null,49563,null,2155,null,3105,null,729,null,1986,null,631,null,567,null,326,null,1419,null,473,null,1040,null,360,null,379,null,292,null,1119,null,432,null,8236,null,1362,null,7457,null,1372,null,423,null,546,null,7034,null,1122,null,6534,null,1121,null,500,null,326,null,779,null,419,null,33392,null,1420,null,30729,null,1607,null,1111,null,758,null,29618,null,1623,null,26633,null,2008,null,2985,null,1035,null,2663,null,933,null,3142,null,850,null,2484,null,746,null,0,null,273,null,2484,null,746,null,2321,null,763,null,163,null,138,null,658,null,373,null,285,null,225,null,121,null,139,null,121,null,139,null,0,null,273,null,164,null,169,null,1403,null,633,null,492,null,525,null,492,null,525,null,0,null,273,null,911,null,515,null,40045,null,1617,null,3254,null,947,null,1027,null,517,null,0,null,273,null,1027,null,517,null,539,null,427,null,488,null,342,null,2227,null,831,null,4487,null,834,null,2767,null,750,null,29,null,69,null,2738,null,741,null,2419,null,675,null,319,null,255,null,1720,null,552,null,26951,null,1408,null,15400,null,1781,null,63,null,83,null,15337,null,1789,null,12999,null,1760,null,2338,null,830,null,11551,null,1542,null,2201,null,550,null,775,null,324,null,0,null,273,null,775,null,324,null,741,null,328,null,34,null,63,null,1426,null,508,null,674,null,424,null,188,null,180,null,131,null,135,null,57,null,121,null,486,null,373,null,2478,null,753,null,124,null,109,null,30,null,50,null,94,null,95,null,2354,null,759,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
1347277,null,2428,null,709764,null,2016,null,75563,null,2553,null,28687,null,2350,null,344,null,214,null,28343,null,2321,null,20378,null,2026,null,7965,null,1833,null,46876,null,3338,null,89451,null,1176,null,70848,null,2735,null,2025,null,843,null,68823,null,2697,null,57249,null,2857,null,11574,null,2129,null,18603,null,2474,null,447390,null,1245,null,384020,null,5401,null,2034,null,840,null,381986,null,5353,null,337051,null,6301,null,44935,null,3601,null,63370,null,5236,null,55058,null,404,null,37631,null,2244,null,0,null,305,null,37631,null,2244,null,33251,null,2257,null,4380,null,1006,null,17427,null,2220,null,13582,null,1391,null,5116,null,1262,null,4752,null,1241,null,364,null,262,null,8466,null,1269,null,28720,null,1388,null,3312,null,971,null,2997,null,945,null,315,null,237,null,25408,null,1349,null,637513,null,1823,null,63104,null,1738,null,23194,null,2388,null,450,null,729,null,22744,null,2441,null,16444,null,2216,null,6300,null,1188,null,39910,null,2791,null,75713,null,956,null,49030,null,2761,null,381,null,349,null,48649,null,2752,null,41397,null,2651,null,7252,null,1706,null,26683,null,2853,null,387297,null,941,null,265252,null,5674,null,80,null,134,null,265172,null,5665,null,233695,null,6240,null,31477,null,3471,null,122045,null,5515,null,57320,null,349,null,28776,null,2191,null,0,null,305,null,28776,null,2191,null,26150,null,2214,null,2626,null,729,null,28544,null,2191,null,17858,null,1666,null,3076,null,895,null,2921,null,865,null,155,null,148,null,14782,null,1610,null,36221,null,1759,null,978,null,360,null,944,null,358,null,34,null,54,null,35243,null,1718,null,0400000US04,Arizona,04
105174,null,1828,null,55561,null,1691,null,5084,null,1174,null,2149,null,968,null,0,null,273,null,2149,null,968,null,1876,null,955,null,273,null,205,null,2935,null,815,null,8583,null,1204,null,7053,null,1186,null,116,null,195,null,6937,null,1190,null,5888,null,1198,null,1049,null,505,null,1530,null,656,null,36672,null,1641,null,34177,null,1605,null,84,null,111,null,34093,null,1608,null,31544,null,1637,null,2549,null,1013,null,2495,null,739,null,3584,null,870,null,2639,null,785,null,0,null,273,null,2639,null,785,null,2613,null,779,null,26,null,57,null,945,null,419,null,439,null,331,null,308,null,313,null,308,null,313,null,0,null,273,null,131,null,129,null,1199,null,460,null,298,null,235,null,298,null,235,null,0,null,273,null,901,null,416,null,49613,null,1513,null,4628,null,1198,null,1735,null,804,null,0,null,273,null,1735,null,804,null,1477,null,783,null,258,null,215,null,2893,null,841,null,6866,null,1172,null,4328,null,1067,null,0,null,273,null,4328,null,1067,null,3900,null,1005,null,428,null,293,null,2538,null,988,null,32188,null,1392,null,20013,null,1926,null,116,null,136,null,19897,null,1934,null,18010,null,1839,null,1887,null,809,null,12175,null,1660,null,3273,null,910,null,1648,null,744,null,0,null,273,null,1648,null,744,null,1544,null,728,null,104,null,119,null,1625,null,643,null,1656,null,600,null,194,null,201,null,130,null,168,null,64,null,108,null,1462,null,653,null,1002,null,415,null,51,null,85,null,51,null,85,null,0,null,273,null,951,null,414,null,0400000US05,Arkansas,05
9446065,null,6754,null,4873950,null,4721,null,515153,null,4787,null,179641,null,5458,null,2080,null,617,null,177561,null,5484,null,112950,null,4784,null,64611,null,4519,null,335512,null,6733,null,599908,null,1874,null,483417,null,5637,null,11222,null,2099,null,472195,null,6015,null,382035,null,6944,null,90160,null,5398,null,116491,null,5174,null,3046119,null,1379,null,2738854,null,10304,null,14013,null,2016,null,2724841,null,10792,null,2441543,null,14902,null,283298,null,10827,null,307265,null,10044,null,400395,null,1220,null,290018,null,5163,null,0,null,294,null,290018,null,5163,null,259001,null,5781,null,31017,null,3063,null,110377,null,5357,null,113059,null,3351,null,39686,null,2332,null,35866,null,2271,null,3820,null,907,null,73373,null,3301,null,199316,null,3397,null,21024,null,2223,null,18734,null,2149,null,2290,null,612,null,178292,null,3482,null,4572115,null,5092,null,480272,null,4814,null,157265,null,5146,null,77,null,96,null,157188,null,5146,null,104596,null,4366,null,52592,null,3605,null,323007,null,5840,null,538243,null,1554,null,374820,null,6433,null,2404,null,965,null,372416,null,6583,null,311667,null,6997,null,60749,null,3794,null,163423,null,6458,null,2705027,null,1390,null,1906209,null,13016,null,1250,null,555,null,1904959,null,13098,null,1681373,null,13951,null,223586,null,6898,null,798818,null,12756,null,428533,null,1232,null,233996,null,5473,null,0,null,294,null,233996,null,5473,null,213588,null,5584,null,20408,null,2364,null,194537,null,5379,null,125613,null,3893,null,25664,null,2333,null,23797,null,2374,null,1867,null,684,null,99949,null,3693,null,294427,null,4154,null,16146,null,1808,null,14691,null,1706,null,1455,null,493,null,278281,null,4203,null,0400000US06,California,06
684502,null,2262,null,360578,null,1788,null,32329,null,1737,null,15619,null,1680,null,55,null,93,null,15564,null,1675,null,11056,null,1518,null,4508,null,1058,null,16710,null,1708,null,46014,null,1655,null,39022,null,1810,null,1284,null,643,null,37738,null,1976,null,30960,null,2474,null,6778,null,1729,null,6992,null,1841,null,228336,null,1421,null,198864,null,3264,null,1831,null,620,null,197033,null,3341,null,173576,null,4537,null,23457,null,3371,null,29472,null,2885,null,30534,null,844,null,20549,null,1404,null,0,null,279,null,20549,null,1404,null,18434,null,1756,null,2115,null,830,null,9985,null,1195,null,8844,null,1066,null,2714,null,809,null,2047,null,500,null,667,null,600,null,6130,null,979,null,14521,null,1209,null,2098,null,642,null,2048,null,628,null,50,null,84,null,12423,null,1248,null,323924,null,2006,null,32023,null,2243,null,14361,null,1884,null,55,null,95,null,14306,null,1884,null,10380,null,1897,null,3926,null,1102,null,17662,null,2285,null,38225,null,1392,null,25010,null,1836,null,302,null,250,null,24708,null,1845,null,21317,null,1696,null,3391,null,1035,null,13215,null,1767,null,193826,null,1279,null,139319,null,3436,null,225,null,221,null,139094,null,3410,null,125076,null,3338,null,14018,null,1997,null,54507,null,3192,null,30874,null,939,null,16622,null,1716,null,0,null,279,null,16622,null,1716,null,15789,null,1691,null,833,null,350,null,14252,null,1470,null,8805,null,970,null,1283,null,419,null,1165,null,392,null,118,null,133,null,7522,null,937,null,20171,null,1387,null,1356,null,485,null,1294,null,488,null,62,null,102,null,18815,null,1283,null,0400000US08,Colorado,08
304211,null,1120,null,153208,null,985,null,15893,null,949,null,7312,null,1057,null,47,null,38,null,7265,null,1058,null,4857,null,934,null,2408,null,857,null,8581,null,1129,null,20835,null,994,null,17372,null,1291,null,71,null,72,null,17301,null,1299,null,14175,null,1268,null,3126,null,915,null,3463,null,914,null,95258,null,1062,null,82805,null,2249,null,802,null,459,null,82003,null,2379,null,69291,null,2830,null,12712,null,2151,null,12453,null,1982,null,12327,null,521,null,7611,null,879,null,0,null,277,null,7611,null,879,null,7256,null,895,null,355,null,213,null,4716,null,810,null,2972,null,522,null,968,null,290,null,744,null,284,null,224,null,157,null,2004,null,524,null,5923,null,690,null,836,null,402,null,704,null,404,null,132,null,160,null,5087,null,637,null,151003,null,979,null,14887,null,1016,null,7258,null,1106,null,0,null,277,null,7258,null,1106,null,5564,null,982,null,1694,null,608,null,7629,null,1130,null,15861,null,543,null,12246,null,1026,null,208,null,307,null,12038,null,984,null,9475,null,1094,null,2563,null,721,null,3615,null,964,null,93306,null,721,null,73498,null,2070,null,35,null,59,null,73463,null,2073,null,62384,null,2351,null,11079,null,1847,null,19808,null,2048,null,14293,null,427,null,7873,null,838,null,0,null,277,null,7873,null,838,null,6954,null,869,null,919,null,521,null,6420,null,850,null,3939,null,888,null,920,null,504,null,920,null,504,null,0,null,277,null,3019,null,780,null,8717,null,862,null,362,null,295,null,362,null,295,null,0,null,277,null,8355,null,882,null,0400000US09,Connecticut,09
41422,null,374,null,22346,null,694,null,2487,null,713,null,1575,null,683,null,0,null,263,null,1575,null,683,null,711,null,515,null,864,null,523,null,912,null,430,null,2552,null,430,null,2306,null,445,null,0,null,263,null,2306,null,445,null,1626,null,507,null,680,null,398,null,246,null,171,null,14718,null,224,null,13539,null,459,null,0,null,263,null,13539,null,459,null,12671,null,616,null,868,null,478,null,1179,null,424,null,2030,null,441,null,1349,null,531,null,0,null,263,null,1349,null,531,null,1349,null,531,null,0,null,263,null,681,null,535,null,149,null,200,null,0,null,263,null,0,null,263,null,0,null,263,null,149,null,200,null,410,null,263,null,82,null,140,null,82,null,140,null,0,null,263,null,328,null,229,null,19076,null,607,null,2067,null,672,null,840,null,492,null,0,null,263,null,840,null,492,null,630,null,416,null,210,null,332,null,1227,null,532,null,2141,null,574,null,1308,null,537,null,107,null,191,null,1201,null,486,null,1158,null,447,null,43,null,78,null,833,null,465,null,11864,null,368,null,7097,null,983,null,56,null,95,null,7041,null,951,null,6107,null,1016,null,934,null,499,null,4767,null,968,null,1451,null,705,null,935,null,623,null,0,null,263,null,935,null,623,null,762,null,576,null,173,null,213,null,516,null,389,null,369,null,290,null,44,null,53,null,44,null,53,null,0,null,263,null,325,null,277,null,1184,null,642,null,178,null,197,null,178,null,197,null,0,null,263,null,1006,null,594,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
3024465,null,3929,null,1531596,null,3464,null,110722,null,3099,null,41559,null,3148,null,581,null,573,null,40978,null,3120,null,26709,null,2602,null,14269,null,2184,null,69163,null,3723,null,160614,null,3048,null,129083,null,4250,null,2435,null,809,null,126648,null,4228,null,109012,null,4829,null,17636,null,2349,null,31531,null,3189,null,931639,null,2510,null,844546,null,6084,null,4601,null,1413,null,839945,null,6122,null,749403,null,8628,null,90542,null,7388,null,87093,null,5740,null,152750,null,1283,null,112861,null,3113,null,0,null,305,null,112861,null,3113,null,99097,null,3322,null,13764,null,2106,null,39889,null,3106,null,55979,null,2458,null,22672,null,1959,null,19960,null,2104,null,2712,null,895,null,33307,null,2390,null,119892,null,2569,null,17298,null,1890,null,15185,null,1734,null,2113,null,629,null,102594,null,2555,null,1492869,null,3222,null,107764,null,3272,null,36478,null,2839,null,0,null,305,null,36478,null,2839,null,27552,null,2704,null,8926,null,1560,null,71286,null,4019,null,131607,null,2301,null,94770,null,3445,null,415,null,368,null,94355,null,3421,null,79149,null,3581,null,15206,null,2080,null,36837,null,2986,null,837150,null,2629,null,633627,null,7049,null,861,null,529,null,632766,null,7028,null,560611,null,8011,null,72155,null,5037,null,203523,null,6906,null,174337,null,1528,null,98010,null,3924,null,0,null,305,null,98010,null,3924,null,86374,null,4027,null,11636,null,2163,null,76327,null,3899,null,63785,null,3409,null,14822,null,1819,null,12718,null,1749,null,2104,null,682,null,48963,null,3370,null,178226,null,3661,null,10059,null,1546,null,8567,null,1426,null,1492,null,574,null,168167,null,3659,null,0400000US12,Florida,12
