B19037F_001E,B19037F_001EA,B19037F_001M,B19037F_001MA,B19037F_002E,B19037F_002EA,B19037F_002M,B19037F_002MA,B19037F_003E,B19037F_003EA,B19037F_003M,B19037F_003MA,B19037F_004E,B19037F_004EA,B19037F_004M,B19037F_004MA,B19037F_005E,B19037F_005EA,B19037F_005M,B19037F_005MA,B19037F_006E,B19037F_006EA,B19037F_006M,B19037F_006MA,B19037F_007E,B19037F_007EA,B19037F_007M,B19037F_007MA,B19037F_008E,B19037F_008EA,B19037F_008M,B19037F_008MA,B19037F_009E,B19037F_009EA,B19037F_009M,B19037F_009MA,B19037F_010E,B19037F_010EA,B19037F_010M,B19037F_010MA,B19037F_011E,B19037F_011EA,B19037F_011M,B19037F_011MA,B19037F_012E,B19037F_012EA,B19037F_012M,B19037F_012MA,B19037F_013E,B19037F_013EA,B19037F_013M,B19037F_013MA,B19037F_014E,B19037F_014EA,B19037F_014M,B19037F_014MA,B19037F_015E,B19037F_015EA,B19037F_015M,B19037F_015MA,B19037F_016E,B19037F_016EA,B19037F_016M,B19037F_016MA,B19037F_017E,B19037F_017EA,B19037F_017M,B19037F_017MA,B19037F_018E,B19037F_018EA,B19037F_018M,B19037F_018MA,B19037F_019E,B19037F_019EA,B19037F_019M,B19037F_019MA,B19037F_020E,B19037F_020EA,B19037F_020M,B19037F_020MA,B19037F_021E,B19037F_021EA,B19037F_021M,B19037F_021MA,B19037F_022E,B19037F_022EA,B19037F_022M,B19037F_022MA,B19037F_023E,B19037F_023EA,B19037F_023M,B19037F_023MA,B19037F_024E,B19037F_024EA,B19037F_024M,B19037F_024MA,B19037F_025E,B19037F_025EA,B19037F_025M,B19037F_025MA,B19037F_026E,B19037F_026EA,B19037F_026M,B19037F_026MA,B19037F_027E,B19037F_027EA,B19037F_027M,B19037F_027MA,B19037F_028E,B19037F_028EA,B19037F_028M,B19037F_028MA,B19037F_029E,B19037F_029EA,B19037F_029M,B19037F_029MA,B19037F_030E,B19037F_030EA,B19037F_030M,B19037F_030MA,B19037F_031E,B19037F_031EA,B19037F_031M,B19037F_031MA,B19037F_032E,B19037F_032EA,B19037F_032M,B19037F_032MA,B19037F_033E,B19037F_033EA,B19037F_033M,B19037F_033MA,B19037F_034E,B19037F_034EA,B19037F_034M,B19037F_034MA,B19037F_035E,B19037F_035EA,B19037F_035M,B19037F_035MA,B19037F_036E,B19037F_036EA,B19037F_036M,B19037F_036MA,B19037F_037E,B19037F_037EA,B19037F_037M,B19037F_037MA,B19037F_038E,B19037F_038EA,B19037F_038M,B19037F_038MA,B19037F_039E,B19037F_039EA,B19037F_039M,B19037F_039MA,B19037F_040E,B19037F_040EA,B19037F_040M,B19037F_040MA,B19037F_041E,B19037F_041EA,B19037F_041M,B19037F_041MA,B19037F_042E,B19037F_042EA,B19037F_042M,B19037F_042MA,B19037F_043E,B19037F_043EA,B19037F_043M,B19037F_043MA,B19037F_044E,B19037F_044EA,B19037F_044M,B19037F_044MA,B19037F_045E,B19037F_045EA,B19037F_045M,B19037F_045MA,B19037F_046E,B19037F_046EA,B19037F_046M,B19037F_046MA,B19037F_047E,B19037F_047EA,B19037F_047M,B19037F_047MA,B19037F_048E,B19037F_048EA,B19037F_048M,B19037F_048MA,B19037F_049E,B19037F_049EA,B19037F_049M,B19037F_049MA,B19037F_050E,B19037F_050EA,B19037F_050M,B19037F_050MA,B19037F_051E,B19037F_051EA,B19037F_051M,B19037F_051MA,B19037F_052E,B19037F_052EA,B19037F_052M,B19037F_052MA,B19037F_053E,B19037F_053EA,B19037F_053M,B19037F_053MA,B19037F_054E,B19037F_054EA,B19037F_054M,B19037F_054MA,B19037F_055E,B19037F_055EA,B19037F_055M,B19037F_055MA,B19037F_056E,B19037F_056EA,B19037F_056M,B19037F_056MA,B19037F_057E,B19037F_057EA,B19037F_057M,B19037F_057MA,B19037F_058E,B19037F_058EA,B19037F_058M,B19037F_058MA,B19037F_059E,B19037F_059EA,B19037F_059M,B19037F_059MA,B19037F_060E,B19037F_060EA,B19037F_060M,B19037F_060MA,B19037F_061E,B19037F_061EA,B19037F_061M,B19037F_061MA,B19037F_062E,B19037F_062EA,B19037F_062M,B19037F_062MA,B19037F_063E,B19037F_063EA,B19037F_063M,B19037F_063MA,B19037F_064E,B19037F_064EA,B19037F_064M,B19037F_064MA,B19037F_065E,B19037F_065EA,B19037F_065M,B19037F_065MA,B19037F_066E,B19037F_066EA,B19037F_066M,B19037F_066MA,B19037F_067E,B19037F_067EA,B19037F_067M,B19037F_067MA,B19037F_068E,B19037F_068EA,B19037F_068M,B19037F_068MA,B19037F_069E,B19037F_069EA,B19037F_069M,B19037F_069MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
103993,null,4829,null,8001,null,1846,null,1868,null,825,null,595,null,573,null,1247,null,847,null,943,null,446,null,599,null,480,null,749,null,633,null,393,null,249,null,286,null,217,null,278,null,253,null,786,null,627,null,114,null,125,null,114,null,86,null,29,null,47,null,0,null,305,null,0,null,305,null,0,null,305,null,56938,null,3625,null,4035,null,1122,null,2775,null,1000,null,2584,null,907,null,5158,null,1485,null,5327,null,1564,null,3237,null,1072,null,4266,null,1445,null,3733,null,1078,null,3652,null,1102,null,5167,null,1265,null,7017,null,1684,null,5055,null,1354,null,2660,null,822,null,1358,null,648,null,486,null,295,null,428,null,343,null,31114,null,2880,null,2283,null,764,null,1780,null,587,null,1686,null,591,null,1072,null,398,null,1656,null,541,null,1305,null,503,null,1378,null,478,null,1799,null,560,null,1611,null,656,null,3564,null,1047,null,4251,null,1290,null,3771,null,850,null,2189,null,758,null,1050,null,595,null,664,null,409,null,1055,null,667,null,7940,null,1193,null,1469,null,492,null,1065,null,433,null,726,null,307,null,808,null,417,null,918,null,382,null,630,null,269,null,184,null,161,null,496,null,370,null,239,null,184,null,319,null,247,null,258,null,156,null,467,null,274,null,105,null,128,null,187,null,179,null,69,null,116,null,0,null,305,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
1233793,null,16815,null,61438,null,3483,null,7439,null,1450,null,4568,null,1023,null,4786,null,1269,null,6117,null,1073,null,5910,null,1157,null,4419,null,862,null,3903,null,1135,null,4258,null,1069,null,4618,null,1262,null,5250,null,1151,null,4377,null,963,null,2993,null,1049,null,1929,null,724,null,425,null,381,null,151,null,199,null,295,null,245,null,673212,null,13436,null,35683,null,3658,null,34745,null,2980,null,49617,null,4237,null,45273,null,4362,null,45739,null,3705,null,45482,null,3971,null,42911,null,3506,null,38700,null,3208,null,35345,null,3519,null,63754,null,5329,null,74732,null,4571,null,83280,null,5085,null,40259,null,3453,null,17883,null,2517,null,14309,null,2222,null,5500,null,1414,null,408142,null,9284,null,23186,null,2627,null,20369,null,2584,null,22114,null,2334,null,22203,null,2786,null,24585,null,2532,null,24813,null,2842,null,22309,null,2547,null,22550,null,2479,null,20409,null,2656,null,35550,null,3007,null,51217,null,3542,null,52543,null,4285,null,31095,null,2724,null,16092,null,2176,null,13466,null,2050,null,5641,null,1058,null,91001,null,4204,null,11512,null,1958,null,15225,null,1826,null,8145,null,1441,null,7478,null,1573,null,6824,null,1350,null,6041,null,1283,null,4966,null,1076,null,1904,null,688,null,3754,null,982,null,6751,null,1152,null,6188,null,1132,null,5525,null,1195,null,3126,null,840,null,1529,null,679,null,1469,null,639,null,564,null,332,null,0400000US06,California,06
63783,null,3881,null,3603,null,873,null,630,null,476,null,431,null,334,null,639,null,420,null,223,null,238,null,243,null,266,null,425,null,306,null,141,null,142,null,415,null,400,null,81,null,96,null,202,null,232,null,115,null,132,null,0,null,279,null,0,null,279,null,0,null,279,null,0,null,279,null,58,null,96,null,35798,null,3743,null,2669,null,805,null,2119,null,890,null,1910,null,807,null,3692,null,1229,null,2735,null,942,null,1370,null,582,null,2482,null,780,null,2687,null,863,null,1265,null,658,null,3812,null,1179,null,3335,null,1033,null,4669,null,1291,null,1269,null,551,null,755,null,453,null,851,null,521,null,178,null,177,null,19521,null,1969,null,1990,null,628,null,813,null,505,null,1377,null,661,null,1051,null,566,null,737,null,354,null,922,null,481,null,844,null,436,null,2101,null,769,null,721,null,422,null,1593,null,529,null,2372,null,694,null,2204,null,842,null,1511,null,597,null,453,null,326,null,685,null,433,null,147,null,125,null,4861,null,855,null,463,null,296,null,954,null,380,null,704,null,449,null,468,null,287,null,470,null,279,null,354,null,194,null,185,null,187,null,450,null,321,null,190,null,233,null,93,null,113,null,55,null,74,null,300,null,185,null,175,null,203,null,0,null,279,null,0,null,279,null,0,null,279,null,0400000US08,Colorado,08
54746,null,3595,null,4243,null,1002,null,822,null,500,null,381,null,279,null,226,null,230,null,729,null,440,null,461,null,498,null,89,null,103,null,397,null,300,null,71,null,125,null,195,null,247,null,685,null,457,null,0,null,277,null,0,null,277,null,0,null,277,null,0,null,277,null,0,null,277,null,187,null,271,null,30050,null,2557,null,2899,null,899,null,2132,null,684,null,2129,null,723,null,1872,null,889,null,2219,null,849,null,2386,null,825,null,1677,null,756,null,1231,null,644,null,1907,null,767,null,1287,null,613,null,3150,null,1243,null,3409,null,969,null,1828,null,797,null,555,null,495,null,776,null,520,null,593,null,402,null,16686,null,2009,null,3184,null,978,null,2038,null,862,null,921,null,608,null,1178,null,714,null,1332,null,746,null,670,null,461,null,748,null,482,null,504,null,325,null,295,null,205,null,1903,null,676,null,862,null,365,null,405,null,223,null,1036,null,490,null,583,null,344,null,631,null,375,null,396,null,393,null,3767,null,896,null,1227,null,557,null,999,null,626,null,321,null,246,null,161,null,193,null,281,null,271,null,124,null,194,null,85,null,106,null,113,null,135,null,0,null,277,null,217,null,319,null,42,null,70,null,0,null,277,null,141,null,180,null,56,null,92,null,0,null,277,null,0,null,277,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
139250,null,6803,null,9801,null,1526,null,779,null,427,null,619,null,403,null,1109,null,533,null,1018,null,465,null,871,null,504,null,1181,null,672,null,1051,null,578,null,571,null,398,null,382,null,324,null,750,null,425,null,794,null,461,null,462,null,354,null,214,null,258,null,0,null,305,null,0,null,305,null,0,null,305,null,71309,null,5087,null,3586,null,1057,null,3510,null,1195,null,5278,null,1423,null,6484,null,1628,null,4750,null,1328,null,5452,null,1828,null,6052,null,1583,null,4914,null,1313,null,4641,null,1431,null,6992,null,1814,null,7342,null,1791,null,7040,null,1526,null,2611,null,1054,null,1142,null,604,null,989,null,682,null,526,null,339,null,46148,null,3423,null,2785,null,915,null,2907,null,972,null,2890,null,1054,null,2459,null,847,null,3870,null,1126,null,3584,null,973,null,3127,null,1123,null,2316,null,753,null,2222,null,902,null,4378,null,1249,null,5504,null,1081,null,5300,null,1234,null,2142,null,636,null,1037,null,641,null,702,null,353,null,925,null,599,null,11992,null,2146,null,2322,null,813,null,2315,null,1050,null,1274,null,651,null,527,null,370,null,803,null,488,null,994,null,517,null,467,null,274,null,343,null,255,null,354,null,257,null,867,null,493,null,710,null,404,null,610,null,359,null,53,null,89,null,140,null,169,null,213,null,283,null,0,null,305,null,0400000US12,Florida,12
