C05003H_001E,C05003H_001EA,C05003H_001M,C05003H_001MA,C05003H_002E,C05003H_002EA,C05003H_002M,C05003H_002MA,C05003H_003E,C05003H_003EA,C05003H_003M,C05003H_003MA,C05003H_004E,C05003H_004EA,C05003H_004M,C05003H_004MA,C05003H_005E,C05003H_005EA,C05003H_005M,C05003H_005MA,C05003H_006E,C05003H_006EA,C05003H_006M,C05003H_006MA,C05003H_007E,C05003H_007EA,C05003H_007M,C05003H_007MA,C05003H_008E,C05003H_008EA,C05003H_008M,C05003H_008MA,C05003H_009E,C05003H_009EA,C05003H_009M,C05003H_009MA,C05003H_010E,C05003H_010EA,C05003H_010M,C05003H_010MA,C05003H_011E,C05003H_011EA,C05003H_011M,C05003H_011MA,C05003H_012E,C05003H_012EA,C05003H_012M,C05003H_012MA,C05003H_013E,C05003H_013EA,C05003H_013M,C05003H_013MA,C05003H_014E,C05003H_014EA,C05003H_014M,C05003H_014MA,C05003H_015E,C05003H_015EA,C05003H_015M,C05003H_015MA,GEO_ID,NAME,state
5636308,null,2952,null,2773774,null,6909,null,657495,null,3534,null,651010,null,3900,null,6485,null,1667,null,2116279,null,6417,null,2055509,null,8253,null,60770,null,4890,null,2862534,null,6405,null,625968,null,3614,null,620135,null,3845,null,5833,null,1483,null,2236566,null,5758,null,2166799,null,7431,null,69767,null,4627,null,0400000US13,Georgia,13
322423,null,1346,null,176650,null,1181,null,28251,null,1050,null,27718,null,1153,null,533,null,459,null,148399,null,375,null,140843,null,1484,null,7556,null,1502,null,145773,null,1204,null,25138,null,1085,null,24729,null,1146,null,409,null,438,null,120635,null,407,null,109410,null,1640,null,11225,null,1609,null,0400000US15,Hawaii,15
1305296,null,1309,null,652599,null,809,null,166444,null,710,null,166032,null,747,null,412,null,323,null,486155,null,399,null,476212,null,1742,null,9943,null,1599,null,652697,null,1154,null,155038,null,939,null,153922,null,1397,null,1116,null,926,null,497659,null,419,null,484120,null,2162,null,13539,null,2065,null,0400000US16,Idaho,16
8319709,null,5551,null,4076003,null,3212,null,881208,null,1571,null,870015,null,2591,null,11193,null,2045,null,3194795,null,2550,null,2974358,null,8237,null,220437,null,7621,null,4243706,null,3133,null,839696,null,1375,null,827996,null,2367,null,11700,null,2117,null,3404010,null,2503,null,3156944,null,9233,null,247066,null,8930,null,0400000US17,Illinois,17
5307393,null,3203,null,2608734,null,1759,null,621141,null,1591,null,617832,null,1933,null,3309,null,1077,null,1987593,null,1245,null,1958455,null,3097,null,29138,null,2822,null,2698659,null,2479,null,585959,null,1633,null,582824,null,2163,null,3135,null,1161,null,2112700,null,1568,null,2080307,null,3545,null,32393,null,3387,null,0400000US18,Indiana,18
2704080,null,1680,null,1327927,null,1244,null,303830,null,1064,null,302683,null,1213,null,1147,null,556,null,1024097,null,880,null,1013837,null,1818,null,10260,null,1648,null,1376153,null,1274,null,289854,null,969,null,288505,null,1246,null,1349,null,662,null,1086299,null,781,null,1074967,null,1581,null,11332,null,1532,null,0400000US19,Iowa,19
2249960,null,1885,null,1105892,null,2072,null,257152,null,1499,null,255511,null,1604,null,1641,null,462,null,848740,null,1273,null,838524,null,1854,null,10216,null,1404,null,1144068,null,1800,null,245971,null,1480,null,245248,null,1558,null,723,null,399,null,898097,null,1168,null,885790,null,1753,null,12307,null,1722,null,0400000US20,Kansas,20
3762991,null,3203,null,1836206,null,3644,null,424891,null,3032,null,422960,null,3155,null,1931,null,619,null,1411315,null,1721,null,1396396,null,3069,null,14919,null,2323,null,1926785,null,2728,null,409251,null,2764,null,408292,null,2787,null,959,null,376,null,1517534,null,836,null,1501215,null,2194,null,16319,null,2107,null,0400000US21,Kentucky,21
2755285,null,1936,null,1350564,null,2027,null,308543,null,1748,null,307070,null,1875,null,1473,null,805,null,1042021,null,837,null,1028469,null,2212,null,13552,null,2133,null,1404721,null,1857,null,295067,null,1663,null,294283,null,1715,null,784,null,535,null,1109654,null,560,null,1094848,null,2045,null,14806,null,1968,null,0400000US22,Louisiana,22
1241512,null,3694,null,604254,null,2013,null,124977,null,1127,null,124247,null,1202,null,730,null,455,null,479277,null,1495,null,470780,null,1897,null,8497,null,1271,null,637258,null,2153,null,118460,null,1300,null,118001,null,1307,null,459,null,365,null,518798,null,1271,null,503527,null,2093,null,15271,null,1733,null,0400000US23,Maine,23
3228314,null,2859,null,1576559,null,1692,null,341029,null,1031,null,335980,null,1708,null,5049,null,1462,null,1235530,null,1040,null,1177785,null,4012,null,57745,null,3787,null,1651755,null,1760,null,325883,null,975,null,322147,null,1511,null,3736,null,1088,null,1325872,null,1179,null,1256592,null,4000,null,69280,null,3965,null,0400000US24,Maryland,24
5154939,null,5481,null,2492284,null,3406,null,512437,null,1307,null,502539,null,2376,null,9898,null,1854,null,1979847,null,2739,null,1810709,null,7965,null,169138,null,7432,null,2662655,null,2909,null,487482,null,1665,null,478633,null,2926,null,8849,null,2242,null,2175173,null,2114,null,1992823,null,8952,null,182350,null,8486,null,0400000US25,Massachusetts,25
7703149,null,2510,null,3800365,null,1566,null,846908,null,1117,null,834766,null,2339,null,12142,null,2041,null,2953457,null,1130,null,2820459,null,5996,null,132998,null,6177,null,3902784,null,1663,null,801294,null,1346,null,790474,null,2707,null,10820,null,1973,null,3101490,null,859,null,2957510,null,6583,null,143980,null,6490,null,0400000US26,Michigan,26
4462246,null,2923,null,2206138,null,1482,null,489945,null,791,null,486043,null,1329,null,3902,null,1120,null,1716193,null,1053,null,1686487,null,3024,null,29706,null,2747,null,2256108,null,1679,null,468300,null,895,null,462882,null,1623,null,5418,null,1387,null,1787808,null,1248,null,1755084,null,2969,null,32724,null,2677,null,0400000US27,Minnesota,27
1719121,null,863,null,844788,null,2400,null,200441,null,2412,null,199852,null,2409,null,589,null,371,null,644347,null,442,null,639223,null,1783,null,5124,null,1656,null,874333,null,2391,null,183556,null,2360,null,182973,null,2427,null,583,null,334,null,690777,null,252,null,684934,null,1398,null,5843,null,1363,null,0400000US28,Mississippi,28
4895813,null,2837,null,2397983,null,2540,null,553958,null,1927,null,548159,null,2656,null,5799,null,1661,null,1844025,null,942,null,1816002,null,2839,null,28023,null,2704,null,2497830,null,1678,null,526398,null,1386,null,523419,null,1654,null,2979,null,980,null,1971432,null,864,null,1938865,null,3469,null,32567,null,3415,null,0400000US29,Missouri,29
854134,null,788,null,427073,null,572,null,89606,null,544,null,89350,null,527,null,256,null,192,null,337467,null,193,null,333167,null,1314,null,4300,null,1262,null,427061,null,889,null,85702,null,657,null,85583,null,674,null,119,null,144,null,341359,null,366,null,335250,null,1125,null,6109,null,1101,null,0400000US30,Montana,30
1496386,null,1781,null,734464,null,2088,null,170362,null,1101,null,169854,null,1149,null,508,null,316,null,564102,null,1338,null,558352,null,1960,null,5750,null,1414,null,761922,null,1307,null,163969,null,861,null,163774,null,880,null,195,null,147,null,597953,null,963,null,591906,null,1337,null,6047,null,1080,null,0400000US31,Nebraska,31
1470474,null,2758,null,747177,null,2119,null,148403,null,1861,null,145804,null,2187,null,2599,null,1048,null,598774,null,711,null,564620,null,3317,null,34154,null,3179,null,723297,null,2303,null,138910,null,1936,null,136956,null,2246,null,1954,null,984,null,584387,null,736,null,544415,null,3457,null,39972,null,3444,null,0400000US32,Nevada,32
1227367,null,851,null,602442,null,765,null,129941,null,499,null,129133,null,712,null,808,null,385,null,472501,null,414,null,458043,null,2277,null,14458,null,2144,null,624925,null,623,null,124708,null,532,null,123855,null,636,null,853,null,472,null,500217,null,169,null,483200,null,2134,null,17017,null,2142,null,0400000US33,New Hampshire,33
5301673,null,4203,null,2583270,null,1917,null,555503,null,1040,null,543793,null,2226,null,11710,null,1887,null,2027767,null,1362,null,1818590,null,8139,null,209177,null,8029,null,2718403,null,2895,null,526722,null,1111,null,516739,null,2022,null,9983,null,1807,null,2191681,null,2373,null,1968550,null,8520,null,223131,null,8249,null,0400000US34,New Jersey,34
823796,null,3525,null,401020,null,2816,null,75657,null,2210,null,75170,null,2245,null,487,null,337,null,325363,null,2041,null,317073,null,2601,null,8290,null,1530,null,422776,null,2761,null,73765,null,2456,null,73269,null,2542,null,496,null,364,null,349011,null,1579,null,336077,null,2237,null,12934,null,1560,null,0400000US35,New Mexico,35
11663600,null,5905,null,5682998,null,3065,null,1167233,null,1696,null,1146368,null,3418,null,20865,null,3036,null,4515765,null,2238,null,4026437,null,10836,null,489328,null,10839,null,5980602,null,3524,null,1109313,null,1793,null,1091238,null,3141,null,18075,null,2717,null,4871289,null,2449,null,4331328,null,13950,null,539961,null,14190,null,0400000US36,New York,36
6253124,null,2750,null,3051616,null,3812,null,671279,null,2946,null,666710,null,3448,null,4569,null,1275,null,2380337,null,2236,null,2328443,null,4865,null,51894,null,4298,null,3201508,null,3717,null,635556,null,2901,null,630071,null,3330,null,5485,null,1408,null,2565952,null,2346,null,2502516,null,4702,null,63436,null,4346,null,0400000US37,North Carolina,37
576099,null,395,null,289248,null,609,null,60399,null,502,null,60287,null,508,null,112,null,122,null,228849,null,260,null,226271,null,907,null,2578,null,849,null,286851,null,506,null,56780,null,493,null,56621,null,520,null,159,null,145,null,230071,null,67,null,226430,null,769,null,3641,null,775,null,0400000US38,North Dakota,38
9476496,null,2975,null,4632335,null,1931,null,1058232,null,1800,null,1052278,null,2363,null,5954,null,1342,null,3574103,null,1007,null,3502862,null,4788,null,71241,null,4811,null,4844161,null,1919,null,1004847,null,1427,null,999317,null,1767,null,5530,null,1467,null,3839314,null,1070,null,3753813,null,3989,null,85501,null,4002,null,0400000US39,Ohio,39
2607141,null,2378,null,1279328,null,1777,null,287929,null,1655,null,286300,null,1910,null,1629,null,912,null,991399,null,573,null,980108,null,1769,null,11291,null,1658,null,1327813,null,2665,null,268725,null,2338,null,267069,null,2486,null,1656,null,824,null,1059088,null,506,null,1044777,null,1845,null,14311,null,1772,null,0400000US40,Oklahoma,40
3038879,null,1954,null,1492828,null,1048,null,303493,null,709,null,300143,null,1577,null,3350,null,1477,null,1189335,null,746,null,1149160,null,3583,null,40175,null,3524,null,1546051,null,1293,null,288033,null,585,null,285063,null,994,null,2970,null,952,null,1258018,null,1165,null,1212610,null,3907,null,45408,null,3712,null,0400000US41,Oregon,41
10177758,null,4088,null,4949909,null,2058,null,1031679,null,1030,null,1022483,null,1793,null,9196,null,1611,null,3918230,null,1754,null,3816530,null,5987,null,101700,null,5757,null,5227849,null,2433,null,981283,null,1231,null,972249,null,2149,null,9034,null,1821,null,4246566,null,1767,null,4122975,null,6576,null,123591,null,6095,null,0400000US42,Pennsylvania,42
818632,null,2207,null,393922,null,1366,null,76649,null,251,null,76322,null,408,null,327,null,320,null,317273,null,1322,null,299764,null,2567,null,17509,null,2418,null,424710,null,1117,null,72507,null,467,null,72092,null,523,null,415,null,241,null,352203,null,835,null,330429,null,2714,null,21774,null,2516,null,0400000US44,Rhode Island,44
2954621,null,2269,null,1447599,null,2173,null,315536,null,1522,null,313646,null,1810,null,1890,null,829,null,1132063,null,1509,null,1108403,null,3057,null,23660,null,2667,null,1507022,null,1967,null,295616,null,1586,null,293624,null,1949,null,1992,null,1122,null,1211406,null,861,null,1183170,null,2947,null,28236,null,2788,null,0400000US45,South Carolina,45
691233,null,2707,null,344823,null,1910,null,76809,null,1680,null,75932,null,1845,null,877,null,872,null,268014,null,729,null,264679,null,1149,null,3335,null,1108,null,346410,null,1619,null,71946,null,1459,null,71715,null,1462,null,231,null,252,null,274464,null,464,null,271343,null,947,null,3121,null,852,null,0400000US46,South Dakota,46
4814198,null,1266,null,2351168,null,1789,null,527865,null,1779,null,523259,null,2797,null,4606,null,2031,null,1823303,null,498,null,1794212,null,3475,null,29091,null,3492,null,2463030,null,2023,null,497037,null,1832,null,494812,null,2204,null,2225,null,1127,null,1965993,null,516,null,1934407,null,3267,null,31586,null,3196,null,0400000US47,Tennessee,47
11546095,null,5746,null,5694528,null,5626,null,1269327,null,3099,null,1253392,null,4739,null,15935,null,3186,null,4425201,null,4769,null,4274574,null,7803,null,150627,null,6892,null,5851567,null,6246,null,1197356,null,3311,null,1184499,null,3623,null,12857,null,2114,null,4654211,null,4828,null,4487535,null,9558,null,166676,null,7250,null,0400000US48,Texas,48
2257105,null,1453,null,1126622,null,1201,null,337057,null,568,null,335189,null,934,null,1868,null,687,null,789565,null,1020,null,769760,null,3265,null,19805,null,3100,null,1130483,null,561,null,318039,null,327,null,316908,null,550,null,1131,null,429,null,812444,null,411,null,792459,null,2184,null,19985,null,2079,null,0400000US49,Utah,49
589179,null,930,null,289570,null,714,null,59133,null,497,null,58760,null,506,null,373,null,329,null,230437,null,262,null,224613,null,1012,null,5824,null,989,null,299609,null,384,null,56475,null,271,null,56153,null,397,null,322,null,277,null,243134,null,268,null,235539,null,1141,null,7595,null,1130,null,0400000US50,Vermont,50
5212297,null,4073,null,2565700,null,3163,null,554555,null,2759,null,549506,null,3212,null,5049,null,1266,null,2011145,null,1473,null,1942734,null,4835,null,68411,null,4609,null,2646597,null,3661,null,526680,null,3017,null,520237,null,2967,null,6443,null,1350,null,2119917,null,1768,null,2030104,null,5268,null,89813,null,5102,null,0400000US51,Virginia,51
4958579,null,3461,null,2462043,null,2085,null,512957,null,1192,null,503583,null,3125,null,9374,null,2806,null,1949086,null,1373,null,1855429,null,5227,null,93657,null,5209,null,2496536,null,2030,null,486077,null,1255,null,475894,null,2425,null,10183,null,1924,null,2010459,null,1236,null,1895741,null,5560,null,114718,null,5704,null,0400000US53,Washington,53
1699102,null,1491,null,831480,null,1571,null,179711,null,1511,null,179200,null,1553,null,511,null,376,null,651769,null,645,null,648353,null,1075,null,3416,null,829,null,867622,null,1701,null,169696,null,1454,null,169530,null,1480,null,166,null,141,null,697926,null,1052,null,693876,null,1492,null,4050,null,1059,null,0400000US54,West Virginia,54
4779655,null,1376,null,2367390,null,963,null,506617,null,506,null,503781,null,951,null,2836,null,793,null,1860773,null,644,null,1832152,null,3013,null,28621,null,2891,null,2412265,null,885,null,481608,null,607,null,479608,null,854,null,2000,null,655,null,1930657,null,530,null,1895734,null,3223,null,34923,null,3194,null,0400000US55,Wisconsin,55
468598,null,319,null,238676,null,623,null,54153,null,610,null,54153,null,610,null,0,null,265,null,184523,null,128,null,182965,null,702,null,1558,null,702,null,229922,null,670,null,49533,null,640,null,49404,null,608,null,129,null,171,null,180389,null,270,null,178122,null,685,null,2267,null,579,null,0400000US56,Wyoming,56
38002,null,3437,null,20278,null,2281,null,5888,null,1264,null,5685,null,1247,null,203,null,249,null,14390,null,1812,null,12503,null,1782,null,1887,null,694,null,17724,null,2206,null,4002,null,1189,null,3862,null,1176,null,140,null,172,null,13722,null,1906,null,11883,null,1808,null,1839,null,649,null,0400000US72,Puerto Rico,72
