B23002G_001E,B23002G_001EA,B23002G_001M,B23002G_001MA,B23002G_002E,B23002G_002EA,B23002G_002M,B23002G_002MA,B23002G_003E,B23002G_003EA,B23002G_003M,B23002G_003MA,B23002G_004E,B23002G_004EA,B23002G_004M,B23002G_004MA,B23002G_005E,B23002G_005EA,B23002G_005M,B23002G_005MA,B23002G_006E,B23002G_006EA,B23002G_006M,B23002G_006MA,B23002G_007E,B23002G_007EA,B23002G_007M,B23002G_007MA,B23002G_008E,B23002G_008EA,B23002G_008M,B23002G_008MA,B23002G_009E,B23002G_009EA,B23002G_009M,B23002G_009MA,B23002G_010E,B23002G_010EA,B23002G_010M,B23002G_010MA,B23002G_011E,B23002G_011EA,B23002G_011M,B23002G_011MA,B23002G_012E,B23002G_012EA,B23002G_012M,B23002G_012MA,B23002G_013E,B23002G_013EA,B23002G_013M,B23002G_013MA,B23002G_014E,B23002G_014EA,B23002G_014M,B23002G_014MA,B23002G_015E,B23002G_015EA,B23002G_015M,B23002G_015MA,B23002G_016E,B23002G_016EA,B23002G_016M,B23002G_016MA,B23002G_017E,B23002G_017EA,B23002G_017M,B23002G_017MA,B23002G_018E,B23002G_018EA,B23002G_018M,B23002G_018MA,B23002G_019E,B23002G_019EA,B23002G_019M,B23002G_019MA,B23002G_020E,B23002G_020EA,B23002G_020M,B23002G_020MA,B23002G_021E,B23002G_021EA,B23002G_021M,B23002G_021MA,B23002G_022E,B23002G_022EA,B23002G_022M,B23002G_022MA,B23002G_023E,B23002G_023EA,B23002G_023M,B23002G_023MA,B23002G_024E,B23002G_024EA,B23002G_024M,B23002G_024MA,B23002G_025E,B23002G_025EA,B23002G_025M,B23002G_025MA,B23002G_026E,B23002G_026EA,B23002G_026M,B23002G_026MA,B23002G_027E,B23002G_027EA,B23002G_027M,B23002G_027MA,B23002G_028E,B23002G_028EA,B23002G_028M,B23002G_028MA,B23002G_029E,B23002G_029EA,B23002G_029M,B23002G_029MA,B23002G_030E,B23002G_030EA,B23002G_030M,B23002G_030MA,B23002G_031E,B23002G_031EA,B23002G_031M,B23002G_031MA,B23002G_032E,B23002G_032EA,B23002G_032M,B23002G_032MA,B23002G_033E,B23002G_033EA,B23002G_033M,B23002G_033MA,B23002G_034E,B23002G_034EA,B23002G_034M,B23002G_034MA,B23002G_035E,B23002G_035EA,B23002G_035M,B23002G_035MA,B23002G_036E,B23002G_036EA,B23002G_036M,B23002G_036MA,B23002G_037E,B23002G_037EA,B23002G_037M,B23002G_037MA,B23002G_038E,B23002G_038EA,B23002G_038M,B23002G_038MA,B23002G_039E,B23002G_039EA,B23002G_039M,B23002G_039MA,B23002G_040E,B23002G_040EA,B23002G_040M,B23002G_040MA,B23002G_041E,B23002G_041EA,B23002G_041M,B23002G_041MA,B23002G_042E,B23002G_042EA,B23002G_042M,B23002G_042MA,B23002G_043E,B23002G_043EA,B23002G_043M,B23002G_043MA,B23002G_044E,B23002G_044EA,B23002G_044M,B23002G_044MA,B23002G_045E,B23002G_045EA,B23002G_045M,B23002G_045MA,B23002G_046E,B23002G_046EA,B23002G_046M,B23002G_046MA,B23002G_047E,B23002G_047EA,B23002G_047M,B23002G_047MA,B23002G_048E,B23002G_048EA,B23002G_048M,B23002G_048MA,B23002G_049E,B23002G_049EA,B23002G_049M,B23002G_049MA,B23002G_050E,B23002G_050EA,B23002G_050M,B23002G_050MA,B23002G_051E,B23002G_051EA,B23002G_051M,B23002G_051MA,B23002G_052E,B23002G_052EA,B23002G_052M,B23002G_052MA,B23002G_053E,B23002G_053EA,B23002G_053M,B23002G_053MA,B23002G_054E,B23002G_054EA,B23002G_054M,B23002G_054MA,B23002G_055E,B23002G_055EA,B23002G_055M,B23002G_055MA,B23002G_056E,B23002G_056EA,B23002G_056M,B23002G_056MA,B23002G_057E,B23002G_057EA,B23002G_057M,B23002G_057MA,B23002G_058E,B23002G_058EA,B23002G_058M,B23002G_058MA,B23002G_059E,B23002G_059EA,B23002G_059M,B23002G_059MA,B23002G_060E,B23002G_060EA,B23002G_060M,B23002G_060MA,B23002G_061E,B23002G_061EA,B23002G_061M,B23002G_061MA,B23002G_062E,B23002G_062EA,B23002G_062M,B23002G_062MA,B23002G_063E,B23002G_063EA,B23002G_063M,B23002G_063MA,B23002G_064E,B23002G_064EA,B23002G_064M,B23002G_064MA,B23002G_065E,B23002G_065EA,B23002G_065M,B23002G_065MA,B23002G_066E,B23002G_066EA,B23002G_066M,B23002G_066MA,B23002G_067E,B23002G_067EA,B23002G_067M,B23002G_067MA,B23002G_068E,B23002G_068EA,B23002G_068M,B23002G_068MA,B23002G_069E,B23002G_069EA,B23002G_069M,B23002G_069MA,B23002G_070E,B23002G_070EA,B23002G_070M,B23002G_070MA,B23002G_071E,B23002G_071EA,B23002G_071M,B23002G_071MA,B23002G_072E,B23002G_072EA,B23002G_072M,B23002G_072MA,B23002G_073E,B23002G_073EA,B23002G_073M,B23002G_073MA,B23002G_074E,B23002G_074EA,B23002G_074M,B23002G_074MA,B23002G_075E,B23002G_075EA,B23002G_075M,B23002G_075MA,B23002G_076E,B23002G_076EA,B23002G_076M,B23002G_076MA,B23002G_077E,B23002G_077EA,B23002G_077M,B23002G_077MA,B23002G_078E,B23002G_078EA,B23002G_078M,B23002G_078MA,B23002G_079E,B23002G_079EA,B23002G_079M,B23002G_079MA,GEO_ID,NAME,state
37982,null,3396,null,19015,null,2195,null,2415,null,838,null,1092,null,596,null,168,null,321,null,924,null,519,null,603,null,397,null,321,null,379,null,1323,null,561,null,2187,null,796,null,1644,null,625,null,157,null,207,null,1487,null,594,null,827,null,410,null,660,null,419,null,543,null,366,null,8607,null,1480,null,6419,null,1490,null,364,null,372,null,6055,null,1496,null,5014,null,1423,null,1041,null,539,null,2188,null,822,null,2671,null,824,null,1389,null,677,null,0,null,273,null,1389,null,677,null,1365,null,671,null,24,null,49,null,1282,null,460,null,1654,null,650,null,380,null,264,null,275,null,228,null,105,null,153,null,1274,null,619,null,1481,null,559,null,277,null,283,null,277,null,283,null,0,null,273,null,1204,null,467,null,18967,null,2204,null,2213,null,876,null,1151,null,576,null,0,null,273,null,1151,null,576,null,536,null,275,null,615,null,454,null,1062,null,571,null,1821,null,606,null,1201,null,519,null,29,null,69,null,1172,null,521,null,862,null,418,null,310,null,264,null,620,null,315,null,9448,null,1519,null,6268,null,1226,null,0,null,273,null,6268,null,1226,null,5437,null,1076,null,831,null,557,null,3180,null,830,null,2791,null,662,null,909,null,316,null,0,null,273,null,909,null,316,null,743,null,289,null,166,null,170,null,1882,null,623,null,980,null,399,null,220,null,238,null,220,null,238,null,0,null,273,null,760,null,326,null,1714,null,543,null,103,null,109,null,103,null,109,null,0,null,273,null,1611,null,548,null,0400000US01,Alabama,01
27886,null,2602,null,13172,null,1647,null,2299,null,845,null,795,null,448,null,0,null,244,null,795,null,448,null,766,null,440,null,29,null,48,null,1504,null,692,null,2197,null,708,null,1963,null,739,null,153,null,167,null,1810,null,709,null,1238,null,599,null,572,null,362,null,234,null,142,null,6830,null,1148,null,5379,null,1122,null,124,null,183,null,5255,null,1130,null,4600,null,1069,null,655,null,371,null,1451,null,524,null,1087,null,482,null,709,null,345,null,0,null,244,null,709,null,345,null,709,null,345,null,0,null,244,null,378,null,344,null,221,null,194,null,149,null,163,null,149,null,163,null,0,null,244,null,72,null,99,null,538,null,292,null,56,null,87,null,0,null,244,null,56,null,87,null,482,null,289,null,14714,null,1791,null,2626,null,803,null,1477,null,689,null,0,null,244,null,1477,null,689,null,1382,null,706,null,95,null,171,null,1149,null,526,null,1865,null,751,null,1477,null,659,null,0,null,244,null,1477,null,659,null,1215,null,612,null,262,null,273,null,388,null,311,null,7753,null,1228,null,5849,null,1195,null,0,null,244,null,5849,null,1195,null,5469,null,1201,null,380,null,262,null,1904,null,714,null,1824,null,621,null,959,null,496,null,0,null,244,null,959,null,496,null,959,null,496,null,0,null,244,null,865,null,425,null,336,null,238,null,219,null,217,null,219,null,217,null,0,null,244,null,117,null,113,null,310,null,188,null,81,null,105,null,81,null,105,null,0,null,244,null,229,null,152,null,0400000US02,Alaska,02
96931,null,6373,null,44995,null,3875,null,7807,null,1755,null,2639,null,881,null,0,null,305,null,2639,null,881,null,1409,null,671,null,1230,null,601,null,5168,null,1390,null,7047,null,1788,null,5728,null,1581,null,52,null,83,null,5676,null,1568,null,4621,null,1437,null,1055,null,543,null,1319,null,792,null,22539,null,2369,null,17771,null,2311,null,138,null,154,null,17633,null,2291,null,14896,null,2216,null,2737,null,1015,null,4768,null,1443,null,4366,null,1037,null,1869,null,642,null,0,null,305,null,1869,null,642,null,1675,null,581,null,194,null,213,null,2497,null,826,null,772,null,443,null,100,null,128,null,32,null,58,null,68,null,116,null,672,null,402,null,2464,null,715,null,303,null,299,null,241,null,249,null,62,null,107,null,2161,null,629,null,51936,null,4438,null,7453,null,1528,null,2870,null,1052,null,0,null,305,null,2870,null,1052,null,2620,null,1010,null,250,null,231,null,4583,null,1473,null,8135,null,1614,null,6075,null,1443,null,0,null,305,null,6075,null,1443,null,4922,null,1265,null,1153,null,626,null,2060,null,776,null,26533,null,3204,null,20299,null,2893,null,0,null,305,null,20299,null,2893,null,18028,null,2615,null,2271,null,849,null,6234,null,1316,null,5676,null,1442,null,3042,null,1040,null,0,null,305,null,3042,null,1040,null,2730,null,971,null,312,null,302,null,2634,null,744,null,1116,null,488,null,213,null,184,null,142,null,143,null,71,null,113,null,903,null,470,null,3023,null,794,null,228,null,281,null,133,null,221,null,95,null,111,null,2795,null,783,null,0400000US04,Arizona,04
34399,null,3475,null,16716,null,1925,null,1944,null,749,null,553,null,354,null,0,null,273,null,553,null,354,null,523,null,356,null,30,null,50,null,1391,null,703,null,2500,null,1042,null,2309,null,1034,null,277,null,469,null,2032,null,994,null,1196,null,630,null,836,null,678,null,191,null,212,null,8977,null,1246,null,6017,null,1083,null,122,null,137,null,5895,null,1070,null,5564,null,1128,null,331,null,259,null,2960,null,1260,null,1722,null,639,null,1099,null,541,null,0,null,273,null,1099,null,541,null,991,null,506,null,108,null,146,null,623,null,300,null,315,null,202,null,115,null,125,null,115,null,125,null,0,null,273,null,200,null,157,null,1258,null,486,null,225,null,190,null,225,null,190,null,0,null,273,null,1033,null,397,null,17683,null,2221,null,2280,null,819,null,729,null,448,null,0,null,273,null,729,null,448,null,563,null,429,null,166,null,142,null,1551,null,670,null,1925,null,897,null,1380,null,752,null,0,null,273,null,1380,null,752,null,986,null,622,null,394,null,464,null,545,null,377,null,9124,null,1671,null,6297,null,1543,null,0,null,273,null,6297,null,1543,null,5576,null,1331,null,721,null,455,null,2827,null,815,null,1786,null,670,null,989,null,482,null,0,null,273,null,989,null,482,null,958,null,480,null,31,null,65,null,797,null,376,null,841,null,398,null,238,null,230,null,238,null,230,null,0,null,273,null,603,null,339,null,1727,null,516,null,85,null,98,null,85,null,98,null,0,null,273,null,1642,null,506,null,0400000US05,Arkansas,05
810453,null,19640,null,396388,null,12014,null,58283,null,4277,null,18690,null,2139,null,171,null,163,null,18519,null,2149,null,12015,null,1764,null,6504,null,1190,null,39593,null,3333,null,55568,null,4260,null,41835,null,3698,null,2265,null,877,null,39570,null,3662,null,29384,null,3254,null,10186,null,1978,null,13733,null,2111,null,222661,null,7885,null,189220,null,7728,null,1595,null,617,null,187625,null,7781,null,162164,null,7014,null,25461,null,3010,null,33441,null,3103,null,32828,null,2737,null,20178,null,1965,null,0,null,294,null,20178,null,1965,null,17935,null,1772,null,2243,null,698,null,12650,null,1775,null,9621,null,1274,null,3993,null,891,null,3655,null,903,null,338,null,286,null,5628,null,1021,null,17427,null,1952,null,2038,null,538,null,1806,null,545,null,232,null,132,null,15389,null,1874,null,414065,null,11358,null,59413,null,3529,null,22482,null,2145,null,79,null,134,null,22403,null,2151,null,15482,null,1851,null,6921,null,1436,null,36931,null,2687,null,54507,null,4131,null,42675,null,3900,null,535,null,439,null,42140,null,3900,null,35215,null,3645,null,6925,null,1493,null,11832,null,1425,null,221006,null,7683,null,171044,null,7384,null,587,null,467,null,170457,null,7350,null,148848,null,6455,null,21609,null,2563,null,49962,null,3360,null,40998,null,2801,null,23542,null,2347,null,64,null,106,null,23478,null,2341,null,21386,null,2288,null,2092,null,725,null,17456,null,2076,null,12949,null,1632,null,4132,null,984,null,3854,null,970,null,278,null,237,null,8817,null,1352,null,25192,null,2309,null,2580,null,748,null,2250,null,716,null,330,null,224,null,22612,null,2294,null,0400000US06,California,06
87617,null,5502,null,43608,null,3552,null,7274,null,1507,null,3073,null,863,null,0,null,279,null,3073,null,863,null,2253,null,767,null,820,null,411,null,4201,null,1150,null,6347,null,1619,null,4313,null,1135,null,166,null,160,null,4147,null,1138,null,3225,null,999,null,922,null,400,null,2034,null,980,null,23102,null,2607,null,20212,null,2384,null,813,null,482,null,19399,null,2276,null,17382,null,2282,null,2017,null,746,null,2890,null,899,null,4158,null,1011,null,2814,null,845,null,0,null,279,null,2814,null,845,null,2378,null,799,null,436,null,326,null,1344,null,542,null,925,null,456,null,384,null,305,null,280,null,282,null,104,null,116,null,541,null,355,null,1802,null,587,null,231,null,215,null,231,null,215,null,0,null,279,null,1571,null,560,null,44009,null,3458,null,5851,null,1307,null,3190,null,945,null,0,null,279,null,3190,null,945,null,2201,null,757,null,989,null,553,null,2661,null,740,null,7242,null,1480,null,6043,null,1433,null,226,null,245,null,5817,null,1426,null,5137,null,1295,null,680,null,432,null,1199,null,561,null,23082,null,2366,null,17527,null,2051,null,113,null,140,null,17414,null,2061,null,15981,null,1905,null,1433,null,689,null,5555,null,1189,null,4308,null,1005,null,2781,null,839,null,0,null,279,null,2781,null,839,null,2596,null,823,null,185,null,166,null,1527,null,587,null,1318,null,573,null,171,null,151,null,171,null,151,null,0,null,279,null,1147,null,541,null,2208,null,707,null,121,null,144,null,121,null,144,null,0,null,279,null,2087,null,683,null,0400000US08,Colorado,08
38859,null,3450,null,17477,null,2144,null,2845,null,841,null,1399,null,624,null,28,null,44,null,1371,null,625,null,918,null,524,null,453,null,401,null,1446,null,565,null,4163,null,1131,null,2414,null,879,null,79,null,83,null,2335,null,880,null,1749,null,805,null,586,null,428,null,1749,null,814,null,7727,null,1263,null,6361,null,1158,null,0,null,277,null,6361,null,1158,null,5793,null,1177,null,568,null,338,null,1366,null,459,null,1471,null,560,null,876,null,403,null,0,null,277,null,876,null,403,null,785,null,387,null,91,null,101,null,595,null,350,null,381,null,302,null,145,null,170,null,145,null,170,null,0,null,277,null,236,null,255,null,890,null,453,null,0,null,277,null,0,null,277,null,0,null,277,null,890,null,453,null,21382,null,2270,null,4249,null,1014,null,2871,null,868,null,0,null,277,null,2871,null,868,null,2375,null,843,null,496,null,350,null,1378,null,550,null,2807,null,845,null,2326,null,787,null,0,null,277,null,2326,null,787,null,1930,null,750,null,396,null,313,null,481,null,343,null,11646,null,1667,null,9298,null,1521,null,35,null,59,null,9263,null,1529,null,8482,null,1495,null,781,null,406,null,2348,null,625,null,1520,null,487,null,1114,null,397,null,0,null,277,null,1114,null,397,null,963,null,356,null,151,null,166,null,406,null,253,null,469,null,309,null,286,null,254,null,286,null,254,null,0,null,277,null,183,null,143,null,691,null,348,null,167,null,140,null,167,null,140,null,0,null,277,null,524,null,286,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
211979,null,9317,null,100276,null,5653,null,12513,null,1673,null,5831,null,1312,null,361,null,307,null,5470,null,1290,null,3438,null,974,null,2032,null,719,null,6682,null,1316,null,10981,null,2086,null,8078,null,1595,null,479,null,401,null,7599,null,1560,null,5657,null,1297,null,1942,null,738,null,2903,null,1071,null,55064,null,3857,null,47039,null,3802,null,756,null,542,null,46283,null,3705,null,38990,null,3476,null,7293,null,1777,null,8025,null,1584,null,11520,null,1728,null,7340,null,1207,null,0,null,305,null,7340,null,1207,null,6161,null,1220,null,1179,null,635,null,4180,null,1506,null,2888,null,749,null,1253,null,486,null,952,null,428,null,301,null,264,null,1635,null,587,null,7310,null,1477,null,700,null,405,null,700,null,405,null,0,null,305,null,6610,null,1348,null,111703,null,5828,null,14909,null,2301,null,5602,null,1487,null,265,null,238,null,5337,null,1493,null,3283,null,1058,null,2054,null,1152,null,9307,null,1789,null,11583,null,1850,null,9388,null,1508,null,76,null,127,null,9312,null,1503,null,7376,null,1414,null,1936,null,776,null,2195,null,923,null,57314,null,3919,null,43955,null,3528,null,399,null,420,null,43556,null,3633,null,38891,null,3352,null,4665,null,1177,null,13359,null,2061,null,13995,null,1670,null,7350,null,1306,null,0,null,305,null,7350,null,1306,null,6819,null,1244,null,531,null,347,null,6645,null,1145,null,5330,null,1274,null,1500,null,710,null,1500,null,710,null,0,null,305,null,3830,null,1030,null,8572,null,1281,null,649,null,358,null,566,null,337,null,83,null,114,null,7923,null,1205,null,0400000US12,Florida,12
