B19202E_001E,B19202E_001EA,B19202E_001M,B19202E_001MA,GEO_ID,NAME,state
null,null,null,null,0400000US01,Alabama,01
30089,null,28551,null,0400000US02,Alaska,02
51758,null,19436,null,0400000US04,Arizona,04
null,null,null,null,0400000US05,Arkansas,05
40065,null,5026,null,0400000US06,California,06
52688,null,46309,null,0400000US08,Colorado,08
40833,null,374,null,0400000US09,Connecticut,09
-666666666,-,0,**,0400000US10,Delaware,10
null,null,null,null,0400000US11,District of Columbia,11
null,null,null,null,0400000US12,Florida,12
null,null,null,null,0400000US13,Georgia,13
27541,null,3449,null,0400000US15,Hawaii,15
-666666666,-,0,**,0400000US16,Idaho,16
50827,null,46322,null,0400000US17,Illinois,17
-666666666,-,0,**,0400000US18,Indiana,18
-666666666,-,0,**,0400000US19,Iowa,19
-666666666,-,0,**,0400000US20,Kansas,20
null,null,null,null,0400000US21,Kentucky,21
null,null,null,null,0400000US22,Louisiana,22
-666666666,-,0,**,0400000US23,Maine,23
null,null,null,null,0400000US24,Maryland,24
null,null,null,null,0400000US25,Massachusetts,25
null,null,null,null,0400000US26,Michigan,26
null,null,null,null,0400000US27,Minnesota,27
-666666666,-,0,**,0400000US28,Mississippi,28
24702,null,15132,null,0400000US29,Missouri,29
-666666666,-,0,**,0400000US30,Montana,30
-666666666,-,0,**,0400000US31,Nebraska,31
48679,null,15714,null,0400000US32,Nevada,32
-666666666,-,0,**,0400000US33,New Hampshire,33
null,null,null,null,0400000US34,New Jersey,34
null,null,null,null,0400000US35,New Mexico,35
null,null,null,null,0400000US36,New York,36
71064,null,44145,null,0400000US37,North Carolina,37
-666666666,-,0,**,0400000US38,North Dakota,38
41918,null,20730,null,0400000US39,Ohio,39
null,null,null,null,0400000US40,Oklahoma,40
29721,null,6532,null,0400000US41,Oregon,41
2499,"2,500-",0,***,0400000US42,Pennsylvania,42
-666666666,-,0,**,0400000US44,Rhode Island,44
-666666666,-,0,**,0400000US45,South Carolina,45
-666666666,-,0,**,0400000US46,South Dakota,46
64648,null,12250,null,0400000US47,Tennessee,47
29198,null,8300,null,0400000US48,Texas,48
29049,null,21810,null,0400000US49,Utah,49
-666666666,-,0,**,0400000US50,Vermont,50
48204,null,12796,null,0400000US51,Virginia,51
35816,null,30769,null,0400000US53,Washington,53
-666666666,-,0,**,0400000US54,West Virginia,54
-666666666,-,0,**,0400000US55,Wisconsin,55
27770,null,11272,null,0400000US56,Wyoming,56
-666666666,-,0,**,0400000US72,Puerto Rico,72
