B17010B_001E,B17010B_001EA,B17010B_001M,B17010B_001MA,B17010B_002E,B17010B_002EA,B17010B_002M,B17010B_002MA,B17010B_003E,B17010B_003EA,B17010B_003M,B17010B_003MA,B17010B_004E,B17010B_004EA,B17010B_004M,B17010B_004MA,B17010B_005E,B17010B_005EA,B17010B_005M,B17010B_005MA,B17010B_006E,B17010B_006EA,B17010B_006M,B17010B_006MA,B17010B_007E,B17010B_007EA,B17010B_007M,B17010B_007MA,B17010B_008E,B17010B_008EA,B17010B_008M,B17010B_008MA,B17010B_009E,B17010B_009EA,B17010B_009M,B17010B_009MA,B17010B_010E,B17010B_010EA,B17010B_010M,B17010B_010MA,B17010B_011E,B17010B_011EA,B17010B_011M,B17010B_011MA,B17010B_012E,B17010B_012EA,B17010B_012M,B17010B_012MA,B17010B_013E,B17010B_013EA,B17010B_013M,B17010B_013MA,B17010B_014E,B17010B_014EA,B17010B_014M,B17010B_014MA,B17010B_015E,B17010B_015EA,B17010B_015M,B17010B_015MA,B17010B_016E,B17010B_016EA,B17010B_016M,B17010B_016MA,B17010B_017E,B17010B_017EA,B17010B_017M,B17010B_017MA,B17010B_018E,B17010B_018EA,B17010B_018M,B17010B_018MA,B17010B_019E,B17010B_019EA,B17010B_019M,B17010B_019MA,B17010B_020E,B17010B_020EA,B17010B_020M,B17010B_020MA,B17010B_021E,B17010B_021EA,B17010B_021M,B17010B_021MA,B17010B_022E,B17010B_022EA,B17010B_022M,B17010B_022MA,B17010B_023E,B17010B_023EA,B17010B_023M,B17010B_023MA,B17010B_024E,B17010B_024EA,B17010B_024M,B17010B_024MA,B17010B_025E,B17010B_025EA,B17010B_025M,B17010B_025MA,B17010B_026E,B17010B_026EA,B17010B_026M,B17010B_026MA,B17010B_027E,B17010B_027EA,B17010B_027M,B17010B_027MA,B17010B_028E,B17010B_028EA,B17010B_028M,B17010B_028MA,B17010B_029E,B17010B_029EA,B17010B_029M,B17010B_029MA,B17010B_030E,B17010B_030EA,B17010B_030M,B17010B_030MA,B17010B_031E,B17010B_031EA,B17010B_031M,B17010B_031MA,B17010B_032E,B17010B_032EA,B17010B_032M,B17010B_032MA,B17010B_033E,B17010B_033EA,B17010B_033M,B17010B_033MA,B17010B_034E,B17010B_034EA,B17010B_034M,B17010B_034MA,B17010B_035E,B17010B_035EA,B17010B_035M,B17010B_035MA,B17010B_036E,B17010B_036EA,B17010B_036M,B17010B_036MA,B17010B_037E,B17010B_037EA,B17010B_037M,B17010B_037MA,B17010B_038E,B17010B_038EA,B17010B_038M,B17010B_038MA,B17010B_039E,B17010B_039EA,B17010B_039M,B17010B_039MA,B17010B_040E,B17010B_040EA,B17010B_040M,B17010B_040MA,B17010B_041E,B17010B_041EA,B17010B_041M,B17010B_041MA,GEO_ID,NAME,state
303564,null,6657,null,81193,null,3368,null,11873,null,1947,null,7455,null,1692,null,918,null,497,null,3242,null,1106,null,3295,null,927,null,4418,null,896,null,69320,null,3446,null,6085,null,1182,null,4374,null,1027,null,929,null,441,null,1481,null,688,null,1964,null,771,null,1711,null,675,null,63235,null,3255,null,55013,null,3078,null,11020,null,2045,null,15646,null,2075,null,28347,null,2560,null,8222,null,1443,null,222371,null,6469,null,116601,null,5098,null,52250,null,3720,null,8652,null,1731,null,9960,null,1762,null,33638,null,2975,null,64351,null,3525,null,105770,null,4734,null,20769,null,2384,null,10778,null,1984,null,3080,null,1109,null,1079,null,635,null,6619,null,1364,null,9991,null,1355,null,85001,null,4338,null,53301,null,3916,null,7474,null,1801,null,9595,null,2076,null,36232,null,3158,null,31700,null,2485,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
51106,null,3071,null,8770,null,1784,null,2000,null,795,null,974,null,502,null,185,null,224,null,581,null,456,null,208,null,176,null,1026,null,640,null,6770,null,1439,null,1036,null,580,null,971,null,573,null,262,null,236,null,241,null,244,null,468,null,470,null,65,null,112,null,5734,null,1354,null,5279,null,1309,null,855,null,441,null,1752,null,889,null,2672,null,754,null,455,null,301,null,42336,null,2990,null,24127,null,2262,null,13298,null,1912,null,2599,null,957,null,2851,null,927,null,7848,null,1505,null,10829,null,1524,null,18209,null,2303,null,5614,null,1254,null,2803,null,974,null,683,null,494,null,456,null,369,null,1664,null,766,null,2811,null,824,null,12595,null,1800,null,9541,null,1701,null,1370,null,619,null,1943,null,963,null,6228,null,1348,null,3054,null,795,null,0400000US04,Arizona,04
112872,null,4166,null,37725,null,3331,null,5240,null,1197,null,2554,null,957,null,22,null,45,null,1206,null,681,null,1326,null,706,null,2686,null,678,null,32485,null,3185,null,2787,null,1097,null,2205,null,1023,null,337,null,326,null,84,null,128,null,1784,null,964,null,582,null,333,null,29698,null,3063,null,26280,null,2762,null,5767,null,1358,null,6750,null,1749,null,13763,null,2129,null,3418,null,1045,null,75147,null,3513,null,41087,null,2774,null,16542,null,1922,null,3024,null,938,null,3391,null,996,null,10127,null,1463,null,24545,null,2295,null,34060,null,2751,null,7827,null,1367,null,4070,null,1223,null,1568,null,788,null,349,null,317,null,2153,null,922,null,3757,null,1009,null,26233,null,2346,null,17042,null,2244,null,2491,null,792,null,3154,null,1068,null,11397,null,1823,null,9191,null,1350,null,0400000US05,Arkansas,05
494147,null,7778,null,86054,null,5358,null,12120,null,1906,null,8102,null,1728,null,771,null,474,null,3248,null,1013,null,4083,null,1266,null,4018,null,1057,null,73934,null,5231,null,9401,null,1559,null,7171,null,1560,null,1749,null,694,null,1824,null,786,null,3598,null,1307,null,2230,null,644,null,64533,null,4509,null,55734,null,4220,null,9161,null,1665,null,14950,null,2056,null,31623,null,3450,null,8799,null,1583,null,408093,null,7999,null,208244,null,6512,null,100884,null,5122,null,17209,null,2537,null,21252,null,2627,null,62423,null,4107,null,107360,null,4681,null,199849,null,6670,null,46589,null,3501,null,24647,null,2200,null,5283,null,1374,null,2643,null,958,null,16721,null,1935,null,21942,null,2646,null,153260,null,5778,null,96024,null,5204,null,13848,null,2045,null,17199,null,2334,null,64977,null,4977,null,57236,null,3598,null,0400000US06,California,06
40464,null,2284,null,9168,null,1729,null,1372,null,625,null,688,null,388,null,425,null,332,null,146,null,137,null,117,null,141,null,684,null,491,null,7796,null,1639,null,1102,null,609,null,839,null,504,null,368,null,366,null,138,null,229,null,333,null,249,null,263,null,313,null,6694,null,1498,null,6162,null,1466,null,814,null,462,null,2756,null,1004,null,2592,null,866,null,532,null,403,null,31296,null,2011,null,18504,null,1757,null,9204,null,1402,null,1762,null,786,null,2181,null,823,null,5261,null,1188,null,9300,null,1284,null,12792,null,1677,null,2765,null,875,null,1959,null,762,null,173,null,288,null,0,null,279,null,1786,null,754,null,806,null,514,null,10027,null,1520,null,7802,null,1549,null,951,null,497,null,894,null,683,null,5957,null,1324,null,2225,null,965,null,0400000US08,Colorado,08
80803,null,3043,null,14359,null,2128,null,1253,null,500,null,854,null,409,null,101,null,168,null,123,null,139,null,630,null,350,null,399,null,243,null,13106,null,2059,null,1371,null,688,null,1078,null,697,null,284,null,337,null,292,null,392,null,502,null,451,null,293,null,253,null,11735,null,1988,null,9884,null,1808,null,1292,null,646,null,3057,null,1071,null,5535,null,1264,null,1851,null,770,null,66444,null,3050,null,34216,null,2508,null,18872,null,1922,null,2785,null,907,null,4576,null,1502,null,11511,null,1865,null,15344,null,1464,null,32228,null,2835,null,7816,null,1673,null,5082,null,1393,null,1319,null,766,null,543,null,605,null,3220,null,1047,null,2734,null,963,null,24412,null,2357,null,17307,null,2069,null,2471,null,853,null,2427,null,830,null,12409,null,1834,null,7105,null,1215,null,0400000US09,Connecticut,09
43111,null,2282,null,5608,null,1412,null,747,null,495,null,585,null,468,null,0,null,263,null,300,null,305,null,285,null,342,null,162,null,162,null,4861,null,1368,null,777,null,501,null,537,null,445,null,161,null,171,null,88,null,125,null,288,null,398,null,240,null,226,null,4084,null,1217,null,3708,null,1178,null,115,null,116,null,2098,null,924,null,1495,null,738,null,376,null,244,null,37503,null,2257,null,18878,null,2140,null,9020,null,1498,null,1226,null,770,null,2536,null,859,null,5258,null,1094,null,9858,null,1573,null,18625,null,1948,null,3785,null,1202,null,2355,null,836,null,807,null,567,null,505,null,475,null,1043,null,508,null,1430,null,803,null,14840,null,1690,null,9408,null,1485,null,1227,null,510,null,2210,null,874,null,5971,null,1269,null,5432,null,1197,null,0400000US10,Delaware,10
62885,null,3024,null,14598,null,2126,null,880,null,335,null,295,null,204,null,0,null,296,null,178,null,147,null,117,null,143,null,585,null,316,null,13718,null,2033,null,1539,null,667,null,1465,null,657,null,290,null,382,null,271,null,316,null,904,null,474,null,74,null,122,null,12179,null,1983,null,10652,null,1895,null,1179,null,688,null,2759,null,831,null,6714,null,1678,null,1527,null,642,null,48287,null,2993,null,18645,null,1849,null,6520,null,1379,null,1297,null,585,null,760,null,381,null,4463,null,1243,null,12125,null,1473,null,29642,null,2501,null,5006,null,1108,null,2174,null,742,null,384,null,352,null,111,null,185,null,1679,null,602,null,2832,null,790,null,24636,null,2308,null,12945,null,1734,null,1351,null,492,null,2154,null,758,null,9440,null,1508,null,11691,null,1536,null,0400000US11,District of Columbia,11
630299,null,10191,null,144376,null,7593,null,27973,null,3292,null,19881,null,3000,null,2348,null,847,null,7458,null,1887,null,10075,null,2033,null,8092,null,1432,null,116403,null,6970,null,16697,null,2382,null,12195,null,2040,null,3326,null,1157,null,3683,null,1109,null,5186,null,1318,null,4502,null,1345,null,99706,null,6639,null,86924,null,6199,null,15454,null,2549,null,29179,null,3152,null,42291,null,3973,null,12782,null,2032,null,485923,null,9690,null,265025,null,7088,null,131717,null,5818,null,23435,null,2841,null,27722,null,2746,null,80560,null,4823,null,133308,null,4257,null,220898,null,7585,null,43398,null,3667,null,23330,null,2909,null,5878,null,1597,null,2947,null,937,null,14505,null,2445,null,20068,null,2628,null,177500,null,6629,null,111820,null,5247,null,16955,null,2220,null,18205,null,2929,null,76660,null,4212,null,65680,null,3866,null,0400000US12,Florida,12
