B19037B_001E,B19037B_001EA,B19037B_001M,B19037B_001MA,B19037B_002E,B19037B_002EA,B19037B_002M,B19037B_002MA,B19037B_003E,B19037B_003EA,B19037B_003M,B19037B_003MA,B19037B_004E,B19037B_004EA,B19037B_004M,B19037B_004MA,B19037B_005E,B19037B_005EA,B19037B_005M,B19037B_005MA,B19037B_006E,B19037B_006EA,B19037B_006M,B19037B_006MA,B19037B_007E,B19037B_007EA,B19037B_007M,B19037B_007MA,B19037B_008E,B19037B_008EA,B19037B_008M,B19037B_008MA,B19037B_009E,B19037B_009EA,B19037B_009M,B19037B_009MA,B19037B_010E,B19037B_010EA,B19037B_010M,B19037B_010MA,B19037B_011E,B19037B_011EA,B19037B_011M,B19037B_011MA,B19037B_012E,B19037B_012EA,B19037B_012M,B19037B_012MA,B19037B_013E,B19037B_013EA,B19037B_013M,B19037B_013MA,B19037B_014E,B19037B_014EA,B19037B_014M,B19037B_014MA,B19037B_015E,B19037B_015EA,B19037B_015M,B19037B_015MA,B19037B_016E,B19037B_016EA,B19037B_016M,B19037B_016MA,B19037B_017E,B19037B_017EA,B19037B_017M,B19037B_017MA,B19037B_018E,B19037B_018EA,B19037B_018M,B19037B_018MA,B19037B_019E,B19037B_019EA,B19037B_019M,B19037B_019MA,B19037B_020E,B19037B_020EA,B19037B_020M,B19037B_020MA,B19037B_021E,B19037B_021EA,B19037B_021M,B19037B_021MA,B19037B_022E,B19037B_022EA,B19037B_022M,B19037B_022MA,B19037B_023E,B19037B_023EA,B19037B_023M,B19037B_023MA,B19037B_024E,B19037B_024EA,B19037B_024M,B19037B_024MA,B19037B_025E,B19037B_025EA,B19037B_025M,B19037B_025MA,B19037B_026E,B19037B_026EA,B19037B_026M,B19037B_026MA,B19037B_027E,B19037B_027EA,B19037B_027M,B19037B_027MA,B19037B_028E,B19037B_028EA,B19037B_028M,B19037B_028MA,B19037B_029E,B19037B_029EA,B19037B_029M,B19037B_029MA,B19037B_030E,B19037B_030EA,B19037B_030M,B19037B_030MA,B19037B_031E,B19037B_031EA,B19037B_031M,B19037B_031MA,B19037B_032E,B19037B_032EA,B19037B_032M,B19037B_032MA,B19037B_033E,B19037B_033EA,B19037B_033M,B19037B_033MA,B19037B_034E,B19037B_034EA,B19037B_034M,B19037B_034MA,B19037B_035E,B19037B_035EA,B19037B_035M,B19037B_035MA,B19037B_036E,B19037B_036EA,B19037B_036M,B19037B_036MA,B19037B_037E,B19037B_037EA,B19037B_037M,B19037B_037MA,B19037B_038E,B19037B_038EA,B19037B_038M,B19037B_038MA,B19037B_039E,B19037B_039EA,B19037B_039M,B19037B_039MA,B19037B_040E,B19037B_040EA,B19037B_040M,B19037B_040MA,B19037B_041E,B19037B_041EA,B19037B_041M,B19037B_041MA,B19037B_042E,B19037B_042EA,B19037B_042M,B19037B_042MA,B19037B_043E,B19037B_043EA,B19037B_043M,B19037B_043MA,B19037B_044E,B19037B_044EA,B19037B_044M,B19037B_044MA,B19037B_045E,B19037B_045EA,B19037B_045M,B19037B_045MA,B19037B_046E,B19037B_046EA,B19037B_046M,B19037B_046MA,B19037B_047E,B19037B_047EA,B19037B_047M,B19037B_047MA,B19037B_048E,B19037B_048EA,B19037B_048M,B19037B_048MA,B19037B_049E,B19037B_049EA,B19037B_049M,B19037B_049MA,B19037B_050E,B19037B_050EA,B19037B_050M,B19037B_050MA,B19037B_051E,B19037B_051EA,B19037B_051M,B19037B_051MA,B19037B_052E,B19037B_052EA,B19037B_052M,B19037B_052MA,B19037B_053E,B19037B_053EA,B19037B_053M,B19037B_053MA,B19037B_054E,B19037B_054EA,B19037B_054M,B19037B_054MA,B19037B_055E,B19037B_055EA,B19037B_055M,B19037B_055MA,B19037B_056E,B19037B_056EA,B19037B_056M,B19037B_056MA,B19037B_057E,B19037B_057EA,B19037B_057M,B19037B_057MA,B19037B_058E,B19037B_058EA,B19037B_058M,B19037B_058MA,B19037B_059E,B19037B_059EA,B19037B_059M,B19037B_059MA,B19037B_060E,B19037B_060EA,B19037B_060M,B19037B_060MA,B19037B_061E,B19037B_061EA,B19037B_061M,B19037B_061MA,B19037B_062E,B19037B_062EA,B19037B_062M,B19037B_062MA,B19037B_063E,B19037B_063EA,B19037B_063M,B19037B_063MA,B19037B_064E,B19037B_064EA,B19037B_064M,B19037B_064MA,B19037B_065E,B19037B_065EA,B19037B_065M,B19037B_065MA,B19037B_066E,B19037B_066EA,B19037B_066M,B19037B_066MA,B19037B_067E,B19037B_067EA,B19037B_067M,B19037B_067MA,B19037B_068E,B19037B_068EA,B19037B_068M,B19037B_068MA,B19037B_069E,B19037B_069EA,B19037B_069M,B19037B_069MA,GEO_ID,NAME,state
472146,null,6413,null,30942,null,2772,null,10675,null,1828,null,5444,null,1357,null,4367,null,1499,null,3324,null,1244,null,1137,null,979,null,1513,null,848,null,1107,null,563,null,635,null,528,null,1295,null,721,null,530,null,420,null,345,null,400,null,289,null,305,null,120,null,186,null,161,null,255,null,0,null,273,null,0,null,273,null,183055,null,5132,null,29701,null,3019,null,16234,null,2120,null,17866,null,2586,null,16075,null,2238,null,14573,null,2430,null,12025,null,2015,null,11973,null,2487,null,9137,null,1966,null,8227,null,1779,null,12726,null,2345,null,12529,null,1952,null,12538,null,1772,null,6172,null,1375,null,1966,null,714,null,683,null,320,null,630,null,423,null,178584,null,3689,null,28659,null,2847,null,14679,null,1736,null,15112,null,1823,null,13313,null,1828,null,12443,null,1674,null,11025,null,1936,null,10542,null,1788,null,8244,null,1434,null,7926,null,1500,null,13398,null,1635,null,14136,null,1752,null,14984,null,1914,null,6778,null,1377,null,3165,null,721,null,2223,null,797,null,1957,null,735,null,79565,null,2940,null,19196,null,2063,null,13713,null,1654,null,9693,null,1212,null,7162,null,1270,null,4974,null,929,null,4532,null,993,null,3637,null,782,null,2939,null,875,null,2576,null,586,null,2955,null,913,null,3038,null,731,null,3111,null,800,null,1225,null,512,null,295,null,254,null,284,null,201,null,235,null,200,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
81789,null,3598,null,6317,null,1357,null,1877,null,734,null,968,null,658,null,300,null,384,null,445,null,414,null,962,null,654,null,74,null,122,null,239,null,278,null,245,null,273,null,336,null,338,null,410,null,414,null,141,null,153,null,0,null,305,null,104,null,175,null,216,null,277,null,0,null,305,null,0,null,305,null,38869,null,3068,null,4741,null,1365,null,1152,null,601,null,2012,null,770,null,1717,null,839,null,3042,null,1106,null,3118,null,1021,null,2740,null,1045,null,2643,null,1115,null,1809,null,915,null,2846,null,969,null,4162,null,1340,null,4782,null,1335,null,2389,null,847,null,603,null,354,null,653,null,412,null,460,null,541,null,26768,null,1621,null,3351,null,1011,null,1948,null,780,null,922,null,406,null,1292,null,707,null,1361,null,614,null,1268,null,531,null,1497,null,689,null,1580,null,774,null,836,null,497,null,1865,null,688,null,2845,null,834,null,3001,null,778,null,2273,null,886,null,1188,null,463,null,385,null,246,null,1156,null,638,null,9835,null,934,null,1149,null,501,null,1278,null,446,null,674,null,326,null,633,null,337,null,606,null,237,null,442,null,280,null,584,null,418,null,822,null,316,null,452,null,265,null,593,null,244,null,827,null,279,null,978,null,432,null,371,null,268,null,302,null,165,null,95,null,155,null,29,null,51,null,0400000US04,Arizona,04
175441,null,4291,null,14246,null,2053,null,6147,null,1519,null,1692,null,864,null,1898,null,903,null,984,null,571,null,2139,null,998,null,459,null,356,null,342,null,545,null,128,null,246,null,160,null,188,null,235,null,371,null,62,null,105,null,0,null,273,null,0,null,273,null,0,null,273,null,0,null,273,null,0,null,273,null,73446,null,3619,null,14931,null,2468,null,7231,null,1661,null,7254,null,1528,null,7745,null,2034,null,5970,null,1335,null,4944,null,1362,null,3678,null,1240,null,2287,null,749,null,4223,null,1322,null,5016,null,1316,null,4253,null,1195,null,3352,null,960,null,1837,null,741,null,301,null,267,null,268,null,323,null,156,null,197,null,62425,null,3099,null,10794,null,1870,null,6082,null,1485,null,5609,null,1229,null,4620,null,1058,null,3501,null,795,null,3738,null,917,null,3400,null,942,null,3456,null,869,null,3307,null,835,null,5107,null,1128,null,5480,null,1183,null,3447,null,954,null,2676,null,844,null,518,null,449,null,461,null,276,null,229,null,229,null,25324,null,1632,null,6417,null,1150,null,5663,null,1129,null,2916,null,744,null,2026,null,576,null,1366,null,517,null,988,null,405,null,1204,null,476,null,1062,null,444,null,739,null,410,null,1220,null,527,null,695,null,328,null,593,null,361,null,240,null,197,null,0,null,273,null,0,null,273,null,195,null,308,null,0400000US05,Arkansas,05
799396,null,11389,null,36439,null,3264,null,7363,null,1395,null,4798,null,1411,null,5081,null,1492,null,2615,null,830,null,4026,null,1306,null,1639,null,696,null,1161,null,623,null,1515,null,729,null,1649,null,754,null,2605,null,930,null,2057,null,822,null,1342,null,723,null,135,null,129,null,43,null,73,null,198,null,309,null,212,null,259,null,307423,null,7173,null,34885,null,3766,null,21119,null,2692,null,17481,null,2349,null,16996,null,2351,null,18938,null,3268,null,16465,null,2511,null,16262,null,2177,null,16689,null,2578,null,16108,null,2593,null,25716,null,2796,null,32963,null,3613,null,31830,null,2686,null,20130,null,2609,null,9661,null,1841,null,7320,null,1813,null,4860,null,1341,null,320769,null,6348,null,30541,null,3131,null,25063,null,2653,null,13201,null,1817,null,15916,null,1811,null,17493,null,2373,null,12474,null,2152,null,14386,null,2169,null,15043,null,1954,null,14645,null,1986,null,22403,null,2451,null,28383,null,2671,null,41713,null,3766,null,26474,null,2653,null,16134,null,2045,null,15291,null,2230,null,11609,null,1594,null,134765,null,3369,null,11355,null,1597,null,19384,null,1915,null,11314,null,1486,null,9914,null,1403,null,7743,null,1201,null,6515,null,1116,null,7336,null,1467,null,5829,null,1038,null,5610,null,1105,null,10127,null,1513,null,11608,null,1634,null,12608,null,1620,null,6401,null,1145,null,3804,null,743,null,2979,null,790,null,2238,null,682,null,0400000US06,California,06
69511,null,2658,null,4867,null,1167,null,1378,null,746,null,596,null,461,null,302,null,389,null,849,null,560,null,248,null,245,null,291,null,254,null,254,null,299,null,0,null,279,null,0,null,279,null,0,null,279,null,369,null,339,null,501,null,545,null,0,null,279,null,0,null,279,null,79,null,121,null,0,null,279,null,31709,null,2100,null,5223,null,1352,null,2078,null,933,null,2760,null,1008,null,1657,null,771,null,2287,null,822,null,2540,null,1073,null,1149,null,593,null,1362,null,582,null,1013,null,589,null,2722,null,916,null,2941,null,999,null,3075,null,1015,null,2025,null,819,null,311,null,310,null,276,null,392,null,290,null,281,null,23729,null,1799,null,2938,null,846,null,1209,null,515,null,1248,null,533,null,1552,null,663,null,1813,null,731,null,1519,null,675,null,1081,null,511,null,1574,null,688,null,1152,null,501,null,2015,null,862,null,1805,null,782,null,3054,null,761,null,1058,null,476,null,947,null,562,null,474,null,315,null,290,null,234,null,9206,null,801,null,1988,null,637,null,1315,null,525,null,749,null,356,null,557,null,314,null,793,null,391,null,415,null,284,null,433,null,240,null,453,null,251,null,308,null,219,null,417,null,252,null,448,null,260,null,553,null,291,null,309,null,216,null,75,null,95,null,365,null,243,null,28,null,47,null,0400000US08,Colorado,08
121659,null,3380,null,5209,null,1402,null,1171,null,597,null,627,null,486,null,360,null,320,null,956,null,576,null,217,null,262,null,463,null,327,null,252,null,287,null,145,null,226,null,115,null,196,null,47,null,77,null,0,null,277,null,434,null,454,null,0,null,277,null,240,null,315,null,0,null,277,null,182,null,266,null,51697,null,2752,null,6756,null,1435,null,2645,null,836,null,2228,null,1064,null,3257,null,1130,null,3072,null,1043,null,3518,null,1182,null,2468,null,1155,null,2850,null,1016,null,2347,null,857,null,3915,null,1064,null,6008,null,1383,null,7159,null,1509,null,2625,null,759,null,1511,null,734,null,884,null,575,null,454,null,265,null,46924,null,1956,null,6424,null,1494,null,2360,null,713,null,2263,null,927,null,2282,null,834,null,2626,null,888,null,2072,null,683,null,2834,null,974,null,1786,null,694,null,1780,null,711,null,4176,null,1083,null,3767,null,1127,null,6345,null,1139,null,4121,null,930,null,1484,null,590,null,1664,null,714,null,940,null,429,null,17829,null,1130,null,3110,null,842,null,1710,null,672,null,1541,null,503,null,1649,null,680,null,1101,null,531,null,494,null,332,null,558,null,373,null,665,null,392,null,763,null,373,null,1041,null,527,null,1664,null,554,null,1899,null,645,null,738,null,397,null,344,null,276,null,287,null,233,null,265,null,271,null,0400000US09,Connecticut,09
63473,null,2224,null,1514,null,639,null,238,null,265,null,211,null,226,null,208,null,245,null,123,null,213,null,118,null,160,null,362,null,336,null,0,null,263,null,0,null,263,null,187,null,310,null,0,null,263,null,0,null,263,null,26,null,45,null,41,null,67,null,0,null,263,null,0,null,263,null,0,null,263,null,27054,null,1784,null,1579,null,828,null,1468,null,827,null,2074,null,914,null,2854,null,1232,null,1778,null,667,null,1198,null,554,null,1695,null,682,null,1190,null,635,null,1262,null,636,null,4158,null,1225,null,2348,null,1031,null,2203,null,810,null,1619,null,663,null,846,null,556,null,695,null,361,null,87,null,145,null,25166,null,1490,null,2362,null,717,null,1690,null,746,null,1081,null,607,null,1249,null,692,null,1409,null,711,null,1486,null,634,null,946,null,459,null,1224,null,586,null,585,null,336,null,3049,null,877,null,2585,null,824,null,3642,null,989,null,1535,null,592,null,1108,null,552,null,1084,null,470,null,131,null,218,null,9739,null,914,null,1445,null,525,null,1283,null,488,null,1079,null,426,null,1042,null,528,null,379,null,303,null,483,null,291,null,705,null,359,null,625,null,356,null,178,null,188,null,748,null,419,null,612,null,362,null,435,null,251,null,161,null,128,null,274,null,216,null,46,null,79,null,244,null,240,null,0400000US10,Delaware,10
123326,null,2860,null,3525,null,1001,null,1496,null,719,null,206,null,215,null,310,null,234,null,82,null,137,null,188,null,152,null,410,null,332,null,196,null,235,null,127,null,114,null,291,null,289,null,0,null,296,null,0,null,296,null,34,null,58,null,0,null,296,null,0,null,296,null,0,null,296,null,185,null,298,null,39375,null,2224,null,6571,null,1478,null,2409,null,851,null,1859,null,885,null,2086,null,802,null,2100,null,870,null,2400,null,869,null,3088,null,945,null,1527,null,712,null,2090,null,831,null,3472,null,992,null,3302,null,972,null,3132,null,966,null,2259,null,814,null,1362,null,617,null,1009,null,472,null,709,null,443,null,51844,null,2061,null,9186,null,1539,null,3218,null,762,null,3296,null,933,null,1792,null,649,null,2291,null,580,null,3434,null,1017,null,2495,null,814,null,2245,null,738,null,1171,null,419,null,4503,null,980,null,4109,null,972,null,5180,null,940,null,2528,null,887,null,2665,null,905,null,1959,null,649,null,1772,null,712,null,28582,null,1513,null,5972,null,1170,null,3491,null,932,null,2125,null,541,null,1944,null,499,null,1502,null,578,null,737,null,343,null,1479,null,541,null,1465,null,445,null,777,null,294,null,1809,null,608,null,1963,null,634,null,2304,null,667,null,671,null,302,null,808,null,317,null,1049,null,517,null,486,null,278,null,0400000US11,District of Columbia,11
937767,null,11642,null,60242,null,4650,null,19717,null,2757,null,8200,null,1936,null,9633,null,2571,null,5110,null,1344,null,4608,null,1379,null,2678,null,1004,null,1693,null,918,null,2800,null,1081,null,1636,null,822,null,1788,null,716,null,1012,null,596,null,679,null,462,null,601,null,647,null,0,null,305,null,0,null,305,null,87,null,144,null,387009,null,8707,null,47473,null,4452,null,28268,null,3598,null,31580,null,3964,null,27577,null,3734,null,30382,null,3730,null,28576,null,3200,null,30603,null,3690,null,21614,null,3180,null,22690,null,3220,null,31145,null,3422,null,34023,null,3283,null,32066,null,2862,null,10804,null,1718,null,5808,null,1385,null,2605,null,770,null,1795,null,714,null,346556,null,6983,null,41079,null,3499,null,25035,null,2682,null,24957,null,2867,null,25304,null,2568,null,21910,null,2525,null,23672,null,2842,null,24390,null,2658,null,17802,null,2141,null,17347,null,1777,null,26934,null,2883,null,33232,null,2751,null,31636,null,2744,null,16491,null,1999,null,7702,null,1260,null,6295,null,1445,null,2770,null,884,null,143960,null,4096,null,28786,null,2618,null,19896,null,2331,null,14494,null,1889,null,13470,null,2006,null,8303,null,1345,null,8110,null,1265,null,6447,null,1227,null,6107,null,1196,null,4926,null,934,null,8730,null,1409,null,9943,null,1257,null,6785,null,1258,null,3120,null,762,null,1469,null,463,null,1971,null,603,null,1403,null,615,null,0400000US12,Florida,12
