C20005F_001E,C20005F_001EA,C20005F_001M,C20005F_001MA,C20005F_002E,C20005F_002EA,C20005F_002M,C20005F_002MA,C20005F_003E,C20005F_003EA,C20005F_003M,C20005F_003MA,C20005F_004E,C20005F_004EA,C20005F_004M,C20005F_004MA,C20005F_005E,C20005F_005EA,C20005F_005M,C20005F_005MA,C20005F_006E,C20005F_006EA,C20005F_006M,C20005F_006MA,C20005F_007E,C20005F_007EA,C20005F_007M,C20005F_007MA,C20005F_008E,C20005F_008EA,C20005F_008M,C20005F_008MA,C20005F_009E,C20005F_009EA,C20005F_009M,C20005F_009MA,C20005F_010E,C20005F_010EA,C20005F_010M,C20005F_010MA,C20005F_011E,C20005F_011EA,C20005F_011M,C20005F_011MA,C20005F_012E,C20005F_012EA,C20005F_012M,C20005F_012MA,C20005F_013E,C20005F_013EA,C20005F_013M,C20005F_013MA,C20005F_014E,C20005F_014EA,C20005F_014M,C20005F_014MA,C20005F_015E,C20005F_015EA,C20005F_015M,C20005F_015MA,C20005F_016E,C20005F_016EA,C20005F_016M,C20005F_016MA,C20005F_017E,C20005F_017EA,C20005F_017M,C20005F_017MA,C20005F_018E,C20005F_018EA,C20005F_018M,C20005F_018MA,C20005F_019E,C20005F_019EA,C20005F_019M,C20005F_019MA,C20005F_020E,C20005F_020EA,C20005F_020M,C20005F_020MA,C20005F_021E,C20005F_021EA,C20005F_021M,C20005F_021MA,C20005F_022E,C20005F_022EA,C20005F_022M,C20005F_022MA,C20005F_023E,C20005F_023EA,C20005F_023M,C20005F_023MA,C20005F_024E,C20005F_024EA,C20005F_024M,C20005F_024MA,C20005F_025E,C20005F_025EA,C20005F_025M,C20005F_025MA,C20005F_026E,C20005F_026EA,C20005F_026M,C20005F_026MA,C20005F_027E,C20005F_027EA,C20005F_027M,C20005F_027MA,C20005F_028E,C20005F_028EA,C20005F_028M,C20005F_028MA,C20005F_029E,C20005F_029EA,C20005F_029M,C20005F_029MA,C20005F_030E,C20005F_030EA,C20005F_030M,C20005F_030MA,C20005F_031E,C20005F_031EA,C20005F_031M,C20005F_031MA,C20005F_032E,C20005F_032EA,C20005F_032M,C20005F_032MA,C20005F_033E,C20005F_033EA,C20005F_033M,C20005F_033MA,C20005F_034E,C20005F_034EA,C20005F_034M,C20005F_034MA,C20005F_035E,C20005F_035EA,C20005F_035M,C20005F_035MA,C20005F_036E,C20005F_036EA,C20005F_036M,C20005F_036MA,C20005F_037E,C20005F_037EA,C20005F_037M,C20005F_037MA,C20005F_038E,C20005F_038EA,C20005F_038M,C20005F_038MA,C20005F_039E,C20005F_039EA,C20005F_039M,C20005F_039MA,GEO_ID,NAME,state
28416,null,3295,null,17012,null,2187,null,10674,null,2118,null,0,null,273,null,10674,null,2118,null,172,null,282,null,4831,null,1288,null,3076,null,1169,null,1723,null,883,null,628,null,331,null,244,null,206,null,6338,null,1396,null,1311,null,521,null,5027,null,1273,null,1899,null,690,null,1458,null,585,null,558,null,325,null,938,null,592,null,116,null,178,null,58,null,89,null,11404,null,1820,null,3412,null,886,null,0,null,273,null,3412,null,886,null,536,null,339,null,906,null,449,null,820,null,448,null,821,null,424,null,259,null,305,null,70,null,117,null,7992,null,1507,null,4477,null,1048,null,3515,null,1063,null,1971,null,733,null,1269,null,620,null,112,null,139,null,38,null,59,null,125,null,174,null,0,null,273,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
277498,null,13563,null,144666,null,8138,null,71783,null,5439,null,0,null,305,null,71783,null,5439,null,3487,null,1307,null,10037,null,2307,null,18504,null,2556,null,24353,null,2538,null,11148,null,2072,null,4254,null,1074,null,72883,null,6249,null,31019,null,3181,null,41864,null,5019,null,18502,null,2940,null,11065,null,2397,null,6905,null,1885,null,3909,null,1254,null,1251,null,611,null,232,null,227,null,132832,null,7625,null,45252,null,4193,null,0,null,305,null,45252,null,4193,null,1195,null,607,null,9606,null,2240,null,13547,null,2310,null,15760,null,2612,null,3489,null,1005,null,1655,null,895,null,87580,null,5780,null,51710,null,4702,null,35870,null,3348,null,18814,null,2694,null,11410,null,1853,null,3614,null,1092,null,1706,null,634,null,326,null,232,null,0,null,305,null,0400000US04,Arizona,04
41698,null,3664,null,22389,null,2532,null,11225,null,1902,null,0,null,273,null,11225,null,1902,null,370,null,353,null,3147,null,1282,null,4503,null,1318,null,2464,null,777,null,376,null,415,null,365,null,242,null,11164,null,1680,null,4313,null,1012,null,6851,null,1494,null,3682,null,1135,null,2058,null,748,null,866,null,509,null,245,null,217,null,0,null,273,null,0,null,273,null,19309,null,1991,null,5421,null,1315,null,0,null,273,null,5421,null,1315,null,77,null,114,null,1830,null,766,null,2510,null,946,null,674,null,452,null,330,null,251,null,0,null,273,null,13888,null,1894,null,7973,null,1549,null,5915,null,1542,null,3556,null,1156,null,2037,null,949,null,171,null,181,null,46,null,80,null,105,null,150,null,0,null,273,null,0400000US05,Arkansas,05
3613288,null,52997,null,1900622,null,31340,null,952472,null,17849,null,12,null,21,null,952460,null,17845,null,29620,null,3380,null,226345,null,10201,null,231632,null,8701,null,264238,null,9281,null,131340,null,6224,null,69285,null,4470,null,948150,null,23341,null,409662,null,13324,null,538488,null,18791,null,221694,null,9474,null,170176,null,10190,null,70151,null,5266,null,52343,null,5178,null,15852,null,2449,null,8272,null,1826,null,1712666,null,25776,null,549887,null,12940,null,0,null,294,null,549887,null,12940,null,28012,null,2992,null,167980,null,7385,null,134899,null,6353,null,141652,null,5903,null,55733,null,4642,null,21611,null,2588,null,1162779,null,21366,null,686240,null,16514,null,476539,null,14164,null,254356,null,9301,null,139242,null,7739,null,47586,null,4014,null,24263,null,2879,null,6810,null,1116,null,4282,null,1497,null,0400000US06,California,06
157393,null,10652,null,81470,null,6864,null,44031,null,4368,null,0,null,279,null,44031,null,4368,null,485,null,318,null,6187,null,1599,null,11466,null,2159,null,16280,null,2467,null,6240,null,1456,null,3373,null,880,null,37439,null,4525,null,13695,null,1847,null,23744,null,3783,null,12104,null,2330,null,5406,null,1366,null,4197,null,1619,null,1444,null,557,null,534,null,389,null,59,null,83,null,75923,null,5071,null,24842,null,2760,null,0,null,279,null,24842,null,2760,null,1075,null,509,null,6396,null,1327,null,7226,null,1524,null,6558,null,1251,null,2583,null,783,null,1004,null,543,null,51081,null,4119,null,27928,null,3354,null,23153,null,2719,null,13756,null,2270,null,6639,null,1332,null,1428,null,695,null,1173,null,626,null,157,null,161,null,0,null,279,null,0400000US08,Colorado,08
132661,null,8617,null,69666,null,4966,null,28582,null,2908,null,0,null,277,null,28582,null,2908,null,936,null,461,null,4871,null,1266,null,7198,null,1970,null,8001,null,1390,null,4488,null,1252,null,3088,null,1136,null,41084,null,3965,null,15134,null,2016,null,25950,null,3285,null,12281,null,2316,null,6877,null,1675,null,3925,null,1439,null,2235,null,901,null,337,null,301,null,295,null,275,null,62995,null,4613,null,18564,null,2294,null,0,null,277,null,18564,null,2294,null,710,null,452,null,5073,null,1216,null,4907,null,1234,null,4544,null,1153,null,2269,null,782,null,1061,null,589,null,44431,null,4093,null,22077,null,2511,null,22354,null,3019,null,12205,null,2256,null,5298,null,1270,null,2854,null,924,null,1112,null,468,null,634,null,526,null,251,null,398,null,0400000US09,Connecticut,09
11564,null,2379,null,6422,null,1555,null,2644,null,1201,null,0,null,263,null,2644,null,1201,null,205,null,173,null,568,null,368,null,518,null,437,null,615,null,368,null,330,null,350,null,408,null,347,null,3778,null,1868,null,1236,null,596,null,2542,null,1493,null,651,null,478,null,1430,null,1130,null,107,null,139,null,223,null,224,null,131,null,176,null,0,null,263,null,5142,null,1304,null,1615,null,580,null,0,null,263,null,1615,null,580,null,15,null,22,null,358,null,253,null,722,null,447,null,330,null,229,null,122,null,143,null,68,null,122,null,3527,null,1059,null,1892,null,883,null,1635,null,614,null,1312,null,546,null,101,null,136,null,222,null,213,null,0,null,263,null,0,null,263,null,0,null,263,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
386764,null,20111,null,206734,null,13154,null,104379,null,8478,null,0,null,305,null,104379,null,8478,null,5944,null,1876,null,25417,null,4121,null,30248,null,4554,null,25327,null,3767,null,12188,null,1989,null,5255,null,1240,null,102355,null,8835,null,39695,null,3989,null,62660,null,7266,null,27751,null,5013,null,19364,null,2828,null,9305,null,2466,null,4440,null,1791,null,1072,null,610,null,728,null,460,null,180030,null,9525,null,60130,null,5000,null,0,null,305,null,60130,null,5000,null,2295,null,925,null,18776,null,2972,null,18515,null,2912,null,14753,null,2402,null,3714,null,863,null,2077,null,730,null,119900,null,7159,null,65725,null,5086,null,54175,null,4627,null,27708,null,3512,null,19181,null,2652,null,3969,null,964,null,2600,null,987,null,666,null,486,null,51,null,86,null,0400000US12,Florida,12
