C12002E_001E,C12002E_001EA,C12002E_001M,C12002E_001MA,C12002E_002E,C12002E_002EA,C12002E_002M,C12002E_002MA,C12002E_003E,C12002E_003EA,C12002E_003M,C12002E_003MA,C12002E_004E,C12002E_004EA,C12002E_004M,C12002E_004MA,C12002E_005E,C12002E_005EA,C12002E_005M,C12002E_005MA,C12002E_006E,C12002E_006EA,C12002E_006M,C12002E_006MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
4016,null,795,null,1287,null,780,null,2323,null,651,null,0,null,244,null,160,null,172,null,246,null,192,null,0400000US02,Alaska,02
9086,null,1965,null,4546,null,1069,null,3482,null,1384,null,86,null,150,null,87,null,151,null,885,null,526,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
110308,null,3801,null,38190,null,3058,null,53732,null,3173,null,3481,null,1148,null,5328,null,1266,null,9577,null,1581,null,0400000US06,California,06
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US08,Colorado,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
6259,null,1751,null,1247,null,707,null,4107,null,1174,null,46,null,78,null,125,null,202,null,734,null,663,null,0400000US12,Florida,12
4965,null,2086,null,1807,null,1309,null,2342,null,1253,null,233,null,217,null,220,null,245,null,363,null,336,null,0400000US13,Georgia,13
89884,null,3143,null,32686,null,2468,null,41782,null,2745,null,3047,null,900,null,3768,null,828,null,8601,null,1699,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
1899,null,839,null,886,null,665,null,638,null,303,null,64,null,105,null,60,null,100,null,251,null,201,null,0400000US17,Illinois,17
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US18,Indiana,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US19,Iowa,19
