B20005F_001E,B20005F_001EA,B20005F_001M,B20005F_001MA,B20005F_002E,B20005F_002EA,B20005F_002M,B20005F_002MA,B20005F_003E,B20005F_003EA,B20005F_003M,B20005F_003MA,B20005F_004E,B20005F_004EA,B20005F_004M,B20005F_004MA,B20005F_005E,B20005F_005EA,B20005F_005M,B20005F_005MA,B20005F_006E,B20005F_006EA,B20005F_006M,B20005F_006MA,B20005F_007E,B20005F_007EA,B20005F_007M,B20005F_007MA,B20005F_008E,B20005F_008EA,B20005F_008M,B20005F_008MA,B20005F_009E,B20005F_009EA,B20005F_009M,B20005F_009MA,B20005F_010E,B20005F_010EA,B20005F_010M,B20005F_010MA,B20005F_011E,B20005F_011EA,B20005F_011M,B20005F_011MA,B20005F_012E,B20005F_012EA,B20005F_012M,B20005F_012MA,B20005F_013E,B20005F_013EA,B20005F_013M,B20005F_013MA,B20005F_014E,B20005F_014EA,B20005F_014M,B20005F_014MA,B20005F_015E,B20005F_015EA,B20005F_015M,B20005F_015MA,B20005F_016E,B20005F_016EA,B20005F_016M,B20005F_016MA,B20005F_017E,B20005F_017EA,B20005F_017M,B20005F_017MA,B20005F_018E,B20005F_018EA,B20005F_018M,B20005F_018MA,B20005F_019E,B20005F_019EA,B20005F_019M,B20005F_019MA,B20005F_020E,B20005F_020EA,B20005F_020M,B20005F_020MA,B20005F_021E,B20005F_021EA,B20005F_021M,B20005F_021MA,B20005F_022E,B20005F_022EA,B20005F_022M,B20005F_022MA,B20005F_023E,B20005F_023EA,B20005F_023M,B20005F_023MA,B20005F_024E,B20005F_024EA,B20005F_024M,B20005F_024MA,B20005F_025E,B20005F_025EA,B20005F_025M,B20005F_025MA,B20005F_026E,B20005F_026EA,B20005F_026M,B20005F_026MA,B20005F_027E,B20005F_027EA,B20005F_027M,B20005F_027MA,B20005F_028E,B20005F_028EA,B20005F_028M,B20005F_028MA,B20005F_029E,B20005F_029EA,B20005F_029M,B20005F_029MA,B20005F_030E,B20005F_030EA,B20005F_030M,B20005F_030MA,B20005F_031E,B20005F_031EA,B20005F_031M,B20005F_031MA,B20005F_032E,B20005F_032EA,B20005F_032M,B20005F_032MA,B20005F_033E,B20005F_033EA,B20005F_033M,B20005F_033MA,B20005F_034E,B20005F_034EA,B20005F_034M,B20005F_034MA,B20005F_035E,B20005F_035EA,B20005F_035M,B20005F_035MA,B20005F_036E,B20005F_036EA,B20005F_036M,B20005F_036MA,B20005F_037E,B20005F_037EA,B20005F_037M,B20005F_037MA,B20005F_038E,B20005F_038EA,B20005F_038M,B20005F_038MA,B20005F_039E,B20005F_039EA,B20005F_039M,B20005F_039MA,B20005F_040E,B20005F_040EA,B20005F_040M,B20005F_040MA,B20005F_041E,B20005F_041EA,B20005F_041M,B20005F_041MA,B20005F_042E,B20005F_042EA,B20005F_042M,B20005F_042MA,B20005F_043E,B20005F_043EA,B20005F_043M,B20005F_043MA,B20005F_044E,B20005F_044EA,B20005F_044M,B20005F_044MA,B20005F_045E,B20005F_045EA,B20005F_045M,B20005F_045MA,B20005F_046E,B20005F_046EA,B20005F_046M,B20005F_046MA,B20005F_047E,B20005F_047EA,B20005F_047M,B20005F_047MA,B20005F_048E,B20005F_048EA,B20005F_048M,B20005F_048MA,B20005F_049E,B20005F_049EA,B20005F_049M,B20005F_049MA,B20005F_050E,B20005F_050EA,B20005F_050M,B20005F_050MA,B20005F_051E,B20005F_051EA,B20005F_051M,B20005F_051MA,B20005F_052E,B20005F_052EA,B20005F_052M,B20005F_052MA,B20005F_053E,B20005F_053EA,B20005F_053M,B20005F_053MA,B20005F_054E,B20005F_054EA,B20005F_054M,B20005F_054MA,B20005F_055E,B20005F_055EA,B20005F_055M,B20005F_055MA,B20005F_056E,B20005F_056EA,B20005F_056M,B20005F_056MA,B20005F_057E,B20005F_057EA,B20005F_057M,B20005F_057MA,B20005F_058E,B20005F_058EA,B20005F_058M,B20005F_058MA,B20005F_059E,B20005F_059EA,B20005F_059M,B20005F_059MA,B20005F_060E,B20005F_060EA,B20005F_060M,B20005F_060MA,B20005F_061E,B20005F_061EA,B20005F_061M,B20005F_061MA,B20005F_062E,B20005F_062EA,B20005F_062M,B20005F_062MA,B20005F_063E,B20005F_063EA,B20005F_063M,B20005F_063MA,B20005F_064E,B20005F_064EA,B20005F_064M,B20005F_064MA,B20005F_065E,B20005F_065EA,B20005F_065M,B20005F_065MA,B20005F_066E,B20005F_066EA,B20005F_066M,B20005F_066MA,B20005F_067E,B20005F_067EA,B20005F_067M,B20005F_067MA,B20005F_068E,B20005F_068EA,B20005F_068M,B20005F_068MA,B20005F_069E,B20005F_069EA,B20005F_069M,B20005F_069MA,B20005F_070E,B20005F_070EA,B20005F_070M,B20005F_070MA,B20005F_071E,B20005F_071EA,B20005F_071M,B20005F_071MA,B20005F_072E,B20005F_072EA,B20005F_072M,B20005F_072MA,B20005F_073E,B20005F_073EA,B20005F_073M,B20005F_073MA,B20005F_074E,B20005F_074EA,B20005F_074M,B20005F_074MA,B20005F_075E,B20005F_075EA,B20005F_075M,B20005F_075MA,B20005F_076E,B20005F_076EA,B20005F_076M,B20005F_076MA,B20005F_077E,B20005F_077EA,B20005F_077M,B20005F_077MA,B20005F_078E,B20005F_078EA,B20005F_078M,B20005F_078MA,B20005F_079E,B20005F_079EA,B20005F_079M,B20005F_079MA,B20005F_080E,B20005F_080EA,B20005F_080M,B20005F_080MA,B20005F_081E,B20005F_081EA,B20005F_081M,B20005F_081MA,B20005F_082E,B20005F_082EA,B20005F_082M,B20005F_082MA,B20005F_083E,B20005F_083EA,B20005F_083M,B20005F_083MA,B20005F_084E,B20005F_084EA,B20005F_084M,B20005F_084MA,B20005F_085E,B20005F_085EA,B20005F_085M,B20005F_085MA,B20005F_086E,B20005F_086EA,B20005F_086M,B20005F_086MA,B20005F_087E,B20005F_087EA,B20005F_087M,B20005F_087MA,B20005F_088E,B20005F_088EA,B20005F_088M,B20005F_088MA,B20005F_089E,B20005F_089EA,B20005F_089M,B20005F_089MA,B20005F_090E,B20005F_090EA,B20005F_090M,B20005F_090MA,B20005F_091E,B20005F_091EA,B20005F_091M,B20005F_091MA,B20005F_092E,B20005F_092EA,B20005F_092M,B20005F_092MA,B20005F_093E,B20005F_093EA,B20005F_093M,B20005F_093MA,B20005F_094E,B20005F_094EA,B20005F_094M,B20005F_094MA,B20005F_095E,B20005F_095EA,B20005F_095M,B20005F_095MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
277498,null,13563,null,144666,null,8138,null,71783,null,5439,null,0,null,305,null,71783,null,5439,null,143,null,173,null,553,null,406,null,1031,null,702,null,1760,null,1077,null,1721,null,917,null,2764,null,1436,null,1834,null,933,null,3718,null,1408,null,3693,null,1233,null,4242,null,1262,null,10569,null,2091,null,7471,null,1640,null,6477,null,1635,null,5092,null,1287,null,5313,null,1289,null,3963,null,1012,null,4277,null,1389,null,2908,null,865,null,2022,null,660,null,2232,null,857,null,72883,null,6249,null,31019,null,3181,null,41864,null,5019,null,4820,null,1176,null,4574,null,1557,null,4961,null,1546,null,4147,null,1271,null,2807,null,906,null,2654,null,994,null,3063,null,1184,null,2541,null,1088,null,1565,null,695,null,2927,null,1106,null,2413,null,1104,null,502,null,357,null,2457,null,1119,null,498,null,266,null,452,null,376,null,427,null,301,null,404,null,410,null,420,null,361,null,67,null,112,null,165,null,196,null,132832,null,7625,null,45252,null,4193,null,0,null,305,null,45252,null,4193,null,44,null,72,null,127,null,158,null,157,null,227,null,867,null,515,null,1672,null,932,null,2659,null,896,null,2122,null,981,null,3153,null,1001,null,3512,null,1240,null,3538,null,1047,null,6497,null,1731,null,6193,null,1658,null,3882,null,1095,null,2435,null,853,null,3250,null,1016,null,1224,null,621,null,1164,null,485,null,1101,null,575,null,475,null,323,null,1180,null,843,null,87580,null,5780,null,51710,null,4702,null,35870,null,3348,null,5393,null,1404,null,4782,null,1239,null,5117,null,1433,null,3522,null,849,null,3241,null,1008,null,3306,null,1060,null,2600,null,968,null,2263,null,1003,null,1089,null,536,null,1629,null,795,null,896,null,550,null,964,null,501,null,106,null,126,null,399,null,398,null,237,null,187,null,233,null,209,null,93,null,112,null,0,null,305,null,0,null,305,null,0,null,305,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
3613288,null,52997,null,1900622,null,31340,null,952472,null,17849,null,12,null,21,null,952460,null,17845,null,1443,null,593,null,3021,null,1134,null,6324,null,1368,null,18832,null,2983,null,39264,null,3942,null,59498,null,4668,null,56619,null,5226,null,70964,null,5714,null,59049,null,4594,null,71685,null,4951,null,100898,null,5686,null,75041,null,4743,null,81368,null,5230,null,56974,null,4720,null,50855,null,4768,null,36308,null,3766,null,56958,null,4432,null,38074,null,4179,null,45069,null,3300,null,24216,null,2750,null,948150,null,23341,null,409662,null,13324,null,538488,null,18791,null,62983,null,4941,null,52551,null,4867,null,48249,null,4184,null,57911,null,4044,null,57943,null,5854,null,43738,null,4885,null,34137,null,3631,null,34358,null,4118,null,20816,null,3199,null,22284,null,2886,null,27051,null,3027,null,18974,null,2544,null,15395,null,2624,null,9407,null,2009,null,8567,null,2040,null,4634,null,1158,null,7223,null,1745,null,3995,null,1320,null,5012,null,1613,null,3260,null,1127,null,1712666,null,25776,null,549887,null,12940,null,0,null,294,null,549887,null,12940,null,1414,null,691,null,2786,null,817,null,7122,null,1664,null,16690,null,2707,null,34754,null,3824,null,41883,null,3993,null,39828,null,3771,null,51515,null,3687,null,37494,null,3611,null,37273,null,4106,null,60132,null,4713,null,45968,null,3807,null,43118,null,3914,null,29624,null,3494,null,22942,null,2646,null,16471,null,2133,null,23705,null,2889,null,15557,null,2537,null,15810,null,2056,null,5801,null,1329,null,1162779,null,21366,null,686240,null,16514,null,476539,null,14164,null,73509,null,4502,null,60737,null,4156,null,55293,null,4618,null,64817,null,4202,null,50930,null,4285,null,38097,null,3584,null,26650,null,2732,null,23565,null,2435,null,17572,null,2698,null,12375,null,1862,null,17639,null,2445,null,11148,null,1976,null,5481,null,1326,null,5217,null,1347,null,2417,null,841,null,2113,null,798,null,2523,null,631,null,2174,null,676,null,3357,null,1269,null,925,null,515,null,0400000US06,California,06
157393,null,10652,null,81470,null,6864,null,44031,null,4368,null,0,null,279,null,44031,null,4368,null,72,null,135,null,0,null,279,null,266,null,266,null,147,null,116,null,1095,null,659,null,1373,null,795,null,809,null,428,null,2910,null,1019,null,2019,null,1020,null,2465,null,1025,null,6982,null,1616,null,4271,null,1307,null,4784,null,1242,null,5219,null,1524,null,2006,null,553,null,1621,null,717,null,2851,null,893,null,1768,null,766,null,1672,null,672,null,1701,null,636,null,37439,null,4525,null,13695,null,1847,null,23744,null,3783,null,4045,null,1139,null,1902,null,667,null,3319,null,1528,null,2838,null,939,null,2331,null,969,null,1451,null,859,null,850,null,504,null,774,null,417,null,1511,null,988,null,1313,null,859,null,1373,null,638,null,615,null,448,null,690,null,407,null,57,null,100,null,82,null,109,null,216,null,192,null,318,null,318,null,0,null,279,null,38,null,70,null,21,null,39,null,75923,null,5071,null,24842,null,2760,null,0,null,279,null,24842,null,2760,null,0,null,279,null,277,null,354,null,280,null,235,null,518,null,300,null,1844,null,876,null,947,null,512,null,1666,null,621,null,1939,null,790,null,2747,null,1109,null,1595,null,490,null,2884,null,846,null,2973,null,858,null,1728,null,722,null,804,null,339,null,1053,null,512,null,922,null,583,null,673,null,358,null,988,null,487,null,435,null,313,null,569,null,445,null,51081,null,4119,null,27928,null,3354,null,23153,null,2719,null,5570,null,1564,null,2838,null,890,null,2192,null,764,null,3156,null,1093,null,2750,null,1075,null,849,null,451,null,1913,null,894,null,1127,null,511,null,431,null,284,null,413,null,337,null,584,null,483,null,781,null,504,null,164,null,162,null,110,null,136,null,118,null,206,null,51,null,86,null,106,null,134,null,0,null,279,null,0,null,279,null,0,null,279,null,0400000US08,Colorado,08
132661,null,8617,null,69666,null,4966,null,28582,null,2908,null,0,null,277,null,28582,null,2908,null,46,null,74,null,245,null,272,null,0,null,277,null,645,null,390,null,709,null,623,null,1085,null,620,null,1869,null,915,null,1208,null,609,null,2027,null,1074,null,1830,null,836,null,3341,null,1314,null,2094,null,743,null,2630,null,887,null,1821,null,685,null,1456,null,808,null,676,null,462,null,2407,null,852,null,1405,null,797,null,1805,null,763,null,1283,null,744,null,41084,null,3965,null,15134,null,2016,null,25950,null,3285,null,3894,null,1119,null,3523,null,1452,null,2807,null,904,null,2057,null,981,null,2231,null,841,null,1935,null,968,null,1492,null,811,null,1219,null,780,null,1418,null,754,null,1130,null,874,null,1377,null,691,null,728,null,501,null,561,null,455,null,337,null,326,null,609,null,433,null,198,null,256,null,139,null,163,null,0,null,277,null,295,null,275,null,0,null,277,null,62995,null,4613,null,18564,null,2294,null,0,null,277,null,18564,null,2294,null,0,null,277,null,86,null,103,null,284,null,266,null,340,null,352,null,1351,null,682,null,1726,null,798,null,1217,null,631,null,779,null,397,null,1044,null,626,null,1528,null,720,null,2335,null,819,null,1853,null,867,null,893,null,502,null,1036,null,519,null,762,null,464,null,452,null,399,null,1001,null,531,null,816,null,420,null,548,null,441,null,513,null,398,null,44431,null,4093,null,22077,null,2511,null,22354,null,3019,null,2897,null,826,null,4579,null,1588,null,1584,null,675,null,3145,null,964,null,1130,null,529,null,2326,null,908,null,864,null,561,null,978,null,495,null,1148,null,553,null,751,null,425,null,955,null,635,null,622,null,375,null,205,null,193,null,45,null,84,null,240,null,307,null,413,null,351,null,0,null,277,null,221,null,278,null,0,null,277,null,251,null,398,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
386764,null,20111,null,206734,null,13154,null,104379,null,8478,null,0,null,305,null,104379,null,8478,null,165,null,165,null,163,null,157,null,1484,null,878,null,4132,null,1765,null,4560,null,1181,null,5893,null,1797,null,8509,null,2309,null,6455,null,1725,null,7786,null,1986,null,7376,null,1575,null,15086,null,3136,null,7506,null,1871,null,7979,null,1768,null,4783,null,1531,null,5059,null,1260,null,3233,null,1080,null,5653,null,1484,null,3302,null,963,null,2213,null,675,null,3042,null,996,null,102355,null,8835,null,39695,null,3989,null,62660,null,7266,null,5027,null,1348,null,8510,null,3097,null,5598,null,1713,null,8616,null,2172,null,5267,null,1193,null,6209,null,1319,null,3578,null,1223,null,4310,null,1801,null,3378,null,1374,null,2215,null,1482,null,3712,null,1419,null,2648,null,1424,null,743,null,714,null,484,null,406,null,565,null,451,null,346,null,281,null,116,null,194,null,610,null,465,null,613,null,440,null,115,null,139,null,180030,null,9525,null,60130,null,5000,null,0,null,305,null,60130,null,5000,null,241,null,247,null,0,null,305,null,943,null,610,null,1111,null,589,null,2734,null,1109,null,4147,null,1345,null,4982,null,1357,null,6913,null,1911,null,6364,null,1698,null,3994,null,1129,null,8157,null,1774,null,5136,null,1119,null,5011,null,1334,null,2635,null,802,null,1971,null,942,null,1374,null,586,null,1294,null,626,null,1046,null,485,null,1246,null,600,null,831,null,442,null,119900,null,7159,null,65725,null,5086,null,54175,null,4627,null,7652,null,1529,null,5559,null,1305,null,8076,null,1566,null,6421,null,1527,null,6187,null,1353,null,4808,null,1493,null,5080,null,1471,null,3106,null,1244,null,1245,null,624,null,1492,null,627,null,1232,null,552,null,901,null,490,null,450,null,312,null,553,null,427,null,696,null,535,null,569,null,443,null,39,null,65,null,58,null,101,null,51,null,86,null,0,null,305,null,0400000US12,Florida,12
