B16005G_001E,B16005G_001EA,B16005G_001M,B16005G_001MA,B16005G_002E,B16005G_002EA,B16005G_002M,B16005G_002MA,B16005G_003E,B16005G_003EA,B16005G_003M,B16005G_003MA,B16005G_004E,B16005G_004EA,B16005G_004M,B16005G_004MA,B16005G_005E,B16005G_005EA,B16005G_005M,B16005G_005MA,B16005G_006E,B16005G_006EA,B16005G_006M,B16005G_006MA,B16005G_007E,B16005G_007EA,B16005G_007M,B16005G_007MA,B16005G_008E,B16005G_008EA,B16005G_008M,B16005G_008MA,B16005G_009E,B16005G_009EA,B16005G_009M,B16005G_009MA,B16005G_010E,B16005G_010EA,B16005G_010M,B16005G_010MA,B16005G_011E,B16005G_011EA,B16005G_011M,B16005G_011MA,GEO_ID,NAME,state
53739,null,4634,null,51970,null,4504,null,47680,null,4201,null,4290,null,1378,null,3393,null,1151,null,897,null,664,null,1769,null,714,null,828,null,582,null,941,null,577,null,455,null,294,null,486,null,491,null,0400000US01,Alabama,01
40585,null,3413,null,39702,null,3198,null,34856,null,3292,null,4846,null,1340,null,4065,null,1177,null,781,null,429,null,883,null,855,null,249,null,341,null,634,null,740,null,0,null,244,null,634,null,740,null,0400000US02,Alaska,02
152171,null,9481,null,141612,null,8387,null,121883,null,7471,null,19729,null,3268,null,17538,null,3103,null,2191,null,904,null,10559,null,2327,null,2003,null,757,null,8556,null,2221,null,2991,null,909,null,5565,null,1775,null,0400000US04,Arizona,04
47497,null,3802,null,45261,null,3610,null,42109,null,3453,null,3152,null,1084,null,2531,null,987,null,621,null,424,null,2236,null,1043,null,335,null,295,null,1901,null,986,null,575,null,496,null,1326,null,730,null,0400000US05,Arkansas,05
1180515,null,24867,null,1043704,null,20950,null,870712,null,18915,null,172992,null,8329,null,147653,null,7613,null,25339,null,2675,null,136811,null,7946,null,18419,null,2172,null,118392,null,7568,null,43944,null,3512,null,74448,null,6128,null,0400000US06,California,06
135062,null,7879,null,129431,null,7592,null,114810,null,7029,null,14621,null,2479,null,12530,null,2241,null,2091,null,657,null,5631,null,1423,null,1294,null,562,null,4337,null,1221,null,1859,null,852,null,2478,null,949,null,0400000US08,Colorado,08
63496,null,5143,null,59491,null,4815,null,51653,null,4333,null,7838,null,1872,null,6267,null,1731,null,1571,null,635,null,4005,null,1359,null,995,null,426,null,3010,null,1187,null,1540,null,651,null,1470,null,746,null,0400000US09,Connecticut,09
15023,null,2273,null,14239,null,2066,null,12021,null,2088,null,2218,null,940,null,1463,null,672,null,755,null,423,null,784,null,591,null,72,null,122,null,712,null,583,null,411,null,433,null,301,null,272,null,0400000US10,Delaware,10
8253,null,1513,null,7392,null,1453,null,6511,null,1453,null,881,null,446,null,756,null,421,null,125,null,143,null,861,null,350,null,204,null,179,null,657,null,301,null,330,null,210,null,327,null,213,null,0400000US11,District of Columbia,11
300288,null,12782,null,241084,null,10259,null,197136,null,9651,null,43948,null,5365,null,35834,null,4615,null,8114,null,1776,null,59204,null,6089,null,14274,null,2462,null,44930,null,5402,null,19132,null,2683,null,25798,null,4078,null,0400000US12,Florida,12
