B23002B_001E,B23002B_001EA,B23002B_001M,B23002B_001MA,B23002B_002E,B23002B_002EA,B23002B_002M,B23002B_002MA,B23002B_003E,B23002B_003EA,B23002B_003M,B23002B_003MA,B23002B_004E,B23002B_004EA,B23002B_004M,B23002B_004MA,B23002B_005E,B23002B_005EA,B23002B_005M,B23002B_005MA,B23002B_006E,B23002B_006EA,B23002B_006M,B23002B_006MA,B23002B_007E,B23002B_007EA,B23002B_007M,B23002B_007MA,B23002B_008E,B23002B_008EA,B23002B_008M,B23002B_008MA,B23002B_009E,B23002B_009EA,B23002B_009M,B23002B_009MA,B23002B_010E,B23002B_010EA,B23002B_010M,B23002B_010MA,B23002B_011E,B23002B_011EA,B23002B_011M,B23002B_011MA,B23002B_012E,B23002B_012EA,B23002B_012M,B23002B_012MA,B23002B_013E,B23002B_013EA,B23002B_013M,B23002B_013MA,B23002B_014E,B23002B_014EA,B23002B_014M,B23002B_014MA,B23002B_015E,B23002B_015EA,B23002B_015M,B23002B_015MA,B23002B_016E,B23002B_016EA,B23002B_016M,B23002B_016MA,B23002B_017E,B23002B_017EA,B23002B_017M,B23002B_017MA,B23002B_018E,B23002B_018EA,B23002B_018M,B23002B_018MA,B23002B_019E,B23002B_019EA,B23002B_019M,B23002B_019MA,B23002B_020E,B23002B_020EA,B23002B_020M,B23002B_020MA,B23002B_021E,B23002B_021EA,B23002B_021M,B23002B_021MA,B23002B_022E,B23002B_022EA,B23002B_022M,B23002B_022MA,B23002B_023E,B23002B_023EA,B23002B_023M,B23002B_023MA,B23002B_024E,B23002B_024EA,B23002B_024M,B23002B_024MA,B23002B_025E,B23002B_025EA,B23002B_025M,B23002B_025MA,B23002B_026E,B23002B_026EA,B23002B_026M,B23002B_026MA,B23002B_027E,B23002B_027EA,B23002B_027M,B23002B_027MA,B23002B_028E,B23002B_028EA,B23002B_028M,B23002B_028MA,B23002B_029E,B23002B_029EA,B23002B_029M,B23002B_029MA,B23002B_030E,B23002B_030EA,B23002B_030M,B23002B_030MA,B23002B_031E,B23002B_031EA,B23002B_031M,B23002B_031MA,B23002B_032E,B23002B_032EA,B23002B_032M,B23002B_032MA,B23002B_033E,B23002B_033EA,B23002B_033M,B23002B_033MA,B23002B_034E,B23002B_034EA,B23002B_034M,B23002B_034MA,B23002B_035E,B23002B_035EA,B23002B_035M,B23002B_035MA,B23002B_036E,B23002B_036EA,B23002B_036M,B23002B_036MA,B23002B_037E,B23002B_037EA,B23002B_037M,B23002B_037MA,B23002B_038E,B23002B_038EA,B23002B_038M,B23002B_038MA,B23002B_039E,B23002B_039EA,B23002B_039M,B23002B_039MA,B23002B_040E,B23002B_040EA,B23002B_040M,B23002B_040MA,B23002B_041E,B23002B_041EA,B23002B_041M,B23002B_041MA,B23002B_042E,B23002B_042EA,B23002B_042M,B23002B_042MA,B23002B_043E,B23002B_043EA,B23002B_043M,B23002B_043MA,B23002B_044E,B23002B_044EA,B23002B_044M,B23002B_044MA,B23002B_045E,B23002B_045EA,B23002B_045M,B23002B_045MA,B23002B_046E,B23002B_046EA,B23002B_046M,B23002B_046MA,B23002B_047E,B23002B_047EA,B23002B_047M,B23002B_047MA,B23002B_048E,B23002B_048EA,B23002B_048M,B23002B_048MA,B23002B_049E,B23002B_049EA,B23002B_049M,B23002B_049MA,B23002B_050E,B23002B_050EA,B23002B_050M,B23002B_050MA,B23002B_051E,B23002B_051EA,B23002B_051M,B23002B_051MA,B23002B_052E,B23002B_052EA,B23002B_052M,B23002B_052MA,B23002B_053E,B23002B_053EA,B23002B_053M,B23002B_053MA,B23002B_054E,B23002B_054EA,B23002B_054M,B23002B_054MA,B23002B_055E,B23002B_055EA,B23002B_055M,B23002B_055MA,B23002B_056E,B23002B_056EA,B23002B_056M,B23002B_056MA,B23002B_057E,B23002B_057EA,B23002B_057M,B23002B_057MA,B23002B_058E,B23002B_058EA,B23002B_058M,B23002B_058MA,B23002B_059E,B23002B_059EA,B23002B_059M,B23002B_059MA,B23002B_060E,B23002B_060EA,B23002B_060M,B23002B_060MA,B23002B_061E,B23002B_061EA,B23002B_061M,B23002B_061MA,B23002B_062E,B23002B_062EA,B23002B_062M,B23002B_062MA,B23002B_063E,B23002B_063EA,B23002B_063M,B23002B_063MA,B23002B_064E,B23002B_064EA,B23002B_064M,B23002B_064MA,B23002B_065E,B23002B_065EA,B23002B_065M,B23002B_065MA,B23002B_066E,B23002B_066EA,B23002B_066M,B23002B_066MA,B23002B_067E,B23002B_067EA,B23002B_067M,B23002B_067MA,B23002B_068E,B23002B_068EA,B23002B_068M,B23002B_068MA,B23002B_069E,B23002B_069EA,B23002B_069M,B23002B_069MA,B23002B_070E,B23002B_070EA,B23002B_070M,B23002B_070MA,B23002B_071E,B23002B_071EA,B23002B_071M,B23002B_071MA,B23002B_072E,B23002B_072EA,B23002B_072M,B23002B_072MA,B23002B_073E,B23002B_073EA,B23002B_073M,B23002B_073MA,B23002B_074E,B23002B_074EA,B23002B_074M,B23002B_074MA,B23002B_075E,B23002B_075EA,B23002B_075M,B23002B_075MA,B23002B_076E,B23002B_076EA,B23002B_076M,B23002B_076MA,B23002B_077E,B23002B_077EA,B23002B_077M,B23002B_077MA,B23002B_078E,B23002B_078EA,B23002B_078M,B23002B_078MA,B23002B_079E,B23002B_079EA,B23002B_079M,B23002B_079MA,GEO_ID,NAME,state
929359,null,4073,null,421046,null,3034,null,41453,null,2699,null,14084,null,2140,null,138,null,289,null,13946,null,2164,null,7617,null,1457,null,6329,null,1409,null,27369,null,2135,null,50192,null,2197,null,35269,null,2465,null,323,null,349,null,34946,null,2364,null,22960,null,2320,null,11986,null,1899,null,14923,null,2192,null,232724,null,3137,null,176171,null,5077,null,1881,null,769,null,174290,null,4923,null,146327,null,4894,null,27963,null,2897,null,56553,null,4309,null,54206,null,1428,null,28315,null,2034,null,0,null,273,null,28315,null,2034,null,25619,null,1987,null,2696,null,738,null,25891,null,2034,null,15042,null,1557,null,3731,null,992,null,3392,null,932,null,339,null,291,null,11311,null,1406,null,27429,null,1582,null,2664,null,739,null,2664,null,739,null,0,null,273,null,24765,null,1414,null,508313,null,3015,null,45718,null,3164,null,16339,null,2547,null,0,null,273,null,16339,null,2547,null,9951,null,1766,null,6388,null,1519,null,29379,null,2768,null,51057,null,2291,null,35840,null,3159,null,110,null,154,null,35730,null,3154,null,26410,null,2888,null,9320,null,1573,null,15217,null,2645,null,272071,null,2947,null,214293,null,4072,null,772,null,564,null,213521,null,3971,null,182230,null,4275,null,31291,null,2675,null,57778,null,3717,null,67521,null,1242,null,32035,null,2167,null,0,null,273,null,32035,null,2167,null,29764,null,2152,null,2271,null,688,null,35486,null,2301,null,21890,null,1589,null,4788,null,971,null,4442,null,890,null,346,null,256,null,17102,null,1753,null,50056,null,1794,null,2823,null,870,null,2697,null,856,null,126,null,142,null,47233,null,1830,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
181385,null,4044,null,96369,null,2428,null,9265,null,1195,null,2217,null,762,null,179,null,190,null,2038,null,737,null,993,null,597,null,1045,null,528,null,7048,null,1028,null,11937,null,1398,null,7420,null,1308,null,302,null,303,null,7118,null,1305,null,5383,null,1175,null,1735,null,762,null,4517,null,1665,null,58201,null,1580,null,43389,null,2793,null,984,null,425,null,42405,null,2826,null,35811,null,3069,null,6594,null,1632,null,14812,null,2109,null,9416,null,499,null,6232,null,797,null,59,null,105,null,6173,null,806,null,5692,null,812,null,481,null,305,null,3184,null,816,null,3056,null,614,null,876,null,347,null,703,null,299,null,173,null,164,null,2180,null,571,null,4494,null,557,null,611,null,305,null,611,null,305,null,0,null,305,null,3883,null,596,null,85016,null,2603,null,7996,null,1594,null,3327,null,1073,null,0,null,305,null,3327,null,1073,null,1879,null,809,null,1448,null,799,null,4669,null,1138,null,7965,null,974,null,5553,null,1345,null,32,null,55,null,5521,null,1342,null,4518,null,1322,null,1003,null,612,null,2412,null,950,null,50449,null,1771,null,38017,null,2164,null,318,null,341,null,37699,null,2178,null,34004,null,2351,null,3695,null,1065,null,12432,null,2167,null,9759,null,637,null,5314,null,1012,null,0,null,305,null,5314,null,1012,null,4919,null,978,null,395,null,290,null,4445,null,951,null,2352,null,525,null,767,null,310,null,620,null,288,null,147,null,139,null,1585,null,459,null,6495,null,617,null,500,null,243,null,455,null,234,null,45,null,73,null,5995,null,598,null,0400000US04,Arizona,04
330755,null,3647,null,152163,null,2759,null,17075,null,2070,null,5796,null,1303,null,0,null,273,null,5796,null,1303,null,2858,null,955,null,2938,null,962,null,11279,null,2065,null,19634,null,2507,null,13912,null,2246,null,220,null,299,null,13692,null,2210,null,8962,null,1751,null,4730,null,1474,null,5722,null,1258,null,82770,null,2502,null,60017,null,2890,null,430,null,384,null,59587,null,2942,null,51454,null,3065,null,8133,null,1635,null,22753,null,2170,null,18140,null,1051,null,9966,null,1075,null,0,null,273,null,9966,null,1075,null,9016,null,1074,null,950,null,501,null,8174,null,1188,null,5260,null,793,null,1325,null,496,null,1037,null,371,null,288,null,326,null,3935,null,718,null,9284,null,912,null,617,null,324,null,590,null,318,null,27,null,54,null,8667,null,962,null,178592,null,2568,null,16283,null,1840,null,5496,null,1209,null,0,null,273,null,5496,null,1209,null,3746,null,1118,null,1750,null,774,null,10787,null,1919,null,18036,null,1899,null,13227,null,1950,null,0,null,273,null,13227,null,1950,null,10166,null,1699,null,3061,null,1232,null,4809,null,1231,null,97592,null,2558,null,73963,null,3378,null,0,null,273,null,73963,null,3378,null,63705,null,2966,null,10258,null,1776,null,23629,null,2872,null,23720,null,1273,null,12434,null,1207,null,0,null,273,null,12434,null,1207,null,11544,null,1203,null,890,null,471,null,11286,null,1350,null,6375,null,1127,null,644,null,286,null,573,null,275,null,71,null,77,null,5731,null,1060,null,16586,null,1202,null,1416,null,554,null,1416,null,554,null,0,null,273,null,15170,null,1178,null,0400000US05,Arkansas,05
1749336,null,9157,null,853463,null,5846,null,82392,null,3036,null,22771,null,2459,null,396,null,243,null,22375,null,2444,null,10128,null,1651,null,12247,null,2078,null,59621,null,3171,null,96540,null,2781,null,63000,null,3065,null,5562,null,1591,null,57438,null,3069,null,38133,null,3325,null,19305,null,2893,null,33540,null,2799,null,483838,null,4485,null,354507,null,6975,null,8260,null,1718,null,346247,null,7349,null,291506,null,7459,null,54741,null,4119,null,129331,null,6520,null,102531,null,1747,null,59442,null,2792,null,0,null,294,null,59442,null,2792,null,53995,null,2693,null,5447,null,1116,null,43089,null,2890,null,29548,null,2061,null,9875,null,1354,null,9032,null,1361,null,843,null,424,null,19673,null,2078,null,58614,null,1911,null,7712,null,1225,null,7176,null,1235,null,536,null,316,null,50902,null,1639,null,895873,null,6254,null,77923,null,2921,null,22846,null,2662,null,245,null,386,null,22601,null,2600,null,11617,null,1848,null,10984,null,1984,null,55077,null,3655,null,85716,null,2806,null,57825,null,3759,null,881,null,488,null,56944,null,3828,null,40850,null,3572,null,16094,null,2402,null,27891,null,3186,null,489054,null,4673,null,379441,null,6577,null,1547,null,664,null,377894,null,6490,null,326842,null,7423,null,51052,null,4344,null,109613,null,5476,null,117948,null,1739,null,69749,null,2746,null,88,null,145,null,69661,null,2728,null,62188,null,2436,null,7473,null,1565,null,48199,null,2567,null,38489,null,2135,null,10689,null,1505,null,10131,null,1375,null,558,null,312,null,27800,null,2319,null,86743,null,2248,null,5823,null,1125,null,5573,null,1091,null,250,null,191,null,80920,null,2567,null,0400000US06,California,06
146596,null,3440,null,76868,null,2569,null,7346,null,1334,null,2371,null,777,null,55,null,91,null,2316,null,767,null,1550,null,715,null,766,null,401,null,4975,null,1198,null,7560,null,1240,null,6057,null,1331,null,126,null,142,null,5931,null,1304,null,3864,null,1120,null,2067,null,1123,null,1503,null,616,null,48603,null,2030,null,36409,null,2357,null,2128,null,1051,null,34281,null,2342,null,30402,null,2473,null,3879,null,1000,null,12194,null,2137,null,7639,null,569,null,5145,null,681,null,0,null,279,null,5145,null,681,null,4492,null,697,null,653,null,401,null,2494,null,605,null,2305,null,488,null,561,null,284,null,523,null,277,null,38,null,65,null,1744,null,466,null,3415,null,510,null,491,null,312,null,431,null,290,null,60,null,100,null,2924,null,533,null,69728,null,2015,null,6657,null,1553,null,2812,null,1060,null,0,null,279,null,2812,null,1060,null,1881,null,823,null,931,null,615,null,3845,null,1114,null,7220,null,1145,null,5560,null,1132,null,55,null,86,null,5505,null,1121,null,4630,null,995,null,875,null,555,null,1660,null,861,null,40164,null,1618,null,30676,null,1869,null,244,null,186,null,30432,null,1865,null,27399,null,1917,null,3033,null,924,null,9488,null,1583,null,7748,null,529,null,3401,null,690,null,0,null,279,null,3401,null,690,null,3306,null,690,null,95,null,112,null,4347,null,714,null,2278,null,564,null,249,null,175,null,189,null,157,null,60,null,103,null,2029,null,525,null,5661,null,751,null,490,null,361,null,490,null,361,null,0,null,279,null,5171,null,688,null,0400000US08,Colorado,08
257250,null,3413,null,122047,null,2055,null,12909,null,761,null,4593,null,836,null,47,null,38,null,4546,null,828,null,2327,null,755,null,2219,null,653,null,8316,null,936,null,13105,null,1034,null,7766,null,1190,null,198,null,157,null,7568,null,1178,null,5040,null,1072,null,2528,null,933,null,5339,null,1295,null,72471,null,1487,null,57686,null,2161,null,372,null,296,null,57314,null,2170,null,49665,null,2533,null,7649,null,1795,null,14785,null,1786,null,12499,null,552,null,8927,null,826,null,0,null,277,null,8927,null,826,null,8039,null,864,null,888,null,400,null,3572,null,761,null,5416,null,735,null,3078,null,687,null,2818,null,679,null,260,null,299,null,2338,null,649,null,5647,null,656,null,1197,null,526,null,1197,null,526,null,0,null,277,null,4450,null,734,null,135203,null,2481,null,10317,null,951,null,3556,null,796,null,0,null,277,null,3556,null,796,null,2466,null,697,null,1090,null,486,null,6761,null,932,null,13139,null,900,null,10448,null,1217,null,0,null,277,null,10448,null,1217,null,8628,null,1345,null,1820,null,656,null,2691,null,883,null,76987,null,1784,null,64061,null,2358,null,0,null,277,null,64061,null,2358,null,57237,null,2699,null,6824,null,1386,null,12926,null,1732,null,17634,null,687,null,12718,null,1054,null,0,null,277,null,12718,null,1054,null,11508,null,1137,null,1210,null,562,null,4916,null,1014,null,5340,null,906,null,2365,null,670,null,2056,null,597,null,309,null,360,null,2975,null,713,null,11786,null,981,null,1204,null,479,null,1057,null,440,null,147,null,171,null,10582,null,930,null,0400000US09,Connecticut,09
139974,null,1954,null,64458,null,1272,null,6954,null,1274,null,2404,null,796,null,0,null,263,null,2404,null,796,null,1341,null,624,null,1063,null,551,null,4550,null,1338,null,6925,null,801,null,4735,null,1120,null,50,null,88,null,4685,null,1129,null,3707,null,973,null,978,null,698,null,2190,null,792,null,36498,null,1301,null,28555,null,1749,null,757,null,707,null,27798,null,1631,null,24971,null,1950,null,2827,null,994,null,7943,null,1577,null,7693,null,216,null,5056,null,570,null,0,null,263,null,5056,null,570,null,4717,null,623,null,339,null,323,null,2637,null,593,null,2629,null,638,null,872,null,425,null,722,null,384,null,150,null,180,null,1757,null,625,null,3759,null,640,null,495,null,303,null,428,null,277,null,67,null,108,null,3264,null,613,null,75516,null,1284,null,6273,null,901,null,2634,null,791,null,0,null,263,null,2634,null,791,null,1922,null,688,null,712,null,456,null,3639,null,831,null,7079,null,786,null,5222,null,991,null,0,null,263,null,5222,null,991,null,3901,null,1009,null,1321,null,535,null,1857,null,676,null,43256,null,1002,null,35933,null,1569,null,165,null,204,null,35768,null,1602,null,32234,null,1874,null,3534,null,1064,null,7323,null,1291,null,9599,null,337,null,6315,null,872,null,0,null,263,null,6315,null,872,null,5729,null,894,null,586,null,331,null,3284,null,836,null,2820,null,611,null,674,null,328,null,674,null,328,null,0,null,263,null,2146,null,564,null,6489,null,606,null,616,null,404,null,616,null,404,null,0,null,263,null,5873,null,626,null,0400000US10,Delaware,10
257169,null,2001,null,111886,null,1346,null,10234,null,701,null,2569,null,738,null,120,null,187,null,2449,null,729,null,1348,null,582,null,1101,null,446,null,7665,null,939,null,10679,null,428,null,7379,null,1049,null,0,null,296,null,7379,null,1049,null,4615,null,1177,null,2764,null,943,null,3300,null,923,null,58545,null,760,null,46057,null,1679,null,0,null,296,null,46057,null,1679,null,38148,null,1751,null,7909,null,1329,null,12488,null,1589,null,16711,null,469,null,9994,null,1398,null,0,null,296,null,9994,null,1398,null,8273,null,1241,null,1721,null,724,null,6717,null,1248,null,5676,null,770,null,1650,null,678,null,1353,null,606,null,297,null,290,null,4026,null,808,null,10041,null,754,null,1082,null,395,null,1082,null,395,null,0,null,296,null,8959,null,807,null,145283,null,1245,null,11071,null,833,null,3843,null,1173,null,0,null,296,null,3843,null,1173,null,1571,null,713,null,2272,null,986,null,7228,null,1282,null,13046,null,208,null,8441,null,1064,null,0,null,296,null,8441,null,1064,null,5808,null,1146,null,2633,null,958,null,4605,null,1068,null,70930,null,646,null,54658,null,2133,null,84,null,101,null,54574,null,2142,null,46173,null,2850,null,8401,null,1698,null,16272,null,1918,null,22541,null,383,null,13269,null,1040,null,0,null,296,null,13269,null,1040,null,12393,null,1103,null,876,null,525,null,9272,null,991,null,7649,null,862,null,2859,null,766,null,2620,null,686,null,239,null,247,null,4790,null,1034,null,20046,null,872,null,1510,null,549,null,1510,null,549,null,0,null,296,null,18536,null,925,null,0400000US11,District of Columbia,11
2165580,null,11214,null,1024753,null,7419,null,106714,null,4335,null,29592,null,2626,null,770,null,392,null,28822,null,2561,null,13377,null,2123,null,15445,null,2151,null,77122,null,4971,null,127894,null,3197,null,86188,null,4429,null,2530,null,1056,null,83658,null,4364,null,58106,null,4339,null,25552,null,3275,null,41706,null,3706,null,578386,null,5452,null,436624,null,8668,null,3718,null,1100,null,432906,null,8622,null,358718,null,9029,null,74188,null,5301,null,141762,null,7283,null,113256,null,2120,null,69420,null,3190,null,0,null,305,null,69420,null,3190,null,58355,null,2937,null,11065,null,1775,null,43836,null,3309,null,35851,null,2066,null,12874,null,1506,null,11520,null,1460,null,1354,null,582,null,22977,null,2032,null,62652,null,2361,null,8647,null,1435,null,7619,null,1348,null,1028,null,509,null,54005,null,2497,null,1140827,null,6769,null,101266,null,3390,null,34495,null,3071,null,76,null,127,null,34419,null,3057,null,19404,null,2447,null,15015,null,1889,null,66771,null,3411,null,124999,null,3476,null,89218,null,3976,null,558,null,530,null,88660,null,3957,null,65124,null,4343,null,23536,null,2648,null,35781,null,3352,null,633411,null,4712,null,518000,null,7858,null,2252,null,829,null,515748,null,7772,null,449257,null,7183,null,66491,null,5172,null,115411,null,6687,null,135419,null,1687,null,84816,null,3114,null,0,null,305,null,84816,null,3114,null,76724,null,2989,null,8092,null,1214,null,50603,null,3081,null,43636,null,2622,null,11716,null,1769,null,10782,null,1676,null,934,null,463,null,31920,null,2551,null,102096,null,2686,null,6478,null,1073,null,5637,null,1097,null,841,null,459,null,95618,null,2638,null,0400000US12,Florida,12
