B13002F_001E,B13002F_001EA,B13002F_001M,B13002F_001MA,B13002F_002E,B13002F_002EA,B13002F_002M,B13002F_002MA,B13002F_003E,B13002F_003EA,B13002F_003M,B13002F_003MA,B13002F_004E,B13002F_004EA,B13002F_004M,B13002F_004MA,B13002F_005E,B13002F_005EA,B13002F_005M,B13002F_005MA,B13002F_006E,B13002F_006EA,B13002F_006M,B13002F_006MA,B13002F_007E,B13002F_007EA,B13002F_007M,B13002F_007MA,GEO_ID,NAME,state
10169,null,1822,null,626,null,394,null,590,null,390,null,36,null,53,null,9543,null,1660,null,6456,null,1286,null,3087,null,907,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
110225,null,6851,null,8745,null,1615,null,5059,null,1200,null,3686,null,1184,null,101480,null,6598,null,50575,null,3977,null,50905,null,4866,null,0400000US04,Arizona,04
16792,null,1912,null,1008,null,514,null,568,null,377,null,440,null,358,null,15784,null,1844,null,9593,null,1407,null,6191,null,1253,null,0400000US05,Arkansas,05
1397470,null,22572,null,99897,null,6100,null,57608,null,4717,null,42289,null,3309,null,1297573,null,22376,null,587470,null,13036,null,710103,null,17786,null,0400000US06,California,06
61345,null,4511,null,4418,null,1200,null,2928,null,935,null,1490,null,724,null,56927,null,4365,null,30118,null,2959,null,26809,null,3081,null,0400000US08,Colorado,08
53293,null,4128,null,3726,null,972,null,1926,null,843,null,1800,null,654,null,49567,null,4257,null,20410,null,2370,null,29157,null,3254,null,0400000US09,Connecticut,09
3645,null,1091,null,267,null,205,null,219,null,202,null,48,null,49,null,3378,null,1101,null,1909,null,721,null,1469,null,694,null,0400000US10,Delaware,10
4721,null,1417,null,612,null,515,null,108,null,179,null,504,null,428,null,4109,null,1199,null,1785,null,821,null,2324,null,1002,null,0400000US11,District of Columbia,11
139326,null,8433,null,8520,null,1689,null,5271,null,1549,null,3249,null,845,null,130806,null,8577,null,60716,null,4801,null,70090,null,5667,null,0400000US12,Florida,12
71887,null,5226,null,7209,null,1434,null,3978,null,1173,null,3231,null,1102,null,64678,null,5170,null,37311,null,3185,null,27367,null,3144,null,0400000US13,Georgia,13
3615,null,1036,null,556,null,437,null,514,null,454,null,42,null,82,null,3059,null,1011,null,2170,null,764,null,889,null,551,null,0400000US15,Hawaii,15
6524,null,1231,null,714,null,341,null,532,null,275,null,182,null,171,null,5810,null,1172,null,3361,null,761,null,2449,null,700,null,0400000US16,Idaho,16
229863,null,7847,null,19521,null,2949,null,13415,null,2170,null,6106,null,1498,null,210342,null,7379,null,98979,null,4712,null,111363,null,6271,null,0400000US17,Illinois,17
34309,null,2649,null,3816,null,857,null,2653,null,744,null,1163,null,495,null,30493,null,2599,null,14270,null,1687,null,16223,null,2300,null,0400000US18,Indiana,18
11605,null,1801,null,807,null,477,null,376,null,280,null,431,null,374,null,10798,null,1751,null,5166,null,1239,null,5632,null,1411,null,0400000US19,Iowa,19
15637,null,2156,null,859,null,412,null,460,null,275,null,399,null,339,null,14778,null,2167,null,8358,null,1629,null,6420,null,1301,null,0400000US20,Kansas,20
6863,null,1433,null,739,null,397,null,564,null,352,null,175,null,183,null,6124,null,1351,null,3481,null,1041,null,2643,null,827,null,0400000US21,Kentucky,21
11605,null,1798,null,1114,null,583,null,769,null,460,null,345,null,384,null,10491,null,1763,null,5337,null,1136,null,5154,null,1240,null,0400000US22,Louisiana,22
