B01001E_001E,B01001E_001EA,B01001E_001M,B01001E_001MA,B01001E_002E,B01001E_002EA,B01001E_002M,B01001E_002MA,B01001E_003E,B01001E_003EA,B01001E_003M,B01001E_003MA,B01001E_004E,B01001E_004EA,B01001E_004M,B01001E_004MA,B01001E_005E,B01001E_005EA,B01001E_005M,B01001E_005MA,B01001E_006E,B01001E_006EA,B01001E_006M,B01001E_006MA,B01001E_007E,B01001E_007EA,B01001E_007M,B01001E_007MA,B01001E_008E,B01001E_008EA,B01001E_008M,B01001E_008MA,B01001E_009E,B01001E_009EA,B01001E_009M,B01001E_009MA,B01001E_010E,B01001E_010EA,B01001E_010M,B01001E_010MA,B01001E_011E,B01001E_011EA,B01001E_011M,B01001E_011MA,B01001E_012E,B01001E_012EA,B01001E_012M,B01001E_012MA,B01001E_013E,B01001E_013EA,B01001E_013M,B01001E_013MA,B01001E_014E,B01001E_014EA,B01001E_014M,B01001E_014MA,B01001E_015E,B01001E_015EA,B01001E_015M,B01001E_015MA,B01001E_016E,B01001E_016EA,B01001E_016M,B01001E_016MA,B01001E_017E,B01001E_017EA,B01001E_017M,B01001E_017MA,B01001E_018E,B01001E_018EA,B01001E_018M,B01001E_018MA,B01001E_019E,B01001E_019EA,B01001E_019M,B01001E_019MA,B01001E_020E,B01001E_020EA,B01001E_020M,B01001E_020MA,B01001E_021E,B01001E_021EA,B01001E_021M,B01001E_021MA,B01001E_022E,B01001E_022EA,B01001E_022M,B01001E_022MA,B01001E_023E,B01001E_023EA,B01001E_023M,B01001E_023MA,B01001E_024E,B01001E_024EA,B01001E_024M,B01001E_024MA,B01001E_025E,B01001E_025EA,B01001E_025M,B01001E_025MA,B01001E_026E,B01001E_026EA,B01001E_026M,B01001E_026MA,B01001E_027E,B01001E_027EA,B01001E_027M,B01001E_027MA,B01001E_028E,B01001E_028EA,B01001E_028M,B01001E_028MA,B01001E_029E,B01001E_029EA,B01001E_029M,B01001E_029MA,B01001E_030E,B01001E_030EA,B01001E_030M,B01001E_030MA,B01001E_031E,B01001E_031EA,B01001E_031M,B01001E_031MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
11340,null,2213,null,5909,null,1316,null,124,null,238,null,380,null,427,null,413,null,290,null,454,null,499,null,315,null,441,null,303,null,257,null,283,null,172,null,263,null,142,null,1557,null,543,null,1127,null,538,null,341,null,283,null,349,null,267,null,0,null,305,null,0,null,305,null,5431,null,1400,null,271,null,240,null,686,null,538,null,380,null,427,null,380,null,426,null,0,null,305,null,364,null,406,null,301,null,266,null,738,null,405,null,1216,null,911,null,914,null,740,null,50,null,74,null,44,null,76,null,87,null,151,null,0,null,305,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
137544,null,4945,null,69154,null,3202,null,3722,null,995,null,5002,null,1142,null,5176,null,896,null,3367,null,818,null,1983,null,693,null,6032,null,1217,null,4649,null,887,null,6184,null,1447,null,11337,null,1649,null,10403,null,1635,null,7258,null,1277,null,2833,null,724,null,1123,null,596,null,85,null,122,null,68390,null,3198,null,4510,null,1299,null,4459,null,916,null,4367,null,1061,null,3154,null,908,null,2137,null,779,null,5549,null,1294,null,5323,null,1230,null,5621,null,1523,null,10174,null,1390,null,11623,null,1730,null,6999,null,1077,null,1880,null,591,null,2348,null,1001,null,246,null,219,null,0400000US06,California,06
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US08,Colorado,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US12,Florida,12
