C21001D_001E,C21001D_001EA,C21001D_001M,C21001D_001MA,C21001D_002E,C21001D_002EA,C21001D_002M,C21001D_002MA,C21001D_003E,C21001D_003EA,C21001D_003M,C21001D_003MA,C21001D_004E,C21001D_004EA,C21001D_004M,C21001D_004MA,C21001D_005E,C21001D_005EA,C21001D_005M,C21001D_005MA,C21001D_006E,C21001D_006EA,C21001D_006M,C21001D_006MA,C21001D_007E,C21001D_007EA,C21001D_007M,C21001D_007MA,C21001D_008E,C21001D_008EA,C21001D_008M,C21001D_008MA,C21001D_009E,C21001D_009EA,C21001D_009M,C21001D_009MA,C21001D_010E,C21001D_010EA,C21001D_010M,C21001D_010MA,C21001D_011E,C21001D_011EA,C21001D_011M,C21001D_011MA,C21001D_012E,C21001D_012EA,C21001D_012M,C21001D_012MA,C21001D_013E,C21001D_013EA,C21001D_013M,C21001D_013MA,C21001D_014E,C21001D_014EA,C21001D_014M,C21001D_014MA,C21001D_015E,C21001D_015EA,C21001D_015M,C21001D_015MA,GEO_ID,NAME,state
37543,null,1547,null,17193,null,1076,null,15490,null,1025,null,1033,null,645,null,14457,null,993,null,1703,null,446,null,115,null,158,null,1588,null,434,null,20350,null,1392,null,18355,null,1336,null,301,null,305,null,18054,null,1283,null,1995,null,757,null,53,null,93,null,1942,null,751,null,0400000US01,Alabama,01
25971,null,1154,null,12016,null,822,null,11023,null,862,null,491,null,342,null,10532,null,852,null,993,null,479,null,472,null,392,null,521,null,350,null,13955,null,713,null,11894,null,785,null,163,null,207,null,11731,null,787,null,2061,null,495,null,0,null,244,null,2061,null,495,null,0400000US02,Alaska,02
130164,null,2606,null,60855,null,2286,null,54484,null,2332,null,3022,null,977,null,51462,null,2588,null,6371,null,618,null,1455,null,658,null,4916,null,707,null,69309,null,1572,null,60637,null,1416,null,255,null,222,null,60382,null,1428,null,8672,null,630,null,0,null,305,null,8672,null,630,null,0400000US04,Arizona,04
24020,null,1885,null,11497,null,1126,null,10196,null,1018,null,367,null,301,null,9829,null,1056,null,1301,null,501,null,0,null,273,null,1301,null,501,null,12523,null,1247,null,11491,null,1119,null,256,null,288,null,11235,null,1178,null,1032,null,424,null,0,null,273,null,1032,null,424,null,0400000US05,Arkansas,05
3651441,null,9851,null,1713085,null,6646,null,1485512,null,6647,null,59001,null,3801,null,1426511,null,7342,null,227573,null,1650,null,36376,null,2503,null,191197,null,2854,null,1938356,null,6387,null,1629775,null,6104,null,4841,null,1044,null,1624934,null,6137,null,308581,null,1592,null,897,null,430,null,307684,null,1650,null,0400000US06,California,06
99382,null,2736,null,44532,null,1900,null,40123,null,1795,null,1533,null,583,null,38590,null,1891,null,4409,null,706,null,812,null,449,null,3597,null,687,null,54850,null,1883,null,47708,null,1803,null,601,null,356,null,47107,null,1823,null,7142,null,765,null,0,null,279,null,7142,null,765,null,0400000US08,Colorado,08
93173,null,1159,null,45492,null,857,null,42140,null,925,null,863,null,482,null,41277,null,973,null,3352,null,382,null,287,null,237,null,3065,null,488,null,47681,null,907,null,43748,null,1187,null,0,null,277,null,43748,null,1187,null,3933,null,558,null,0,null,277,null,3933,null,558,null,0400000US09,Connecticut,09
20228,null,517,null,9798,null,434,null,8904,null,548,null,109,null,131,null,8795,null,579,null,894,null,466,null,174,null,213,null,720,null,445,null,10430,null,396,null,9357,null,442,null,109,null,140,null,9248,null,430,null,1073,null,204,null,0,null,263,null,1073,null,204,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
340956,null,3723,null,154524,null,2692,null,137502,null,2699,null,4654,null,1097,null,132848,null,2656,null,17022,null,1028,null,1967,null,707,null,15055,null,1268,null,186432,null,2706,null,161970,null,2686,null,1261,null,742,null,160709,null,2753,null,24462,null,1328,null,132,null,126,null,24330,null,1350,null,0400000US12,Florida,12
216167,null,3522,null,105064,null,2672,null,96704,null,2657,null,1232,null,507,null,95472,null,2775,null,8360,null,877,null,170,null,186,null,8190,null,879,null,111103,null,2239,null,101381,null,2232,null,592,null,325,null,100789,null,2246,null,9722,null,798,null,63,null,111,null,9659,null,814,null,0400000US13,Georgia,13
408278,null,7471,null,185264,null,4595,null,140196,null,4306,null,15546,null,1783,null,124650,null,4441,null,45068,null,869,null,20582,null,1365,null,24486,null,1440,null,223014,null,4331,null,156173,null,4040,null,705,null,326,null,155468,null,4072,null,66841,null,1082,null,338,null,214,null,66503,null,1153,null,0400000US15,Hawaii,15
13084,null,1015,null,5703,null,718,null,5254,null,699,null,417,null,308,null,4837,null,675,null,449,null,255,null,91,null,163,null,358,null,195,null,7381,null,871,null,6621,null,821,null,0,null,263,null,6621,null,821,null,760,null,452,null,26,null,46,null,734,null,454,null,0400000US16,Idaho,16
432171,null,3181,null,209446,null,2363,null,188059,null,2214,null,3689,null,1065,null,184370,null,2465,null,21387,null,684,null,1293,null,473,null,20094,null,855,null,222725,null,2180,null,194637,null,2181,null,144,null,151,null,194493,null,2185,null,28088,null,1144,null,0,null,269,null,28088,null,1144,null,0400000US17,Illinois,17
67599,null,1838,null,31515,null,1447,null,28995,null,1506,null,441,null,403,null,28554,null,1493,null,2520,null,617,null,67,null,109,null,2453,null,614,null,36084,null,1712,null,32700,null,1746,null,375,null,397,null,32325,null,1681,null,3384,null,764,null,0,null,269,null,3384,null,764,null,0400000US18,Indiana,18
35031,null,1660,null,15501,null,1429,null,14655,null,1430,null,630,null,431,null,14025,null,1349,null,846,null,317,null,173,null,191,null,673,null,268,null,19530,null,1367,null,18392,null,1332,null,787,null,483,null,17605,null,1233,null,1138,null,406,null,0,null,228,null,1138,null,406,null,0400000US19,Iowa,19
46589,null,1355,null,21835,null,889,null,20313,null,947,null,639,null,351,null,19674,null,986,null,1522,null,479,null,80,null,94,null,1442,null,472,null,24754,null,957,null,23328,null,981,null,102,null,169,null,23226,null,934,null,1426,null,181,null,0,null,244,null,1426,null,181,null,0400000US20,Kansas,20
30114,null,1485,null,13135,null,815,null,12656,null,800,null,263,null,192,null,12393,null,774,null,479,null,253,null,74,null,128,null,405,null,241,null,16979,null,1250,null,15372,null,1328,null,116,null,203,null,15256,null,1304,null,1607,null,519,null,0,null,273,null,1607,null,519,null,0400000US21,Kentucky,21
48827,null,1909,null,22401,null,1442,null,20807,null,1397,null,685,null,340,null,20122,null,1364,null,1594,null,609,null,93,null,118,null,1501,null,613,null,26426,null,1265,null,23720,null,1240,null,172,null,210,null,23548,null,1236,null,2706,null,710,null,0,null,281,null,2706,null,710,null,0400000US22,Louisiana,22
8949,null,826,null,3547,null,614,null,3453,null,602,null,227,null,173,null,3226,null,545,null,94,null,88,null,0,null,230,null,94,null,88,null,5402,null,606,null,5177,null,609,null,0,null,230,null,5177,null,609,null,225,null,211,null,0,null,230,null,225,null,211,null,0400000US23,Maine,23
225363,null,2478,null,106764,null,1513,null,94262,null,1630,null,2612,null,746,null,91650,null,1707,null,12502,null,691,null,753,null,446,null,11749,null,727,null,118599,null,1484,null,104355,null,1567,null,715,null,424,null,103640,null,1542,null,14244,null,484,null,0,null,285,null,14244,null,484,null,0400000US24,Maryland,24
253425,null,2479,null,123013,null,1519,null,113239,null,1530,null,1173,null,495,null,112066,null,1583,null,9774,null,590,null,612,null,355,null,9162,null,631,null,130412,null,1787,null,118267,null,1804,null,484,null,404,null,117783,null,1917,null,12145,null,614,null,73,null,122,null,12072,null,623,null,0400000US25,Massachusetts,25
