B17010C_001E,B17010C_001EA,B17010C_001M,B17010C_001MA,B17010C_002E,B17010C_002EA,B17010C_002M,B17010C_002MA,B17010C_003E,B17010C_003EA,B17010C_003M,B17010C_003MA,B17010C_004E,B17010C_004EA,B17010C_004M,B17010C_004MA,B17010C_005E,B17010C_005EA,B17010C_005M,B17010C_005MA,B17010C_006E,B17010C_006EA,B17010C_006M,B17010C_006MA,B17010C_007E,B17010C_007EA,B17010C_007M,B17010C_007MA,B17010C_008E,B17010C_008EA,B17010C_008M,B17010C_008MA,B17010C_009E,B17010C_009EA,B17010C_009M,B17010C_009MA,B17010C_010E,B17010C_010EA,B17010C_010M,B17010C_010MA,B17010C_011E,B17010C_011EA,B17010C_011M,B17010C_011MA,B17010C_012E,B17010C_012EA,B17010C_012M,B17010C_012MA,B17010C_013E,B17010C_013EA,B17010C_013M,B17010C_013MA,B17010C_014E,B17010C_014EA,B17010C_014M,B17010C_014MA,B17010C_015E,B17010C_015EA,B17010C_015M,B17010C_015MA,B17010C_016E,B17010C_016EA,B17010C_016M,B17010C_016MA,B17010C_017E,B17010C_017EA,B17010C_017M,B17010C_017MA,B17010C_018E,B17010C_018EA,B17010C_018M,B17010C_018MA,B17010C_019E,B17010C_019EA,B17010C_019M,B17010C_019MA,B17010C_020E,B17010C_020EA,B17010C_020M,B17010C_020MA,B17010C_021E,B17010C_021EA,B17010C_021M,B17010C_021MA,B17010C_022E,B17010C_022EA,B17010C_022M,B17010C_022MA,B17010C_023E,B17010C_023EA,B17010C_023M,B17010C_023MA,B17010C_024E,B17010C_024EA,B17010C_024M,B17010C_024MA,B17010C_025E,B17010C_025EA,B17010C_025M,B17010C_025MA,B17010C_026E,B17010C_026EA,B17010C_026M,B17010C_026MA,B17010C_027E,B17010C_027EA,B17010C_027M,B17010C_027MA,B17010C_028E,B17010C_028EA,B17010C_028M,B17010C_028MA,B17010C_029E,B17010C_029EA,B17010C_029M,B17010C_029MA,B17010C_030E,B17010C_030EA,B17010C_030M,B17010C_030MA,B17010C_031E,B17010C_031EA,B17010C_031M,B17010C_031MA,B17010C_032E,B17010C_032EA,B17010C_032M,B17010C_032MA,B17010C_033E,B17010C_033EA,B17010C_033M,B17010C_033MA,B17010C_034E,B17010C_034EA,B17010C_034M,B17010C_034MA,B17010C_035E,B17010C_035EA,B17010C_035M,B17010C_035MA,B17010C_036E,B17010C_036EA,B17010C_036M,B17010C_036MA,B17010C_037E,B17010C_037EA,B17010C_037M,B17010C_037MA,B17010C_038E,B17010C_038EA,B17010C_038M,B17010C_038MA,B17010C_039E,B17010C_039EA,B17010C_039M,B17010C_039MA,B17010C_040E,B17010C_040EA,B17010C_040M,B17010C_040MA,B17010C_041E,B17010C_041EA,B17010C_041M,B17010C_041MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
17700,null,1385,null,2430,null,427,null,689,null,190,null,677,null,187,null,71,null,63,null,450,null,150,null,156,null,90,null,12,null,20,null,1741,null,368,null,551,null,257,null,456,null,243,null,46,null,46,null,184,null,147,null,226,null,171,null,95,null,61,null,1190,null,270,null,1172,null,263,null,248,null,185,null,523,null,156,null,401,null,163,null,18,null,31,null,15270,null,1326,null,8848,null,1095,null,5674,null,844,null,891,null,428,null,1469,null,438,null,3314,null,630,null,3174,null,634,null,6422,null,862,null,2393,null,635,null,1117,null,396,null,539,null,335,null,146,null,113,null,432,null,183,null,1276,null,507,null,4029,null,689,null,2325,null,472,null,442,null,277,null,416,null,159,null,1467,null,423,null,1704,null,564,null,0400000US02,Alaska,02
52246,null,2908,null,16417,null,1943,null,4812,null,916,null,3509,null,887,null,498,null,402,null,1793,null,579,null,1218,null,505,null,1303,null,396,null,11605,null,1716,null,2234,null,690,null,1813,null,615,null,433,null,401,null,505,null,331,null,875,null,443,null,421,null,322,null,9371,null,1695,null,7547,null,1626,null,1400,null,614,null,2685,null,887,null,3462,null,1057,null,1824,null,558,null,35829,null,2477,null,20438,null,2064,null,11903,null,1596,null,1057,null,434,null,2932,null,820,null,7914,null,1353,null,8535,null,1341,null,15391,null,1746,null,3645,null,1186,null,2058,null,705,null,602,null,456,null,417,null,240,null,1039,null,533,null,1587,null,831,null,11746,null,1359,null,7461,null,1163,null,822,null,398,null,2016,null,705,null,4623,null,1061,null,4285,null,841,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
65547,null,3877,null,10855,null,1793,null,3944,null,1093,null,3218,null,962,null,488,null,311,null,1517,null,733,null,1213,null,504,null,726,null,428,null,6911,null,1233,null,1539,null,647,null,946,null,530,null,178,null,305,null,261,null,219,null,507,null,378,null,593,null,392,null,5372,null,1225,null,4557,null,1118,null,1102,null,529,null,1258,null,579,null,2197,null,736,null,815,null,487,null,54692,null,3241,null,36676,null,2678,null,18577,null,2096,null,3190,null,1044,null,3844,null,930,null,11543,null,1542,null,18099,null,1978,null,18016,null,2240,null,6031,null,1188,null,3337,null,824,null,387,null,344,null,535,null,397,null,2415,null,729,null,2694,null,760,null,11985,null,1795,null,7387,null,1558,null,941,null,588,null,1352,null,646,null,5094,null,1357,null,4598,null,940,null,0400000US06,California,06
11897,null,1752,null,2477,null,767,null,649,null,391,null,605,null,399,null,0,null,279,null,175,null,195,null,430,null,349,null,44,null,42,null,1828,null,675,null,236,null,225,null,236,null,225,null,0,null,279,null,0,null,279,null,236,null,225,null,0,null,279,null,1592,null,637,null,1496,null,630,null,234,null,231,null,194,null,266,null,1068,null,542,null,96,null,115,null,9420,null,1456,null,6270,null,1234,null,2980,null,878,null,269,null,244,null,831,null,453,null,1880,null,701,null,3290,null,883,null,3150,null,1058,null,1346,null,694,null,608,null,518,null,185,null,241,null,0,null,279,null,423,null,396,null,738,null,401,null,1804,null,801,null,1253,null,694,null,52,null,79,null,433,null,441,null,768,null,510,null,551,null,308,null,0400000US08,Colorado,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
13583,null,1847,null,3166,null,1013,null,1545,null,642,null,1102,null,606,null,0,null,305,null,764,null,551,null,338,null,272,null,443,null,296,null,1621,null,785,null,173,null,224,null,70,null,126,null,70,null,126,null,0,null,305,null,0,null,305,null,103,null,180,null,1448,null,760,null,1334,null,688,null,561,null,555,null,328,null,306,null,445,null,314,null,114,null,143,null,10417,null,1719,null,7237,null,1489,null,3522,null,1159,null,255,null,230,null,733,null,536,null,2534,null,931,null,3715,null,971,null,3180,null,928,null,1279,null,612,null,1080,null,586,null,293,null,382,null,58,null,103,null,729,null,483,null,199,null,217,null,1901,null,781,null,1243,null,692,null,0,null,305,null,385,null,453,null,858,null,511,null,658,null,415,null,0400000US12,Florida,12
