B27001E_001E,B27001E_001EA,B27001E_001M,B27001E_001MA,B27001E_002E,B27001E_002EA,B27001E_002M,B27001E_002MA,B27001E_003E,B27001E_003EA,B27001E_003M,B27001E_003MA,B27001E_004E,B27001E_004EA,B27001E_004M,B27001E_004MA,B27001E_005E,B27001E_005EA,B27001E_005M,B27001E_005MA,B27001E_006E,B27001E_006EA,B27001E_006M,B27001E_006MA,B27001E_007E,B27001E_007EA,B27001E_007M,B27001E_007MA,B27001E_008E,B27001E_008EA,B27001E_008M,B27001E_008MA,B27001E_009E,B27001E_009EA,B27001E_009M,B27001E_009MA,B27001E_010E,B27001E_010EA,B27001E_010M,B27001E_010MA,B27001E_011E,B27001E_011EA,B27001E_011M,B27001E_011MA,B27001E_012E,B27001E_012EA,B27001E_012M,B27001E_012MA,B27001E_013E,B27001E_013EA,B27001E_013M,B27001E_013MA,B27001E_014E,B27001E_014EA,B27001E_014M,B27001E_014MA,B27001E_015E,B27001E_015EA,B27001E_015M,B27001E_015MA,B27001E_016E,B27001E_016EA,B27001E_016M,B27001E_016MA,B27001E_017E,B27001E_017EA,B27001E_017M,B27001E_017MA,B27001E_018E,B27001E_018EA,B27001E_018M,B27001E_018MA,B27001E_019E,B27001E_019EA,B27001E_019M,B27001E_019MA,B27001E_020E,B27001E_020EA,B27001E_020M,B27001E_020MA,B27001E_021E,B27001E_021EA,B27001E_021M,B27001E_021MA,B27001E_022E,B27001E_022EA,B27001E_022M,B27001E_022MA,B27001E_023E,B27001E_023EA,B27001E_023M,B27001E_023MA,B27001E_024E,B27001E_024EA,B27001E_024M,B27001E_024MA,B27001E_025E,B27001E_025EA,B27001E_025M,B27001E_025MA,B27001E_026E,B27001E_026EA,B27001E_026M,B27001E_026MA,B27001E_027E,B27001E_027EA,B27001E_027M,B27001E_027MA,B27001E_028E,B27001E_028EA,B27001E_028M,B27001E_028MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US39,Ohio,39
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US40,Oklahoma,40
13705,null,1955,null,1194,null,495,null,1090,null,450,null,104,null,199,null,2823,null,953,null,2731,null,954,null,92,null,121,null,2398,null,702,null,1562,null,550,null,836,null,442,null,3326,null,977,null,1548,null,644,null,1778,null,705,null,1476,null,520,null,1014,null,550,null,462,null,374,null,1491,null,610,null,1051,null,468,null,440,null,358,null,867,null,504,null,562,null,355,null,305,null,294,null,88,null,100,null,88,null,100,null,0,null,275,null,42,null,70,null,42,null,70,null,0,null,275,null,0400000US41,Oregon,41
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US42,Pennsylvania,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,Rhode Island,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US47,Tennessee,47
18302,null,2242,null,2157,null,1045,null,1837,null,911,null,320,null,478,null,3043,null,998,null,2862,null,1013,null,181,null,240,null,3323,null,1331,null,2297,null,1136,null,1026,null,630,null,3184,null,863,null,1300,null,577,null,1884,null,975,null,2749,null,948,null,2279,null,801,null,470,null,543,null,2639,null,872,null,2285,null,752,null,354,null,377,null,568,null,405,null,525,null,403,null,43,null,75,null,409,null,280,null,409,null,280,null,0,null,291,null,230,null,214,null,230,null,214,null,0,null,291,null,0400000US48,Texas,48
22046,null,1565,null,3209,null,481,null,2894,null,527,null,315,null,352,null,4626,null,871,null,4398,null,919,null,228,null,285,null,2735,null,693,null,1970,null,641,null,765,null,525,null,4067,null,925,null,2848,null,895,null,1219,null,599,null,2674,null,785,null,2116,null,765,null,558,null,349,null,2198,null,867,null,1969,null,871,null,229,null,210,null,1384,null,474,null,773,null,489,null,611,null,450,null,556,null,445,null,512,null,444,null,44,null,71,null,597,null,417,null,597,null,417,null,0,null,265,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US51,Virginia,51
29047,null,1832,null,2280,null,523,null,2231,null,531,null,49,null,65,null,5209,null,786,null,4995,null,756,null,214,null,137,null,3921,null,890,null,2407,null,695,null,1514,null,599,null,6393,null,1129,null,4700,null,1165,null,1693,null,621,null,4421,null,1086,null,3870,null,1059,null,551,null,384,null,3213,null,987,null,2912,null,999,null,301,null,326,null,2109,null,505,null,1880,null,563,null,229,null,200,null,945,null,374,null,945,null,374,null,0,null,273,null,556,null,343,null,556,null,343,null,0,null,273,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US55,Wisconsin,55
