B17020B_001E,B17020B_001EA,B17020B_001M,B17020B_001MA,B17020B_002E,B17020B_002EA,B17020B_002M,B17020B_002MA,B17020B_003E,B17020B_003EA,B17020B_003M,B17020B_003MA,B17020B_004E,B17020B_004EA,B17020B_004M,B17020B_004MA,B17020B_005E,B17020B_005EA,B17020B_005M,B17020B_005MA,B17020B_006E,B17020B_006EA,B17020B_006M,B17020B_006MA,B17020B_007E,B17020B_007EA,B17020B_007M,B17020B_007MA,B17020B_008E,B17020B_008EA,B17020B_008M,B17020B_008MA,B17020B_009E,B17020B_009EA,B17020B_009M,B17020B_009MA,B17020B_010E,B17020B_010EA,B17020B_010M,B17020B_010MA,B17020B_011E,B17020B_011EA,B17020B_011M,B17020B_011MA,B17020B_012E,B17020B_012EA,B17020B_012M,B17020B_012MA,B17020B_013E,B17020B_013EA,B17020B_013M,B17020B_013MA,B17020B_014E,B17020B_014EA,B17020B_014M,B17020B_014MA,B17020B_015E,B17020B_015EA,B17020B_015M,B17020B_015MA,B17020B_016E,B17020B_016EA,B17020B_016M,B17020B_016MA,B17020B_017E,B17020B_017EA,B17020B_017M,B17020B_017MA,GEO_ID,NAME,state
1180985,null,7141,null,363181,null,15032,null,44031,null,3337,null,5884,null,1459,null,46734,null,4316,null,44950,null,4317,null,195034,null,8543,null,13935,null,1665,null,12613,null,1625,null,817804,null,15048,null,46642,null,3328,null,10014,null,1833,null,65535,null,4571,null,70808,null,3956,null,541518,null,8981,null,48674,null,2629,null,34613,null,2033,null,0400000US01,Alabama,01
26463,null,1489,null,2678,null,1569,null,529,null,544,null,0,null,244,null,239,null,328,null,137,null,162,null,1681,null,894,null,92,null,154,null,0,null,244,null,23785,null,2215,null,1923,null,665,null,214,null,188,null,2385,null,643,null,2885,null,616,null,15239,null,1447,null,639,null,449,null,500,null,333,null,0400000US02,Alaska,02
243432,null,7432,null,54458,null,7241,null,7645,null,2262,null,2039,null,1043,null,7304,null,1799,null,6965,null,1936,null,28377,null,3304,null,1119,null,565,null,1009,null,623,null,188974,null,7864,null,16350,null,2303,null,2583,null,1036,null,18400,null,2637,null,17365,null,2142,null,120354,null,5091,null,8290,null,697,null,5632,null,723,null,0400000US04,Arizona,04
428240,null,5493,null,156028,null,9990,null,17658,null,2483,null,3711,null,1012,null,23899,null,2680,null,18435,null,2913,null,81827,null,6377,null,6118,null,1009,null,4380,null,840,null,272212,null,10250,null,17734,null,2397,null,3383,null,1086,null,21832,null,2706,null,23429,null,2769,null,181287,null,6219,null,14817,null,1522,null,9730,null,1382,null,0400000US05,Arkansas,05
2141147,null,14564,null,446332,null,21837,null,50300,null,5184,null,10933,null,2322,null,51828,null,5037,null,52580,null,4908,null,259380,null,11591,null,11387,null,1758,null,9924,null,1427,null,1694815,null,20534,null,94042,null,5009,null,18989,null,2418,null,128050,null,7212,null,157031,null,6039,null,1115605,null,12458,null,109852,null,2237,null,71246,null,2272,null,0400000US06,California,06
183102,null,5143,null,46604,null,5440,null,7146,null,1952,null,1623,null,732,null,5129,null,1378,null,5583,null,1513,null,24440,null,2898,null,1743,null,590,null,940,null,463,null,136498,null,5091,null,8862,null,1662,null,1739,null,787,null,11283,null,2097,null,12803,null,1684,null,91366,null,3172,null,6196,null,697,null,4249,null,786,null,0400000US08,Colorado,08
320004,null,5356,null,63651,null,7573,null,6807,null,1795,null,1455,null,639,null,8112,null,1770,null,6356,null,1550,null,36674,null,4481,null,2339,null,818,null,1908,null,629,null,256353,null,8758,null,16902,null,2126,null,2774,null,781,null,20491,null,2397,null,26408,null,2134,null,167165,null,5479,null,14271,null,1049,null,8342,null,770,null,0400000US09,Connecticut,09
176757,null,3626,null,31743,null,5389,null,4041,null,1350,null,665,null,380,null,4835,null,1870,null,3228,null,1396,null,16776,null,2615,null,1566,null,688,null,632,null,390,null,145014,null,4944,null,9709,null,1338,null,1623,null,664,null,10888,null,1841,null,13961,null,1782,null,96078,null,2795,null,7535,null,905,null,5220,null,572,null,0400000US10,Delaware,10
309466,null,2650,null,83020,null,8460,null,8338,null,1474,null,1272,null,573,null,10682,null,2222,null,10108,null,1989,null,44263,null,4731,null,4548,null,1021,null,3809,null,876,null,226446,null,8673,null,9967,null,1434,null,1259,null,657,null,12599,null,2155,null,16750,null,2070,null,153632,null,5137,null,17638,null,1074,null,14601,null,1088,null,0400000US11,District of Columbia,11
2774440,null,17843,null,744524,null,29227,null,99811,null,6994,null,15011,null,2013,null,107689,null,8675,null,88745,null,5982,null,382408,null,14995,null,27568,null,2638,null,23292,null,2686,null,2029916,null,29745,null,135372,null,6242,null,21942,null,2690,null,163878,null,7880,null,187274,null,7145,null,1339700,null,16526,null,109432,null,3270,null,72318,null,3698,null,0400000US12,Florida,12
