B14007B_001E,B14007B_001EA,B14007B_001M,B14007B_001MA,B14007B_002E,B14007B_002EA,B14007B_002M,B14007B_002MA,B14007B_003E,B14007B_003EA,B14007B_003M,B14007B_003MA,B14007B_004E,B14007B_004EA,B14007B_004M,B14007B_004MA,B14007B_005E,B14007B_005EA,B14007B_005M,B14007B_005MA,B14007B_006E,B14007B_006EA,B14007B_006M,B14007B_006MA,B14007B_007E,B14007B_007EA,B14007B_007M,B14007B_007MA,B14007B_008E,B14007B_008EA,B14007B_008M,B14007B_008MA,B14007B_009E,B14007B_009EA,B14007B_009M,B14007B_009MA,B14007B_010E,B14007B_010EA,B14007B_010M,B14007B_010MA,B14007B_011E,B14007B_011EA,B14007B_011M,B14007B_011MA,B14007B_012E,B14007B_012EA,B14007B_012M,B14007B_012MA,B14007B_013E,B14007B_013EA,B14007B_013M,B14007B_013MA,B14007B_014E,B14007B_014EA,B14007B_014M,B14007B_014MA,B14007B_015E,B14007B_015EA,B14007B_015M,B14007B_015MA,B14007B_016E,B14007B_016EA,B14007B_016M,B14007B_016MA,B14007B_017E,B14007B_017EA,B14007B_017M,B14007B_017MA,B14007B_018E,B14007B_018EA,B14007B_018M,B14007B_018MA,B14007B_019E,B14007B_019EA,B14007B_019M,B14007B_019MA,GEO_ID,NAME,state
1175745,null,6064,null,380249,null,6722,null,23073,null,2809,null,16346,null,2188,null,17116,null,2259,null,19477,null,2029,null,17925,null,1969,null,21828,null,2723,null,20057,null,2066,null,18562,null,1909,null,20254,null,2679,null,22668,null,2599,null,21605,null,2005,null,19909,null,2071,null,20794,null,2046,null,22306,null,2189,null,84978,null,5619,null,13351,null,1973,null,795496,null,7242,null,0400000US01,Alabama,01
25660,null,1494,null,10511,null,1431,null,582,null,579,null,485,null,408,null,0,null,244,null,328,null,310,null,650,null,372,null,460,null,331,null,787,null,492,null,354,null,392,null,298,null,264,null,676,null,470,null,438,null,267,null,843,null,312,null,234,null,233,null,1351,null,721,null,2722,null,722,null,303,null,350,null,15149,null,1353,null,0400000US02,Alaska,02
240447,null,7234,null,85293,null,6429,null,3237,null,1047,null,5116,null,1385,null,4216,null,1018,null,4193,null,1118,null,5152,null,1357,null,3767,null,1159,null,3401,null,1102,null,4800,null,1452,null,5131,null,1205,null,3004,null,969,null,4889,null,1435,null,3604,null,1181,null,5044,null,1181,null,4263,null,1122,null,19756,null,3098,null,5720,null,1793,null,155154,null,5046,null,0400000US04,Arizona,04
428052,null,5247,null,149425,null,4959,null,12471,null,1927,null,7901,null,1571,null,7360,null,1640,null,6839,null,1465,null,6703,null,1367,null,9179,null,1671,null,7224,null,1560,null,7438,null,1479,null,6847,null,1593,null,6542,null,1394,null,7589,null,1450,null,5740,null,1093,null,8071,null,1444,null,10182,null,1700,null,35892,null,3285,null,3447,null,1172,null,278627,null,5168,null,0400000US05,Arkansas,05
2158900,null,12492,null,718108,null,10128,null,31639,null,3048,null,33482,null,3463,null,27591,null,2887,null,28431,null,3093,null,33721,null,3253,null,29646,null,3004,null,33701,null,3061,null,32410,null,2766,null,31018,null,2757,null,32806,null,3381,null,34558,null,3192,null,39513,null,2968,null,42328,null,3230,null,50835,null,3787,null,203517,null,7867,null,32912,null,3611,null,1440792,null,10653,null,0400000US06,California,06
184658,null,5174,null,61721,null,4838,null,3601,null,1005,null,2744,null,814,null,2865,null,829,null,3597,null,1102,null,2377,null,805,null,2895,null,830,null,2156,null,786,null,2386,null,746,null,2436,null,811,null,4150,null,1310,null,3171,null,1190,null,3543,null,1003,null,2804,null,1136,null,4695,null,1254,null,16448,null,2641,null,1853,null,585,null,122937,null,3945,null,0400000US08,Colorado,08
322864,null,5389,null,108441,null,4189,null,6361,null,1140,null,3917,null,938,null,4623,null,1048,null,5938,null,1271,null,5259,null,1051,null,5020,null,1188,null,4892,null,1012,null,4163,null,845,null,6314,null,1448,null,4813,null,1095,null,6125,null,1180,null,6374,null,965,null,5773,null,1165,null,8248,null,1808,null,25719,null,2424,null,4902,null,1346,null,214423,null,4364,null,0400000US09,Connecticut,09
175061,null,2940,null,58887,null,3467,null,3038,null,1031,null,3063,null,958,null,2670,null,836,null,2041,null,757,null,3078,null,889,null,3417,null,893,null,1727,null,614,null,2875,null,844,null,3030,null,888,null,3324,null,1029,null,2575,null,879,null,3442,null,1125,null,1900,null,645,null,4134,null,1010,null,15817,null,2450,null,2756,null,940,null,116174,null,3273,null,0400000US10,Delaware,10
309265,null,2255,null,84828,null,3046,null,5433,null,1211,null,3307,null,908,null,3191,null,1035,null,4803,null,1191,null,3942,null,927,null,3502,null,1062,null,3488,null,1150,null,3917,null,1202,null,5352,null,1088,null,3749,null,863,null,5570,null,1046,null,5019,null,1095,null,5026,null,1230,null,5690,null,1210,null,18696,null,2355,null,4143,null,1102,null,224437,null,3622,null,0400000US11,District of Columbia,11
2754925,null,16873,null,936626,null,15561,null,52988,null,3996,null,48584,null,3486,null,48552,null,3931,null,46296,null,3942,null,46140,null,3726,null,47520,null,3812,null,46675,null,3694,null,47705,null,3419,null,48408,null,4156,null,42869,null,3636,null,45706,null,3547,null,49994,null,3342,null,46465,null,3712,null,62225,null,4410,null,220324,null,9193,null,36175,null,4003,null,1818299,null,16564,null,0400000US12,Florida,12
