B24010F_001E,B24010F_001EA,B24010F_001M,B24010F_001MA,B24010F_002E,B24010F_002EA,B24010F_002M,B24010F_002MA,B24010F_003E,B24010F_003EA,B24010F_003M,B24010F_003MA,B24010F_004E,B24010F_004EA,B24010F_004M,B24010F_004MA,B24010F_005E,B24010F_005EA,B24010F_005M,B24010F_005MA,B24010F_006E,B24010F_006EA,B24010F_006M,B24010F_006MA,B24010F_007E,B24010F_007EA,B24010F_007M,B24010F_007MA,B24010F_008E,B24010F_008EA,B24010F_008M,B24010F_008MA,B24010F_009E,B24010F_009EA,B24010F_009M,B24010F_009MA,B24010F_010E,B24010F_010EA,B24010F_010M,B24010F_010MA,B24010F_011E,B24010F_011EA,B24010F_011M,B24010F_011MA,B24010F_012E,B24010F_012EA,B24010F_012M,B24010F_012MA,B24010F_013E,B24010F_013EA,B24010F_013M,B24010F_013MA,B24010F_014E,B24010F_014EA,B24010F_014M,B24010F_014MA,B24010F_015E,B24010F_015EA,B24010F_015M,B24010F_015MA,B24010F_016E,B24010F_016EA,B24010F_016M,B24010F_016MA,B24010F_017E,B24010F_017EA,B24010F_017M,B24010F_017MA,B24010F_018E,B24010F_018EA,B24010F_018M,B24010F_018MA,B24010F_019E,B24010F_019EA,B24010F_019M,B24010F_019MA,B24010F_020E,B24010F_020EA,B24010F_020M,B24010F_020MA,B24010F_021E,B24010F_021EA,B24010F_021M,B24010F_021MA,B24010F_022E,B24010F_022EA,B24010F_022M,B24010F_022MA,B24010F_023E,B24010F_023EA,B24010F_023M,B24010F_023MA,B24010F_024E,B24010F_024EA,B24010F_024M,B24010F_024MA,B24010F_025E,B24010F_025EA,B24010F_025M,B24010F_025MA,B24010F_026E,B24010F_026EA,B24010F_026M,B24010F_026MA,B24010F_027E,B24010F_027EA,B24010F_027M,B24010F_027MA,B24010F_028E,B24010F_028EA,B24010F_028M,B24010F_028MA,B24010F_029E,B24010F_029EA,B24010F_029M,B24010F_029MA,B24010F_030E,B24010F_030EA,B24010F_030M,B24010F_030MA,B24010F_031E,B24010F_031EA,B24010F_031M,B24010F_031MA,B24010F_032E,B24010F_032EA,B24010F_032M,B24010F_032MA,B24010F_033E,B24010F_033EA,B24010F_033M,B24010F_033MA,B24010F_034E,B24010F_034EA,B24010F_034M,B24010F_034MA,B24010F_035E,B24010F_035EA,B24010F_035M,B24010F_035MA,B24010F_036E,B24010F_036EA,B24010F_036M,B24010F_036MA,B24010F_037E,B24010F_037EA,B24010F_037M,B24010F_037MA,B24010F_038E,B24010F_038EA,B24010F_038M,B24010F_038MA,B24010F_039E,B24010F_039EA,B24010F_039M,B24010F_039MA,B24010F_040E,B24010F_040EA,B24010F_040M,B24010F_040MA,B24010F_041E,B24010F_041EA,B24010F_041M,B24010F_041MA,B24010F_042E,B24010F_042EA,B24010F_042M,B24010F_042MA,B24010F_043E,B24010F_043EA,B24010F_043M,B24010F_043MA,B24010F_044E,B24010F_044EA,B24010F_044M,B24010F_044MA,B24010F_045E,B24010F_045EA,B24010F_045M,B24010F_045MA,B24010F_046E,B24010F_046EA,B24010F_046M,B24010F_046MA,B24010F_047E,B24010F_047EA,B24010F_047M,B24010F_047MA,B24010F_048E,B24010F_048EA,B24010F_048M,B24010F_048MA,B24010F_049E,B24010F_049EA,B24010F_049M,B24010F_049MA,B24010F_050E,B24010F_050EA,B24010F_050M,B24010F_050MA,B24010F_051E,B24010F_051EA,B24010F_051M,B24010F_051MA,B24010F_052E,B24010F_052EA,B24010F_052M,B24010F_052MA,B24010F_053E,B24010F_053EA,B24010F_053M,B24010F_053MA,B24010F_054E,B24010F_054EA,B24010F_054M,B24010F_054MA,B24010F_055E,B24010F_055EA,B24010F_055M,B24010F_055MA,B24010F_056E,B24010F_056EA,B24010F_056M,B24010F_056MA,B24010F_057E,B24010F_057EA,B24010F_057M,B24010F_057MA,B24010F_058E,B24010F_058EA,B24010F_058M,B24010F_058MA,B24010F_059E,B24010F_059EA,B24010F_059M,B24010F_059MA,B24010F_060E,B24010F_060EA,B24010F_060M,B24010F_060MA,B24010F_061E,B24010F_061EA,B24010F_061M,B24010F_061MA,B24010F_062E,B24010F_062EA,B24010F_062M,B24010F_062MA,B24010F_063E,B24010F_063EA,B24010F_063M,B24010F_063MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
166342,null,9028,null,95448,null,6413,null,14360,null,2398,null,7289,null,1575,null,4738,null,1141,null,708,null,748,null,1843,null,844,null,7071,null,1470,null,1147,null,706,null,1792,null,698,null,396,null,263,null,610,null,360,null,245,null,195,null,1088,null,691,null,379,null,390,null,1414,null,643,null,22509,null,3612,null,642,null,677,null,3293,null,1435,null,5920,null,1632,null,9833,null,2432,null,2821,null,1135,null,18482,null,2515,null,8493,null,1573,null,9989,null,1997,null,2697,null,1018,null,18228,null,3038,null,12957,null,2570,null,5271,null,1470,null,19172,null,2720,null,7736,null,1373,null,11436,null,2231,null,70894,null,4671,null,14144,null,2111,null,5155,null,1271,null,2887,null,865,null,0,null,305,null,2268,null,821,null,8989,null,1400,null,330,null,221,null,320,null,195,null,237,null,251,null,817,null,400,null,414,null,342,null,3545,null,974,null,780,null,531,null,2546,null,902,null,25035,null,3534,null,3237,null,1279,null,1481,null,850,null,8018,null,2138,null,5945,null,1733,null,6354,null,1641,null,26417,null,3022,null,7141,null,1554,null,19276,null,2712,null,303,null,356,null,186,null,178,null,53,null,87,null,133,null,155,null,4809,null,1244,null,2868,null,971,null,1941,null,799,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
2218826,null,35029,null,1313217,null,24597,null,157057,null,7748,null,74999,null,4981,null,56662,null,4533,null,2502,null,878,null,15835,null,2528,null,82058,null,5329,null,10943,null,2052,null,14005,null,2240,null,3316,null,1021,null,9658,null,1851,null,2795,null,1087,null,16532,null,2114,null,14141,null,2128,null,10668,null,2216,null,292669,null,12379,null,5087,null,1123,null,32484,null,3944,null,105922,null,6632,null,135134,null,8261,null,14042,null,2411,null,198904,null,9532,null,101185,null,6227,null,97719,null,6593,null,44232,null,6906,null,289911,null,9221,null,205778,null,8762,null,84133,null,5084,null,330444,null,11776,null,152265,null,7737,null,178179,null,8313,null,905609,null,16609,null,179561,null,7726,null,67197,null,4911,null,41688,null,4184,null,702,null,436,null,24807,null,2515,null,112364,null,5616,null,2671,null,903,null,1985,null,864,null,2757,null,844,null,14938,null,2063,null,5528,null,1447,null,48960,null,3693,null,7618,null,1737,null,27907,null,2984,null,294816,null,8892,null,41093,null,3855,null,8100,null,1539,null,70431,null,4255,null,102311,null,5689,null,72881,null,4913,null,307123,null,10255,null,114578,null,5584,null,192545,null,7990,null,13896,null,2198,null,4767,null,1067,null,1651,null,617,null,3116,null,821,null,105446,null,6231,null,70183,null,5283,null,35263,null,3051,null,0400000US06,California,06
99043,null,8278,null,58822,null,6026,null,10664,null,2059,null,5323,null,1429,null,4496,null,1358,null,19,null,36,null,808,null,487,null,5341,null,1321,null,1253,null,663,null,992,null,542,null,564,null,498,null,362,null,278,null,205,null,305,null,679,null,436,null,1072,null,522,null,214,null,189,null,9730,null,2494,null,164,null,197,null,1084,null,619,null,3391,null,1144,null,4354,null,1666,null,737,null,488,null,8544,null,1467,null,3717,null,1077,null,4827,null,1236,null,586,null,351,null,17725,null,3483,null,15525,null,3150,null,2200,null,909,null,11573,null,2278,null,4424,null,1056,null,7149,null,1807,null,40221,null,3733,null,8234,null,1413,null,3186,null,962,null,1830,null,670,null,0,null,279,null,1356,null,576,null,5048,null,1002,null,310,null,274,null,135,null,223,null,149,null,188,null,247,null,212,null,479,null,363,null,2512,null,740,null,158,null,141,null,1058,null,589,null,14447,null,2271,null,1930,null,791,null,428,null,309,null,4112,null,1351,null,5415,null,1363,null,2562,null,849,null,12980,null,2132,null,3860,null,1195,null,9120,null,1956,null,430,null,352,null,265,null,261,null,265,null,261,null,0,null,279,null,3865,null,916,null,2150,null,609,null,1715,null,742,null,0400000US08,Colorado,08
77126,null,5819,null,43107,null,3950,null,5571,null,1177,null,2396,null,765,null,1898,null,689,null,0,null,277,null,498,null,382,null,3175,null,1005,null,1370,null,693,null,217,null,207,null,224,null,195,null,130,null,160,null,88,null,147,null,510,null,403,null,171,null,177,null,465,null,346,null,11190,null,2036,null,614,null,414,null,417,null,258,null,4098,null,1183,null,5005,null,1399,null,1056,null,551,null,4896,null,1375,null,2151,null,894,null,2745,null,1027,null,460,null,433,null,11504,null,2579,null,8885,null,2345,null,2619,null,916,null,9486,null,1722,null,3476,null,978,null,6010,null,1400,null,34019,null,2998,null,6486,null,1279,null,1794,null,860,null,1234,null,728,null,0,null,277,null,560,null,309,null,4692,null,1035,null,333,null,425,null,188,null,233,null,244,null,330,null,937,null,400,null,199,null,260,null,1504,null,657,null,149,null,235,null,1138,null,564,null,12708,null,1852,null,2836,null,868,null,307,null,363,null,3665,null,1034,null,2640,null,929,null,3260,null,972,null,9648,null,1815,null,4414,null,1375,null,5234,null,1344,null,121,null,149,null,290,null,251,null,290,null,251,null,0,null,277,null,4766,null,1160,null,3570,null,900,null,1196,null,701,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
244116,null,14981,null,146107,null,11379,null,20942,null,2840,null,9429,null,1576,null,6720,null,1295,null,297,null,242,null,2412,null,802,null,11513,null,2303,null,2483,null,879,null,1717,null,855,null,355,null,506,null,1543,null,860,null,133,null,163,null,2104,null,989,null,1141,null,552,null,2037,null,857,null,34223,null,5260,null,383,null,422,null,2708,null,858,null,10745,null,2391,null,17953,null,3768,null,2434,null,817,null,21789,null,2903,null,13131,null,2364,null,8658,null,1603,null,4727,null,1861,null,44732,null,6205,null,35879,null,5788,null,8853,null,1727,null,19694,null,3122,null,6409,null,1502,null,13285,null,2468,null,98009,null,7003,null,22024,null,2941,null,8285,null,1684,null,5276,null,1335,null,0,null,305,null,3009,null,935,null,13739,null,2203,null,906,null,576,null,219,null,211,null,343,null,310,null,1124,null,711,null,587,null,359,null,4963,null,1238,null,1965,null,1091,null,3632,null,1042,null,27737,null,3635,null,4011,null,1286,null,923,null,567,null,7742,null,1493,null,10664,null,2278,null,4397,null,1105,null,37116,null,3722,null,16322,null,2168,null,20794,null,2446,null,1746,null,882,null,1579,null,1082,null,424,null,354,null,1155,null,1005,null,7807,null,1901,null,4923,null,1604,null,2884,null,951,null,0400000US12,Florida,12
