B20005B_001E,B20005B_001EA,B20005B_001M,B20005B_001MA,B20005B_002E,B20005B_002EA,B20005B_002M,B20005B_002MA,B20005B_003E,B20005B_003EA,B20005B_003M,B20005B_003MA,B20005B_004E,B20005B_004EA,B20005B_004M,B20005B_004MA,B20005B_005E,B20005B_005EA,B20005B_005M,B20005B_005MA,B20005B_006E,B20005B_006EA,B20005B_006M,B20005B_006MA,B20005B_007E,B20005B_007EA,B20005B_007M,B20005B_007MA,B20005B_008E,B20005B_008EA,B20005B_008M,B20005B_008MA,B20005B_009E,B20005B_009EA,B20005B_009M,B20005B_009MA,B20005B_010E,B20005B_010EA,B20005B_010M,B20005B_010MA,B20005B_011E,B20005B_011EA,B20005B_011M,B20005B_011MA,B20005B_012E,B20005B_012EA,B20005B_012M,B20005B_012MA,B20005B_013E,B20005B_013EA,B20005B_013M,B20005B_013MA,B20005B_014E,B20005B_014EA,B20005B_014M,B20005B_014MA,B20005B_015E,B20005B_015EA,B20005B_015M,B20005B_015MA,B20005B_016E,B20005B_016EA,B20005B_016M,B20005B_016MA,B20005B_017E,B20005B_017EA,B20005B_017M,B20005B_017MA,B20005B_018E,B20005B_018EA,B20005B_018M,B20005B_018MA,B20005B_019E,B20005B_019EA,B20005B_019M,B20005B_019MA,B20005B_020E,B20005B_020EA,B20005B_020M,B20005B_020MA,B20005B_021E,B20005B_021EA,B20005B_021M,B20005B_021MA,B20005B_022E,B20005B_022EA,B20005B_022M,B20005B_022MA,B20005B_023E,B20005B_023EA,B20005B_023M,B20005B_023MA,B20005B_024E,B20005B_024EA,B20005B_024M,B20005B_024MA,B20005B_025E,B20005B_025EA,B20005B_025M,B20005B_025MA,B20005B_026E,B20005B_026EA,B20005B_026M,B20005B_026MA,B20005B_027E,B20005B_027EA,B20005B_027M,B20005B_027MA,B20005B_028E,B20005B_028EA,B20005B_028M,B20005B_028MA,B20005B_029E,B20005B_029EA,B20005B_029M,B20005B_029MA,B20005B_030E,B20005B_030EA,B20005B_030M,B20005B_030MA,B20005B_031E,B20005B_031EA,B20005B_031M,B20005B_031MA,B20005B_032E,B20005B_032EA,B20005B_032M,B20005B_032MA,B20005B_033E,B20005B_033EA,B20005B_033M,B20005B_033MA,B20005B_034E,B20005B_034EA,B20005B_034M,B20005B_034MA,B20005B_035E,B20005B_035EA,B20005B_035M,B20005B_035MA,B20005B_036E,B20005B_036EA,B20005B_036M,B20005B_036MA,B20005B_037E,B20005B_037EA,B20005B_037M,B20005B_037MA,B20005B_038E,B20005B_038EA,B20005B_038M,B20005B_038MA,B20005B_039E,B20005B_039EA,B20005B_039M,B20005B_039MA,B20005B_040E,B20005B_040EA,B20005B_040M,B20005B_040MA,B20005B_041E,B20005B_041EA,B20005B_041M,B20005B_041MA,B20005B_042E,B20005B_042EA,B20005B_042M,B20005B_042MA,B20005B_043E,B20005B_043EA,B20005B_043M,B20005B_043MA,B20005B_044E,B20005B_044EA,B20005B_044M,B20005B_044MA,B20005B_045E,B20005B_045EA,B20005B_045M,B20005B_045MA,B20005B_046E,B20005B_046EA,B20005B_046M,B20005B_046MA,B20005B_047E,B20005B_047EA,B20005B_047M,B20005B_047MA,B20005B_048E,B20005B_048EA,B20005B_048M,B20005B_048MA,B20005B_049E,B20005B_049EA,B20005B_049M,B20005B_049MA,B20005B_050E,B20005B_050EA,B20005B_050M,B20005B_050MA,B20005B_051E,B20005B_051EA,B20005B_051M,B20005B_051MA,B20005B_052E,B20005B_052EA,B20005B_052M,B20005B_052MA,B20005B_053E,B20005B_053EA,B20005B_053M,B20005B_053MA,B20005B_054E,B20005B_054EA,B20005B_054M,B20005B_054MA,B20005B_055E,B20005B_055EA,B20005B_055M,B20005B_055MA,B20005B_056E,B20005B_056EA,B20005B_056M,B20005B_056MA,B20005B_057E,B20005B_057EA,B20005B_057M,B20005B_057MA,B20005B_058E,B20005B_058EA,B20005B_058M,B20005B_058MA,B20005B_059E,B20005B_059EA,B20005B_059M,B20005B_059MA,B20005B_060E,B20005B_060EA,B20005B_060M,B20005B_060MA,B20005B_061E,B20005B_061EA,B20005B_061M,B20005B_061MA,B20005B_062E,B20005B_062EA,B20005B_062M,B20005B_062MA,B20005B_063E,B20005B_063EA,B20005B_063M,B20005B_063MA,B20005B_064E,B20005B_064EA,B20005B_064M,B20005B_064MA,B20005B_065E,B20005B_065EA,B20005B_065M,B20005B_065MA,B20005B_066E,B20005B_066EA,B20005B_066M,B20005B_066MA,B20005B_067E,B20005B_067EA,B20005B_067M,B20005B_067MA,B20005B_068E,B20005B_068EA,B20005B_068M,B20005B_068MA,B20005B_069E,B20005B_069EA,B20005B_069M,B20005B_069MA,B20005B_070E,B20005B_070EA,B20005B_070M,B20005B_070MA,B20005B_071E,B20005B_071EA,B20005B_071M,B20005B_071MA,B20005B_072E,B20005B_072EA,B20005B_072M,B20005B_072MA,B20005B_073E,B20005B_073EA,B20005B_073M,B20005B_073MA,B20005B_074E,B20005B_074EA,B20005B_074M,B20005B_074MA,B20005B_075E,B20005B_075EA,B20005B_075M,B20005B_075MA,B20005B_076E,B20005B_076EA,B20005B_076M,B20005B_076MA,B20005B_077E,B20005B_077EA,B20005B_077M,B20005B_077MA,B20005B_078E,B20005B_078EA,B20005B_078M,B20005B_078MA,B20005B_079E,B20005B_079EA,B20005B_079M,B20005B_079MA,B20005B_080E,B20005B_080EA,B20005B_080M,B20005B_080MA,B20005B_081E,B20005B_081EA,B20005B_081M,B20005B_081MA,B20005B_082E,B20005B_082EA,B20005B_082M,B20005B_082MA,B20005B_083E,B20005B_083EA,B20005B_083M,B20005B_083MA,B20005B_084E,B20005B_084EA,B20005B_084M,B20005B_084MA,B20005B_085E,B20005B_085EA,B20005B_085M,B20005B_085MA,B20005B_086E,B20005B_086EA,B20005B_086M,B20005B_086MA,B20005B_087E,B20005B_087EA,B20005B_087M,B20005B_087MA,B20005B_088E,B20005B_088EA,B20005B_088M,B20005B_088MA,B20005B_089E,B20005B_089EA,B20005B_089M,B20005B_089MA,B20005B_090E,B20005B_090EA,B20005B_090M,B20005B_090MA,B20005B_091E,B20005B_091EA,B20005B_091M,B20005B_091MA,B20005B_092E,B20005B_092EA,B20005B_092M,B20005B_092MA,B20005B_093E,B20005B_093EA,B20005B_093M,B20005B_093MA,B20005B_094E,B20005B_094EA,B20005B_094M,B20005B_094MA,B20005B_095E,B20005B_095EA,B20005B_095M,B20005B_095MA,GEO_ID,NAME,state
929359,null,4073,null,421046,null,3034,null,156536,null,5860,null,0,null,273,null,156536,null,5860,null,224,null,194,null,1041,null,520,null,1017,null,459,null,2070,null,784,null,5356,null,1536,null,6680,null,1608,null,7384,null,1721,null,10348,null,2030,null,10771,null,2026,null,8568,null,1949,null,19282,null,2844,null,14639,null,2399,null,14985,null,2061,null,12228,null,1868,null,10552,null,1619,null,7536,null,1662,null,7595,null,1360,null,5669,null,1207,null,6372,null,1415,null,4219,null,1185,null,264510,null,6336,null,164641,null,5999,null,99869,null,4694,null,24036,null,2704,null,15695,null,2081,null,9564,null,2386,null,10453,null,1729,null,7978,null,1647,null,6626,null,1311,null,3596,null,942,null,3305,null,951,null,2534,null,830,null,1976,null,699,null,2379,null,789,null,2519,null,884,null,2276,null,1010,null,2018,null,852,null,1526,null,792,null,864,null,519,null,1173,null,541,null,715,null,471,null,569,null,318,null,67,null,85,null,508313,null,3015,null,173702,null,5330,null,43,null,86,null,173659,null,5335,null,135,null,162,null,1651,null,771,null,2291,null,713,null,3649,null,1048,null,6525,null,1581,null,12752,null,2052,null,12385,null,1988,null,16040,null,2198,null,12885,null,2260,null,14171,null,2029,null,22866,null,2644,null,14466,null,2004,null,12290,null,1882,null,10723,null,1759,null,6827,null,1436,null,5094,null,1473,null,7654,null,1613,null,5339,null,1065,null,4317,null,1024,null,1599,null,705,null,334611,null,5757,null,205494,null,6716,null,129117,null,5609,null,26881,null,3027,null,23021,null,2640,null,14414,null,2122,null,13863,null,1642,null,11871,null,1862,null,8812,null,1814,null,7795,null,1655,null,5007,null,1406,null,3429,null,1042,null,2640,null,802,null,2799,null,820,null,1280,null,432,null,2343,null,871,null,1428,null,700,null,1305,null,633,null,931,null,474,null,544,null,336,null,210,null,185,null,325,null,229,null,219,null,191,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
181385,null,4044,null,96369,null,2428,null,40164,null,3246,null,0,null,305,null,40164,null,3246,null,382,null,400,null,0,null,305,null,888,null,646,null,396,null,412,null,599,null,376,null,1032,null,685,null,1386,null,723,null,891,null,541,null,1475,null,899,null,2828,null,1128,null,4090,null,1544,null,3239,null,1015,null,4404,null,1078,null,2994,null,1031,null,2526,null,976,null,1298,null,636,null,2989,null,1164,null,2718,null,968,null,4302,null,1300,null,1727,null,721,null,56205,null,3274,null,34000,null,3053,null,22205,null,2415,null,3896,null,1158,null,2534,null,877,null,1766,null,859,null,1490,null,574,null,2895,null,921,null,1306,null,658,null,1062,null,562,null,1439,null,636,null,696,null,566,null,81,null,135,null,1464,null,791,null,781,null,443,null,680,null,548,null,443,null,381,null,586,null,413,null,0,null,305,null,603,null,433,null,82,null,141,null,36,null,62,null,365,null,355,null,85016,null,2603,null,33374,null,2746,null,0,null,305,null,33374,null,2746,null,0,null,305,null,0,null,305,null,1150,null,766,null,366,null,298,null,772,null,450,null,963,null,577,null,666,null,359,null,1435,null,632,null,2069,null,881,null,1951,null,715,null,3983,null,1197,null,3301,null,1201,null,3908,null,1223,null,2781,null,902,null,2472,null,1067,null,1994,null,777,null,1440,null,589,null,1820,null,794,null,1628,null,669,null,675,null,397,null,51642,null,3201,null,32015,null,3024,null,19627,null,2094,null,3922,null,1261,null,3485,null,1169,null,2036,null,808,null,1547,null,642,null,1279,null,890,null,1396,null,654,null,1070,null,584,null,650,null,431,null,647,null,529,null,226,null,184,null,556,null,402,null,743,null,425,null,236,null,251,null,950,null,674,null,235,null,212,null,236,null,278,null,208,null,173,null,68,null,120,null,86,null,113,null,51,null,86,null,0400000US04,Arizona,04
330755,null,3647,null,152163,null,2759,null,51013,null,3567,null,0,null,273,null,51013,null,3567,null,0,null,273,null,61,null,82,null,392,null,304,null,360,null,309,null,1758,null,892,null,2378,null,978,null,2086,null,797,null,5099,null,1493,null,2531,null,1065,null,3592,null,991,null,6218,null,1332,null,5630,null,1463,null,3548,null,922,null,2727,null,945,null,4081,null,1244,null,2060,null,834,null,3372,null,872,null,2200,null,827,null,2113,null,722,null,807,null,446,null,101150,null,3991,null,59421,null,3374,null,41729,null,3529,null,10191,null,2086,null,7493,null,1695,null,4472,null,1201,null,2861,null,1089,null,3502,null,1133,null,2692,null,886,null,2579,null,1249,null,1010,null,633,null,1042,null,470,null,1416,null,756,null,1179,null,516,null,664,null,420,null,793,null,544,null,504,null,371,null,458,null,364,null,85,null,157,null,531,null,506,null,68,null,85,null,67,null,89,null,122,null,200,null,178592,null,2568,null,62467,null,3968,null,0,null,273,null,62467,null,3968,null,73,null,95,null,309,null,323,null,408,null,265,null,2234,null,836,null,3713,null,1244,null,4130,null,990,null,4603,null,1295,null,5251,null,1375,null,5085,null,1419,null,4787,null,1242,null,6646,null,1540,null,8011,null,1669,null,5264,null,1229,null,3026,null,956,null,2524,null,895,null,2179,null,769,null,1845,null,745,null,1095,null,521,null,858,null,409,null,426,null,376,null,116125,null,3980,null,68854,null,3386,null,47271,null,2964,null,10650,null,1604,null,10175,null,1774,null,6141,null,1390,null,3642,null,984,null,5142,null,1443,null,2372,null,892,null,1855,null,886,null,1590,null,541,null,1108,null,614,null,836,null,489,null,1509,null,574,null,818,null,549,null,154,null,182,null,319,null,235,null,397,null,316,null,56,null,97,null,353,null,324,null,62,null,106,null,0,null,273,null,92,null,165,null,0400000US05,Arkansas,05
1749336,null,9157,null,853463,null,5846,null,308911,null,7223,null,13,null,21,null,308898,null,7224,null,768,null,382,null,735,null,415,null,2228,null,793,null,2236,null,732,null,3681,null,1031,null,5834,null,1595,null,6282,null,1314,null,11732,null,2387,null,9405,null,1995,null,11106,null,1566,null,23409,null,2575,null,22396,null,3275,null,30892,null,3221,null,22861,null,2783,null,24298,null,3083,null,18067,null,2537,null,28389,null,3136,null,21628,null,2387,null,33543,null,3269,null,29408,null,3114,null,544552,null,8379,null,346430,null,7905,null,198122,null,7519,null,31559,null,2928,null,23988,null,2876,null,19781,null,2824,null,20599,null,2251,null,14141,null,2531,null,12381,null,2248,null,7992,null,1498,null,8549,null,1888,null,6459,null,1449,null,5160,null,1285,null,11090,null,1873,null,7692,null,1589,null,5649,null,1251,null,5616,null,1619,null,2586,null,998,null,2867,null,1068,null,3480,null,1205,null,1694,null,748,null,4381,null,942,null,2458,null,702,null,895873,null,6254,null,312153,null,7184,null,0,null,294,null,312153,null,7184,null,402,null,378,null,1068,null,517,null,2294,null,835,null,4521,null,1183,null,6054,null,1441,null,7375,null,1590,null,7858,null,1608,null,11224,null,2036,null,9902,null,1651,null,16238,null,2465,null,26656,null,3063,null,23785,null,3172,null,30112,null,3166,null,24812,null,2540,null,26749,null,3056,null,19294,null,2181,null,29073,null,2992,null,19444,null,2506,null,28778,null,2982,null,16514,null,2071,null,583720,null,8684,null,361337,null,8202,null,222383,null,7473,null,37358,null,3346,null,28817,null,2979,null,19401,null,2359,null,23449,null,2647,null,16335,null,2259,null,12857,null,2060,null,8306,null,2006,null,11501,null,2174,null,9498,null,1924,null,5745,null,1312,null,12758,null,2017,null,7146,null,1354,null,5146,null,1196,null,3249,null,959,null,3895,null,1013,null,2073,null,898,null,5558,null,1254,null,2646,null,971,null,5191,null,1022,null,1454,null,522,null,0400000US06,California,06
146596,null,3440,null,76868,null,2569,null,34275,null,2428,null,0,null,279,null,34275,null,2428,null,0,null,279,null,0,null,279,null,215,null,300,null,530,null,458,null,1177,null,673,null,736,null,537,null,1409,null,1003,null,1702,null,703,null,814,null,631,null,2359,null,1069,null,5499,null,1552,null,3064,null,952,null,2083,null,735,null,3330,null,1052,null,2217,null,827,null,1255,null,672,null,2366,null,881,null,1844,null,774,null,2306,null,869,null,1369,null,477,null,42593,null,2995,null,22931,null,2463,null,19662,null,2234,null,4455,null,996,null,2447,null,817,null,2342,null,918,null,2269,null,921,null,1312,null,549,null,1051,null,419,null,487,null,430,null,704,null,424,null,777,null,515,null,290,null,455,null,707,null,432,null,415,null,360,null,282,null,170,null,564,null,588,null,615,null,373,null,471,null,384,null,80,null,138,null,0,null,279,null,215,null,231,null,179,null,230,null,69728,null,2015,null,25490,null,2395,null,0,null,279,null,25490,null,2395,null,0,null,279,null,52,null,86,null,291,null,270,null,408,null,385,null,1282,null,675,null,1478,null,705,null,537,null,368,null,1767,null,861,null,1258,null,606,null,1104,null,467,null,3826,null,1037,null,1823,null,657,null,2894,null,930,null,1453,null,558,null,1525,null,640,null,1119,null,434,null,1249,null,631,null,1676,null,890,null,1145,null,571,null,603,null,405,null,44238,null,2899,null,26175,null,2274,null,18063,null,1917,null,2990,null,959,null,2195,null,837,null,1833,null,773,null,2355,null,759,null,1092,null,648,null,1094,null,560,null,1735,null,811,null,498,null,499,null,642,null,405,null,950,null,525,null,853,null,476,null,1011,null,663,null,112,null,182,null,86,null,102,null,101,null,117,null,315,null,326,null,116,null,141,null,46,null,77,null,39,null,68,null,0,null,279,null,0400000US08,Colorado,08
257250,null,3413,null,122047,null,2055,null,49380,null,2898,null,0,null,277,null,49380,null,2898,null,186,null,190,null,326,null,362,null,573,null,429,null,66,null,108,null,791,null,414,null,723,null,477,null,1664,null,814,null,1118,null,613,null,1416,null,797,null,1850,null,787,null,4014,null,1280,null,4532,null,1278,null,5143,null,1391,null,4171,null,1239,null,3377,null,1127,null,2494,null,991,null,5169,null,1246,null,5265,null,1196,null,3657,null,889,null,2845,null,916,null,72667,null,3243,null,35900,null,2680,null,36767,null,3282,null,6684,null,1456,null,5766,null,1227,null,2844,null,756,null,3058,null,881,null,2123,null,816,null,2179,null,1106,null,1878,null,733,null,2229,null,997,null,1430,null,660,null,1321,null,628,null,1501,null,606,null,1918,null,892,null,1158,null,798,null,408,null,302,null,330,null,294,null,484,null,393,null,284,null,265,null,44,null,77,null,472,null,460,null,656,null,399,null,135203,null,2481,null,56853,null,3401,null,0,null,277,null,56853,null,3401,null,47,null,81,null,299,null,299,null,378,null,303,null,621,null,371,null,1568,null,734,null,1071,null,719,null,1884,null,671,null,2198,null,765,null,2663,null,939,null,3283,null,1019,null,6956,null,1478,null,6518,null,1502,null,7966,null,1615,null,3399,null,913,null,3857,null,1203,null,3167,null,890,null,3682,null,1068,null,2361,null,891,null,2816,null,885,null,2119,null,767,null,78350,null,3481,null,38514,null,2477,null,39836,null,3007,null,7922,null,1564,null,5343,null,1241,null,3522,null,951,null,4724,null,1292,null,2639,null,961,null,2843,null,906,null,1739,null,767,null,1578,null,534,null,1297,null,609,null,1277,null,561,null,2880,null,936,null,654,null,405,null,843,null,408,null,486,null,374,null,531,null,465,null,301,null,300,null,540,null,458,null,432,null,305,null,56,null,96,null,229,null,284,null,0400000US09,Connecticut,09
139974,null,1954,null,64458,null,1272,null,27376,null,2309,null,0,null,263,null,27376,null,2309,null,31,null,49,null,155,null,159,null,103,null,118,null,66,null,86,null,392,null,325,null,650,null,596,null,902,null,573,null,2304,null,1044,null,984,null,449,null,2007,null,893,null,2964,null,965,null,2386,null,842,null,1814,null,683,null,1795,null,846,null,1198,null,501,null,1443,null,613,null,2679,null,1081,null,1853,null,939,null,1608,null,577,null,2042,null,763,null,37082,null,2590,null,20927,null,1922,null,16155,null,1980,null,3680,null,1113,null,2616,null,1034,null,1255,null,639,null,1542,null,630,null,814,null,476,null,768,null,466,null,653,null,469,null,726,null,617,null,1592,null,849,null,326,null,359,null,281,null,266,null,208,null,267,null,654,null,615,null,80,null,129,null,210,null,216,null,315,null,411,null,122,null,153,null,53,null,82,null,0,null,263,null,260,null,345,null,75516,null,1284,null,30327,null,1758,null,0,null,263,null,30327,null,1758,null,0,null,263,null,87,null,150,null,448,null,491,null,468,null,439,null,387,null,286,null,1254,null,678,null,531,null,454,null,1666,null,938,null,946,null,618,null,2322,null,752,null,5445,null,1563,null,2248,null,804,null,2190,null,839,null,2322,null,810,null,1654,null,715,null,1803,null,569,null,2858,null,1100,null,1217,null,758,null,1796,null,858,null,685,null,395,null,45189,null,2228,null,24894,null,2166,null,20295,null,2280,null,4175,null,1052,null,2182,null,755,null,1693,null,719,null,1727,null,769,null,2148,null,837,null,1213,null,591,null,693,null,635,null,1886,null,900,null,980,null,601,null,302,null,220,null,838,null,576,null,750,null,511,null,380,null,265,null,115,null,149,null,384,null,346,null,320,null,310,null,305,null,276,null,53,null,89,null,151,null,154,null,0,null,263,null,0400000US10,Delaware,10
257169,null,2001,null,111886,null,1346,null,41002,null,2716,null,0,null,296,null,41002,null,2716,null,0,null,296,null,0,null,296,null,364,null,287,null,160,null,164,null,1258,null,536,null,430,null,433,null,1641,null,703,null,1114,null,600,null,1042,null,634,null,1379,null,797,null,3613,null,1075,null,3482,null,1032,null,4822,null,1184,null,3811,null,1169,null,2658,null,883,null,1460,null,624,null,3390,null,1243,null,3023,null,899,null,3283,null,985,null,4072,null,1024,null,70884,null,2845,null,43955,null,3106,null,26929,null,2924,null,8828,null,1577,null,3536,null,987,null,1248,null,459,null,1261,null,442,null,951,null,433,null,1801,null,837,null,583,null,415,null,893,null,394,null,704,null,384,null,892,null,576,null,1679,null,799,null,700,null,394,null,966,null,846,null,395,null,295,null,554,null,449,null,480,null,375,null,760,null,645,null,58,null,98,null,461,null,616,null,179,null,178,null,145283,null,1245,null,51861,null,3252,null,0,null,296,null,51861,null,3252,null,0,null,296,null,378,null,369,null,437,null,339,null,456,null,309,null,386,null,289,null,1525,null,709,null,1057,null,585,null,1808,null,743,null,1088,null,648,null,1527,null,727,null,5264,null,1315,null,5907,null,1348,null,3971,null,1127,null,3191,null,1058,null,4598,null,1233,null,1919,null,610,null,5082,null,1124,null,4282,null,1106,null,4747,null,1279,null,4238,null,1084,null,93422,null,3332,null,60491,null,3532,null,32931,null,3389,null,7483,null,1238,null,4421,null,1118,null,3736,null,1172,null,2474,null,1027,null,2981,null,868,null,1575,null,763,null,1543,null,737,null,1122,null,573,null,936,null,544,null,1670,null,688,null,703,null,402,null,890,null,565,null,527,null,391,null,887,null,552,null,52,null,86,null,764,null,521,null,470,null,334,null,44,null,72,null,385,null,310,null,268,null,285,null,0400000US11,District of Columbia,11
2165580,null,11214,null,1024753,null,7419,null,380760,null,9522,null,120,null,193,null,380640,null,9525,null,1297,null,512,null,1319,null,559,null,3400,null,1119,null,6940,null,1651,null,14509,null,2849,null,11135,null,1771,null,17660,null,2853,null,28108,null,3568,null,20383,null,2721,null,29742,null,3497,null,49422,null,4465,null,34225,null,3450,null,39898,null,3369,null,27083,null,3137,null,22406,null,2841,null,14880,null,2264,null,20641,null,3281,null,11123,null,1955,null,16639,null,2777,null,9830,null,1690,null,643993,null,10165,null,400527,null,10779,null,243466,null,8790,null,40865,null,3896,null,33629,null,3508,null,26261,null,3053,null,24996,null,2818,null,21232,null,2737,null,15116,null,2542,null,13521,null,2069,null,15844,null,2635,null,9105,null,1895,null,5223,null,1302,null,12321,null,2057,null,5798,null,1364,null,5497,null,1663,null,3121,null,985,null,2281,null,801,null,1786,null,807,null,2331,null,987,null,1496,null,699,null,1671,null,771,null,1372,null,552,null,1140827,null,6769,null,445296,null,9274,null,0,null,305,null,445296,null,9274,null,246,null,232,null,1760,null,843,null,3413,null,1159,null,8309,null,1732,null,16301,null,2737,null,23161,null,3068,null,28306,null,3532,null,39898,null,3829,null,28672,null,2642,null,35674,null,3733,null,65064,null,5413,null,46739,null,3939,null,41167,null,4511,null,24419,null,2752,null,20555,null,2091,null,13986,null,2032,null,15113,null,2093,null,14501,null,2129,null,11895,null,2038,null,6117,null,1345,null,695531,null,9792,null,417875,null,9346,null,277656,null,8996,null,43219,null,3663,null,37913,null,2835,null,30883,null,3596,null,30620,null,2913,null,30753,null,3214,null,22422,null,2844,null,16086,null,2073,null,12844,null,1984,null,8902,null,1913,null,6658,null,1350,null,9175,null,1710,null,6034,null,1392,null,7077,null,1830,null,4333,null,1381,null,3180,null,948,null,2178,null,845,null,2390,null,748,null,1290,null,642,null,858,null,408,null,841,null,674,null,0400000US12,Florida,12
