B16005E_001E,B16005E_001EA,B16005E_001M,B16005E_001MA,B16005E_002E,B16005E_002EA,B16005E_002M,B16005E_002MA,B16005E_003E,B16005E_003EA,B16005E_003M,B16005E_003MA,B16005E_004E,B16005E_004EA,B16005E_004M,B16005E_004MA,B16005E_005E,B16005E_005EA,B16005E_005M,B16005E_005MA,B16005E_006E,B16005E_006EA,B16005E_006M,B16005E_006MA,B16005E_007E,B16005E_007EA,B16005E_007M,B16005E_007MA,B16005E_008E,B16005E_008EA,B16005E_008M,B16005E_008MA,B16005E_009E,B16005E_009EA,B16005E_009M,B16005E_009MA,B16005E_010E,B16005E_010EA,B16005E_010M,B16005E_010MA,B16005E_011E,B16005E_011EA,B16005E_011M,B16005E_011MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
4921,null,909,null,4172,null,807,null,1891,null,632,null,2281,null,812,null,1644,null,681,null,637,null,557,null,749,null,384,null,116,null,191,null,633,null,341,null,275,null,294,null,358,null,245,null,0400000US02,Alaska,02
10945,null,2194,null,9942,null,2205,null,8429,null,2343,null,1513,null,899,null,1386,null,865,null,127,null,170,null,1003,null,617,null,220,null,218,null,783,null,596,null,697,null,582,null,86,null,141,null,0400000US04,Arizona,04
2279,null,544,null,1099,null,591,null,734,null,536,null,365,null,301,null,316,null,304,null,49,null,88,null,1180,null,350,null,90,null,145,null,1090,null,368,null,398,null,225,null,692,null,267,null,0400000US05,Arkansas,05
129312,null,4756,null,92480,null,5270,null,58574,null,5123,null,33906,null,3814,null,26882,null,3057,null,7024,null,2073,null,36832,null,4552,null,3948,null,1149,null,32884,null,4408,null,20067,null,3299,null,12817,null,2579,null,0400000US06,California,06
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US08,Colorado,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
8226,null,2387,null,5857,null,1850,null,4796,null,1637,null,1061,null,543,null,904,null,518,null,157,null,147,null,2369,null,1035,null,1074,null,666,null,1295,null,668,null,910,null,562,null,385,null,274,null,0400000US12,Florida,12
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US13,Georgia,13
106051,null,3708,null,89693,null,4925,null,69285,null,4489,null,20408,null,3231,null,15068,null,3037,null,5340,null,1622,null,16358,null,3642,null,1481,null,740,null,14877,null,3560,null,4481,null,1118,null,10396,null,3155,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US17,Illinois,17
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US18,Indiana,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US19,Iowa,19
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US20,Kansas,20
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US21,Kentucky,21
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
