B20005C_001E,B20005C_001EA,B20005C_001M,B20005C_001MA,B20005C_002E,B20005C_002EA,B20005C_002M,B20005C_002MA,B20005C_003E,B20005C_003EA,B20005C_003M,B20005C_003MA,B20005C_004E,B20005C_004EA,B20005C_004M,B20005C_004MA,B20005C_005E,B20005C_005EA,B20005C_005M,B20005C_005MA,B20005C_006E,B20005C_006EA,B20005C_006M,B20005C_006MA,B20005C_007E,B20005C_007EA,B20005C_007M,B20005C_007MA,B20005C_008E,B20005C_008EA,B20005C_008M,B20005C_008MA,B20005C_009E,B20005C_009EA,B20005C_009M,B20005C_009MA,B20005C_010E,B20005C_010EA,B20005C_010M,B20005C_010MA,B20005C_011E,B20005C_011EA,B20005C_011M,B20005C_011MA,B20005C_012E,B20005C_012EA,B20005C_012M,B20005C_012MA,B20005C_013E,B20005C_013EA,B20005C_013M,B20005C_013MA,B20005C_014E,B20005C_014EA,B20005C_014M,B20005C_014MA,B20005C_015E,B20005C_015EA,B20005C_015M,B20005C_015MA,B20005C_016E,B20005C_016EA,B20005C_016M,B20005C_016MA,B20005C_017E,B20005C_017EA,B20005C_017M,B20005C_017MA,B20005C_018E,B20005C_018EA,B20005C_018M,B20005C_018MA,B20005C_019E,B20005C_019EA,B20005C_019M,B20005C_019MA,B20005C_020E,B20005C_020EA,B20005C_020M,B20005C_020MA,B20005C_021E,B20005C_021EA,B20005C_021M,B20005C_021MA,B20005C_022E,B20005C_022EA,B20005C_022M,B20005C_022MA,B20005C_023E,B20005C_023EA,B20005C_023M,B20005C_023MA,B20005C_024E,B20005C_024EA,B20005C_024M,B20005C_024MA,B20005C_025E,B20005C_025EA,B20005C_025M,B20005C_025MA,B20005C_026E,B20005C_026EA,B20005C_026M,B20005C_026MA,B20005C_027E,B20005C_027EA,B20005C_027M,B20005C_027MA,B20005C_028E,B20005C_028EA,B20005C_028M,B20005C_028MA,B20005C_029E,B20005C_029EA,B20005C_029M,B20005C_029MA,B20005C_030E,B20005C_030EA,B20005C_030M,B20005C_030MA,B20005C_031E,B20005C_031EA,B20005C_031M,B20005C_031MA,B20005C_032E,B20005C_032EA,B20005C_032M,B20005C_032MA,B20005C_033E,B20005C_033EA,B20005C_033M,B20005C_033MA,B20005C_034E,B20005C_034EA,B20005C_034M,B20005C_034MA,B20005C_035E,B20005C_035EA,B20005C_035M,B20005C_035MA,B20005C_036E,B20005C_036EA,B20005C_036M,B20005C_036MA,B20005C_037E,B20005C_037EA,B20005C_037M,B20005C_037MA,B20005C_038E,B20005C_038EA,B20005C_038M,B20005C_038MA,B20005C_039E,B20005C_039EA,B20005C_039M,B20005C_039MA,B20005C_040E,B20005C_040EA,B20005C_040M,B20005C_040MA,B20005C_041E,B20005C_041EA,B20005C_041M,B20005C_041MA,B20005C_042E,B20005C_042EA,B20005C_042M,B20005C_042MA,B20005C_043E,B20005C_043EA,B20005C_043M,B20005C_043MA,B20005C_044E,B20005C_044EA,B20005C_044M,B20005C_044MA,B20005C_045E,B20005C_045EA,B20005C_045M,B20005C_045MA,B20005C_046E,B20005C_046EA,B20005C_046M,B20005C_046MA,B20005C_047E,B20005C_047EA,B20005C_047M,B20005C_047MA,B20005C_048E,B20005C_048EA,B20005C_048M,B20005C_048MA,B20005C_049E,B20005C_049EA,B20005C_049M,B20005C_049MA,B20005C_050E,B20005C_050EA,B20005C_050M,B20005C_050MA,B20005C_051E,B20005C_051EA,B20005C_051M,B20005C_051MA,B20005C_052E,B20005C_052EA,B20005C_052M,B20005C_052MA,B20005C_053E,B20005C_053EA,B20005C_053M,B20005C_053MA,B20005C_054E,B20005C_054EA,B20005C_054M,B20005C_054MA,B20005C_055E,B20005C_055EA,B20005C_055M,B20005C_055MA,B20005C_056E,B20005C_056EA,B20005C_056M,B20005C_056MA,B20005C_057E,B20005C_057EA,B20005C_057M,B20005C_057MA,B20005C_058E,B20005C_058EA,B20005C_058M,B20005C_058MA,B20005C_059E,B20005C_059EA,B20005C_059M,B20005C_059MA,B20005C_060E,B20005C_060EA,B20005C_060M,B20005C_060MA,B20005C_061E,B20005C_061EA,B20005C_061M,B20005C_061MA,B20005C_062E,B20005C_062EA,B20005C_062M,B20005C_062MA,B20005C_063E,B20005C_063EA,B20005C_063M,B20005C_063MA,B20005C_064E,B20005C_064EA,B20005C_064M,B20005C_064MA,B20005C_065E,B20005C_065EA,B20005C_065M,B20005C_065MA,B20005C_066E,B20005C_066EA,B20005C_066M,B20005C_066MA,B20005C_067E,B20005C_067EA,B20005C_067M,B20005C_067MA,B20005C_068E,B20005C_068EA,B20005C_068M,B20005C_068MA,B20005C_069E,B20005C_069EA,B20005C_069M,B20005C_069MA,B20005C_070E,B20005C_070EA,B20005C_070M,B20005C_070MA,B20005C_071E,B20005C_071EA,B20005C_071M,B20005C_071MA,B20005C_072E,B20005C_072EA,B20005C_072M,B20005C_072MA,B20005C_073E,B20005C_073EA,B20005C_073M,B20005C_073MA,B20005C_074E,B20005C_074EA,B20005C_074M,B20005C_074MA,B20005C_075E,B20005C_075EA,B20005C_075M,B20005C_075MA,B20005C_076E,B20005C_076EA,B20005C_076M,B20005C_076MA,B20005C_077E,B20005C_077EA,B20005C_077M,B20005C_077MA,B20005C_078E,B20005C_078EA,B20005C_078M,B20005C_078MA,B20005C_079E,B20005C_079EA,B20005C_079M,B20005C_079MA,B20005C_080E,B20005C_080EA,B20005C_080M,B20005C_080MA,B20005C_081E,B20005C_081EA,B20005C_081M,B20005C_081MA,B20005C_082E,B20005C_082EA,B20005C_082M,B20005C_082MA,B20005C_083E,B20005C_083EA,B20005C_083M,B20005C_083MA,B20005C_084E,B20005C_084EA,B20005C_084M,B20005C_084MA,B20005C_085E,B20005C_085EA,B20005C_085M,B20005C_085MA,B20005C_086E,B20005C_086EA,B20005C_086M,B20005C_086MA,B20005C_087E,B20005C_087EA,B20005C_087M,B20005C_087MA,B20005C_088E,B20005C_088EA,B20005C_088M,B20005C_088MA,B20005C_089E,B20005C_089EA,B20005C_089M,B20005C_089MA,B20005C_090E,B20005C_090EA,B20005C_090M,B20005C_090MA,B20005C_091E,B20005C_091EA,B20005C_091M,B20005C_091MA,B20005C_092E,B20005C_092EA,B20005C_092M,B20005C_092MA,B20005C_093E,B20005C_093EA,B20005C_093M,B20005C_093MA,B20005C_094E,B20005C_094EA,B20005C_094M,B20005C_094MA,B20005C_095E,B20005C_095EA,B20005C_095M,B20005C_095MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
67355,null,2852,null,32655,null,1916,null,7759,null,1180,null,0,null,244,null,7759,null,1180,null,0,null,244,null,0,null,244,null,154,null,163,null,311,null,459,null,335,null,251,null,169,null,154,null,352,null,302,null,588,null,385,null,237,null,197,null,336,null,228,null,510,null,246,null,822,null,430,null,531,null,321,null,407,null,237,null,513,null,315,null,515,null,281,null,498,null,201,null,385,null,223,null,407,null,224,null,689,null,386,null,24896,null,1888,null,9279,null,1084,null,15617,null,1521,null,3979,null,717,null,2073,null,589,null,1583,null,431,null,1294,null,434,null,769,null,327,null,595,null,393,null,704,null,439,null,240,null,148,null,354,null,132,null,187,null,124,null,609,null,301,null,451,null,223,null,286,null,130,null,237,null,138,null,332,null,374,null,312,null,234,null,696,null,448,null,228,null,180,null,384,null,327,null,304,null,196,null,34700,null,1686,null,8396,null,1101,null,0,null,244,null,8396,null,1101,null,17,null,28,null,279,null,420,null,85,null,96,null,128,null,126,null,89,null,95,null,49,null,58,null,86,null,118,null,310,null,307,null,303,null,184,null,506,null,342,null,1201,null,505,null,676,null,361,null,1208,null,503,null,908,null,314,null,708,null,337,null,920,null,344,null,397,null,278,null,388,null,260,null,111,null,87,null,27,null,44,null,26304,null,1672,null,10196,null,1072,null,16108,null,1478,null,4105,null,767,null,1554,null,438,null,1548,null,548,null,1392,null,488,null,1325,null,554,null,642,null,237,null,534,null,299,null,653,null,333,null,422,null,204,null,536,null,269,null,946,null,366,null,938,null,561,null,425,null,332,null,222,null,156,null,168,null,122,null,112,null,160,null,215,null,225,null,110,null,122,null,238,null,196,null,23,null,39,null,0400000US02,Alaska,02
208148,null,5578,null,97095,null,2982,null,28026,null,2544,null,0,null,305,null,28026,null,2544,null,248,null,348,null,74,null,98,null,411,null,328,null,359,null,313,null,830,null,616,null,1238,null,598,null,1039,null,488,null,2229,null,804,null,2349,null,944,null,1807,null,850,null,1408,null,717,null,2178,null,866,null,3724,null,1041,null,1072,null,583,null,2119,null,831,null,1034,null,547,null,2406,null,758,null,1059,null,510,null,2043,null,812,null,399,null,294,null,69069,null,3200,null,43373,null,2798,null,25696,null,2771,null,6998,null,1824,null,2707,null,993,null,1882,null,610,null,2566,null,1053,null,1559,null,709,null,1133,null,863,null,835,null,466,null,1265,null,574,null,1211,null,812,null,1143,null,722,null,1079,null,520,null,1033,null,675,null,560,null,411,null,408,null,375,null,227,null,170,null,240,null,246,null,470,null,361,null,136,null,215,null,143,null,180,null,101,null,134,null,111053,null,3657,null,30184,null,2793,null,0,null,305,null,30184,null,2793,null,87,null,117,null,155,null,155,null,208,null,163,null,609,null,390,null,901,null,459,null,2239,null,1035,null,1329,null,611,null,2638,null,884,null,2783,null,1041,null,2688,null,838,null,3528,null,1164,null,4203,null,1253,null,3379,null,870,null,1492,null,691,null,720,null,362,null,672,null,313,null,998,null,440,null,345,null,245,null,1033,null,545,null,177,null,253,null,80869,null,4083,null,53349,null,3749,null,27520,null,2496,null,6905,null,1457,null,3686,null,1404,null,3212,null,1047,null,2407,null,772,null,1758,null,716,null,1937,null,838,null,1614,null,807,null,1512,null,631,null,441,null,351,null,435,null,321,null,934,null,451,null,542,null,425,null,304,null,254,null,433,null,301,null,310,null,251,null,598,null,645,null,352,null,299,null,140,null,223,null,0,null,305,null,0,null,305,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
231234,null,9000,null,116551,null,5641,null,42135,null,3489,null,0,null,294,null,42135,null,3489,null,60,null,91,null,0,null,294,null,239,null,246,null,893,null,846,null,1388,null,645,null,1233,null,591,null,1118,null,517,null,1876,null,763,null,2232,null,882,null,2044,null,882,null,3133,null,901,null,2812,null,909,null,3501,null,1010,null,2507,null,872,null,2077,null,721,null,1825,null,751,null,3577,null,996,null,3742,null,1063,null,3984,null,1116,null,3894,null,894,null,74416,null,4566,null,38080,null,3055,null,36336,null,3440,null,7031,null,1484,null,4356,null,1118,null,2588,null,780,null,3614,null,968,null,3359,null,1009,null,2064,null,798,null,1642,null,757,null,2000,null,878,null,982,null,436,null,1239,null,502,null,1632,null,770,null,1245,null,595,null,759,null,458,null,272,null,212,null,884,null,590,null,502,null,469,null,519,null,393,null,567,null,400,null,591,null,486,null,490,null,377,null,114683,null,5465,null,32763,null,3032,null,0,null,294,null,32763,null,3032,null,163,null,150,null,70,null,114,null,97,null,116,null,1085,null,559,null,1271,null,654,null,1028,null,481,null,1667,null,634,null,2318,null,1005,null,1750,null,735,null,1875,null,836,null,3268,null,888,null,3452,null,987,null,2422,null,852,null,2919,null,1202,null,2051,null,747,null,1572,null,563,null,2173,null,720,null,1409,null,543,null,1668,null,629,null,505,null,292,null,81920,null,4444,null,47545,null,3296,null,34375,null,3082,null,5365,null,1186,null,4480,null,1163,null,4004,null,1172,null,3650,null,1043,null,3746,null,956,null,1941,null,817,null,1934,null,666,null,1673,null,485,null,1088,null,586,null,1343,null,626,null,1302,null,569,null,1298,null,758,null,142,null,154,null,235,null,208,null,524,null,356,null,497,null,413,null,96,null,118,null,268,null,205,null,519,null,372,null,270,null,237,null,0400000US06,California,06
40068,null,4042,null,20837,null,2719,null,8449,null,1242,null,0,null,279,null,8449,null,1242,null,15,null,26,null,0,null,279,null,63,null,90,null,54,null,102,null,152,null,247,null,262,null,358,null,199,null,198,null,251,null,209,null,478,null,293,null,614,null,490,null,849,null,442,null,775,null,377,null,1231,null,633,null,159,null,171,null,622,null,470,null,365,null,248,null,644,null,496,null,775,null,519,null,689,null,366,null,252,null,225,null,12388,null,2323,null,5572,null,1491,null,6816,null,1780,null,801,null,573,null,360,null,245,null,815,null,499,null,1107,null,563,null,571,null,454,null,658,null,557,null,395,null,451,null,208,null,203,null,319,null,347,null,110,null,113,null,254,null,235,null,136,null,137,null,509,null,634,null,130,null,158,null,111,null,116,null,153,null,242,null,53,null,93,null,0,null,279,null,126,null,216,null,0,null,279,null,19231,null,2340,null,7149,null,1505,null,0,null,279,null,7149,null,1505,null,0,null,279,null,0,null,279,null,11,null,26,null,110,null,143,null,175,null,178,null,175,null,153,null,184,null,221,null,256,null,217,null,681,null,613,null,468,null,397,null,768,null,368,null,1048,null,741,null,867,null,475,null,831,null,585,null,278,null,169,null,214,null,196,null,597,null,248,null,161,null,202,null,325,null,304,null,0,null,279,null,12082,null,1751,null,6871,null,1289,null,5211,null,1375,null,735,null,426,null,281,null,234,null,1057,null,594,null,469,null,386,null,730,null,532,null,289,null,319,null,102,null,117,null,377,null,332,null,204,null,253,null,253,null,237,null,195,null,206,null,198,null,183,null,53,null,94,null,45,null,75,null,190,null,287,null,0,null,279,null,0,null,279,null,0,null,279,null,0,null,279,null,33,null,58,null,0400000US08,Colorado,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
44911,null,4623,null,24059,null,2999,null,10648,null,2410,null,0,null,305,null,10648,null,2410,null,103,null,180,null,0,null,305,null,292,null,432,null,401,null,298,null,567,null,354,null,110,null,142,null,257,null,337,null,158,null,255,null,1726,null,1533,null,330,null,336,null,1140,null,566,null,842,null,626,null,1336,null,798,null,373,null,330,null,458,null,438,null,950,null,582,null,446,null,269,null,151,null,139,null,665,null,535,null,343,null,233,null,13411,null,2211,null,6879,null,1324,null,6532,null,1760,null,1059,null,755,null,766,null,413,null,1144,null,674,null,287,null,257,null,739,null,598,null,131,null,237,null,517,null,448,null,79,null,103,null,94,null,112,null,268,null,263,null,494,null,476,null,449,null,399,null,59,null,97,null,0,null,305,null,114,null,185,null,160,null,142,null,130,null,215,null,0,null,305,null,0,null,305,null,42,null,69,null,20852,null,2423,null,6550,null,1312,null,0,null,305,null,6550,null,1312,null,101,null,134,null,0,null,305,null,0,null,305,null,139,null,208,null,289,null,293,null,633,null,528,null,512,null,336,null,450,null,357,null,621,null,502,null,310,null,336,null,531,null,297,null,925,null,625,null,305,null,252,null,386,null,274,null,211,null,209,null,259,null,222,null,96,null,144,null,314,null,267,null,417,null,375,null,51,null,88,null,14302,null,1869,null,9514,null,1528,null,4788,null,1225,null,977,null,559,null,705,null,348,null,402,null,356,null,752,null,461,null,545,null,426,null,443,null,369,null,114,null,144,null,0,null,305,null,85,null,133,null,287,null,278,null,149,null,177,null,0,null,305,null,119,null,159,null,0,null,305,null,96,null,162,null,0,null,305,null,0,null,305,null,72,null,114,null,0,null,305,null,42,null,71,null,0400000US12,Florida,12
