B23002D_001E,B23002D_001EA,B23002D_001M,B23002D_001MA,B23002D_002E,B23002D_002EA,B23002D_002M,B23002D_002MA,B23002D_003E,B23002D_003EA,B23002D_003M,B23002D_003MA,B23002D_004E,B23002D_004EA,B23002D_004M,B23002D_004MA,B23002D_005E,B23002D_005EA,B23002D_005M,B23002D_005MA,B23002D_006E,B23002D_006EA,B23002D_006M,B23002D_006MA,B23002D_007E,B23002D_007EA,B23002D_007M,B23002D_007MA,B23002D_008E,B23002D_008EA,B23002D_008M,B23002D_008MA,B23002D_009E,B23002D_009EA,B23002D_009M,B23002D_009MA,B23002D_010E,B23002D_010EA,B23002D_010M,B23002D_010MA,B23002D_011E,B23002D_011EA,B23002D_011M,B23002D_011MA,B23002D_012E,B23002D_012EA,B23002D_012M,B23002D_012MA,B23002D_013E,B23002D_013EA,B23002D_013M,B23002D_013MA,B23002D_014E,B23002D_014EA,B23002D_014M,B23002D_014MA,B23002D_015E,B23002D_015EA,B23002D_015M,B23002D_015MA,B23002D_016E,B23002D_016EA,B23002D_016M,B23002D_016MA,B23002D_017E,B23002D_017EA,B23002D_017M,B23002D_017MA,B23002D_018E,B23002D_018EA,B23002D_018M,B23002D_018MA,B23002D_019E,B23002D_019EA,B23002D_019M,B23002D_019MA,B23002D_020E,B23002D_020EA,B23002D_020M,B23002D_020MA,B23002D_021E,B23002D_021EA,B23002D_021M,B23002D_021MA,B23002D_022E,B23002D_022EA,B23002D_022M,B23002D_022MA,B23002D_023E,B23002D_023EA,B23002D_023M,B23002D_023MA,B23002D_024E,B23002D_024EA,B23002D_024M,B23002D_024MA,B23002D_025E,B23002D_025EA,B23002D_025M,B23002D_025MA,B23002D_026E,B23002D_026EA,B23002D_026M,B23002D_026MA,B23002D_027E,B23002D_027EA,B23002D_027M,B23002D_027MA,B23002D_028E,B23002D_028EA,B23002D_028M,B23002D_028MA,B23002D_029E,B23002D_029EA,B23002D_029M,B23002D_029MA,B23002D_030E,B23002D_030EA,B23002D_030M,B23002D_030MA,B23002D_031E,B23002D_031EA,B23002D_031M,B23002D_031MA,B23002D_032E,B23002D_032EA,B23002D_032M,B23002D_032MA,B23002D_033E,B23002D_033EA,B23002D_033M,B23002D_033MA,B23002D_034E,B23002D_034EA,B23002D_034M,B23002D_034MA,B23002D_035E,B23002D_035EA,B23002D_035M,B23002D_035MA,B23002D_036E,B23002D_036EA,B23002D_036M,B23002D_036MA,B23002D_037E,B23002D_037EA,B23002D_037M,B23002D_037MA,B23002D_038E,B23002D_038EA,B23002D_038M,B23002D_038MA,B23002D_039E,B23002D_039EA,B23002D_039M,B23002D_039MA,B23002D_040E,B23002D_040EA,B23002D_040M,B23002D_040MA,B23002D_041E,B23002D_041EA,B23002D_041M,B23002D_041MA,B23002D_042E,B23002D_042EA,B23002D_042M,B23002D_042MA,B23002D_043E,B23002D_043EA,B23002D_043M,B23002D_043MA,B23002D_044E,B23002D_044EA,B23002D_044M,B23002D_044MA,B23002D_045E,B23002D_045EA,B23002D_045M,B23002D_045MA,B23002D_046E,B23002D_046EA,B23002D_046M,B23002D_046MA,B23002D_047E,B23002D_047EA,B23002D_047M,B23002D_047MA,B23002D_048E,B23002D_048EA,B23002D_048M,B23002D_048MA,B23002D_049E,B23002D_049EA,B23002D_049M,B23002D_049MA,B23002D_050E,B23002D_050EA,B23002D_050M,B23002D_050MA,B23002D_051E,B23002D_051EA,B23002D_051M,B23002D_051MA,B23002D_052E,B23002D_052EA,B23002D_052M,B23002D_052MA,B23002D_053E,B23002D_053EA,B23002D_053M,B23002D_053MA,B23002D_054E,B23002D_054EA,B23002D_054M,B23002D_054MA,B23002D_055E,B23002D_055EA,B23002D_055M,B23002D_055MA,B23002D_056E,B23002D_056EA,B23002D_056M,B23002D_056MA,B23002D_057E,B23002D_057EA,B23002D_057M,B23002D_057MA,B23002D_058E,B23002D_058EA,B23002D_058M,B23002D_058MA,B23002D_059E,B23002D_059EA,B23002D_059M,B23002D_059MA,B23002D_060E,B23002D_060EA,B23002D_060M,B23002D_060MA,B23002D_061E,B23002D_061EA,B23002D_061M,B23002D_061MA,B23002D_062E,B23002D_062EA,B23002D_062M,B23002D_062MA,B23002D_063E,B23002D_063EA,B23002D_063M,B23002D_063MA,B23002D_064E,B23002D_064EA,B23002D_064M,B23002D_064MA,B23002D_065E,B23002D_065EA,B23002D_065M,B23002D_065MA,B23002D_066E,B23002D_066EA,B23002D_066M,B23002D_066MA,B23002D_067E,B23002D_067EA,B23002D_067M,B23002D_067MA,B23002D_068E,B23002D_068EA,B23002D_068M,B23002D_068MA,B23002D_069E,B23002D_069EA,B23002D_069M,B23002D_069MA,B23002D_070E,B23002D_070EA,B23002D_070M,B23002D_070MA,B23002D_071E,B23002D_071EA,B23002D_071M,B23002D_071MA,B23002D_072E,B23002D_072EA,B23002D_072M,B23002D_072MA,B23002D_073E,B23002D_073EA,B23002D_073M,B23002D_073MA,B23002D_074E,B23002D_074EA,B23002D_074M,B23002D_074MA,B23002D_075E,B23002D_075EA,B23002D_075M,B23002D_075MA,B23002D_076E,B23002D_076EA,B23002D_076M,B23002D_076MA,B23002D_077E,B23002D_077EA,B23002D_077M,B23002D_077MA,B23002D_078E,B23002D_078EA,B23002D_078M,B23002D_078MA,B23002D_079E,B23002D_079EA,B23002D_079M,B23002D_079MA,GEO_ID,NAME,state
39729,null,1767,null,18623,null,1238,null,2109,null,762,null,542,null,327,null,67,null,132,null,475,null,316,null,444,null,317,null,31,null,52,null,1567,null,723,null,1528,null,626,null,946,null,405,null,291,null,332,null,655,null,310,null,489,null,256,null,166,null,164,null,582,null,462,null,11922,null,880,null,10653,null,950,null,64,null,91,null,10589,null,952,null,10390,null,958,null,199,null,168,null,1269,null,632,null,1361,null,595,null,1243,null,574,null,0,null,273,null,1243,null,574,null,1243,null,574,null,0,null,273,null,118,null,134,null,1247,null,436,null,553,null,394,null,553,null,394,null,0,null,273,null,694,null,365,null,456,null,316,null,202,null,193,null,138,null,169,null,64,null,102,null,254,null,247,null,21106,null,1506,null,1267,null,610,null,271,null,253,null,0,null,273,null,271,null,253,null,249,null,244,null,22,null,47,null,996,null,492,null,1790,null,676,null,845,null,435,null,0,null,273,null,845,null,435,null,784,null,425,null,61,null,104,null,945,null,469,null,13179,null,1043,null,8077,null,1380,null,199,null,275,null,7878,null,1341,null,7747,null,1355,null,131,null,209,null,5102,null,1126,null,2875,null,693,null,1639,null,676,null,0,null,273,null,1639,null,676,null,1639,null,676,null,0,null,273,null,1236,null,468,null,801,null,465,null,379,null,370,null,379,null,370,null,0,null,273,null,422,null,296,null,1194,null,630,null,167,null,234,null,57,null,93,null,110,null,214,null,1027,null,556,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
133781,null,2621,null,62631,null,2315,null,3480,null,982,null,1434,null,678,null,0,null,305,null,1434,null,678,null,773,null,576,null,661,null,498,null,2046,null,713,null,7758,null,1561,null,5417,null,1636,null,249,null,327,null,5168,null,1651,null,4462,null,1502,null,706,null,511,null,2341,null,657,null,39272,null,1218,null,35652,null,1672,null,11,null,21,null,35641,null,1673,null,33202,null,1830,null,2439,null,893,null,3620,null,1354,null,5750,null,699,null,4311,null,847,null,0,null,305,null,4311,null,847,null,3946,null,820,null,365,null,271,null,1439,null,530,null,2198,null,762,null,800,null,516,null,633,null,462,null,167,null,218,null,1398,null,615,null,4173,null,804,null,1079,null,707,null,1001,null,692,null,78,null,140,null,3094,null,583,null,71150,null,1654,null,3639,null,761,null,1249,null,560,null,0,null,305,null,1249,null,560,null,883,null,483,null,366,null,331,null,2390,null,643,null,5246,null,1014,null,3480,null,919,null,0,null,305,null,3480,null,919,null,2169,null,758,null,1311,null,760,null,1766,null,587,null,44628,null,1276,null,32339,null,2163,null,71,null,117,null,32268,null,2144,null,29929,null,2161,null,2339,null,799,null,12289,null,1953,null,8965,null,631,null,4456,null,629,null,0,null,305,null,4456,null,629,null,4134,null,608,null,322,null,177,null,4509,null,812,null,1767,null,608,null,280,null,227,null,257,null,224,null,23,null,38,null,1487,null,606,null,6905,null,692,null,384,null,342,null,384,null,342,null,0,null,305,null,6521,null,767,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
3775494,null,9912,null,1779885,null,6504,null,113843,null,3141,null,22555,null,1915,null,462,null,277,null,22093,null,1879,null,13218,null,1602,null,8875,null,1266,null,91288,null,3262,null,145938,null,2429,null,87146,null,3402,null,1661,null,691,null,85485,null,3467,null,71108,null,3561,null,14377,null,1901,null,58792,null,2638,null,1053238,null,5567,null,945880,null,7356,null,7671,null,1601,null,938209,null,7545,null,867445,null,8435,null,70764,null,5109,null,107358,null,4537,null,239293,null,1471,null,180514,null,3520,null,0,null,294,null,180514,null,3520,null,165283,null,3711,null,15231,null,1603,null,58779,null,3572,null,77354,null,3467,null,27579,null,2297,null,25014,null,2216,null,2565,null,674,null,49775,null,2879,null,150219,null,3607,null,13090,null,1484,null,12238,null,1443,null,852,null,395,null,137129,null,3593,null,1995609,null,6895,null,110099,null,3186,null,23365,null,2086,null,78,null,130,null,23287,null,2092,null,16713,null,1944,null,6574,null,1112,null,86734,null,3607,null,142246,null,2466,null,83136,null,3370,null,186,null,150,null,82950,null,3374,null,73041,null,3190,null,9909,null,1601,null,59110,null,3481,null,1153162,null,4508,null,876295,null,8631,null,1376,null,583,null,874919,null,8737,null,808004,null,9501,null,66915,null,3853,null,276867,null,7772,null,281521,null,1669,null,169777,null,4261,null,0,null,294,null,169777,null,4261,null,157221,null,4231,null,12556,null,1536,null,111744,null,4182,null,87059,null,3276,null,21038,null,1877,null,19784,null,1953,null,1254,null,488,null,66021,null,3038,null,221522,null,3366,null,11059,null,1668,null,9889,null,1568,null,1170,null,529,null,210463,null,3852,null,0400000US06,California,06
102822,null,2836,null,46272,null,2048,null,2419,null,639,null,972,null,422,null,78,null,123,null,894,null,410,null,711,null,429,null,183,null,122,null,1447,null,548,null,4961,null,1032,null,3355,null,819,null,248,null,171,null,3107,null,812,null,2978,null,837,null,129,null,130,null,1606,null,715,null,30133,null,1770,null,26844,null,1810,null,300,null,363,null,26544,null,1816,null,25627,null,1886,null,917,null,545,null,3289,null,1055,null,4350,null,699,null,3260,null,734,null,0,null,279,null,3260,null,734,null,3037,null,718,null,223,null,220,null,1090,null,507,null,1335,null,455,null,550,null,326,null,550,null,326,null,0,null,279,null,785,null,382,null,3074,null,709,null,121,null,146,null,121,null,146,null,0,null,279,null,2953,null,735,null,56550,null,1895,null,3317,null,827,null,1830,null,772,null,0,null,279,null,1830,null,772,null,1626,null,712,null,204,null,223,null,1487,null,530,null,5273,null,1152,null,3261,null,588,null,55,null,91,null,3206,null,603,null,2932,null,618,null,274,null,193,null,2012,null,1019,null,34405,null,1357,null,25905,null,1735,null,126,null,154,null,25779,null,1741,null,24802,null,1719,null,977,null,496,null,8500,null,1226,null,6413,null,580,null,3315,null,688,null,0,null,279,null,3315,null,688,null,3077,null,663,null,238,null,200,null,3098,null,557,null,2049,null,584,null,402,null,272,null,370,null,267,null,32,null,59,null,1647,null,574,null,5093,null,767,null,257,null,273,null,257,null,273,null,0,null,279,null,4836,null,762,null,0400000US08,Colorado,08
96202,null,1308,null,46817,null,929,null,3594,null,837,null,1608,null,670,null,89,null,145,null,1519,null,657,null,920,null,465,null,599,null,412,null,1986,null,663,null,3921,null,897,null,2779,null,753,null,0,null,277,null,2779,null,753,null,2580,null,741,null,199,null,186,null,1142,null,687,null,31007,null,854,null,29335,null,983,null,53,null,88,null,29282,null,989,null,28085,null,1131,null,1197,null,583,null,1672,null,637,null,4943,null,441,null,4411,null,516,null,0,null,277,null,4411,null,516,null,4108,null,576,null,303,null,246,null,532,null,295,null,1163,null,446,null,573,null,327,null,334,null,248,null,239,null,230,null,590,null,369,null,2189,null,508,null,481,null,359,null,284,null,313,null,197,null,216,null,1708,null,518,null,49385,null,1087,null,4225,null,958,null,1068,null,476,null,0,null,277,null,1068,null,476,null,874,null,401,null,194,null,205,null,3157,null,855,null,3518,null,599,null,1688,null,470,null,0,null,277,null,1688,null,470,null,1583,null,455,null,105,null,112,null,1830,null,537,null,32145,null,979,null,23607,null,1675,null,0,null,277,null,23607,null,1675,null,21935,null,1680,null,1672,null,614,null,8538,null,1286,null,5564,null,624,null,3373,null,787,null,0,null,277,null,3373,null,787,null,3054,null,752,null,319,null,315,null,2191,null,850,null,1769,null,596,null,257,null,212,null,186,null,161,null,71,null,125,null,1512,null,584,null,2164,null,535,null,135,null,167,null,135,null,167,null,0,null,277,null,2029,null,532,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
353790,null,4096,null,162034,null,3110,null,12227,null,1755,null,2633,null,782,null,0,null,305,null,2633,null,782,null,1942,null,711,null,691,null,365,null,9594,null,1414,null,14723,null,1525,null,8722,null,1318,null,0,null,305,null,8722,null,1318,null,7577,null,1224,null,1145,null,453,null,6001,null,1390,null,97818,null,2099,null,90740,null,2301,null,591,null,408,null,90149,null,2329,null,84297,null,2477,null,5852,null,1489,null,7078,null,1398,null,20244,null,1201,null,16635,null,1399,null,0,null,305,null,16635,null,1399,null,15112,null,1338,null,1523,null,413,null,3609,null,835,null,6668,null,1128,null,2377,null,708,null,2316,null,696,null,61,null,91,null,4291,null,1116,null,10354,null,1172,null,1553,null,612,null,1417,null,626,null,136,null,157,null,8801,null,1223,null,191756,null,2940,null,10653,null,1794,null,3982,null,1147,null,0,null,305,null,3982,null,1147,null,2814,null,1078,null,1168,null,587,null,6671,null,1277,null,12297,null,1359,null,7967,null,1372,null,0,null,305,null,7967,null,1372,null,7247,null,1330,null,720,null,429,null,4330,null,879,null,118603,null,2297,null,86394,null,3470,null,320,null,223,null,86074,null,3468,null,79450,null,3215,null,6624,null,1386,null,32209,null,2763,null,25741,null,1312,null,15228,null,1528,null,0,null,305,null,15228,null,1528,null,13635,null,1610,null,1593,null,512,null,10513,null,1495,null,8732,null,1197,null,2067,null,668,null,1880,null,649,null,187,null,244,null,6665,null,1124,null,15730,null,1528,null,1420,null,601,null,1239,null,545,null,181,null,177,null,14310,null,1380,null,0400000US12,Florida,12
