B07404E_001E,B07404E_001EA,B07404E_001M,B07404E_001MA,B07404E_002E,B07404E_002EA,B07404E_002M,B07404E_002MA,B07404E_003E,B07404E_003EA,B07404E_003M,B07404E_003MA,B07404E_004E,B07404E_004EA,B07404E_004M,B07404E_004MA,B07404E_005E,B07404E_005EA,B07404E_005M,B07404E_005MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
5238,null,941,null,2902,null,969,null,2107,null,1122,null,45,null,82,null,184,null,265,null,0400000US02,Alaska,02
11498,null,2493,null,9412,null,2489,null,967,null,825,null,0,null,271,null,1119,null,722,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
135363,null,5140,null,108002,null,6254,null,20404,null,4153,null,4855,null,1213,null,2102,null,1080,null,0400000US06,California,06
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US08,Colorado,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US12,Florida,12
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US13,Georgia,13
114395,null,4526,null,96021,null,4505,null,14256,null,3404,null,685,null,406,null,3433,null,1570,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US17,Illinois,17
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US18,Indiana,18
