B14007D_001E,B14007D_001EA,B14007D_001M,B14007D_001MA,B14007D_002E,B14007D_002EA,B14007D_002M,B14007D_002MA,B14007D_003E,B14007D_003EA,B14007D_003M,B14007D_003MA,B14007D_004E,B14007D_004EA,B14007D_004M,B14007D_004MA,B14007D_005E,B14007D_005EA,B14007D_005M,B14007D_005MA,B14007D_006E,B14007D_006EA,B14007D_006M,B14007D_006MA,B14007D_007E,B14007D_007EA,B14007D_007M,B14007D_007MA,B14007D_008E,B14007D_008EA,B14007D_008M,B14007D_008MA,B14007D_009E,B14007D_009EA,B14007D_009M,B14007D_009MA,B14007D_010E,B14007D_010EA,B14007D_010M,B14007D_010MA,B14007D_011E,B14007D_011EA,B14007D_011M,B14007D_011MA,B14007D_012E,B14007D_012EA,B14007D_012M,B14007D_012MA,B14007D_013E,B14007D_013EA,B14007D_013M,B14007D_013MA,B14007D_014E,B14007D_014EA,B14007D_014M,B14007D_014MA,B14007D_015E,B14007D_015EA,B14007D_015M,B14007D_015MA,B14007D_016E,B14007D_016EA,B14007D_016M,B14007D_016MA,B14007D_017E,B14007D_017EA,B14007D_017M,B14007D_017MA,B14007D_018E,B14007D_018EA,B14007D_018M,B14007D_018MA,B14007D_019E,B14007D_019EA,B14007D_019M,B14007D_019MA,GEO_ID,NAME,state
49441,null,2150,null,18171,null,2121,null,1726,null,719,null,983,null,477,null,978,null,440,null,1128,null,650,null,965,null,461,null,436,null,248,null,280,null,192,null,939,null,727,null,416,null,239,null,624,null,339,null,221,null,261,null,359,null,268,null,1572,null,611,null,375,null,229,null,4504,null,1166,null,2665,null,850,null,31270,null,1946,null,0400000US01,Alabama,01
32338,null,1666,null,7243,null,1038,null,77,null,105,null,198,null,160,null,441,null,271,null,674,null,323,null,496,null,304,null,161,null,158,null,706,null,344,null,121,null,110,null,452,null,232,null,652,null,338,null,345,null,314,null,95,null,153,null,948,null,408,null,444,null,277,null,1116,null,526,null,317,null,277,null,25095,null,1285,null,0400000US02,Alaska,02
160363,null,3756,null,44987,null,2995,null,2537,null,969,null,1905,null,664,null,1052,null,493,null,1641,null,557,null,1848,null,660,null,2301,null,707,null,2173,null,773,null,3246,null,1118,null,2556,null,868,null,1607,null,709,null,2223,null,765,null,1523,null,444,null,1658,null,582,null,1592,null,600,null,10840,null,1728,null,6285,null,1695,null,115376,null,2964,null,0400000US04,Arizona,04
29853,null,2349,null,10061,null,1661,null,787,null,496,null,449,null,327,null,202,null,201,null,379,null,233,null,285,null,259,null,417,null,370,null,221,null,261,null,394,null,300,null,580,null,400,null,210,null,207,null,183,null,191,null,563,null,296,null,293,null,252,null,463,null,331,null,3573,null,1097,null,1062,null,655,null,19792,null,1905,null,0400000US05,Arkansas,05
4460988,null,12330,null,1253693,null,14663,null,68026,null,3869,null,54657,null,3855,null,48414,null,3962,null,52858,null,3486,null,52856,null,3343,null,49173,null,3539,null,49894,null,4086,null,54216,null,3787,null,50017,null,3726,null,59906,null,3702,null,52248,null,3906,null,54979,null,3405,null,53117,null,2985,null,63302,null,3628,null,387385,null,9156,null,102645,null,6116,null,3207295,null,12051,null,0400000US06,California,06
126127,null,3608,null,39083,null,2719,null,2692,null,681,null,1160,null,489,null,2329,null,719,null,2123,null,678,null,1942,null,628,null,1815,null,609,null,1563,null,583,null,1242,null,530,null,1832,null,782,null,1700,null,715,null,1863,null,547,null,973,null,401,null,1615,null,537,null,1925,null,885,null,10336,null,1610,null,3973,null,1046,null,87044,null,2958,null,0400000US08,Colorado,08
117607,null,2193,null,38038,null,2540,null,2436,null,616,null,2260,null,700,null,2198,null,630,null,1706,null,462,null,1950,null,747,null,1297,null,463,null,1462,null,480,null,1197,null,534,null,1507,null,603,null,1592,null,588,null,1704,null,547,null,798,null,405,null,1587,null,528,null,1684,null,459,null,9863,null,1304,null,4797,null,1238,null,79569,null,2040,null,0400000US09,Connecticut,09
25915,null,1055,null,7793,null,824,null,818,null,846,null,509,null,424,null,578,null,409,null,263,null,222,null,270,null,221,null,591,null,303,null,69,null,123,null,266,null,310,null,502,null,358,null,343,null,250,null,427,null,355,null,90,null,144,null,423,null,351,null,214,null,197,null,973,null,320,null,1457,null,603,null,18122,null,766,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
425923,null,6398,null,121350,null,5677,null,7112,null,1326,null,8283,null,1553,null,4367,null,993,null,6757,null,1386,null,6231,null,1535,null,4934,null,1421,null,5175,null,1221,null,3962,null,1029,null,6587,null,1380,null,5449,null,1240,null,3742,null,980,null,4717,null,1084,null,5366,null,1136,null,6640,null,1383,null,31727,null,3279,null,10301,null,1810,null,304573,null,4569,null,0400000US12,Florida,12
278881,null,4288,null,89666,null,3584,null,6016,null,1000,null,4774,null,1111,null,4372,null,998,null,4689,null,1081,null,4288,null,978,null,3883,null,885,null,3379,null,909,null,4243,null,988,null,3849,null,1018,null,3070,null,807,null,3788,null,1055,null,2784,null,807,null,5308,null,1261,null,4574,null,1158,null,21456,null,2346,null,9193,null,1565,null,189215,null,3988,null,0400000US13,Georgia,13
468949,null,9777,null,85705,null,4897,null,4896,null,1049,null,3638,null,965,null,2622,null,830,null,2173,null,753,null,2966,null,692,null,3011,null,701,null,3864,null,892,null,4220,null,873,null,3476,null,837,null,4537,null,1001,null,5387,null,1102,null,4406,null,896,null,4264,null,885,null,6776,null,1482,null,24527,null,2153,null,4942,null,1371,null,383244,null,7398,null,0400000US15,Hawaii,15
16658,null,1446,null,4943,null,1151,null,455,null,339,null,219,null,174,null,53,null,92,null,111,null,98,null,362,null,315,null,108,null,108,null,168,null,163,null,266,null,247,null,179,null,185,null,587,null,328,null,98,null,125,null,177,null,141,null,304,null,282,null,103,null,159,null,1466,null,611,null,287,null,252,null,11715,null,1071,null,0400000US16,Idaho,16
