B24010G_001E,B24010G_001EA,B24010G_001M,B24010G_001MA,B24010G_002E,B24010G_002EA,B24010G_002M,B24010G_002MA,B24010G_003E,B24010G_003EA,B24010G_003M,B24010G_003MA,B24010G_004E,B24010G_004EA,B24010G_004M,B24010G_004MA,B24010G_005E,B24010G_005EA,B24010G_005M,B24010G_005MA,B24010G_006E,B24010G_006EA,B24010G_006M,B24010G_006MA,B24010G_007E,B24010G_007EA,B24010G_007M,B24010G_007MA,B24010G_008E,B24010G_008EA,B24010G_008M,B24010G_008MA,B24010G_009E,B24010G_009EA,B24010G_009M,B24010G_009MA,B24010G_010E,B24010G_010EA,B24010G_010M,B24010G_010MA,B24010G_011E,B24010G_011EA,B24010G_011M,B24010G_011MA,B24010G_012E,B24010G_012EA,B24010G_012M,B24010G_012MA,B24010G_013E,B24010G_013EA,B24010G_013M,B24010G_013MA,B24010G_014E,B24010G_014EA,B24010G_014M,B24010G_014MA,B24010G_015E,B24010G_015EA,B24010G_015M,B24010G_015MA,B24010G_016E,B24010G_016EA,B24010G_016M,B24010G_016MA,B24010G_017E,B24010G_017EA,B24010G_017M,B24010G_017MA,B24010G_018E,B24010G_018EA,B24010G_018M,B24010G_018MA,B24010G_019E,B24010G_019EA,B24010G_019M,B24010G_019MA,B24010G_020E,B24010G_020EA,B24010G_020M,B24010G_020MA,B24010G_021E,B24010G_021EA,B24010G_021M,B24010G_021MA,B24010G_022E,B24010G_022EA,B24010G_022M,B24010G_022MA,B24010G_023E,B24010G_023EA,B24010G_023M,B24010G_023MA,B24010G_024E,B24010G_024EA,B24010G_024M,B24010G_024MA,B24010G_025E,B24010G_025EA,B24010G_025M,B24010G_025MA,B24010G_026E,B24010G_026EA,B24010G_026M,B24010G_026MA,B24010G_027E,B24010G_027EA,B24010G_027M,B24010G_027MA,B24010G_028E,B24010G_028EA,B24010G_028M,B24010G_028MA,B24010G_029E,B24010G_029EA,B24010G_029M,B24010G_029MA,B24010G_030E,B24010G_030EA,B24010G_030M,B24010G_030MA,B24010G_031E,B24010G_031EA,B24010G_031M,B24010G_031MA,B24010G_032E,B24010G_032EA,B24010G_032M,B24010G_032MA,B24010G_033E,B24010G_033EA,B24010G_033M,B24010G_033MA,B24010G_034E,B24010G_034EA,B24010G_034M,B24010G_034MA,B24010G_035E,B24010G_035EA,B24010G_035M,B24010G_035MA,B24010G_036E,B24010G_036EA,B24010G_036M,B24010G_036MA,B24010G_037E,B24010G_037EA,B24010G_037M,B24010G_037MA,B24010G_038E,B24010G_038EA,B24010G_038M,B24010G_038MA,B24010G_039E,B24010G_039EA,B24010G_039M,B24010G_039MA,B24010G_040E,B24010G_040EA,B24010G_040M,B24010G_040MA,B24010G_041E,B24010G_041EA,B24010G_041M,B24010G_041MA,B24010G_042E,B24010G_042EA,B24010G_042M,B24010G_042MA,B24010G_043E,B24010G_043EA,B24010G_043M,B24010G_043MA,B24010G_044E,B24010G_044EA,B24010G_044M,B24010G_044MA,B24010G_045E,B24010G_045EA,B24010G_045M,B24010G_045MA,B24010G_046E,B24010G_046EA,B24010G_046M,B24010G_046MA,B24010G_047E,B24010G_047EA,B24010G_047M,B24010G_047MA,B24010G_048E,B24010G_048EA,B24010G_048M,B24010G_048MA,B24010G_049E,B24010G_049EA,B24010G_049M,B24010G_049MA,B24010G_050E,B24010G_050EA,B24010G_050M,B24010G_050MA,B24010G_051E,B24010G_051EA,B24010G_051M,B24010G_051MA,B24010G_052E,B24010G_052EA,B24010G_052M,B24010G_052MA,B24010G_053E,B24010G_053EA,B24010G_053M,B24010G_053MA,B24010G_054E,B24010G_054EA,B24010G_054M,B24010G_054MA,B24010G_055E,B24010G_055EA,B24010G_055M,B24010G_055MA,B24010G_056E,B24010G_056EA,B24010G_056M,B24010G_056MA,B24010G_057E,B24010G_057EA,B24010G_057M,B24010G_057MA,B24010G_058E,B24010G_058EA,B24010G_058M,B24010G_058MA,B24010G_059E,B24010G_059EA,B24010G_059M,B24010G_059MA,B24010G_060E,B24010G_060EA,B24010G_060M,B24010G_060MA,B24010G_061E,B24010G_061EA,B24010G_061M,B24010G_061MA,B24010G_062E,B24010G_062EA,B24010G_062M,B24010G_062MA,B24010G_063E,B24010G_063EA,B24010G_063M,B24010G_063MA,GEO_ID,NAME,state
16262,null,2310,null,8361,null,1714,null,1674,null,566,null,691,null,324,null,378,null,230,null,23,null,45,null,290,null,233,null,983,null,449,null,170,null,172,null,158,null,158,null,0,null,273,null,46,null,73,null,118,null,189,null,358,null,223,null,77,null,141,null,56,null,105,null,1571,null,745,null,0,null,273,null,108,null,103,null,677,null,557,null,629,null,445,null,157,null,159,null,1747,null,753,null,1383,null,692,null,364,null,262,null,0,null,273,null,1125,null,479,null,701,null,403,null,424,null,249,null,2244,null,728,null,985,null,405,null,1259,null,627,null,7901,null,1312,null,3013,null,862,null,1134,null,623,null,932,null,584,null,0,null,273,null,202,null,168,null,1879,null,530,null,0,null,273,null,210,null,208,null,223,null,260,null,179,null,159,null,67,null,97,null,586,null,293,null,93,null,114,null,521,null,288,null,1662,null,550,null,285,null,221,null,42,null,73,null,583,null,306,null,279,null,251,null,473,null,300,null,2506,null,676,null,830,null,395,null,1676,null,526,null,0,null,273,null,103,null,145,null,0,null,273,null,103,null,145,null,617,null,311,null,378,null,252,null,239,null,194,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
51449,null,4493,null,22874,null,3126,null,5775,null,1422,null,2389,null,1114,null,1808,null,988,null,41,null,68,null,540,null,263,null,3386,null,917,null,556,null,358,null,361,null,308,null,288,null,295,null,270,null,241,null,97,null,156,null,1204,null,526,null,402,null,332,null,208,null,215,null,3674,null,1109,null,330,null,356,null,651,null,359,null,1170,null,643,null,1235,null,632,null,288,null,267,null,5680,null,1553,null,2970,null,1134,null,2710,null,1079,null,54,null,91,null,3635,null,1235,null,2265,null,1042,null,1370,null,581,null,4056,null,1224,null,1833,null,849,null,2223,null,866,null,28575,null,3619,null,8631,null,1902,null,2806,null,926,null,1668,null,731,null,0,null,305,null,1138,null,558,null,5825,null,1535,null,310,null,430,null,105,null,123,null,94,null,109,null,718,null,399,null,51,null,85,null,2432,null,904,null,854,null,497,null,1261,null,633,null,8874,null,1798,null,1732,null,807,null,440,null,365,null,2349,null,954,null,662,null,376,null,3691,null,1103,null,10141,null,2017,null,4182,null,1293,null,5959,null,1408,null,0,null,305,null,0,null,305,null,0,null,305,null,0,null,305,null,929,null,459,null,455,null,262,null,474,null,375,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
453994,null,13400,null,226959,null,8481,null,76885,null,4902,null,33628,null,3494,null,24122,null,2823,null,422,null,271,null,9084,null,1976,null,43257,null,3336,null,7862,null,1353,null,6915,null,1221,null,3031,null,736,null,2049,null,648,null,1898,null,629,null,9344,null,1746,null,6995,null,1485,null,5163,null,1157,null,37419,null,3685,null,1250,null,509,null,8164,null,1422,null,13271,null,2559,null,8514,null,1513,null,6220,null,1230,null,47712,null,3729,null,25453,null,2511,null,22259,null,2277,null,2423,null,734,null,28343,null,2697,null,17666,null,2427,null,10677,null,1780,null,34177,null,3198,null,12728,null,1898,null,21449,null,2537,null,227035,null,7832,null,84518,null,4630,null,27219,null,2798,null,16355,null,2369,null,148,null,173,null,10716,null,1495,null,57299,null,3490,null,3420,null,1044,null,2215,null,975,null,2099,null,604,null,5647,null,1138,null,3854,null,906,null,17847,null,2078,null,8085,null,1942,null,14132,null,2126,null,51326,null,4191,null,7970,null,1545,null,3469,null,1064,null,15228,null,2405,null,6343,null,1149,null,18316,null,2268,null,80565,null,5229,null,30927,null,3205,null,49638,null,3954,null,424,null,267,null,1406,null,599,null,356,null,257,null,1050,null,509,null,8796,null,1612,null,4184,null,1210,null,4612,null,1189,null,0400000US06,California,06
51956,null,4138,null,25749,null,2825,null,7542,null,1488,null,4289,null,1123,null,3134,null,870,null,85,null,144,null,1070,null,542,null,3253,null,924,null,1317,null,571,null,288,null,219,null,92,null,111,null,103,null,153,null,118,null,143,null,489,null,291,null,401,null,291,null,445,null,342,null,4932,null,1421,null,251,null,364,null,712,null,354,null,2046,null,856,null,656,null,376,null,1267,null,817,null,4404,null,1225,null,1915,null,773,null,2489,null,991,null,339,null,283,null,4970,null,1445,null,3580,null,1295,null,1390,null,656,null,3562,null,869,null,1329,null,643,null,2233,null,697,null,26207,null,2638,null,10179,null,1583,null,3081,null,780,null,1413,null,503,null,23,null,41,null,1645,null,620,null,7098,null,1412,null,257,null,211,null,374,null,307,null,109,null,126,null,1287,null,696,null,875,null,577,null,1755,null,582,null,408,null,282,null,2033,null,856,null,6799,null,1427,null,1292,null,716,null,217,null,222,null,2567,null,873,null,971,null,575,null,1752,null,684,null,8045,null,1504,null,3369,null,1018,null,4676,null,1137,null,85,null,82,null,257,null,243,null,225,null,239,null,32,null,53,null,842,null,386,null,431,null,240,null,411,null,314,null,0400000US08,Colorado,08
23593,null,2500,null,9390,null,1471,null,2670,null,730,null,1056,null,414,null,835,null,370,null,0,null,277,null,221,null,177,null,1614,null,674,null,360,null,309,null,166,null,175,null,174,null,234,null,52,null,90,null,245,null,293,null,222,null,244,null,221,null,175,null,174,null,223,null,2208,null,904,null,102,null,167,null,211,null,256,null,813,null,523,null,841,null,715,null,241,null,284,null,1531,null,594,null,848,null,503,null,683,null,349,null,77,null,112,null,1352,null,665,null,1093,null,631,null,259,null,223,null,1552,null,603,null,689,null,341,null,863,null,484,null,14203,null,1871,null,3804,null,1044,null,1426,null,629,null,871,null,410,null,0,null,277,null,555,null,435,null,2378,null,732,null,0,null,277,null,55,null,91,null,350,null,270,null,85,null,98,null,308,null,387,null,682,null,307,null,205,null,175,null,693,null,474,null,4602,null,1055,null,1019,null,549,null,618,null,467,null,1601,null,665,null,266,null,196,null,1098,null,620,null,5063,null,1152,null,2475,null,821,null,2588,null,819,null,0,null,277,null,0,null,277,null,0,null,277,null,0,null,277,null,734,null,377,null,594,null,326,null,140,null,218,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
114333,null,7090,null,55898,null,4451,null,16085,null,2367,null,7387,null,1628,null,5875,null,1547,null,43,null,71,null,1469,null,589,null,8698,null,1574,null,1658,null,796,null,895,null,434,null,267,null,195,null,1115,null,508,null,485,null,333,null,1658,null,654,null,1036,null,612,null,1584,null,604,null,10689,null,1846,null,382,null,265,null,1886,null,672,null,5084,null,1527,null,1854,null,732,null,1483,null,581,null,12472,null,1947,null,7619,null,1515,null,4853,null,1356,null,283,null,283,null,9657,null,2256,null,4911,null,1581,null,4746,null,1175,null,6712,null,1458,null,1273,null,530,null,5439,null,1292,null,58435,null,4125,null,19625,null,2297,null,6078,null,1288,null,3306,null,936,null,0,null,305,null,2772,null,935,null,13547,null,1778,null,792,null,433,null,482,null,319,null,559,null,419,null,1199,null,548,null,717,null,313,null,4985,null,1313,null,1172,null,518,null,3641,null,925,null,12886,null,1946,null,2528,null,783,null,940,null,451,null,3522,null,970,null,2628,null,900,null,3268,null,944,null,23093,null,2496,null,9418,null,1858,null,13675,null,1794,null,142,null,176,null,233,null,231,null,233,null,231,null,0,null,305,null,2456,null,802,null,1505,null,611,null,951,null,493,null,0400000US12,Florida,12
