B23002E_001E,B23002E_001EA,B23002E_001M,B23002E_001MA,B23002E_002E,B23002E_002EA,B23002E_002M,B23002E_002MA,B23002E_003E,B23002E_003EA,B23002E_003M,B23002E_003MA,B23002E_004E,B23002E_004EA,B23002E_004M,B23002E_004MA,B23002E_005E,B23002E_005EA,B23002E_005M,B23002E_005MA,B23002E_006E,B23002E_006EA,B23002E_006M,B23002E_006MA,B23002E_007E,B23002E_007EA,B23002E_007M,B23002E_007MA,B23002E_008E,B23002E_008EA,B23002E_008M,B23002E_008MA,B23002E_009E,B23002E_009EA,B23002E_009M,B23002E_009MA,B23002E_010E,B23002E_010EA,B23002E_010M,B23002E_010MA,B23002E_011E,B23002E_011EA,B23002E_011M,B23002E_011MA,B23002E_012E,B23002E_012EA,B23002E_012M,B23002E_012MA,B23002E_013E,B23002E_013EA,B23002E_013M,B23002E_013MA,B23002E_014E,B23002E_014EA,B23002E_014M,B23002E_014MA,B23002E_015E,B23002E_015EA,B23002E_015M,B23002E_015MA,B23002E_016E,B23002E_016EA,B23002E_016M,B23002E_016MA,B23002E_017E,B23002E_017EA,B23002E_017M,B23002E_017MA,B23002E_018E,B23002E_018EA,B23002E_018M,B23002E_018MA,B23002E_019E,B23002E_019EA,B23002E_019M,B23002E_019MA,B23002E_020E,B23002E_020EA,B23002E_020M,B23002E_020MA,B23002E_021E,B23002E_021EA,B23002E_021M,B23002E_021MA,B23002E_022E,B23002E_022EA,B23002E_022M,B23002E_022MA,B23002E_023E,B23002E_023EA,B23002E_023M,B23002E_023MA,B23002E_024E,B23002E_024EA,B23002E_024M,B23002E_024MA,B23002E_025E,B23002E_025EA,B23002E_025M,B23002E_025MA,B23002E_026E,B23002E_026EA,B23002E_026M,B23002E_026MA,B23002E_027E,B23002E_027EA,B23002E_027M,B23002E_027MA,B23002E_028E,B23002E_028EA,B23002E_028M,B23002E_028MA,B23002E_029E,B23002E_029EA,B23002E_029M,B23002E_029MA,B23002E_030E,B23002E_030EA,B23002E_030M,B23002E_030MA,B23002E_031E,B23002E_031EA,B23002E_031M,B23002E_031MA,B23002E_032E,B23002E_032EA,B23002E_032M,B23002E_032MA,B23002E_033E,B23002E_033EA,B23002E_033M,B23002E_033MA,B23002E_034E,B23002E_034EA,B23002E_034M,B23002E_034MA,B23002E_035E,B23002E_035EA,B23002E_035M,B23002E_035MA,B23002E_036E,B23002E_036EA,B23002E_036M,B23002E_036MA,B23002E_037E,B23002E_037EA,B23002E_037M,B23002E_037MA,B23002E_038E,B23002E_038EA,B23002E_038M,B23002E_038MA,B23002E_039E,B23002E_039EA,B23002E_039M,B23002E_039MA,B23002E_040E,B23002E_040EA,B23002E_040M,B23002E_040MA,B23002E_041E,B23002E_041EA,B23002E_041M,B23002E_041MA,B23002E_042E,B23002E_042EA,B23002E_042M,B23002E_042MA,B23002E_043E,B23002E_043EA,B23002E_043M,B23002E_043MA,B23002E_044E,B23002E_044EA,B23002E_044M,B23002E_044MA,B23002E_045E,B23002E_045EA,B23002E_045M,B23002E_045MA,B23002E_046E,B23002E_046EA,B23002E_046M,B23002E_046MA,B23002E_047E,B23002E_047EA,B23002E_047M,B23002E_047MA,B23002E_048E,B23002E_048EA,B23002E_048M,B23002E_048MA,B23002E_049E,B23002E_049EA,B23002E_049M,B23002E_049MA,B23002E_050E,B23002E_050EA,B23002E_050M,B23002E_050MA,B23002E_051E,B23002E_051EA,B23002E_051M,B23002E_051MA,B23002E_052E,B23002E_052EA,B23002E_052M,B23002E_052MA,B23002E_053E,B23002E_053EA,B23002E_053M,B23002E_053MA,B23002E_054E,B23002E_054EA,B23002E_054M,B23002E_054MA,B23002E_055E,B23002E_055EA,B23002E_055M,B23002E_055MA,B23002E_056E,B23002E_056EA,B23002E_056M,B23002E_056MA,B23002E_057E,B23002E_057EA,B23002E_057M,B23002E_057MA,B23002E_058E,B23002E_058EA,B23002E_058M,B23002E_058MA,B23002E_059E,B23002E_059EA,B23002E_059M,B23002E_059MA,B23002E_060E,B23002E_060EA,B23002E_060M,B23002E_060MA,B23002E_061E,B23002E_061EA,B23002E_061M,B23002E_061MA,B23002E_062E,B23002E_062EA,B23002E_062M,B23002E_062MA,B23002E_063E,B23002E_063EA,B23002E_063M,B23002E_063MA,B23002E_064E,B23002E_064EA,B23002E_064M,B23002E_064MA,B23002E_065E,B23002E_065EA,B23002E_065M,B23002E_065MA,B23002E_066E,B23002E_066EA,B23002E_066M,B23002E_066MA,B23002E_067E,B23002E_067EA,B23002E_067M,B23002E_067MA,B23002E_068E,B23002E_068EA,B23002E_068M,B23002E_068MA,B23002E_069E,B23002E_069EA,B23002E_069M,B23002E_069MA,B23002E_070E,B23002E_070EA,B23002E_070M,B23002E_070MA,B23002E_071E,B23002E_071EA,B23002E_071M,B23002E_071MA,B23002E_072E,B23002E_072EA,B23002E_072M,B23002E_072MA,B23002E_073E,B23002E_073EA,B23002E_073M,B23002E_073MA,B23002E_074E,B23002E_074EA,B23002E_074M,B23002E_074MA,B23002E_075E,B23002E_075EA,B23002E_075M,B23002E_075MA,B23002E_076E,B23002E_076EA,B23002E_076M,B23002E_076MA,B23002E_077E,B23002E_077EA,B23002E_077M,B23002E_077MA,B23002E_078E,B23002E_078EA,B23002E_078M,B23002E_078MA,B23002E_079E,B23002E_079EA,B23002E_079M,B23002E_079MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
108579,null,3675,null,54312,null,2575,null,4408,null,1000,null,977,null,562,null,0,null,294,null,977,null,562,null,635,null,424,null,342,null,404,null,3431,null,868,null,6032,null,1217,null,4427,null,1185,null,348,null,238,null,4079,null,1177,null,3122,null,1145,null,957,null,630,null,1605,null,631,null,32573,null,1705,null,28207,null,1903,null,902,null,573,null,27305,null,1859,null,24136,null,1898,null,3169,null,865,null,4366,null,1303,null,7258,null,1277,null,5361,null,1237,null,0,null,294,null,5361,null,1237,null,4751,null,1171,null,610,null,473,null,1897,null,646,null,1377,null,613,null,352,null,323,null,352,null,323,null,0,null,294,null,1025,null,508,null,2664,null,822,null,489,null,476,null,489,null,476,null,0,null,294,null,2175,null,673,null,54267,null,2320,null,4504,null,1024,null,1791,null,753,null,55,null,91,null,1736,null,757,null,868,null,528,null,868,null,480,null,2713,null,714,null,5549,null,1294,null,4150,null,1149,null,119,null,151,null,4031,null,1137,null,2988,null,964,null,1043,null,601,null,1399,null,620,null,32741,null,2189,null,25679,null,2358,null,176,null,236,null,25503,null,2403,null,21970,null,2412,null,3533,null,1097,null,7062,null,1546,null,6999,null,1077,null,3157,null,855,null,0,null,294,null,3157,null,855,null,2737,null,755,null,420,null,306,null,3842,null,975,null,988,null,491,null,415,null,354,null,123,null,122,null,292,null,338,null,573,null,268,null,3486,null,1000,null,296,null,259,null,233,null,252,null,63,null,107,null,3190,null,1013,null,0400000US06,California,06
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US08,Colorado,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US12,Florida,12
