B14007E_001E,B14007E_001EA,B14007E_001M,B14007E_001MA,B14007E_002E,B14007E_002EA,B14007E_002M,B14007E_002MA,B14007E_003E,B14007E_003EA,B14007E_003M,B14007E_003MA,B14007E_004E,B14007E_004EA,B14007E_004M,B14007E_004MA,B14007E_005E,B14007E_005EA,B14007E_005M,B14007E_005MA,B14007E_006E,B14007E_006EA,B14007E_006M,B14007E_006MA,B14007E_007E,B14007E_007EA,B14007E_007M,B14007E_007MA,B14007E_008E,B14007E_008EA,B14007E_008M,B14007E_008MA,B14007E_009E,B14007E_009EA,B14007E_009M,B14007E_009MA,B14007E_010E,B14007E_010EA,B14007E_010M,B14007E_010MA,B14007E_011E,B14007E_011EA,B14007E_011M,B14007E_011MA,B14007E_012E,B14007E_012EA,B14007E_012M,B14007E_012MA,B14007E_013E,B14007E_013EA,B14007E_013M,B14007E_013MA,B14007E_014E,B14007E_014EA,B14007E_014M,B14007E_014MA,B14007E_015E,B14007E_015EA,B14007E_015M,B14007E_015MA,B14007E_016E,B14007E_016EA,B14007E_016M,B14007E_016MA,B14007E_017E,B14007E_017EA,B14007E_017M,B14007E_017MA,B14007E_018E,B14007E_018EA,B14007E_018M,B14007E_018MA,B14007E_019E,B14007E_019EA,B14007E_019M,B14007E_019MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
132358,null,4826,null,39618,null,3154,null,1760,null,720,null,2202,null,723,null,2578,null,912,null,1887,null,693,null,1518,null,701,null,1238,null,464,null,2181,null,916,null,1240,null,574,null,2672,null,612,null,1978,null,717,null,1677,null,747,null,1996,null,725,null,2058,null,653,null,3249,null,882,null,9985,null,1532,null,1399,null,603,null,92740,null,3622,null,0400000US06,California,06
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US08,Colorado,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US12,Florida,12
