B11002F_001E,B11002F_001EA,B11002F_001M,B11002F_001MA,B11002F_002E,B11002F_002EA,B11002F_002M,B11002F_002MA,B11002F_003E,B11002F_003EA,B11002F_003M,B11002F_003MA,B11002F_004E,B11002F_004EA,B11002F_004M,B11002F_004MA,B11002F_005E,B11002F_005EA,B11002F_005M,B11002F_005MA,B11002F_006E,B11002F_006EA,B11002F_006M,B11002F_006MA,B11002F_007E,B11002F_007EA,B11002F_007M,B11002F_007MA,B11002F_008E,B11002F_008EA,B11002F_008M,B11002F_008MA,B11002F_009E,B11002F_009EA,B11002F_009M,B11002F_009MA,B11002F_010E,B11002F_010EA,B11002F_010M,B11002F_010MA,B11002F_011E,B11002F_011EA,B11002F_011M,B11002F_011MA,B11002F_012E,B11002F_012EA,B11002F_012M,B11002F_012MA,GEO_ID,NAME,state
41948,null,5726,null,35026,null,5251,null,23395,null,4895,null,23202,null,4856,null,193,null,187,null,6351,null,1684,null,5227,null,1463,null,1124,null,503,null,5280,null,2047,null,4948,null,1916,null,332,null,297,null,6922,null,2282,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
405591,null,22084,null,379383,null,22164,null,259856,null,20012,null,257189,null,19891,null,2667,null,1364,null,38790,null,8008,null,33492,null,6926,null,5298,null,1743,null,80737,null,9525,null,75939,null,8965,null,4798,null,1419,null,26208,null,4212,null,0400000US04,Arizona,04
62024,null,6072,null,59474,null,6021,null,44970,null,5607,null,44580,null,5567,null,390,null,457,null,6197,null,2383,null,5635,null,2216,null,562,null,435,null,8307,null,3185,null,7694,null,2895,null,613,null,573,null,2550,null,919,null,0400000US05,Arkansas,05
5061870,null,71439,null,4727925,null,73431,null,2995912,null,64893,null,2937640,null,63216,null,58272,null,6405,null,623325,null,29202,null,531929,null,24127,null,91396,null,8091,null,1108688,null,42011,null,1000619,null,36272,null,108069,null,9740,null,333945,null,18858,null,0400000US06,California,06
223538,null,15621,null,206080,null,15348,null,142379,null,11671,null,139981,null,11643,null,2398,null,1534,null,19188,null,6113,null,17456,null,5678,null,1732,null,780,null,44513,null,7328,null,41921,null,6890,null,2592,null,1155,null,17458,null,2740,null,0400000US08,Colorado,08
179910,null,12144,null,159128,null,12198,null,84083,null,10098,null,81842,null,9861,null,2241,null,1140,null,13018,null,4069,null,10131,null,3050,null,2887,null,1416,null,62027,null,8473,null,56974,null,7963,null,5053,null,1480,null,20782,null,3455,null,0400000US09,Connecticut,09
15358,null,3315,null,12098,null,3107,null,8747,null,2681,null,8642,null,2674,null,105,null,153,null,692,null,593,null,589,null,533,null,103,null,87,null,2659,null,1413,null,2116,null,1140,null,543,null,497,null,3260,null,1525,null,0400000US10,Delaware,10
17661,null,3931,null,14534,null,4159,null,8486,null,3417,null,8020,null,3260,null,466,null,760,null,1246,null,934,null,1144,null,866,null,102,null,124,null,4802,null,2344,null,4742,null,2323,null,60,null,99,null,3127,null,1148,null,0400000US11,District of Columbia,11
494215,null,27378,null,435326,null,24489,null,275896,null,18344,null,272520,null,18076,null,3376,null,1614,null,52104,null,9369,null,43569,null,7619,null,8535,null,2683,null,107326,null,11612,null,97626,null,10278,null,9700,null,2660,null,58889,null,7546,null,0400000US12,Florida,12
306920,null,18429,null,275526,null,18027,null,178919,null,15714,null,174922,null,15330,null,3997,null,1760,null,47574,null,8957,null,36957,null,6710,null,10617,null,3445,null,49033,null,10320,null,44829,null,9372,null,4204,null,1792,null,31394,null,5896,null,0400000US13,Georgia,13
13125,null,3268,null,11661,null,3257,null,8076,null,3013,null,7936,null,2951,null,140,null,227,null,1433,null,1127,null,945,null,781,null,488,null,457,null,2152,null,1215,null,2108,null,1231,null,44,null,81,null,1464,null,828,null,0400000US15,Hawaii,15
27295,null,4243,null,25826,null,4336,null,21814,null,4345,null,21703,null,4344,null,111,null,197,null,1619,null,1234,null,1434,null,1172,null,185,null,177,null,2393,null,1427,null,2182,null,1282,null,211,null,226,null,1469,null,668,null,0400000US16,Idaho,16
839420,null,24922,null,785365,null,26235,null,532742,null,23876,null,526686,null,23365,null,6056,null,1968,null,99177,null,11955,null,85735,null,10963,null,13442,null,2557,null,153446,null,16304,null,143479,null,14993,null,9967,null,2220,null,54055,null,8407,null,0400000US17,Illinois,17
127314,null,9619,null,116076,null,9225,null,71813,null,9625,null,71325,null,9576,null,488,null,402,null,19430,null,4726,null,16221,null,3933,null,3209,null,1047,null,24833,null,5639,null,23211,null,5342,null,1622,null,711,null,11238,null,3071,null,0400000US18,Indiana,18
41915,null,4864,null,37464,null,4766,null,22081,null,4617,null,21531,null,4504,null,550,null,406,null,7724,null,3062,null,6464,null,2598,null,1260,null,741,null,7659,null,2764,null,7280,null,2602,null,379,null,392,null,4451,null,1626,null,0400000US19,Iowa,19
59654,null,7201,null,53488,null,7082,null,38617,null,6842,null,38222,null,6712,null,395,null,420,null,7573,null,3194,null,5985,null,2506,null,1588,null,963,null,7298,null,2611,null,6454,null,2228,null,844,null,740,null,6166,null,2108,null,0400000US20,Kansas,20
31664,null,5398,null,26888,null,5176,null,16796,null,4503,null,16796,null,4503,null,0,null,273,null,5456,null,1849,null,4410,null,1425,null,1046,null,715,null,4636,null,2571,null,4069,null,2274,null,567,null,589,null,4776,null,2106,null,0400000US21,Kentucky,21
40592,null,5639,null,34608,null,5415,null,21858,null,5039,null,21061,null,4911,null,797,null,632,null,4940,null,2029,null,3994,null,1700,null,946,null,559,null,7810,null,3099,null,7575,null,3053,null,235,null,194,null,5984,null,1685,null,0400000US22,Louisiana,22
1864,null,950,null,1750,null,957,null,790,null,697,null,714,null,609,null,76,null,126,null,285,null,460,null,285,null,460,null,0,null,230,null,675,null,511,null,586,null,487,null,89,null,71,null,114,null,95,null,0400000US23,Maine,23
174255,null,12941,null,158425,null,13070,null,101727,null,9791,null,95530,null,9297,null,6197,null,3113,null,25711,null,5773,null,20416,null,4688,null,5295,null,1890,null,30987,null,6790,null,27744,null,5673,null,3243,null,2232,null,15830,null,3685,null,0400000US24,Maryland,24
232049,null,13830,null,197851,null,13635,null,78616,null,9135,null,77121,null,9019,null,1495,null,1087,null,25792,null,5641,null,21726,null,4643,null,4066,null,1414,null,93443,null,9301,null,89408,null,8546,null,4035,null,1522,null,34198,null,4673,null,0400000US25,Massachusetts,25
109610,null,10218,null,97710,null,10624,null,64274,null,8167,null,63818,null,8048,null,456,null,604,null,13067,null,3943,null,10142,null,3061,null,2925,null,1332,null,20369,null,4756,null,19932,null,4687,null,437,null,418,null,11900,null,2243,null,0400000US26,Michigan,26
67377,null,7013,null,60754,null,6940,null,36263,null,6105,null,35464,null,5940,null,799,null,714,null,12628,null,4721,null,10704,null,3904,null,1924,null,1105,null,11863,null,3265,null,11107,null,3052,null,756,null,516,null,6623,null,1784,null,0400000US27,Minnesota,27
20384,null,4344,null,15876,null,3717,null,10806,null,2956,null,10115,null,2686,null,691,null,663,null,2261,null,1168,null,1787,null,953,null,474,null,313,null,2809,null,1576,null,2701,null,1518,null,108,null,185,null,4508,null,2208,null,0400000US28,Mississippi,28
57198,null,7023,null,49205,null,6727,null,33304,null,5606,null,33304,null,5606,null,0,null,259,null,8745,null,3199,null,7587,null,2998,null,1158,null,450,null,7156,null,2009,null,6286,null,1718,null,870,null,545,null,7993,null,2474,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
49516,null,6192,null,46152,null,5761,null,31617,null,5392,null,31333,null,5353,null,284,null,441,null,5961,null,2389,null,4826,null,2029,null,1135,null,643,null,8574,null,3293,null,8400,null,3207,null,174,null,231,null,3364,null,2159,null,0400000US31,Nebraska,31
119386,null,11883,null,109314,null,11747,null,72521,null,10036,null,71938,null,10044,null,583,null,540,null,17378,null,5926,null,16446,null,5832,null,932,null,391,null,19415,null,6203,null,16923,null,5264,null,2492,null,1254,null,10072,null,2573,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
470105,null,20817,null,428134,null,21066,null,231134,null,17990,null,227381,null,17543,null,3753,null,1557,null,68305,null,8781,null,55303,null,7057,null,13002,null,2835,null,128695,null,12988,null,117477,null,11677,null,11218,null,2366,null,41971,null,5645,null,0400000US34,New Jersey,34
229902,null,13359,null,198674,null,13009,null,130514,null,11417,null,129399,null,11234,null,1115,null,718,null,23526,null,5019,null,20467,null,4265,null,3059,null,1263,null,44634,null,6604,null,40679,null,5852,null,3955,null,1234,null,31228,null,4157,null,0400000US35,New Mexico,35
1433356,null,28498,null,1285928,null,29062,null,615502,null,26951,null,599882,null,26436,null,15620,null,3986,null,175804,null,18110,null,149183,null,15867,null,26621,null,4294,null,494622,null,18031,null,470009,null,16901,null,24613,null,4159,null,147428,null,9778,null,0400000US36,New York,36
302010,null,14345,null,268924,null,13814,null,168256,null,12917,null,164398,null,12786,null,3858,null,1406,null,57340,null,8363,null,46704,null,7084,null,10636,null,2294,null,43328,null,7340,null,39981,null,6863,null,3347,null,1222,null,33086,null,6089,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
64312,null,7222,null,56644,null,7752,null,29172,null,5052,null,28951,null,5061,null,221,null,196,null,9783,null,3565,null,7718,null,2840,null,2065,null,1078,null,17689,null,3641,null,15441,null,3227,null,2248,null,1104,null,7668,null,1933,null,0400000US39,Ohio,39
87118,null,9020,null,82070,null,8919,null,56244,null,7599,null,56002,null,7553,null,242,null,235,null,11317,null,4038,null,9568,null,3424,null,1749,null,779,null,14509,null,4536,null,13836,null,4365,null,673,null,501,null,5048,null,1389,null,0400000US40,Oklahoma,40
144776,null,15108,null,131444,null,13928,null,85168,null,10987,null,83936,null,10794,null,1232,null,750,null,15889,null,4826,null,12681,null,3993,null,3208,null,1744,null,30387,null,6832,null,27184,null,6065,null,3203,null,1820,null,13332,null,4357,null,0400000US41,Oregon,41
211188,null,13639,null,189971,null,13669,null,91033,null,10584,null,90575,null,10511,null,458,null,377,null,25181,null,4965,null,22626,null,4679,null,2555,null,909,null,73757,null,10967,null,68738,null,9940,null,5019,null,1497,null,21217,null,3609,null,0400000US42,Pennsylvania,42
64133,null,6075,null,59789,null,6383,null,21508,null,4888,null,21356,null,4859,null,152,null,246,null,7461,null,2943,null,6102,null,2437,null,1359,null,1017,null,30820,null,5650,null,29339,null,5393,null,1481,null,865,null,4344,null,1709,null,0400000US44,Rhode Island,44
57809,null,7286,null,49166,null,7277,null,30727,null,5290,null,29818,null,5233,null,909,null,691,null,8158,null,3268,null,6164,null,2449,null,1994,null,1059,null,10281,null,3743,null,8804,null,3095,null,1477,null,1131,null,8643,null,2721,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
69492,null,9143,null,63655,null,9213,null,40388,null,6994,null,38100,null,6522,null,2288,null,1274,null,11321,null,4562,null,9669,null,3803,null,1652,null,930,null,11946,null,3953,null,10649,null,3698,null,1297,null,970,null,5837,null,2194,null,0400000US47,Tennessee,47
2067501,null,49556,null,1888960,null,48778,null,1226789,null,36112,null,1217587,null,35773,null,9202,null,2411,null,213671,null,16376,null,188166,null,14803,null,25505,null,3080,null,448500,null,26052,null,414036,null,23484,null,34464,null,4373,null,178541,null,12497,null,0400000US48,Texas,48
88748,null,9012,null,82743,null,8472,null,49543,null,6605,null,48809,null,6493,null,734,null,476,null,9012,null,3499,null,8059,null,3201,null,953,null,716,null,24188,null,6207,null,21950,null,5671,null,2238,null,1109,null,6005,null,2216,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
173472,null,13137,null,155140,null,13045,null,110575,null,12068,null,105115,null,11353,null,5460,null,1979,null,18423,null,5115,null,15945,null,4514,null,2478,null,1007,null,26142,null,5683,null,24682,null,5474,null,1460,null,1264,null,18332,null,3719,null,0400000US51,Virginia,51
233868,null,15643,null,218476,null,15460,null,140656,null,12212,null,138518,null,12005,null,2138,null,1096,null,23683,null,6275,null,21498,null,5770,null,2185,null,916,null,54137,null,8995,null,49369,null,8135,null,4768,null,1529,null,15392,null,3025,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
55992,null,6213,null,50917,null,5983,null,33019,null,4673,null,32555,null,4674,null,464,null,419,null,8111,null,3217,null,6554,null,2536,null,1557,null,831,null,9787,null,2583,null,8736,null,2403,null,1051,null,591,null,5075,null,1504,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
