C21001F_001E,C21001F_001EA,C21001F_001M,C21001F_001MA,C21001F_002E,C21001F_002EA,C21001F_002M,C21001F_002MA,C21001F_003E,C21001F_003EA,C21001F_003M,C21001F_003MA,C21001F_004E,C21001F_004EA,C21001F_004M,C21001F_004MA,C21001F_005E,C21001F_005EA,C21001F_005M,C21001F_005MA,C21001F_006E,C21001F_006EA,C21001F_006M,C21001F_006MA,C21001F_007E,C21001F_007EA,C21001F_007M,C21001F_007MA,C21001F_008E,C21001F_008EA,C21001F_008M,C21001F_008MA,C21001F_009E,C21001F_009EA,C21001F_009M,C21001F_009MA,C21001F_010E,C21001F_010EA,C21001F_010M,C21001F_010MA,C21001F_011E,C21001F_011EA,C21001F_011M,C21001F_011MA,C21001F_012E,C21001F_012EA,C21001F_012M,C21001F_012MA,C21001F_013E,C21001F_013EA,C21001F_013M,C21001F_013MA,C21001F_014E,C21001F_014EA,C21001F_014M,C21001F_014MA,C21001F_015E,C21001F_015EA,C21001F_015M,C21001F_015MA,GEO_ID,NAME,state
27379,null,3196,null,16320,null,2112,null,16013,null,2121,null,371,null,245,null,15642,null,2172,null,307,null,254,null,26,null,46,null,281,null,247,null,11059,null,1776,null,10564,null,1810,null,24,null,40,null,10540,null,1808,null,495,null,302,null,0,null,273,null,495,null,302,null,0400000US01,Alabama,01
9087,null,1794,null,4324,null,1489,null,4113,null,1499,null,678,null,571,null,3435,null,1277,null,211,null,179,null,42,null,72,null,169,null,176,null,4763,null,907,null,4578,null,949,null,43,null,68,null,4535,null,947,null,185,null,161,null,0,null,244,null,185,null,161,null,0400000US02,Alaska,02
261159,null,12868,null,136440,null,7839,null,128555,null,7736,null,8174,null,1525,null,120381,null,7772,null,7885,null,1141,null,2201,null,686,null,5684,null,1147,null,124719,null,7114,null,114896,null,6795,null,1324,null,868,null,113572,null,6761,null,9823,null,1238,null,0,null,305,null,9823,null,1238,null,0400000US04,Arizona,04
39711,null,3545,null,21384,null,2458,null,20622,null,2432,null,466,null,279,null,20156,null,2441,null,762,null,382,null,68,null,122,null,694,null,383,null,18327,null,1882,null,17300,null,1916,null,81,null,103,null,17219,null,1922,null,1027,null,734,null,0,null,273,null,1027,null,734,null,0400000US05,Arkansas,05
3423931,null,50219,null,1799230,null,30614,null,1707295,null,29857,null,56675,null,4524,null,1650620,null,29429,null,91935,null,4188,null,14085,null,1799,null,77850,null,3964,null,1624701,null,23725,null,1504778,null,22222,null,5501,null,1415,null,1499277,null,22260,null,119923,null,5038,null,318,null,330,null,119605,null,5013,null,0400000US06,California,06
149298,null,10118,null,77187,null,6540,null,73484,null,6642,null,4715,null,969,null,68769,null,6615,null,3703,null,755,null,1496,null,503,null,2207,null,584,null,72111,null,4858,null,66835,null,4632,null,967,null,372,null,65868,null,4657,null,5276,null,1064,null,0,null,279,null,5276,null,1064,null,0400000US08,Colorado,08
126393,null,8007,null,65829,null,4828,null,62820,null,4616,null,1471,null,704,null,61349,null,4556,null,3009,null,739,null,303,null,265,null,2706,null,743,null,60564,null,4182,null,56336,null,3923,null,165,null,162,null,56171,null,3921,null,4228,null,918,null,0,null,277,null,4228,null,918,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
370036,null,19633,null,198781,null,12841,null,188281,null,12679,null,8438,null,1565,null,179843,null,12482,null,10500,null,1936,null,1169,null,448,null,9331,null,1875,null,171255,null,9386,null,154963,null,8757,null,1866,null,809,null,153097,null,8724,null,16292,null,2246,null,0,null,305,null,16292,null,2246,null,0400000US12,Florida,12
