C24010B_001E,C24010B_001EA,C24010B_001M,C24010B_001MA,C24010B_002E,C24010B_002EA,C24010B_002M,C24010B_002MA,C24010B_003E,C24010B_003EA,C24010B_003M,C24010B_003MA,C24010B_004E,C24010B_004EA,C24010B_004M,C24010B_004MA,C24010B_005E,C24010B_005EA,C24010B_005M,C24010B_005MA,C24010B_006E,C24010B_006EA,C24010B_006M,C24010B_006MA,C24010B_007E,C24010B_007EA,C24010B_007M,C24010B_007MA,C24010B_008E,C24010B_008EA,C24010B_008M,C24010B_008MA,C24010B_009E,C24010B_009EA,C24010B_009M,C24010B_009MA,C24010B_010E,C24010B_010EA,C24010B_010M,C24010B_010MA,C24010B_011E,C24010B_011EA,C24010B_011M,C24010B_011MA,C24010B_012E,C24010B_012EA,C24010B_012M,C24010B_012MA,C24010B_013E,C24010B_013EA,C24010B_013M,C24010B_013MA,C24010B_014E,C24010B_014EA,C24010B_014M,C24010B_014MA,C24010B_015E,C24010B_015EA,C24010B_015M,C24010B_015MA,GEO_ID,NAME,state
464073,null,8185,null,208579,null,6104,null,32206,null,3358,null,44151,null,3512,null,32902,null,3573,null,2332,null,999,null,26845,null,3015,null,70143,null,4663,null,255494,null,6229,null,76267,null,4279,null,69186,null,4320,null,80195,null,4716,null,290,null,240,null,1719,null,859,null,27837,null,2963,null,0400000US01,Alabama,01
11867,null,1617,null,6679,null,1305,null,1120,null,514,null,1426,null,656,null,1517,null,581,null,14,null,24,null,774,null,512,null,1828,null,915,null,5188,null,797,null,1781,null,722,null,1555,null,699,null,1585,null,488,null,0,null,244,null,0,null,244,null,267,null,198,null,0400000US02,Alaska,02
95588,null,4938,null,49193,null,3494,null,14613,null,2223,null,11347,null,2105,null,10876,null,1940,null,144,null,160,null,4333,null,990,null,7880,null,1497,null,46395,null,3329,null,17687,null,2079,null,8604,null,1857,null,17932,null,2757,null,0,null,305,null,48,null,81,null,2124,null,779,null,0400000US04,Arizona,04
165067,null,5394,null,73917,null,3579,null,10296,null,1777,null,16357,null,2155,null,11176,null,1618,null,1886,null,702,null,7674,null,1643,null,26528,null,2512,null,91150,null,3616,null,26100,null,2052,null,25007,null,2322,null,29027,null,2740,null,27,null,36,null,617,null,425,null,10372,null,1663,null,0400000US05,Arkansas,05
867171,null,11719,null,409970,null,9282,null,120353,null,5911,null,90294,null,6087,null,90796,null,6349,null,900,null,602,null,37365,null,3600,null,70262,null,5222,null,457201,null,7902,null,176473,null,7448,null,103825,null,5791,null,156206,null,5951,null,496,null,440,null,2052,null,761,null,18149,null,2300,null,0400000US06,California,06
79157,null,3721,null,41262,null,2859,null,10322,null,1647,null,7385,null,1430,null,9908,null,1726,null,332,null,428,null,4301,null,1226,null,9014,null,2180,null,37895,null,2348,null,12129,null,1753,null,7910,null,1551,null,15212,null,1607,null,0,null,279,null,269,null,250,null,2375,null,916,null,0400000US08,Colorado,08
152038,null,5194,null,69086,null,3127,null,16050,null,2298,null,13893,null,1952,null,14443,null,2226,null,0,null,277,null,7408,null,1746,null,17292,null,1963,null,82952,null,3523,null,26282,null,2732,null,26070,null,2737,null,25815,null,2407,null,0,null,277,null,199,null,198,null,4586,null,1193,null,0400000US09,Connecticut,09
80962,null,3320,null,35886,null,2328,null,7805,null,1352,null,9835,null,1680,null,5067,null,1410,null,251,null,210,null,3115,null,844,null,9813,null,2029,null,45076,null,2326,null,16922,null,2152,null,10805,null,1898,null,13626,null,1828,null,57,null,103,null,266,null,404,null,3400,null,1023,null,0400000US10,Delaware,10
124894,null,4483,null,54819,null,2464,null,17666,null,2075,null,14178,null,2005,null,10318,null,1540,null,0,null,296,null,5117,null,1159,null,7540,null,1417,null,70075,null,3526,null,27047,null,2597,null,17795,null,2590,null,23093,null,2862,null,0,null,296,null,290,null,222,null,1850,null,864,null,0400000US11,District of Columbia,11
1134623,null,15762,null,507695,null,10712,null,98075,null,5371,null,132629,null,6981,null,102155,null,5821,null,3266,null,1060,null,70810,null,4154,null,100760,null,4977,null,626928,null,9864,null,202224,null,8406,null,196246,null,6941,null,193762,null,7928,null,1139,null,662,null,2672,null,1101,null,30885,null,3648,null,0400000US12,Florida,12
1185494,null,17497,null,520431,null,11858,null,108928,null,5515,null,100327,null,5562,null,105110,null,6398,null,3976,null,1116,null,60334,null,5463,null,141756,null,6329,null,665063,null,10749,null,212624,null,7395,null,163268,null,6849,null,226965,null,8540,null,1820,null,746,null,5067,null,1414,null,55319,null,4136,null,0400000US13,Georgia,13
9589,null,2199,null,5577,null,1584,null,1493,null,973,null,243,null,241,null,1392,null,866,null,0,null,275,null,1218,null,960,null,1231,null,790,null,4012,null,1267,null,2044,null,1370,null,616,null,603,null,1300,null,770,null,0,null,275,null,0,null,275,null,52,null,88,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
