B10051G_001E,B10051G_001EA,B10051G_001M,B10051G_001MA,B10051G_002E,B10051G_002EA,B10051G_002M,B10051G_002MA,B10051G_003E,B10051G_003EA,B10051G_003M,B10051G_003MA,B10051G_004E,B10051G_004EA,B10051G_004M,B10051G_004MA,B10051G_005E,B10051G_005EA,B10051G_005M,B10051G_005MA,B10051G_006E,B10051G_006EA,B10051G_006M,B10051G_006MA,B10051G_007E,B10051G_007EA,B10051G_007M,B10051G_007MA,GEO_ID,NAME,state
2018,null,649,null,1092,null,437,null,570,null,306,null,522,null,334,null,926,null,548,null,168,null,178,null,758,null,515,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
2719,null,974,null,1518,null,669,null,899,null,471,null,619,null,355,null,1201,null,608,null,384,null,287,null,817,null,542,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
25573,null,2828,null,8768,null,1318,null,5305,null,1134,null,3463,null,1064,null,16805,null,2558,null,6841,null,1344,null,9964,null,1953,null,0400000US06,California,06
1983,null,795,null,701,null,380,null,389,null,236,null,312,null,312,null,1282,null,639,null,532,null,374,null,750,null,546,null,0400000US08,Colorado,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
6451,null,1446,null,3263,null,1019,null,1731,null,641,null,1532,null,724,null,3188,null,1016,null,1720,null,668,null,1468,null,676,null,0400000US12,Florida,12
1720,null,657,null,872,null,483,null,697,null,472,null,175,null,138,null,848,null,475,null,679,null,414,null,169,null,222,null,0400000US13,Georgia,13
10307,null,1510,null,2331,null,747,null,1575,null,541,null,756,null,398,null,7976,null,1442,null,4208,null,1115,null,3768,null,1033,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
2479,null,639,null,1161,null,479,null,837,null,415,null,324,null,232,null,1318,null,566,null,805,null,409,null,513,null,295,null,0400000US17,Illinois,17
1941,null,800,null,1102,null,635,null,949,null,524,null,153,null,296,null,839,null,405,null,399,null,290,null,440,null,295,null,0400000US18,Indiana,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US19,Iowa,19
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US20,Kansas,20
