B17001C_001E,B17001C_001EA,B17001C_001M,B17001C_001MA,B17001C_002E,B17001C_002EA,B17001C_002M,B17001C_002MA,B17001C_003E,B17001C_003EA,B17001C_003M,B17001C_003MA,B17001C_004E,B17001C_004EA,B17001C_004M,B17001C_004MA,B17001C_005E,B17001C_005EA,B17001C_005M,B17001C_005MA,B17001C_006E,B17001C_006EA,B17001C_006M,B17001C_006MA,B17001C_007E,B17001C_007EA,B17001C_007M,B17001C_007MA,B17001C_008E,B17001C_008EA,B17001C_008M,B17001C_008MA,B17001C_009E,B17001C_009EA,B17001C_009M,B17001C_009MA,B17001C_010E,B17001C_010EA,B17001C_010M,B17001C_010MA,B17001C_011E,B17001C_011EA,B17001C_011M,B17001C_011MA,B17001C_012E,B17001C_012EA,B17001C_012M,B17001C_012MA,B17001C_013E,B17001C_013EA,B17001C_013M,B17001C_013MA,B17001C_014E,B17001C_014EA,B17001C_014M,B17001C_014MA,B17001C_015E,B17001C_015EA,B17001C_015M,B17001C_015MA,B17001C_016E,B17001C_016EA,B17001C_016M,B17001C_016MA,B17001C_017E,B17001C_017EA,B17001C_017M,B17001C_017MA,B17001C_018E,B17001C_018EA,B17001C_018M,B17001C_018MA,B17001C_019E,B17001C_019EA,B17001C_019M,B17001C_019MA,B17001C_020E,B17001C_020EA,B17001C_020M,B17001C_020MA,B17001C_021E,B17001C_021EA,B17001C_021M,B17001C_021MA,B17001C_022E,B17001C_022EA,B17001C_022M,B17001C_022MA,B17001C_023E,B17001C_023EA,B17001C_023M,B17001C_023MA,B17001C_024E,B17001C_024EA,B17001C_024M,B17001C_024MA,B17001C_025E,B17001C_025EA,B17001C_025M,B17001C_025MA,B17001C_026E,B17001C_026EA,B17001C_026M,B17001C_026MA,B17001C_027E,B17001C_027EA,B17001C_027M,B17001C_027MA,B17001C_028E,B17001C_028EA,B17001C_028M,B17001C_028MA,B17001C_029E,B17001C_029EA,B17001C_029M,B17001C_029MA,B17001C_030E,B17001C_030EA,B17001C_030M,B17001C_030MA,B17001C_031E,B17001C_031EA,B17001C_031M,B17001C_031MA,B17001C_032E,B17001C_032EA,B17001C_032M,B17001C_032MA,B17001C_033E,B17001C_033EA,B17001C_033M,B17001C_033MA,B17001C_034E,B17001C_034EA,B17001C_034M,B17001C_034MA,B17001C_035E,B17001C_035EA,B17001C_035M,B17001C_035MA,B17001C_036E,B17001C_036EA,B17001C_036M,B17001C_036MA,B17001C_037E,B17001C_037EA,B17001C_037M,B17001C_037MA,B17001C_038E,B17001C_038EA,B17001C_038M,B17001C_038MA,B17001C_039E,B17001C_039EA,B17001C_039M,B17001C_039MA,B17001C_040E,B17001C_040EA,B17001C_040M,B17001C_040MA,B17001C_041E,B17001C_041EA,B17001C_041M,B17001C_041MA,B17001C_042E,B17001C_042EA,B17001C_042M,B17001C_042MA,B17001C_043E,B17001C_043EA,B17001C_043M,B17001C_043MA,B17001C_044E,B17001C_044EA,B17001C_044M,B17001C_044MA,B17001C_045E,B17001C_045EA,B17001C_045M,B17001C_045MA,B17001C_046E,B17001C_046EA,B17001C_046M,B17001C_046MA,B17001C_047E,B17001C_047EA,B17001C_047M,B17001C_047MA,B17001C_048E,B17001C_048EA,B17001C_048M,B17001C_048MA,B17001C_049E,B17001C_049EA,B17001C_049M,B17001C_049MA,B17001C_050E,B17001C_050EA,B17001C_050M,B17001C_050MA,B17001C_051E,B17001C_051EA,B17001C_051M,B17001C_051MA,B17001C_052E,B17001C_052EA,B17001C_052M,B17001C_052MA,B17001C_053E,B17001C_053EA,B17001C_053M,B17001C_053MA,B17001C_054E,B17001C_054EA,B17001C_054M,B17001C_054MA,B17001C_055E,B17001C_055EA,B17001C_055M,B17001C_055MA,B17001C_056E,B17001C_056EA,B17001C_056M,B17001C_056MA,B17001C_057E,B17001C_057EA,B17001C_057M,B17001C_057MA,B17001C_058E,B17001C_058EA,B17001C_058M,B17001C_058MA,B17001C_059E,B17001C_059EA,B17001C_059M,B17001C_059MA,GEO_ID,NAME,state
23573,null,4034,null,7329,null,3405,null,3142,null,1386,null,791,null,583,null,0,null,273,null,376,null,235,null,56,null,116,null,0,null,273,null,91,null,106,null,201,null,214,null,586,null,620,null,369,null,251,null,248,null,241,null,294,null,217,null,44,null,76,null,86,null,146,null,4187,null,2574,null,540,null,551,null,0,null,273,null,403,null,317,null,160,null,143,null,69,null,90,null,0,null,273,null,1289,null,1493,null,467,null,393,null,283,null,252,null,547,null,324,null,293,null,248,null,81,null,121,null,55,null,89,null,16244,null,2108,null,7855,null,1531,null,306,null,197,null,0,null,273,null,615,null,412,null,203,null,189,null,81,null,106,null,237,null,194,null,745,null,415,null,1099,null,563,null,919,null,511,null,1928,null,671,null,963,null,352,null,612,null,398,null,147,null,154,null,8389,null,1167,null,399,null,295,null,6,null,13,null,626,null,289,null,224,null,149,null,0,null,273,null,254,null,210,null,774,null,361,null,1460,null,582,null,1066,null,415,null,1903,null,698,null,1098,null,407,null,340,null,247,null,239,null,188,null,0400000US01,Alabama,01
88533,null,3602,null,16726,null,1832,null,7352,null,1046,null,977,null,242,null,170,null,116,null,1284,null,379,null,334,null,127,null,67,null,53,null,239,null,95,null,628,null,291,null,1265,null,329,null,671,null,357,null,861,null,362,null,694,null,261,null,130,null,95,null,32,null,39,null,9374,null,1249,null,1499,null,623,null,150,null,102,null,990,null,297,null,421,null,162,null,45,null,43,null,270,null,109,null,1969,null,609,null,1448,null,382,null,1345,null,435,null,678,null,223,null,495,null,208,null,0,null,244,null,64,null,68,null,71807,null,3597,null,35072,null,2185,null,2011,null,341,null,431,null,190,null,4122,null,687,null,1426,null,331,null,710,null,303,null,1667,null,403,null,4854,null,922,null,5449,null,791,null,3708,null,801,null,4291,null,798,null,3683,null,509,null,1778,null,378,null,942,null,289,null,36735,null,2127,null,2475,null,418,null,517,null,196,null,3201,null,659,null,1909,null,636,null,1026,null,403,null,1452,null,407,null,4462,null,811,null,4772,null,834,null,4119,null,573,null,5854,null,695,null,3524,null,618,null,1817,null,439,null,1607,null,375,null,0400000US02,Alaska,02
287001,null,8226,null,105143,null,9259,null,47582,null,4961,null,8053,null,1528,null,1242,null,609,null,6389,null,1356,null,2809,null,1010,null,1004,null,467,null,2411,null,710,null,7127,null,1559,null,5941,null,1372,null,4003,null,901,null,3999,null,897,null,2198,null,625,null,1576,null,478,null,830,null,301,null,57561,null,5467,null,6914,null,1503,null,619,null,471,null,8457,null,1490,null,2227,null,653,null,1043,null,541,null,1960,null,695,null,7892,null,1373,null,9014,null,1990,null,5285,null,1355,null,5400,null,835,null,4341,null,799,null,2323,null,622,null,2086,null,566,null,181858,null,10007,null,86814,null,5333,null,5435,null,1226,null,1218,null,580,null,8599,null,1219,null,4114,null,904,null,1650,null,699,null,3251,null,802,null,13014,null,2073,null,14206,null,1714,null,12807,null,1225,null,9934,null,1217,null,7164,null,928,null,3450,null,620,null,1972,null,334,null,95044,null,6305,null,7997,null,1534,null,1651,null,752,null,7941,null,1673,null,4719,null,1107,null,1068,null,480,null,4571,null,907,null,12400,null,1605,null,12665,null,1920,null,13530,null,1543,null,12451,null,1213,null,8889,null,1040,null,4296,null,670,null,2866,null,694,null,0400000US04,Arizona,04
17997,null,2682,null,4709,null,1623,null,2569,null,1080,null,96,null,109,null,173,null,203,null,250,null,230,null,173,null,203,null,0,null,273,null,0,null,273,null,231,null,190,null,263,null,238,null,406,null,298,null,426,null,323,null,402,null,531,null,106,null,139,null,43,null,58,null,2140,null,846,null,43,null,64,null,0,null,273,null,0,null,273,null,169,null,164,null,0,null,273,null,177,null,199,null,275,null,284,null,541,null,463,null,114,null,177,null,158,null,124,null,357,null,299,null,27,null,51,null,279,null,195,null,13288,null,2438,null,6552,null,1615,null,351,null,236,null,102,null,129,null,1127,null,493,null,247,null,193,null,17,null,31,null,373,null,267,null,508,null,437,null,709,null,434,null,414,null,330,null,1332,null,590,null,962,null,434,null,246,null,205,null,164,null,153,null,6736,null,1352,null,244,null,197,null,215,null,228,null,789,null,475,null,20,null,33,null,135,null,183,null,586,null,545,null,420,null,344,null,945,null,506,null,1035,null,577,null,1226,null,489,null,481,null,287,null,274,null,217,null,366,null,215,null,0400000US05,Arkansas,05
285558,null,12776,null,65258,null,7137,null,31050,null,3614,null,3192,null,852,null,728,null,482,null,3169,null,983,null,2651,null,1108,null,566,null,460,null,1418,null,599,null,3947,null,1099,null,4896,null,1278,null,3286,null,891,null,3786,null,1056,null,2405,null,672,null,666,null,354,null,340,null,298,null,34208,null,4458,null,3447,null,1138,null,455,null,379,null,3633,null,1333,null,1720,null,772,null,253,null,256,null,866,null,469,null,4516,null,1364,null,5072,null,1220,null,4215,null,1205,null,4609,null,1075,null,3804,null,1025,null,1035,null,521,null,583,null,338,null,220300,null,9563,null,110072,null,5683,null,5993,null,1397,null,1655,null,716,null,7559,null,1545,null,4832,null,1081,null,799,null,371,null,4017,null,1054,null,13973,null,1980,null,16044,null,2038,null,15930,null,2254,null,17364,null,2040,null,13034,null,1572,null,5754,null,1208,null,3118,null,808,null,110228,null,5826,null,6565,null,1664,null,903,null,449,null,7172,null,1483,null,4655,null,1039,null,2445,null,781,null,3189,null,862,null,10618,null,1746,null,15550,null,2125,null,14693,null,1803,null,20002,null,1888,null,13138,null,1772,null,6834,null,1334,null,4464,null,1149,null,0400000US06,California,06
46391,null,5137,null,8873,null,2066,null,3185,null,1133,null,0,null,279,null,277,null,300,null,537,null,354,null,31,null,57,null,0,null,279,null,108,null,113,null,510,null,376,null,222,null,247,null,449,null,319,null,963,null,555,null,0,null,279,null,57,null,76,null,31,null,56,null,5688,null,1468,null,317,null,338,null,57,null,95,null,357,null,364,null,302,null,415,null,135,null,215,null,0,null,279,null,740,null,555,null,1257,null,610,null,1355,null,645,null,484,null,334,null,247,null,208,null,59,null,106,null,378,null,277,null,37518,null,4927,null,21412,null,3257,null,1491,null,811,null,394,null,300,null,1645,null,675,null,1467,null,787,null,0,null,279,null,519,null,314,null,2317,null,954,null,3850,null,892,null,3799,null,1192,null,2652,null,856,null,1939,null,583,null,915,null,537,null,424,null,363,null,16106,null,2278,null,706,null,384,null,90,null,131,null,563,null,323,null,326,null,152,null,222,null,193,null,299,null,273,null,1618,null,707,null,1816,null,729,null,2490,null,641,null,4321,null,1075,null,2386,null,757,null,939,null,472,null,330,null,242,null,0400000US08,Colorado,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
56510,null,6644,null,13535,null,4275,null,6106,null,2134,null,1185,null,642,null,0,null,305,null,556,null,428,null,106,null,127,null,421,null,453,null,61,null,96,null,523,null,558,null,860,null,694,null,834,null,491,null,927,null,592,null,367,null,285,null,174,null,227,null,92,null,123,null,7429,null,2408,null,1306,null,849,null,157,null,162,null,786,null,740,null,205,null,215,null,138,null,219,null,70,null,103,null,734,null,558,null,1158,null,549,null,874,null,462,null,838,null,490,null,542,null,389,null,419,null,267,null,202,null,215,null,42975,null,5578,null,22163,null,3537,null,873,null,576,null,36,null,75,null,1204,null,589,null,616,null,451,null,236,null,313,null,601,null,336,null,2316,null,867,null,3122,null,1179,null,4966,null,1636,null,3111,null,881,null,2964,null,949,null,1630,null,728,null,488,null,330,null,20812,null,3187,null,1041,null,907,null,76,null,127,null,2225,null,1037,null,908,null,521,null,729,null,489,null,470,null,290,null,1752,null,756,null,2050,null,804,null,3648,null,1080,null,3114,null,822,null,2796,null,817,null,1161,null,496,null,842,null,436,null,0400000US12,Florida,12
