B24010D_001E,B24010D_001EA,B24010D_001M,B24010D_001MA,B24010D_002E,B24010D_002EA,B24010D_002M,B24010D_002MA,B24010D_003E,B24010D_003EA,B24010D_003M,B24010D_003MA,B24010D_004E,B24010D_004EA,B24010D_004M,B24010D_004MA,B24010D_005E,B24010D_005EA,B24010D_005M,B24010D_005MA,B24010D_006E,B24010D_006EA,B24010D_006M,B24010D_006MA,B24010D_007E,B24010D_007EA,B24010D_007M,B24010D_007MA,B24010D_008E,B24010D_008EA,B24010D_008M,B24010D_008MA,B24010D_009E,B24010D_009EA,B24010D_009M,B24010D_009MA,B24010D_010E,B24010D_010EA,B24010D_010M,B24010D_010MA,B24010D_011E,B24010D_011EA,B24010D_011M,B24010D_011MA,B24010D_012E,B24010D_012EA,B24010D_012M,B24010D_012MA,B24010D_013E,B24010D_013EA,B24010D_013M,B24010D_013MA,B24010D_014E,B24010D_014EA,B24010D_014M,B24010D_014MA,B24010D_015E,B24010D_015EA,B24010D_015M,B24010D_015MA,B24010D_016E,B24010D_016EA,B24010D_016M,B24010D_016MA,B24010D_017E,B24010D_017EA,B24010D_017M,B24010D_017MA,B24010D_018E,B24010D_018EA,B24010D_018M,B24010D_018MA,B24010D_019E,B24010D_019EA,B24010D_019M,B24010D_019MA,B24010D_020E,B24010D_020EA,B24010D_020M,B24010D_020MA,B24010D_021E,B24010D_021EA,B24010D_021M,B24010D_021MA,B24010D_022E,B24010D_022EA,B24010D_022M,B24010D_022MA,B24010D_023E,B24010D_023EA,B24010D_023M,B24010D_023MA,B24010D_024E,B24010D_024EA,B24010D_024M,B24010D_024MA,B24010D_025E,B24010D_025EA,B24010D_025M,B24010D_025MA,B24010D_026E,B24010D_026EA,B24010D_026M,B24010D_026MA,B24010D_027E,B24010D_027EA,B24010D_027M,B24010D_027MA,B24010D_028E,B24010D_028EA,B24010D_028M,B24010D_028MA,B24010D_029E,B24010D_029EA,B24010D_029M,B24010D_029MA,B24010D_030E,B24010D_030EA,B24010D_030M,B24010D_030MA,B24010D_031E,B24010D_031EA,B24010D_031M,B24010D_031MA,B24010D_032E,B24010D_032EA,B24010D_032M,B24010D_032MA,B24010D_033E,B24010D_033EA,B24010D_033M,B24010D_033MA,B24010D_034E,B24010D_034EA,B24010D_034M,B24010D_034MA,B24010D_035E,B24010D_035EA,B24010D_035M,B24010D_035MA,B24010D_036E,B24010D_036EA,B24010D_036M,B24010D_036MA,B24010D_037E,B24010D_037EA,B24010D_037M,B24010D_037MA,B24010D_038E,B24010D_038EA,B24010D_038M,B24010D_038MA,B24010D_039E,B24010D_039EA,B24010D_039M,B24010D_039MA,B24010D_040E,B24010D_040EA,B24010D_040M,B24010D_040MA,B24010D_041E,B24010D_041EA,B24010D_041M,B24010D_041MA,B24010D_042E,B24010D_042EA,B24010D_042M,B24010D_042MA,B24010D_043E,B24010D_043EA,B24010D_043M,B24010D_043MA,B24010D_044E,B24010D_044EA,B24010D_044M,B24010D_044MA,B24010D_045E,B24010D_045EA,B24010D_045M,B24010D_045MA,B24010D_046E,B24010D_046EA,B24010D_046M,B24010D_046MA,B24010D_047E,B24010D_047EA,B24010D_047M,B24010D_047MA,B24010D_048E,B24010D_048EA,B24010D_048M,B24010D_048MA,B24010D_049E,B24010D_049EA,B24010D_049M,B24010D_049MA,B24010D_050E,B24010D_050EA,B24010D_050M,B24010D_050MA,B24010D_051E,B24010D_051EA,B24010D_051M,B24010D_051MA,B24010D_052E,B24010D_052EA,B24010D_052M,B24010D_052MA,B24010D_053E,B24010D_053EA,B24010D_053M,B24010D_053MA,B24010D_054E,B24010D_054EA,B24010D_054M,B24010D_054MA,B24010D_055E,B24010D_055EA,B24010D_055M,B24010D_055MA,B24010D_056E,B24010D_056EA,B24010D_056M,B24010D_056MA,B24010D_057E,B24010D_057EA,B24010D_057M,B24010D_057MA,B24010D_058E,B24010D_058EA,B24010D_058M,B24010D_058MA,B24010D_059E,B24010D_059EA,B24010D_059M,B24010D_059MA,B24010D_060E,B24010D_060EA,B24010D_060M,B24010D_060MA,B24010D_061E,B24010D_061EA,B24010D_061M,B24010D_061MA,B24010D_062E,B24010D_062EA,B24010D_062M,B24010D_062MA,B24010D_063E,B24010D_063EA,B24010D_063M,B24010D_063MA,GEO_ID,NAME,state
24112,null,1992,null,13257,null,1092,null,7028,null,1111,null,1673,null,546,null,1374,null,513,null,50,null,65,null,249,null,199,null,5355,null,1081,null,1089,null,454,null,1035,null,455,null,455,null,274,null,113,null,122,null,0,null,273,null,1264,null,473,null,0,null,273,null,1399,null,518,null,1615,null,737,null,256,null,284,null,0,null,273,null,667,null,393,null,259,null,311,null,433,null,439,null,2373,null,832,null,2134,null,786,null,239,null,198,null,0,null,273,null,1198,null,656,null,99,null,169,null,1099,null,648,null,1043,null,431,null,903,null,436,null,140,null,146,null,10855,null,1669,null,4790,null,1084,null,1377,null,580,null,983,null,549,null,0,null,273,null,394,null,268,null,3413,null,961,null,593,null,376,null,22,null,41,null,310,null,244,null,187,null,155,null,54,null,96,null,1476,null,627,null,0,null,273,null,771,null,436,null,1702,null,592,null,0,null,273,null,0,null,273,null,591,null,313,null,195,null,215,null,916,null,499,null,2509,null,852,null,1333,null,563,null,1176,null,517,null,91,null,164,null,160,null,182,null,0,null,273,null,160,null,182,null,1603,null,722,null,1180,null,592,null,423,null,358,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
81773,null,3967,null,44017,null,2863,null,25043,null,2788,null,5213,null,1211,null,3815,null,1005,null,0,null,305,null,1398,null,577,null,19830,null,2510,null,5993,null,1424,null,4958,null,1473,null,664,null,373,null,197,null,254,null,165,null,189,null,3276,null,1253,null,536,null,347,null,4041,null,1071,null,8542,null,1904,null,740,null,482,null,665,null,464,null,4326,null,1429,null,581,null,597,null,2230,null,969,null,6174,null,1423,null,3948,null,1091,null,2226,null,955,null,83,null,138,null,1039,null,429,null,139,null,175,null,900,null,415,null,3136,null,1314,null,2361,null,1236,null,775,null,367,null,37756,null,2348,null,18321,null,2026,null,4590,null,1070,null,2709,null,839,null,117,null,193,null,1764,null,588,null,13731,null,1876,null,2386,null,968,null,986,null,550,null,443,null,273,null,402,null,251,null,138,null,167,null,2644,null,800,null,1089,null,596,null,5643,null,1309,null,7518,null,1437,null,920,null,426,null,92,null,118,null,3346,null,1085,null,534,null,389,null,2626,null,815,null,10168,null,1550,null,4756,null,1124,null,5412,null,1275,null,0,null,305,null,75,null,106,null,34,null,54,null,41,null,68,null,1674,null,826,null,1461,null,800,null,213,null,239,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
2238958,null,15814,null,1154306,null,10533,null,565506,null,10120,null,202714,null,7653,null,139461,null,6581,null,1549,null,591,null,61704,null,3537,null,362792,null,8588,null,117685,null,5508,null,84508,null,4486,null,23187,null,2390,null,12758,null,1845,null,9793,null,1770,null,29346,null,3035,null,25524,null,2600,null,59991,null,3929,null,145647,null,6318,null,13949,null,1655,null,22815,null,2253,null,52764,null,4384,null,26671,null,2748,null,29448,null,2931,null,231025,null,7292,null,124817,null,5578,null,106208,null,4461,null,2443,null,908,null,72299,null,4382,null,28301,null,2357,null,43998,null,3608,null,137386,null,5817,null,79425,null,4245,null,57961,null,4180,null,1084652,null,11777,null,519275,null,10140,null,193905,null,7768,null,94546,null,5363,null,196,null,179,null,99163,null,4587,null,325370,null,8049,null,39665,null,2958,null,21451,null,2304,null,23401,null,2359,null,12472,null,1867,null,12406,null,1875,null,60613,null,4006,null,20032,null,2430,null,135330,null,5952,null,201051,null,7728,null,42208,null,3122,null,3772,null,1009,null,48970,null,4804,null,15534,null,2457,null,90567,null,5093,null,297075,null,7062,null,114981,null,6041,null,182094,null,5807,null,1689,null,630,null,2432,null,818,null,546,null,307,null,1886,null,680,null,63130,null,3773,null,53649,null,3292,null,9481,null,1601,null,0400000US06,California,06
66088,null,3095,null,33024,null,2055,null,17712,null,1883,null,5702,null,1209,null,4533,null,1149,null,54,null,95,null,1115,null,492,null,12010,null,1760,null,5241,null,1269,null,2626,null,818,null,1069,null,449,null,283,null,214,null,134,null,143,null,1188,null,587,null,386,null,270,null,1083,null,544,null,5930,null,1408,null,59,null,97,null,1088,null,777,null,3209,null,994,null,603,null,371,null,971,null,557,null,3514,null,865,null,1791,null,589,null,1723,null,582,null,0,null,279,null,1367,null,550,null,411,null,315,null,956,null,408,null,4501,null,1199,null,3225,null,848,null,1276,null,627,null,33064,null,2094,null,13953,null,1606,null,5054,null,1125,null,2796,null,867,null,0,null,279,null,2258,null,654,null,8899,null,1407,null,1911,null,669,null,871,null,581,null,534,null,344,null,0,null,279,null,421,null,312,null,2455,null,634,null,679,null,413,null,2028,null,602,null,7123,null,1126,null,603,null,296,null,43,null,73,null,2363,null,794,null,805,null,438,null,3309,null,860,null,7860,null,1314,null,3478,null,882,null,4382,null,955,null,40,null,84,null,156,null,181,null,0,null,279,null,156,null,181,null,3932,null,981,null,3616,null,939,null,316,null,214,null,0400000US08,Colorado,08
64078,null,2234,null,36311,null,1328,null,22065,null,1695,null,7501,null,1435,null,5019,null,1189,null,0,null,277,null,2482,null,727,null,14564,null,1541,null,5408,null,1179,null,3196,null,843,null,1195,null,465,null,442,null,508,null,439,null,393,null,790,null,452,null,497,null,349,null,2597,null,911,null,3707,null,1072,null,97,null,119,null,203,null,177,null,1451,null,703,null,632,null,466,null,1324,null,590,null,5731,null,1141,null,3463,null,863,null,2268,null,876,null,0,null,277,null,1889,null,668,null,803,null,399,null,1086,null,639,null,2919,null,952,null,2309,null,802,null,610,null,497,null,27767,null,1947,null,14725,null,1738,null,4265,null,872,null,2290,null,677,null,0,null,277,null,1975,null,610,null,10460,null,1596,null,1877,null,666,null,432,null,286,null,1093,null,434,null,202,null,201,null,358,null,330,null,2145,null,658,null,509,null,363,null,3844,null,968,null,6457,null,1286,null,1476,null,521,null,62,null,103,null,1618,null,865,null,1273,null,539,null,2028,null,545,null,4331,null,831,null,2048,null,647,null,2283,null,625,null,0,null,277,null,84,null,140,null,84,null,140,null,0,null,277,null,2170,null,556,null,1854,null,550,null,316,null,343,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
218926,null,5084,null,112661,null,3405,null,50593,null,3306,null,16893,null,1964,null,12423,null,1682,null,110,null,169,null,4360,null,1168,null,33700,null,2778,null,10979,null,1850,null,4178,null,1253,null,1152,null,535,null,577,null,381,null,891,null,580,null,3862,null,949,null,1644,null,943,null,10417,null,1626,null,19930,null,2063,null,496,null,333,null,2246,null,761,null,10862,null,1815,null,2144,null,669,null,4182,null,1087,null,26512,null,3013,null,17678,null,2419,null,8834,null,1614,null,456,null,318,null,6703,null,1136,null,2231,null,839,null,4472,null,1088,null,8467,null,1469,null,5274,null,1325,null,3193,null,806,null,106265,null,4119,null,43910,null,3468,null,13402,null,1928,null,6938,null,1273,null,135,null,213,null,6329,null,1531,null,30508,null,2926,null,3825,null,1019,null,820,null,430,null,1288,null,618,null,960,null,463,null,477,null,325,null,6589,null,1460,null,505,null,342,null,16044,null,2070,null,27541,null,2550,null,3087,null,886,null,217,null,226,null,9824,null,1958,null,2582,null,897,null,11831,null,1927,null,29117,null,2912,null,13919,null,1849,null,15198,null,2269,null,0,null,305,null,341,null,330,null,123,null,199,null,218,null,264,null,5356,null,1102,null,4356,null,881,null,1000,null,450,null,0400000US12,Florida,12
