B19001D_001E,B19001D_001EA,B19001D_001M,B19001D_001MA,B19001D_002E,B19001D_002EA,B19001D_002M,B19001D_002MA,B19001D_003E,B19001D_003EA,B19001D_003M,B19001D_003MA,B19001D_004E,B19001D_004EA,B19001D_004M,B19001D_004MA,B19001D_005E,B19001D_005EA,B19001D_005M,B19001D_005MA,B19001D_006E,B19001D_006EA,B19001D_006M,B19001D_006MA,B19001D_007E,B19001D_007EA,B19001D_007M,B19001D_007MA,B19001D_008E,B19001D_008EA,B19001D_008M,B19001D_008MA,B19001D_009E,B19001D_009EA,B19001D_009M,B19001D_009MA,B19001D_010E,B19001D_010EA,B19001D_010M,B19001D_010MA,B19001D_011E,B19001D_011EA,B19001D_011M,B19001D_011MA,B19001D_012E,B19001D_012EA,B19001D_012M,B19001D_012MA,B19001D_013E,B19001D_013EA,B19001D_013M,B19001D_013MA,B19001D_014E,B19001D_014EA,B19001D_014M,B19001D_014MA,B19001D_015E,B19001D_015EA,B19001D_015M,B19001D_015MA,B19001D_016E,B19001D_016EA,B19001D_016M,B19001D_016MA,B19001D_017E,B19001D_017EA,B19001D_017M,B19001D_017MA,GEO_ID,NAME,state
17074,null,1220,null,1731,null,772,null,385,null,272,null,1283,null,764,null,1229,null,564,null,848,null,634,null,497,null,319,null,1238,null,570,null,967,null,528,null,574,null,367,null,787,null,394,null,1860,null,684,null,2312,null,657,null,1539,null,499,null,334,null,242,null,903,null,501,null,587,null,364,null,0400000US01,Alabama,01
8024,null,899,null,261,null,309,null,332,null,314,null,109,null,149,null,276,null,297,null,486,null,403,null,90,null,143,null,334,null,250,null,163,null,198,null,443,null,319,null,473,null,301,null,1595,null,542,null,1129,null,577,null,1094,null,523,null,261,null,224,null,502,null,286,null,476,null,313,null,0400000US02,Alaska,02
51858,null,2570,null,4345,null,1106,null,2197,null,798,null,1595,null,495,null,1666,null,620,null,1910,null,781,null,1690,null,725,null,2032,null,704,null,2691,null,884,null,1659,null,560,null,3260,null,992,null,5745,null,1305,null,7341,null,1091,null,4320,null,1007,null,4198,null,1147,null,3878,null,1136,null,3331,null,797,null,0400000US04,Arizona,04
9705,null,1265,null,1139,null,569,null,696,null,544,null,732,null,482,null,935,null,562,null,155,null,174,null,905,null,562,null,234,null,224,null,514,null,419,null,469,null,307,null,698,null,487,null,586,null,331,null,969,null,531,null,662,null,381,null,343,null,318,null,263,null,233,null,405,null,235,null,0400000US05,Arkansas,05
1433166,null,10591,null,85504,null,5312,null,60686,null,4051,null,54615,null,3317,null,52144,null,3588,null,50309,null,3386,null,51206,null,3823,null,48311,null,3394,null,45823,null,3205,null,50625,null,3445,null,94044,null,4705,null,136466,null,6379,null,194832,null,6304,null,156494,null,6687,null,109448,null,4657,null,127566,null,6371,null,115093,null,4671,null,0400000US06,California,06
41447,null,2281,null,2853,null,961,null,1491,null,720,null,1757,null,664,null,1805,null,692,null,2048,null,783,null,972,null,479,null,2478,null,806,null,1872,null,667,null,792,null,358,null,2592,null,815,null,4521,null,1191,null,5823,null,1145,null,5240,null,993,null,1955,null,600,null,3317,null,863,null,1931,null,594,null,0400000US08,Colorado,08
39805,null,1534,null,1447,null,608,null,513,null,275,null,370,null,245,null,1326,null,567,null,804,null,373,null,757,null,542,null,1608,null,683,null,1169,null,660,null,1453,null,653,null,3148,null,829,null,3847,null,728,null,6190,null,1096,null,3890,null,938,null,3995,null,1069,null,3293,null,865,null,5995,null,1165,null,0400000US09,Connecticut,09
8460,null,888,null,331,null,245,null,233,null,207,null,147,null,232,null,268,null,218,null,73,null,119,null,794,null,472,null,275,null,245,null,243,null,202,null,150,null,190,null,584,null,405,null,582,null,336,null,1702,null,521,null,1031,null,411,null,891,null,584,null,623,null,376,null,533,null,318,null,0400000US10,Delaware,10
7374,null,929,null,661,null,342,null,69,null,120,null,50,null,85,null,149,null,194,null,88,null,160,null,298,null,251,null,66,null,82,null,282,null,263,null,290,null,375,null,417,null,311,null,1095,null,647,null,1837,null,603,null,445,null,306,null,379,null,279,null,649,null,335,null,599,null,340,null,0400000US11,District of Columbia,11
140117,null,4132,null,9852,null,1800,null,6108,null,1396,null,6580,null,1483,null,6451,null,1424,null,6286,null,1456,null,7438,null,1521,null,8079,null,1567,null,7980,null,1715,null,6131,null,1215,null,10970,null,1722,null,13472,null,1822,null,18224,null,2246,null,13205,null,1763,null,5797,null,1174,null,5574,null,1143,null,7970,null,1445,null,0400000US12,Florida,12
89830,null,3139,null,7732,null,1528,null,2231,null,689,null,3750,null,931,null,5479,null,1166,null,4041,null,936,null,4247,null,1090,null,3663,null,1043,null,3344,null,933,null,3287,null,954,null,7431,null,1301,null,9671,null,1593,null,12359,null,1831,null,6969,null,1279,null,5277,null,1247,null,5437,null,1314,null,4912,null,1119,null,0400000US13,Georgia,13
171144,null,4966,null,8808,null,1340,null,6760,null,1201,null,6510,null,1367,null,7054,null,1286,null,6871,null,1281,null,7129,null,1175,null,6208,null,1140,null,6091,null,1229,null,7276,null,1307,null,13448,null,1538,null,17299,null,2170,null,26647,null,2328,null,21343,null,1985,null,10462,null,1300,null,10751,null,1288,null,8487,null,1175,null,0400000US15,Hawaii,15
5735,null,1116,null,362,null,245,null,140,null,187,null,826,null,541,null,0,null,263,null,496,null,292,null,95,null,106,null,496,null,462,null,593,null,454,null,449,null,362,null,212,null,178,null,605,null,304,null,849,null,510,null,300,null,257,null,200,null,260,null,112,null,130,null,0,null,263,null,0400000US16,Idaho,16
180919,null,3809,null,14130,null,2020,null,5493,null,1113,null,6809,null,1304,null,7258,null,1401,null,5391,null,916,null,5132,null,1414,null,5181,null,1014,null,5086,null,1260,null,7735,null,1249,null,11837,null,2167,null,19728,null,2331,null,28267,null,2799,null,19793,null,1919,null,12298,null,1706,null,14059,null,1652,null,12722,null,1497,null,0400000US17,Illinois,17
28738,null,1814,null,3557,null,1028,null,1782,null,759,null,1289,null,618,null,1336,null,605,null,847,null,448,null,1466,null,627,null,1442,null,668,null,1560,null,708,null,859,null,462,null,2873,null,876,null,2918,null,962,null,1993,null,636,null,2121,null,667,null,1359,null,627,null,1584,null,456,null,1752,null,626,null,0400000US18,Indiana,18
15874,null,1299,null,1435,null,636,null,647,null,392,null,1433,null,552,null,970,null,511,null,455,null,298,null,812,null,380,null,503,null,426,null,879,null,534,null,1025,null,640,null,989,null,457,null,2367,null,860,null,1399,null,451,null,1245,null,500,null,738,null,389,null,444,null,274,null,533,null,306,null,0400000US19,Iowa,19
19706,null,1299,null,1565,null,583,null,703,null,376,null,619,null,427,null,638,null,326,null,586,null,405,null,1233,null,540,null,352,null,200,null,1547,null,544,null,1166,null,465,null,1757,null,676,null,1690,null,551,null,3070,null,832,null,1325,null,477,null,1334,null,483,null,1475,null,492,null,646,null,284,null,0400000US20,Kansas,20
13852,null,1226,null,1145,null,587,null,519,null,292,null,482,null,396,null,440,null,310,null,739,null,327,null,943,null,603,null,398,null,260,null,662,null,448,null,934,null,570,null,1074,null,708,null,1732,null,863,null,1958,null,753,null,916,null,430,null,313,null,245,null,592,null,359,null,1005,null,412,null,0400000US21,Kentucky,21
19807,null,1743,null,1381,null,500,null,727,null,577,null,519,null,325,null,1370,null,689,null,1686,null,763,null,1116,null,552,null,1046,null,446,null,606,null,369,null,2294,null,805,null,1146,null,616,null,2295,null,885,null,1946,null,640,null,1548,null,579,null,304,null,252,null,1086,null,508,null,737,null,437,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
90269,null,2573,null,4162,null,1089,null,1081,null,410,null,2413,null,658,null,2224,null,817,null,2040,null,744,null,2426,null,808,null,3370,null,864,null,2557,null,794,null,2902,null,857,null,5689,null,1259,null,8459,null,1267,null,12930,null,1621,null,11571,null,1613,null,8348,null,1239,null,10419,null,1391,null,9678,null,1440,null,0400000US24,Maryland,24
100125,null,3239,null,8605,null,1629,null,4116,null,1063,null,3245,null,916,null,2343,null,658,null,2828,null,969,null,2744,null,738,null,3226,null,896,null,2700,null,747,null,3606,null,844,null,5269,null,1212,null,9617,null,1610,null,13141,null,1596,null,11459,null,1524,null,7467,null,1345,null,10265,null,1552,null,9494,null,1401,null,0400000US25,Massachusetts,25
75899,null,2400,null,6138,null,1267,null,2844,null,915,null,3592,null,1120,null,3495,null,961,null,3684,null,1043,null,2566,null,906,null,2420,null,701,null,3170,null,793,null,2119,null,817,null,5468,null,1088,null,7301,null,1214,null,9980,null,1545,null,7962,null,1153,null,4777,null,1033,null,5198,null,1015,null,5185,null,1021,null,0400000US26,Michigan,26
53121,null,2101,null,4059,null,1014,null,2211,null,780,null,2250,null,678,null,2395,null,915,null,1961,null,591,null,2205,null,620,null,1792,null,585,null,3350,null,919,null,1954,null,702,null,4448,null,1198,null,6291,null,1191,null,7528,null,1267,null,4502,null,895,null,3176,null,808,null,3013,null,846,null,1986,null,650,null,0400000US27,Minnesota,27
7454,null,1064,null,994,null,595,null,271,null,232,null,633,null,489,null,482,null,415,null,369,null,323,null,312,null,294,null,239,null,272,null,468,null,354,null,117,null,192,null,654,null,421,null,484,null,371,null,717,null,392,null,552,null,348,null,346,null,284,null,449,null,362,null,367,null,349,null,0400000US28,Mississippi,28
