B17001D_001E,B17001D_001EA,B17001D_001M,B17001D_001MA,B17001D_002E,B17001D_002EA,B17001D_002M,B17001D_002MA,B17001D_003E,B17001D_003EA,B17001D_003M,B17001D_003MA,B17001D_004E,B17001D_004EA,B17001D_004M,B17001D_004MA,B17001D_005E,B17001D_005EA,B17001D_005M,B17001D_005MA,B17001D_006E,B17001D_006EA,B17001D_006M,B17001D_006MA,B17001D_007E,B17001D_007EA,B17001D_007M,B17001D_007MA,B17001D_008E,B17001D_008EA,B17001D_008M,B17001D_008MA,B17001D_009E,B17001D_009EA,B17001D_009M,B17001D_009MA,B17001D_010E,B17001D_010EA,B17001D_010M,B17001D_010MA,B17001D_011E,B17001D_011EA,B17001D_011M,B17001D_011MA,B17001D_012E,B17001D_012EA,B17001D_012M,B17001D_012MA,B17001D_013E,B17001D_013EA,B17001D_013M,B17001D_013MA,B17001D_014E,B17001D_014EA,B17001D_014M,B17001D_014MA,B17001D_015E,B17001D_015EA,B17001D_015M,B17001D_015MA,B17001D_016E,B17001D_016EA,B17001D_016M,B17001D_016MA,B17001D_017E,B17001D_017EA,B17001D_017M,B17001D_017MA,B17001D_018E,B17001D_018EA,B17001D_018M,B17001D_018MA,B17001D_019E,B17001D_019EA,B17001D_019M,B17001D_019MA,B17001D_020E,B17001D_020EA,B17001D_020M,B17001D_020MA,B17001D_021E,B17001D_021EA,B17001D_021M,B17001D_021MA,B17001D_022E,B17001D_022EA,B17001D_022M,B17001D_022MA,B17001D_023E,B17001D_023EA,B17001D_023M,B17001D_023MA,B17001D_024E,B17001D_024EA,B17001D_024M,B17001D_024MA,B17001D_025E,B17001D_025EA,B17001D_025M,B17001D_025MA,B17001D_026E,B17001D_026EA,B17001D_026M,B17001D_026MA,B17001D_027E,B17001D_027EA,B17001D_027M,B17001D_027MA,B17001D_028E,B17001D_028EA,B17001D_028M,B17001D_028MA,B17001D_029E,B17001D_029EA,B17001D_029M,B17001D_029MA,B17001D_030E,B17001D_030EA,B17001D_030M,B17001D_030MA,B17001D_031E,B17001D_031EA,B17001D_031M,B17001D_031MA,B17001D_032E,B17001D_032EA,B17001D_032M,B17001D_032MA,B17001D_033E,B17001D_033EA,B17001D_033M,B17001D_033MA,B17001D_034E,B17001D_034EA,B17001D_034M,B17001D_034MA,B17001D_035E,B17001D_035EA,B17001D_035M,B17001D_035MA,B17001D_036E,B17001D_036EA,B17001D_036M,B17001D_036MA,B17001D_037E,B17001D_037EA,B17001D_037M,B17001D_037MA,B17001D_038E,B17001D_038EA,B17001D_038M,B17001D_038MA,B17001D_039E,B17001D_039EA,B17001D_039M,B17001D_039MA,B17001D_040E,B17001D_040EA,B17001D_040M,B17001D_040MA,B17001D_041E,B17001D_041EA,B17001D_041M,B17001D_041MA,B17001D_042E,B17001D_042EA,B17001D_042M,B17001D_042MA,B17001D_043E,B17001D_043EA,B17001D_043M,B17001D_043MA,B17001D_044E,B17001D_044EA,B17001D_044M,B17001D_044MA,B17001D_045E,B17001D_045EA,B17001D_045M,B17001D_045MA,B17001D_046E,B17001D_046EA,B17001D_046M,B17001D_046MA,B17001D_047E,B17001D_047EA,B17001D_047M,B17001D_047MA,B17001D_048E,B17001D_048EA,B17001D_048M,B17001D_048MA,B17001D_049E,B17001D_049EA,B17001D_049M,B17001D_049MA,B17001D_050E,B17001D_050EA,B17001D_050M,B17001D_050MA,B17001D_051E,B17001D_051EA,B17001D_051M,B17001D_051MA,B17001D_052E,B17001D_052EA,B17001D_052M,B17001D_052MA,B17001D_053E,B17001D_053EA,B17001D_053M,B17001D_053MA,B17001D_054E,B17001D_054EA,B17001D_054M,B17001D_054MA,B17001D_055E,B17001D_055EA,B17001D_055M,B17001D_055MA,B17001D_056E,B17001D_056EA,B17001D_056M,B17001D_056MA,B17001D_057E,B17001D_057EA,B17001D_057M,B17001D_057MA,B17001D_058E,B17001D_058EA,B17001D_058M,B17001D_058MA,B17001D_059E,B17001D_059EA,B17001D_059M,B17001D_059MA,GEO_ID,NAME,state
49626,null,2295,null,6150,null,2248,null,3241,null,1180,null,378,null,368,null,92,null,145,null,199,null,195,null,44,null,86,null,0,null,273,null,93,null,135,null,1067,null,656,null,985,null,484,null,124,null,159,null,0,null,273,null,91,null,120,null,168,null,235,null,0,null,273,null,2909,null,1250,null,0,null,273,null,0,null,273,null,429,null,422,null,33,null,58,null,69,null,123,null,0,null,273,null,601,null,430,null,791,null,472,null,476,null,297,null,151,null,188,null,284,null,355,null,75,null,138,null,0,null,273,null,43476,null,3095,null,20057,null,1786,null,1815,null,813,null,527,null,404,null,1575,null,629,null,824,null,378,null,333,null,256,null,915,null,464,null,736,null,315,null,3522,null,739,null,3846,null,962,null,3159,null,806,null,1270,null,582,null,1371,null,470,null,164,null,186,null,23419,null,2191,null,1616,null,651,null,794,null,497,null,2491,null,854,null,305,null,279,null,157,null,241,null,557,null,376,null,1266,null,556,null,4082,null,715,null,4254,null,1015,null,3425,null,1005,null,2591,null,689,null,1225,null,589,null,656,null,445,null,0400000US01,Alabama,01
33521,null,1784,null,4183,null,1611,null,1743,null,794,null,279,null,239,null,0,null,244,null,341,null,347,null,42,null,75,null,0,null,244,null,0,null,244,null,24,null,42,null,234,null,171,null,543,null,323,null,192,null,294,null,0,null,244,null,88,null,121,null,0,null,244,null,2440,null,960,null,343,null,323,null,53,null,91,null,434,null,293,null,350,null,290,null,0,null,244,null,342,null,311,null,0,null,244,null,368,null,263,null,366,null,302,null,0,null,244,null,22,null,41,null,162,null,169,null,0,null,244,null,29338,null,2200,null,13792,null,1344,null,693,null,344,null,75,null,97,null,1048,null,430,null,661,null,281,null,122,null,141,null,232,null,211,null,1404,null,354,null,2049,null,401,null,2697,null,592,null,2412,null,681,null,1494,null,505,null,711,null,416,null,194,null,182,null,15546,null,1181,null,548,null,316,null,155,null,143,null,691,null,299,null,439,null,281,null,0,null,244,null,648,null,356,null,1246,null,429,null,1880,null,423,null,3241,null,950,null,2881,null,540,null,1931,null,252,null,784,null,367,null,1102,null,472,null,0400000US02,Alaska,02
165769,null,3877,null,22045,null,3488,null,11735,null,2305,null,721,null,682,null,0,null,305,null,865,null,516,null,383,null,381,null,0,null,305,null,32,null,61,null,4972,null,1362,null,1667,null,1099,null,1249,null,681,null,506,null,404,null,607,null,400,null,495,null,410,null,238,null,221,null,10310,null,2171,null,623,null,577,null,0,null,305,null,844,null,541,null,180,null,141,null,122,null,155,null,416,null,382,null,2327,null,988,null,928,null,649,null,1341,null,635,null,1520,null,616,null,1135,null,582,null,415,null,366,null,459,null,299,null,143724,null,4725,null,66762,null,3320,null,5489,null,912,null,626,null,443,null,6097,null,1337,null,2315,null,915,null,893,null,435,null,1442,null,483,null,3733,null,1188,null,12619,null,1243,null,13690,null,902,null,9183,null,712,null,5105,null,806,null,3288,null,518,null,2282,null,457,null,76962,null,2692,null,4858,null,779,null,1123,null,650,null,5614,null,964,null,2692,null,945,null,563,null,292,null,1350,null,538,null,4342,null,953,null,14381,null,1150,null,15880,null,842,null,10578,null,775,null,7830,null,741,null,3820,null,536,null,3931,null,541,null,0400000US04,Arizona,04
31477,null,2536,null,5106,null,1801,null,2528,null,1110,null,171,null,226,null,0,null,273,null,73,null,127,null,0,null,273,null,51,null,95,null,51,null,74,null,1261,null,774,null,443,null,365,null,141,null,169,null,139,null,136,null,0,null,273,null,94,null,147,null,104,null,118,null,2578,null,1005,null,73,null,127,null,0,null,273,null,54,null,103,null,103,null,148,null,64,null,109,null,51,null,73,null,998,null,693,null,605,null,489,null,99,null,135,null,151,null,138,null,37,null,65,null,188,null,176,null,155,null,224,null,26371,null,2644,null,12170,null,1485,null,1355,null,663,null,38,null,73,null,1016,null,429,null,619,null,509,null,176,null,165,null,120,null,136,null,1440,null,611,null,1730,null,662,null,1813,null,735,null,1570,null,664,null,1190,null,357,null,730,null,391,null,373,null,327,null,14201,null,1918,null,1963,null,856,null,348,null,339,null,823,null,456,null,435,null,359,null,260,null,207,null,271,null,234,null,663,null,322,null,2203,null,777,null,2185,null,732,null,2508,null,822,null,1853,null,564,null,390,null,299,null,299,null,253,null,0400000US05,Arkansas,05
4557362,null,14012,null,473512,null,17185,null,215553,null,8521,null,12783,null,2238,null,1991,null,656,null,19543,null,2537,null,11180,null,1845,null,3964,null,993,null,6555,null,1267,null,41337,null,3631,null,26429,null,2871,null,24094,null,2648,null,25732,null,2335,null,18759,null,2017,null,12780,null,1501,null,10406,null,1384,null,257959,null,10917,null,12628,null,1951,null,2023,null,678,null,17330,null,1936,null,10370,null,1706,null,4702,null,925,null,8158,null,1305,null,41222,null,3512,null,31170,null,2942,null,32647,null,2787,null,30488,null,2416,null,26542,null,2635,null,17860,null,1774,null,22819,null,2575,null,4083850,null,21320,null,1964303,null,11017,null,123035,null,3484,null,23864,null,2560,null,136467,null,4338,null,73315,null,3909,null,22014,null,1928,null,50184,null,2635,null,144676,null,4763,null,335961,null,5467,null,338174,null,4155,null,296353,null,3375,null,219531,null,2470,null,118118,null,2285,null,82611,null,1929,null,2119547,null,13359,null,117237,null,3503,null,21666,null,2194,null,132218,null,5415,null,68611,null,3978,null,20893,null,2113,null,46847,null,2676,null,139216,null,4319,null,354375,null,4107,null,366251,null,3906,null,336149,null,3667,null,254376,null,2931,null,141389,null,2181,null,120319,null,2952,null,0400000US06,California,06
127944,null,3688,null,11089,null,2322,null,4709,null,1518,null,582,null,422,null,0,null,279,null,228,null,231,null,134,null,217,null,0,null,279,null,40,null,70,null,1181,null,770,null,807,null,454,null,563,null,510,null,193,null,162,null,498,null,326,null,286,null,271,null,197,null,202,null,6380,null,1416,null,386,null,348,null,0,null,279,null,420,null,329,null,200,null,244,null,64,null,103,null,50,null,109,null,1529,null,562,null,1374,null,637,null,781,null,467,null,443,null,318,null,301,null,207,null,350,null,263,null,482,null,421,null,116855,null,3868,null,53660,null,2740,null,3920,null,804,null,611,null,418,null,4799,null,1004,null,2389,null,617,null,479,null,269,null,1026,null,443,null,4670,null,866,null,10249,null,1540,null,10461,null,1203,null,7442,null,926,null,3741,null,743,null,2341,null,535,null,1532,null,644,null,63195,null,2456,null,3513,null,905,null,716,null,392,null,5603,null,893,null,2399,null,676,null,727,null,340,null,1469,null,453,null,4716,null,1072,null,10265,null,1119,null,12779,null,1380,null,8736,null,804,null,6076,null,612,null,3102,null,647,null,3094,null,760,null,0400000US08,Colorado,08
119627,null,2325,null,6248,null,2283,null,2584,null,1104,null,357,null,363,null,0,null,277,null,238,null,318,null,237,null,318,null,0,null,277,null,0,null,277,null,431,null,358,null,161,null,194,null,507,null,380,null,252,null,301,null,145,null,173,null,170,null,213,null,86,null,147,null,3664,null,1413,null,338,null,341,null,0,null,277,null,323,null,304,null,0,null,277,null,0,null,277,null,409,null,304,null,476,null,341,null,994,null,528,null,448,null,267,null,311,null,323,null,66,null,113,null,299,null,286,null,0,null,277,null,113379,null,3007,null,55362,null,1729,null,4384,null,648,null,1139,null,551,null,4382,null,932,null,1931,null,527,null,553,null,321,null,1183,null,476,null,4060,null,715,null,10787,null,744,null,11243,null,576,null,7847,null,623,null,4798,null,477,null,2568,null,471,null,487,null,341,null,58017,null,1943,null,4755,null,652,null,1242,null,530,null,4863,null,836,null,2472,null,678,null,485,null,243,null,1295,null,512,null,3381,null,584,null,10563,null,973,null,12114,null,710,null,7715,null,689,null,5498,null,612,null,2465,null,583,null,1169,null,499,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
438845,null,6193,null,52510,null,6950,null,25785,null,3925,null,2241,null,1066,null,395,null,432,null,2272,null,964,null,1279,null,707,null,97,null,144,null,786,null,545,null,4708,null,1167,null,3314,null,964,null,3124,null,1137,null,3125,null,1032,null,1127,null,474,null,2382,null,1052,null,935,null,505,null,26725,null,3783,null,1211,null,665,null,755,null,440,null,1876,null,734,null,708,null,469,null,228,null,231,null,501,null,333,null,4061,null,1200,null,3534,null,1440,null,4534,null,1355,null,3979,null,1124,null,2107,null,844,null,1887,null,635,null,1344,null,551,null,386335,null,8239,null,178438,null,5137,null,11954,null,1318,null,3465,null,1079,null,14324,null,1867,null,6713,null,1258,null,1767,null,659,null,5709,null,1156,null,14198,null,1230,null,29705,null,2458,null,33331,null,2033,null,24901,null,1779,null,18755,null,1351,null,9160,null,1135,null,4456,null,782,null,207897,null,5379,null,13056,null,1304,null,2524,null,903,null,14904,null,1713,null,7332,null,1257,null,1726,null,681,null,4474,null,816,null,12785,null,1694,null,34757,null,2284,null,39732,null,2198,null,32028,null,1925,null,23634,null,1551,null,13608,null,1179,null,7337,null,1071,null,0400000US12,Florida,12
