C19001D_001E,C19001D_001EA,C19001D_001M,C19001D_001MA,C19001D_002E,C19001D_002EA,C19001D_002M,C19001D_002MA,C19001D_003E,C19001D_003EA,C19001D_003M,C19001D_003MA,C19001D_004E,C19001D_004EA,C19001D_004M,C19001D_004MA,C19001D_005E,C19001D_005EA,C19001D_005M,C19001D_005MA,C19001D_006E,C19001D_006EA,C19001D_006M,C19001D_006MA,C19001D_007E,C19001D_007EA,C19001D_007M,C19001D_007MA,C19001D_008E,C19001D_008EA,C19001D_008M,C19001D_008MA,C19001D_009E,C19001D_009EA,C19001D_009M,C19001D_009MA,C19001D_010E,C19001D_010EA,C19001D_010M,C19001D_010MA,C19001D_011E,C19001D_011EA,C19001D_011M,C19001D_011MA,GEO_ID,NAME,state
17074,null,1220,null,1731,null,772,null,385,null,272,null,2512,null,992,null,1345,null,633,null,2779,null,873,null,2647,null,779,null,2312,null,657,null,1873,null,503,null,903,null,501,null,587,null,364,null,0400000US01,Alabama,01
8024,null,899,null,261,null,309,null,332,null,314,null,385,null,322,null,576,null,434,null,940,null,461,null,2068,null,580,null,1129,null,577,null,1355,null,586,null,502,null,286,null,476,null,313,null,0400000US02,Alaska,02
51858,null,2570,null,4345,null,1106,null,2197,null,798,null,3261,null,836,null,3600,null,1110,null,6382,null,1134,null,9005,null,1783,null,7341,null,1091,null,8518,null,1443,null,3878,null,1136,null,3331,null,797,null,0400000US04,Arizona,04
9705,null,1265,null,1139,null,569,null,696,null,544,null,1667,null,763,null,1060,null,577,null,1217,null,507,null,1284,null,602,null,969,null,531,null,1005,null,382,null,263,null,233,null,405,null,235,null,0400000US05,Arkansas,05
1433166,null,10591,null,85504,null,5312,null,60686,null,4051,null,106759,null,5150,null,101515,null,4945,null,144759,null,5313,null,230510,null,7694,null,194832,null,6304,null,265942,null,7787,null,127566,null,6371,null,115093,null,4671,null,0400000US06,California,06
41447,null,2281,null,2853,null,961,null,1491,null,720,null,3562,null,948,null,3020,null,890,null,5142,null,1114,null,7113,null,1579,null,5823,null,1145,null,7195,null,1097,null,3317,null,863,null,1931,null,594,null,0400000US08,Colorado,08
39805,null,1534,null,1447,null,608,null,513,null,275,null,1696,null,616,null,1561,null,678,null,4230,null,1210,null,6995,null,1065,null,6190,null,1096,null,7885,null,1391,null,3293,null,865,null,5995,null,1165,null,0400000US09,Connecticut,09
8460,null,888,null,331,null,245,null,233,null,207,null,415,null,365,null,867,null,475,null,668,null,343,null,1166,null,488,null,1702,null,521,null,1922,null,750,null,623,null,376,null,533,null,318,null,0400000US10,Delaware,10
7374,null,929,null,661,null,342,null,69,null,120,null,199,null,200,null,386,null,300,null,638,null,391,null,1512,null,741,null,1837,null,603,null,824,null,442,null,649,null,335,null,599,null,340,null,0400000US11,District of Columbia,11
140117,null,4132,null,9852,null,1800,null,6108,null,1396,null,13031,null,1872,null,13724,null,2302,null,22190,null,2650,null,24442,null,2352,null,18224,null,2246,null,19002,null,2126,null,5574,null,1143,null,7970,null,1445,null,0400000US12,Florida,12
89830,null,3139,null,7732,null,1528,null,2231,null,689,null,9229,null,1517,null,8288,null,1480,null,10294,null,1593,null,17102,null,2135,null,12359,null,1831,null,12246,null,1724,null,5437,null,1314,null,4912,null,1119,null,0400000US13,Georgia,13
171144,null,4966,null,8808,null,1340,null,6760,null,1201,null,13564,null,1791,null,14000,null,1623,null,19575,null,1932,null,30747,null,2436,null,26647,null,2328,null,31805,null,2567,null,10751,null,1288,null,8487,null,1175,null,0400000US15,Hawaii,15
5735,null,1116,null,362,null,245,null,140,null,187,null,826,null,541,null,591,null,320,null,1538,null,699,null,817,null,377,null,849,null,510,null,500,null,398,null,112,null,130,null,0,null,263,null,0400000US16,Idaho,16
