C15010F_001E,C15010F_001EA,C15010F_001M,C15010F_001MA,C15010F_002E,C15010F_002EA,C15010F_002M,C15010F_002MA,C15010F_003E,C15010F_003EA,C15010F_003M,C15010F_003MA,C15010F_004E,C15010F_004EA,C15010F_004M,C15010F_004MA,C15010F_005E,C15010F_005EA,C15010F_005M,C15010F_005MA,C15010F_006E,C15010F_006EA,C15010F_006M,C15010F_006MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
4653,null,1485,null,1458,null,672,null,162,null,177,null,788,null,367,null,682,null,510,null,1563,null,868,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
2464,null,1130,null,1217,null,916,null,132,null,162,null,107,null,128,null,443,null,398,null,565,null,443,null,0400000US31,Nebraska,31
4171,null,1143,null,1454,null,603,null,691,null,460,null,1204,null,572,null,197,null,190,null,625,null,463,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
32062,null,3090,null,11012,null,1889,null,2898,null,920,null,7484,null,1694,null,3888,null,1137,null,6780,null,1413,null,0400000US34,New Jersey,34
14250,null,2436,null,4697,null,1213,null,649,null,464,null,2609,null,861,null,2261,null,797,null,4034,null,1354,null,0400000US35,New Mexico,35
113979,null,6399,null,38114,null,3548,null,10048,null,2110,null,28263,null,3369,null,12165,null,1893,null,25389,null,2829,null,0400000US36,New York,36
12357,null,2247,null,4562,null,1475,null,1181,null,757,null,2468,null,810,null,1722,null,879,null,2424,null,1029,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
5717,null,1210,null,2263,null,627,null,540,null,573,null,1226,null,551,null,519,null,351,null,1169,null,448,null,0400000US39,Ohio,39
3003,null,922,null,635,null,315,null,227,null,143,null,947,null,586,null,332,null,297,null,862,null,441,null,0400000US40,Oklahoma,40
8303,null,1493,null,2786,null,857,null,1089,null,598,null,1148,null,735,null,684,null,337,null,2596,null,970,null,0400000US41,Oregon,41
13041,null,2015,null,5294,null,1267,null,863,null,543,null,2711,null,985,null,2369,null,757,null,1804,null,839,null,0400000US42,Pennsylvania,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,Rhode Island,44
3024,null,939,null,640,null,461,null,199,null,263,null,424,null,334,null,449,null,245,null,1312,null,695,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
2975,null,977,null,547,null,365,null,523,null,409,null,705,null,496,null,278,null,252,null,922,null,475,null,0400000US47,Tennessee,47
88184,null,5952,null,28701,null,3192,null,7347,null,1560,null,22439,null,2740,null,13035,null,1922,null,16662,null,2464,null,0400000US48,Texas,48
4435,null,1130,null,1773,null,593,null,457,null,328,null,863,null,469,null,443,null,279,null,899,null,433,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
17082,null,2641,null,7455,null,1900,null,958,null,492,null,3487,null,1018,null,1607,null,809,null,3575,null,1240,null,0400000US51,Virginia,51
12878,null,1996,null,4465,null,1126,null,925,null,392,null,2708,null,985,null,1174,null,525,null,3606,null,1169,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
2978,null,975,null,934,null,443,null,233,null,171,null,477,null,390,null,401,null,268,null,933,null,471,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
35869,null,3428,null,10781,null,1899,null,3041,null,789,null,10447,null,1531,null,6616,null,1454,null,4984,null,1331,null,0400000US72,Puerto Rico,72
