B21001G_001E,B21001G_001EA,B21001G_001M,B21001G_001MA,B21001G_002E,B21001G_002EA,B21001G_002M,B21001G_002MA,B21001G_003E,B21001G_003EA,B21001G_003M,B21001G_003MA,B21001G_004E,B21001G_004EA,B21001G_004M,B21001G_004MA,B21001G_005E,B21001G_005EA,B21001G_005M,B21001G_005MA,B21001G_006E,B21001G_006EA,B21001G_006M,B21001G_006MA,B21001G_007E,B21001G_007EA,B21001G_007M,B21001G_007MA,B21001G_008E,B21001G_008EA,B21001G_008M,B21001G_008MA,B21001G_009E,B21001G_009EA,B21001G_009M,B21001G_009MA,B21001G_010E,B21001G_010EA,B21001G_010M,B21001G_010MA,B21001G_011E,B21001G_011EA,B21001G_011M,B21001G_011MA,B21001G_012E,B21001G_012EA,B21001G_012M,B21001G_012MA,B21001G_013E,B21001G_013EA,B21001G_013M,B21001G_013MA,B21001G_014E,B21001G_014EA,B21001G_014M,B21001G_014MA,B21001G_015E,B21001G_015EA,B21001G_015M,B21001G_015MA,B21001G_016E,B21001G_016EA,B21001G_016M,B21001G_016MA,B21001G_017E,B21001G_017EA,B21001G_017M,B21001G_017MA,B21001G_018E,B21001G_018EA,B21001G_018M,B21001G_018MA,B21001G_019E,B21001G_019EA,B21001G_019M,B21001G_019MA,B21001G_020E,B21001G_020EA,B21001G_020M,B21001G_020MA,B21001G_021E,B21001G_021EA,B21001G_021M,B21001G_021MA,B21001G_022E,B21001G_022EA,B21001G_022M,B21001G_022MA,B21001G_023E,B21001G_023EA,B21001G_023M,B21001G_023MA,B21001G_024E,B21001G_024EA,B21001G_024M,B21001G_024MA,B21001G_025E,B21001G_025EA,B21001G_025M,B21001G_025MA,B21001G_026E,B21001G_026EA,B21001G_026M,B21001G_026MA,B21001G_027E,B21001G_027EA,B21001G_027M,B21001G_027MA,B21001G_028E,B21001G_028EA,B21001G_028M,B21001G_028MA,B21001G_029E,B21001G_029EA,B21001G_029M,B21001G_029MA,B21001G_030E,B21001G_030EA,B21001G_030M,B21001G_030MA,B21001G_031E,B21001G_031EA,B21001G_031M,B21001G_031MA,B21001G_032E,B21001G_032EA,B21001G_032M,B21001G_032MA,B21001G_033E,B21001G_033EA,B21001G_033M,B21001G_033MA,GEO_ID,NAME,state
35337,null,3279,null,17401,null,2123,null,6407,null,1430,null,187,null,160,null,6220,null,1387,null,5188,null,995,null,954,null,364,null,4234,null,896,null,2671,null,824,null,992,null,452,null,1679,null,631,null,2065,null,723,null,492,null,311,null,1573,null,722,null,1070,null,539,null,764,null,481,null,306,null,290,null,17936,null,2117,null,5992,null,1220,null,20,null,34,null,5972,null,1221,null,6459,null,1033,null,216,null,218,null,6243,null,1035,null,2791,null,662,null,84,null,99,null,2707,null,625,null,1303,null,448,null,61,null,105,null,1242,null,429,null,1391,null,489,null,24,null,47,null,1367,null,500,null,0400000US01,Alabama,01
25532,null,2574,null,11912,null,1664,null,6376,null,1236,null,576,null,381,null,5800,null,1184,null,3690,null,902,null,463,null,359,null,3227,null,917,null,1087,null,482,null,344,null,242,null,743,null,418,null,595,null,391,null,486,null,379,null,109,null,93,null,164,null,142,null,164,null,142,null,0,null,244,null,13620,null,1722,null,7113,null,1266,null,138,null,172,null,6975,null,1270,null,4037,null,812,null,91,null,118,null,3946,null,795,null,1824,null,621,null,0,null,244,null,1824,null,621,null,399,null,259,null,0,null,244,null,399,null,259,null,247,null,169,null,0,null,244,null,247,null,169,null,0400000US02,Alaska,02
88578,null,6295,null,40613,null,3640,null,19480,null,2720,null,596,null,351,null,18884,null,2663,null,13531,null,1688,null,2301,null,865,null,11230,null,1445,null,4366,null,1037,null,1732,null,632,null,2634,null,887,null,2037,null,663,null,1021,null,460,null,1016,null,438,null,1199,null,505,null,647,null,353,null,552,null,337,null,47965,null,4425,null,24127,null,2815,null,220,null,189,null,23907,null,2803,null,14023,null,2042,null,324,null,233,null,13699,null,2019,null,5676,null,1442,null,0,null,305,null,5676,null,1442,null,2478,null,661,null,0,null,305,null,2478,null,661,null,1661,null,699,null,0,null,305,null,1661,null,699,null,0400000US04,Arizona,04
31568,null,3102,null,15222,null,1828,null,6297,null,1662,null,518,null,508,null,5779,null,1584,null,5630,null,1006,null,683,null,393,null,4947,null,1014,null,1722,null,639,null,700,null,409,null,1022,null,520,null,733,null,334,null,351,null,223,null,382,null,254,null,840,null,400,null,477,null,276,null,363,null,264,null,16346,null,2076,null,6421,null,1404,null,34,null,58,null,6387,null,1412,null,5571,null,1198,null,120,null,179,null,5451,null,1150,null,1786,null,670,null,99,null,118,null,1687,null,676,null,1366,null,541,null,74,null,113,null,1292,null,524,null,1202,null,484,null,0,null,273,null,1202,null,484,null,0400000US05,Arkansas,05
746308,null,18436,null,362681,null,11340,null,170833,null,8094,null,7179,null,1365,null,163654,null,7825,null,131972,null,5445,null,16430,null,2325,null,115542,null,5380,null,32828,null,2737,null,9395,null,1490,null,23433,null,2400,null,16772,null,1727,null,6142,null,1039,null,10630,null,1418,null,10276,null,1516,null,5607,null,1058,null,4669,null,1000,null,383627,null,10728,null,170585,null,6967,null,773,null,442,null,169812,null,7024,null,133967,null,5424,null,2766,null,824,null,131201,null,5545,null,40934,null,2780,null,240,null,248,null,40694,null,2808,null,22950,null,2133,null,71,null,122,null,22879,null,2135,null,15191,null,1778,null,229,null,203,null,14962,null,1791,null,0400000US06,California,06
79280,null,5073,null,38617,null,3179,null,17871,null,2655,null,1237,null,682,null,16634,null,2615,null,13861,null,2082,null,2845,null,1013,null,11016,null,1770,null,4158,null,1011,null,1383,null,440,null,2775,null,980,null,1813,null,571,null,1094,null,394,null,719,null,353,null,914,null,427,null,625,null,351,null,289,null,212,null,40663,null,3301,null,18270,null,2511,null,175,null,158,null,18095,null,2520,null,14559,null,1746,null,691,null,362,null,13868,null,1688,null,4308,null,1005,null,42,null,69,null,4266,null,995,null,2023,null,694,null,154,null,245,null,1869,null,580,null,1503,null,611,null,0,null,279,null,1503,null,611,null,0400000US08,Colorado,08
36070,null,3235,null,16160,null,1967,null,8841,null,1383,null,42,null,69,null,8799,null,1379,null,4577,null,898,null,755,null,520,null,3822,null,809,null,1471,null,560,null,403,null,260,null,1068,null,453,null,627,null,359,null,335,null,288,null,292,null,221,null,644,null,426,null,288,null,223,null,356,null,316,null,19910,null,2157,null,9783,null,1556,null,0,null,277,null,9783,null,1556,null,7447,null,1235,null,172,null,167,null,7275,null,1236,null,1520,null,487,null,95,null,125,null,1425,null,463,null,727,null,359,null,67,null,110,null,660,null,342,null,433,null,273,null,0,null,277,null,433,null,273,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
195889,null,9115,null,92044,null,5375,null,37295,null,3788,null,1111,null,527,null,36184,null,3692,null,33031,null,2829,null,4596,null,1252,null,28435,null,2688,null,11520,null,1728,null,3008,null,832,null,8512,null,1692,null,5356,null,1089,null,1961,null,671,null,3395,null,763,null,4842,null,1235,null,2239,null,846,null,2603,null,842,null,103845,null,5709,null,41822,null,3810,null,229,null,167,null,41593,null,3803,null,34126,null,3272,null,1699,null,678,null,32427,null,3201,null,13995,null,1670,null,413,null,280,null,13582,null,1667,null,8155,null,1587,null,100,null,168,null,8055,null,1577,null,5747,null,1207,null,85,null,142,null,5662,null,1205,null,0400000US12,Florida,12
