B20005G_001E,B20005G_001EA,B20005G_001M,B20005G_001MA,B20005G_002E,B20005G_002EA,B20005G_002M,B20005G_002MA,B20005G_003E,B20005G_003EA,B20005G_003M,B20005G_003MA,B20005G_004E,B20005G_004EA,B20005G_004M,B20005G_004MA,B20005G_005E,B20005G_005EA,B20005G_005M,B20005G_005MA,B20005G_006E,B20005G_006EA,B20005G_006M,B20005G_006MA,B20005G_007E,B20005G_007EA,B20005G_007M,B20005G_007MA,B20005G_008E,B20005G_008EA,B20005G_008M,B20005G_008MA,B20005G_009E,B20005G_009EA,B20005G_009M,B20005G_009MA,B20005G_010E,B20005G_010EA,B20005G_010M,B20005G_010MA,B20005G_011E,B20005G_011EA,B20005G_011M,B20005G_011MA,B20005G_012E,B20005G_012EA,B20005G_012M,B20005G_012MA,B20005G_013E,B20005G_013EA,B20005G_013M,B20005G_013MA,B20005G_014E,B20005G_014EA,B20005G_014M,B20005G_014MA,B20005G_015E,B20005G_015EA,B20005G_015M,B20005G_015MA,B20005G_016E,B20005G_016EA,B20005G_016M,B20005G_016MA,B20005G_017E,B20005G_017EA,B20005G_017M,B20005G_017MA,B20005G_018E,B20005G_018EA,B20005G_018M,B20005G_018MA,B20005G_019E,B20005G_019EA,B20005G_019M,B20005G_019MA,B20005G_020E,B20005G_020EA,B20005G_020M,B20005G_020MA,B20005G_021E,B20005G_021EA,B20005G_021M,B20005G_021MA,B20005G_022E,B20005G_022EA,B20005G_022M,B20005G_022MA,B20005G_023E,B20005G_023EA,B20005G_023M,B20005G_023MA,B20005G_024E,B20005G_024EA,B20005G_024M,B20005G_024MA,B20005G_025E,B20005G_025EA,B20005G_025M,B20005G_025MA,B20005G_026E,B20005G_026EA,B20005G_026M,B20005G_026MA,B20005G_027E,B20005G_027EA,B20005G_027M,B20005G_027MA,B20005G_028E,B20005G_028EA,B20005G_028M,B20005G_028MA,B20005G_029E,B20005G_029EA,B20005G_029M,B20005G_029MA,B20005G_030E,B20005G_030EA,B20005G_030M,B20005G_030MA,B20005G_031E,B20005G_031EA,B20005G_031M,B20005G_031MA,B20005G_032E,B20005G_032EA,B20005G_032M,B20005G_032MA,B20005G_033E,B20005G_033EA,B20005G_033M,B20005G_033MA,B20005G_034E,B20005G_034EA,B20005G_034M,B20005G_034MA,B20005G_035E,B20005G_035EA,B20005G_035M,B20005G_035MA,B20005G_036E,B20005G_036EA,B20005G_036M,B20005G_036MA,B20005G_037E,B20005G_037EA,B20005G_037M,B20005G_037MA,B20005G_038E,B20005G_038EA,B20005G_038M,B20005G_038MA,B20005G_039E,B20005G_039EA,B20005G_039M,B20005G_039MA,B20005G_040E,B20005G_040EA,B20005G_040M,B20005G_040MA,B20005G_041E,B20005G_041EA,B20005G_041M,B20005G_041MA,B20005G_042E,B20005G_042EA,B20005G_042M,B20005G_042MA,B20005G_043E,B20005G_043EA,B20005G_043M,B20005G_043MA,B20005G_044E,B20005G_044EA,B20005G_044M,B20005G_044MA,B20005G_045E,B20005G_045EA,B20005G_045M,B20005G_045MA,B20005G_046E,B20005G_046EA,B20005G_046M,B20005G_046MA,B20005G_047E,B20005G_047EA,B20005G_047M,B20005G_047MA,B20005G_048E,B20005G_048EA,B20005G_048M,B20005G_048MA,B20005G_049E,B20005G_049EA,B20005G_049M,B20005G_049MA,B20005G_050E,B20005G_050EA,B20005G_050M,B20005G_050MA,B20005G_051E,B20005G_051EA,B20005G_051M,B20005G_051MA,B20005G_052E,B20005G_052EA,B20005G_052M,B20005G_052MA,B20005G_053E,B20005G_053EA,B20005G_053M,B20005G_053MA,B20005G_054E,B20005G_054EA,B20005G_054M,B20005G_054MA,B20005G_055E,B20005G_055EA,B20005G_055M,B20005G_055MA,B20005G_056E,B20005G_056EA,B20005G_056M,B20005G_056MA,B20005G_057E,B20005G_057EA,B20005G_057M,B20005G_057MA,B20005G_058E,B20005G_058EA,B20005G_058M,B20005G_058MA,B20005G_059E,B20005G_059EA,B20005G_059M,B20005G_059MA,B20005G_060E,B20005G_060EA,B20005G_060M,B20005G_060MA,B20005G_061E,B20005G_061EA,B20005G_061M,B20005G_061MA,B20005G_062E,B20005G_062EA,B20005G_062M,B20005G_062MA,B20005G_063E,B20005G_063EA,B20005G_063M,B20005G_063MA,B20005G_064E,B20005G_064EA,B20005G_064M,B20005G_064MA,B20005G_065E,B20005G_065EA,B20005G_065M,B20005G_065MA,B20005G_066E,B20005G_066EA,B20005G_066M,B20005G_066MA,B20005G_067E,B20005G_067EA,B20005G_067M,B20005G_067MA,B20005G_068E,B20005G_068EA,B20005G_068M,B20005G_068MA,B20005G_069E,B20005G_069EA,B20005G_069M,B20005G_069MA,B20005G_070E,B20005G_070EA,B20005G_070M,B20005G_070MA,B20005G_071E,B20005G_071EA,B20005G_071M,B20005G_071MA,B20005G_072E,B20005G_072EA,B20005G_072M,B20005G_072MA,B20005G_073E,B20005G_073EA,B20005G_073M,B20005G_073MA,B20005G_074E,B20005G_074EA,B20005G_074M,B20005G_074MA,B20005G_075E,B20005G_075EA,B20005G_075M,B20005G_075MA,B20005G_076E,B20005G_076EA,B20005G_076M,B20005G_076MA,B20005G_077E,B20005G_077EA,B20005G_077M,B20005G_077MA,B20005G_078E,B20005G_078EA,B20005G_078M,B20005G_078MA,B20005G_079E,B20005G_079EA,B20005G_079M,B20005G_079MA,B20005G_080E,B20005G_080EA,B20005G_080M,B20005G_080MA,B20005G_081E,B20005G_081EA,B20005G_081M,B20005G_081MA,B20005G_082E,B20005G_082EA,B20005G_082M,B20005G_082MA,B20005G_083E,B20005G_083EA,B20005G_083M,B20005G_083MA,B20005G_084E,B20005G_084EA,B20005G_084M,B20005G_084MA,B20005G_085E,B20005G_085EA,B20005G_085M,B20005G_085MA,B20005G_086E,B20005G_086EA,B20005G_086M,B20005G_086MA,B20005G_087E,B20005G_087EA,B20005G_087M,B20005G_087MA,B20005G_088E,B20005G_088EA,B20005G_088M,B20005G_088MA,B20005G_089E,B20005G_089EA,B20005G_089M,B20005G_089MA,B20005G_090E,B20005G_090EA,B20005G_090M,B20005G_090MA,B20005G_091E,B20005G_091EA,B20005G_091M,B20005G_091MA,B20005G_092E,B20005G_092EA,B20005G_092M,B20005G_092MA,B20005G_093E,B20005G_093EA,B20005G_093M,B20005G_093MA,B20005G_094E,B20005G_094EA,B20005G_094M,B20005G_094MA,B20005G_095E,B20005G_095EA,B20005G_095M,B20005G_095MA,GEO_ID,NAME,state
37982,null,3396,null,19015,null,2195,null,6458,null,1440,null,0,null,273,null,6458,null,1440,null,0,null,273,null,10,null,21,null,76,null,97,null,0,null,273,null,203,null,221,null,98,null,143,null,239,null,204,null,605,null,446,null,306,null,351,null,155,null,194,null,340,null,249,null,464,null,301,null,623,null,461,null,618,null,375,null,430,null,292,null,285,null,253,null,708,null,423,null,461,null,341,null,545,null,387,null,292,null,221,null,12557,null,1853,null,7435,null,1344,null,5122,null,1247,null,567,null,257,null,834,null,463,null,605,null,347,null,585,null,395,null,1166,null,714,null,494,null,459,null,245,null,227,null,249,null,263,null,103,null,164,null,27,null,47,null,39,null,58,null,119,null,171,null,0,null,273,null,14,null,31,null,19,null,34,null,28,null,47,null,0,null,273,null,17,null,45,null,0,null,273,null,11,null,27,null,18967,null,2204,null,5060,null,972,null,0,null,273,null,5060,null,972,null,0,null,273,null,0,null,273,null,11,null,19,null,205,null,203,null,257,null,257,null,224,null,180,null,302,null,301,null,430,null,300,null,393,null,273,null,172,null,175,null,557,null,277,null,492,null,266,null,459,null,332,null,218,null,145,null,318,null,238,null,311,null,186,null,38,null,48,null,291,null,290,null,203,null,202,null,179,null,162,null,13907,null,2045,null,9393,null,1767,null,4514,null,951,null,988,null,413,null,648,null,399,null,883,null,403,null,611,null,329,null,477,null,355,null,373,null,276,null,290,null,243,null,80,null,81,null,0,null,273,null,0,null,273,null,0,null,273,null,37,null,60,null,11,null,19,null,27,null,45,null,0,null,273,null,36,null,65,null,28,null,41,null,25,null,38,null,0,null,273,null,0,null,273,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
96931,null,6373,null,44995,null,3875,null,14960,null,2564,null,0,null,305,null,14960,null,2564,null,79,null,130,null,90,null,105,null,324,null,299,null,432,null,399,null,86,null,141,null,460,null,326,null,992,null,837,null,457,null,307,null,733,null,472,null,1001,null,725,null,573,null,319,null,1190,null,628,null,2144,null,962,null,573,null,371,null,708,null,374,null,491,null,303,null,1457,null,669,null,545,null,317,null,705,null,367,null,1920,null,1062,null,30035,null,3304,null,15658,null,2420,null,14377,null,2169,null,3247,null,983,null,2024,null,814,null,1127,null,596,null,1673,null,908,null,540,null,343,null,815,null,578,null,725,null,377,null,596,null,400,null,478,null,388,null,593,null,382,null,952,null,522,null,159,null,166,null,298,null,338,null,253,null,193,null,288,null,342,null,150,null,198,null,0,null,305,null,53,null,95,null,169,null,283,null,237,null,299,null,51936,null,4438,null,17181,null,2816,null,0,null,305,null,17181,null,2816,null,0,null,305,null,163,null,192,null,194,null,256,null,592,null,478,null,618,null,403,null,882,null,558,null,818,null,469,null,1230,null,654,null,974,null,505,null,870,null,433,null,1714,null,731,null,2398,null,1068,null,1930,null,746,null,1155,null,790,null,910,null,672,null,651,null,427,null,353,null,234,null,476,null,302,null,566,null,348,null,687,null,439,null,34755,null,3255,null,18443,null,2353,null,16312,null,2585,null,3640,null,1114,null,1667,null,709,null,2362,null,878,null,2104,null,822,null,1471,null,585,null,929,null,640,null,243,null,203,null,1196,null,711,null,187,null,177,null,723,null,448,null,388,null,310,null,365,null,374,null,354,null,288,null,181,null,176,null,286,null,239,null,0,null,305,null,147,null,142,null,0,null,305,null,0,null,305,null,69,null,121,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
810453,null,19640,null,396388,null,12014,null,152918,null,6405,null,0,null,294,null,152918,null,6405,null,329,null,261,null,203,null,180,null,1202,null,584,null,1385,null,687,null,2966,null,919,null,2742,null,911,null,3401,null,965,null,5869,null,1304,null,4248,null,1036,null,5955,null,1305,null,10717,null,1732,null,10678,null,2075,null,12613,null,1789,null,11260,null,1883,null,10203,null,1578,null,7517,null,1156,null,14533,null,1983,null,8975,null,1582,null,19141,null,1912,null,18981,null,2311,null,243470,null,9570,null,118121,null,5678,null,125349,null,6551,null,23326,null,2593,null,15301,null,2223,null,12505,null,2010,null,12093,null,1871,null,9468,null,1680,null,6635,null,1385,null,4492,null,980,null,6632,null,1895,null,3611,null,1068,null,4283,null,942,null,6406,null,1579,null,3788,null,1226,null,3424,null,1067,null,1933,null,773,null,2583,null,961,null,1121,null,433,null,2456,null,812,null,1702,null,729,null,1940,null,674,null,1650,null,707,null,414065,null,11358,null,122550,null,6069,null,79,null,134,null,122471,null,6048,null,294,null,262,null,785,null,425,null,1044,null,533,null,1743,null,671,null,1799,null,610,null,2967,null,866,null,3203,null,855,null,5742,null,1257,null,4671,null,1265,null,7263,null,1670,null,10043,null,1663,null,9873,null,1582,null,15321,null,2331,null,7937,null,1126,null,6719,null,1243,null,6973,null,1486,null,10288,null,1772,null,7116,null,1275,null,10053,null,1545,null,8637,null,1628,null,291515,null,9191,null,143007,null,6837,null,148508,null,6450,null,27624,null,2867,null,20588,null,2699,null,15244,null,1937,null,15815,null,2236,null,11823,null,1684,null,7134,null,1299,null,6043,null,1400,null,7613,null,1638,null,4886,null,1092,null,4278,null,976,null,7419,null,1318,null,2727,null,774,null,3176,null,967,null,1735,null,683,null,3029,null,898,null,1450,null,666,null,2403,null,1080,null,1853,null,576,null,2010,null,712,null,1658,null,660,null,0400000US06,California,06
87617,null,5502,null,43608,null,3552,null,19040,null,2227,null,0,null,279,null,19040,null,2227,null,174,null,208,null,56,null,95,null,74,null,125,null,259,null,278,null,734,null,567,null,149,null,137,null,477,null,431,null,809,null,446,null,700,null,505,null,1064,null,430,null,1571,null,567,null,1660,null,782,null,1862,null,775,null,722,null,420,null,1603,null,764,null,1445,null,535,null,1559,null,1007,null,963,null,512,null,1600,null,631,null,1559,null,567,null,24568,null,2938,null,10573,null,1799,null,13995,null,2170,null,3358,null,993,null,2602,null,828,null,962,null,504,null,1500,null,572,null,608,null,412,null,876,null,510,null,810,null,722,null,237,null,180,null,317,null,255,null,434,null,266,null,680,null,474,null,225,null,225,null,130,null,165,null,46,null,69,null,292,null,309,null,275,null,230,null,66,null,122,null,0,null,279,null,442,null,450,null,135,null,145,null,44009,null,3458,null,14982,null,2009,null,0,null,279,null,14982,null,2009,null,158,null,175,null,196,null,242,null,59,null,100,null,157,null,149,null,323,null,266,null,521,null,460,null,442,null,327,null,612,null,493,null,398,null,397,null,878,null,566,null,2124,null,906,null,1913,null,662,null,1590,null,714,null,626,null,308,null,797,null,384,null,373,null,217,null,1571,null,714,null,793,null,416,null,505,null,320,null,946,null,422,null,29027,null,2973,null,12960,null,1730,null,16067,null,2406,null,3207,null,1018,null,2313,null,802,null,2051,null,679,null,1911,null,634,null,1335,null,576,null,958,null,530,null,772,null,352,null,513,null,334,null,328,null,199,null,624,null,533,null,746,null,411,null,260,null,204,null,339,null,311,null,209,null,231,null,210,null,348,null,44,null,73,null,71,null,117,null,45,null,75,null,0,null,279,null,131,null,137,null,0400000US08,Colorado,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
211979,null,9317,null,100276,null,5653,null,41621,null,3981,null,0,null,305,null,41621,null,3981,null,0,null,305,null,54,null,95,null,0,null,305,null,779,null,512,null,1173,null,526,null,1387,null,700,null,1153,null,522,null,2574,null,1443,null,2725,null,872,null,1610,null,688,null,3615,null,961,null,3872,null,1079,null,3267,null,867,null,2530,null,818,null,3187,null,894,null,2251,null,801,null,3639,null,973,null,2078,null,721,null,3040,null,1005,null,2687,null,847,null,58655,null,4110,null,29101,null,2859,null,29554,null,2921,null,4668,null,1006,null,3013,null,937,null,4698,null,1269,null,2815,null,957,null,2952,null,1078,null,1302,null,531,null,1177,null,588,null,1318,null,714,null,491,null,342,null,1128,null,625,null,1645,null,743,null,1500,null,931,null,527,null,391,null,729,null,543,null,317,null,263,null,515,null,626,null,265,null,278,null,0,null,305,null,63,null,105,null,431,null,261,null,111703,null,5828,null,35792,null,2578,null,0,null,305,null,35792,null,2578,null,50,null,82,null,88,null,145,null,466,null,427,null,372,null,356,null,1258,null,635,null,1863,null,680,null,1715,null,692,null,2485,null,823,null,2264,null,816,null,3627,null,922,null,3701,null,900,null,2840,null,930,null,2663,null,842,null,2487,null,718,null,2471,null,996,null,978,null,519,null,2110,null,792,null,1455,null,639,null,1512,null,665,null,1387,null,586,null,75911,null,5044,null,43573,null,3868,null,32338,null,3454,null,6511,null,1565,null,3986,null,1066,null,2948,null,1029,null,3633,null,1060,null,3195,null,921,null,2500,null,917,null,1620,null,681,null,1261,null,655,null,1456,null,619,null,460,null,329,null,1117,null,614,null,1060,null,585,null,753,null,381,null,178,null,168,null,546,null,393,null,220,null,294,null,332,null,258,null,201,null,253,null,221,null,270,null,140,null,168,null,0400000US12,Florida,12
