B19101B_001E,B19101B_001EA,B19101B_001M,B19101B_001MA,B19101B_002E,B19101B_002EA,B19101B_002M,B19101B_002MA,B19101B_003E,B19101B_003EA,B19101B_003M,B19101B_003MA,B19101B_004E,B19101B_004EA,B19101B_004M,B19101B_004MA,B19101B_005E,B19101B_005EA,B19101B_005M,B19101B_005MA,B19101B_006E,B19101B_006EA,B19101B_006M,B19101B_006MA,B19101B_007E,B19101B_007EA,B19101B_007M,B19101B_007MA,B19101B_008E,B19101B_008EA,B19101B_008M,B19101B_008MA,B19101B_009E,B19101B_009EA,B19101B_009M,B19101B_009MA,B19101B_010E,B19101B_010EA,B19101B_010M,B19101B_010MA,B19101B_011E,B19101B_011EA,B19101B_011M,B19101B_011MA,B19101B_012E,B19101B_012EA,B19101B_012M,B19101B_012MA,B19101B_013E,B19101B_013EA,B19101B_013M,B19101B_013MA,B19101B_014E,B19101B_014EA,B19101B_014M,B19101B_014MA,B19101B_015E,B19101B_015EA,B19101B_015M,B19101B_015MA,B19101B_016E,B19101B_016EA,B19101B_016M,B19101B_016MA,B19101B_017E,B19101B_017EA,B19101B_017M,B19101B_017MA,GEO_ID,NAME,state
303564,null,6657,null,41471,null,3160,null,25504,null,2599,null,30317,null,3237,null,24037,null,2852,null,22077,null,2579,null,19843,null,2089,null,19173,null,2668,null,14011,null,1830,null,12818,null,1999,null,21387,null,2472,null,23054,null,2470,null,27152,null,2625,null,13218,null,1761,null,4980,null,882,null,2473,null,744,null,2049,null,676,null,0400000US01,Alabama,01
6319,null,990,null,0,null,244,null,262,null,361,null,419,null,434,null,373,null,343,null,644,null,454,null,76,null,94,null,441,null,357,null,342,null,272,null,170,null,177,null,530,null,407,null,425,null,329,null,1328,null,541,null,493,null,429,null,436,null,277,null,222,null,273,null,158,null,143,null,0400000US02,Alaska,02
51106,null,3071,null,5860,null,1604,null,1857,null,726,null,2374,null,688,null,2614,null,1038,null,3546,null,1037,null,2666,null,803,null,2505,null,892,null,3140,null,1186,null,2175,null,1009,null,4917,null,1125,null,5206,null,1192,null,6802,null,1522,null,3478,null,947,null,1785,null,668,null,781,null,377,null,1400,null,793,null,0400000US04,Arizona,04
112872,null,4166,null,19428,null,2685,null,12352,null,2045,null,11255,null,1720,null,10112,null,1911,null,8067,null,1543,null,6086,null,1404,null,6000,null,1432,null,4693,null,1010,null,5882,null,1272,null,8455,null,1526,null,7706,null,1325,null,6691,null,1441,null,4486,null,1118,null,436,null,340,null,729,null,390,null,494,null,445,null,0400000US05,Arkansas,05
494147,null,7778,null,42740,null,3602,null,28458,null,3119,null,25424,null,2657,null,26531,null,2795,null,29020,null,3119,null,23663,null,2693,null,21858,null,2558,null,21724,null,2735,null,21432,null,2361,null,41049,null,3210,null,46450,null,3514,null,63239,null,4572,null,41729,null,3021,null,23944,null,2320,null,21871,null,2845,null,15015,null,2030,null,0400000US06,California,06
40464,null,2284,null,5978,null,1378,null,1817,null,777,null,2770,null,882,null,2176,null,864,null,2562,null,793,null,1655,null,769,null,1513,null,528,null,2009,null,713,null,1643,null,574,null,3147,null,985,null,4174,null,1207,null,5542,null,1212,null,2629,null,878,null,1138,null,573,null,1194,null,606,null,517,null,368,null,0400000US08,Colorado,08
80803,null,3043,null,7855,null,1544,null,4272,null,1224,null,3799,null,1129,null,5369,null,1406,null,4761,null,1387,null,4087,null,1120,null,4760,null,1267,null,2640,null,777,null,3491,null,918,null,6380,null,1541,null,7877,null,1565,null,12284,null,1899,null,6886,null,1323,null,2867,null,774,null,2117,null,651,null,1358,null,491,null,0400000US09,Connecticut,09
43111,null,2282,null,2051,null,853,null,1676,null,892,null,3177,null,1080,null,3525,null,1334,null,2777,null,894,null,2631,null,855,null,2555,null,879,null,2244,null,830,null,1028,null,548,null,5488,null,1304,null,3858,null,1115,null,4914,null,1295,null,2970,null,866,null,2184,null,771,null,1571,null,613,null,462,null,343,null,0400000US10,Delaware,10
62885,null,3024,null,8879,null,1857,null,3986,null,942,null,3908,null,1085,null,2600,null,768,null,2537,null,796,null,3478,null,1078,null,4111,null,1157,null,2506,null,707,null,2423,null,744,null,6031,null,1260,null,4428,null,1000,null,6508,null,1097,null,3532,null,1074,null,3100,null,954,null,3009,null,889,null,1849,null,687,null,0400000US11,District of Columbia,11
630299,null,10191,null,69217,null,4167,null,43074,null,4540,null,52473,null,4323,null,46580,null,3723,null,42986,null,3667,null,45818,null,3995,null,41691,null,3798,null,31307,null,2806,null,31349,null,3181,null,51659,null,3675,null,60480,null,3621,null,58211,null,3523,null,26860,null,2569,null,13923,null,1833,null,9214,null,1735,null,5457,null,1242,null,0400000US12,Florida,12
