B19037C_001E,B19037C_001EA,B19037C_001M,B19037C_001MA,B19037C_002E,B19037C_002EA,B19037C_002M,B19037C_002MA,B19037C_003E,B19037C_003EA,B19037C_003M,B19037C_003MA,B19037C_004E,B19037C_004EA,B19037C_004M,B19037C_004MA,B19037C_005E,B19037C_005EA,B19037C_005M,B19037C_005MA,B19037C_006E,B19037C_006EA,B19037C_006M,B19037C_006MA,B19037C_007E,B19037C_007EA,B19037C_007M,B19037C_007MA,B19037C_008E,B19037C_008EA,B19037C_008M,B19037C_008MA,B19037C_009E,B19037C_009EA,B19037C_009M,B19037C_009MA,B19037C_010E,B19037C_010EA,B19037C_010M,B19037C_010MA,B19037C_011E,B19037C_011EA,B19037C_011M,B19037C_011MA,B19037C_012E,B19037C_012EA,B19037C_012M,B19037C_012MA,B19037C_013E,B19037C_013EA,B19037C_013M,B19037C_013MA,B19037C_014E,B19037C_014EA,B19037C_014M,B19037C_014MA,B19037C_015E,B19037C_015EA,B19037C_015M,B19037C_015MA,B19037C_016E,B19037C_016EA,B19037C_016M,B19037C_016MA,B19037C_017E,B19037C_017EA,B19037C_017M,B19037C_017MA,B19037C_018E,B19037C_018EA,B19037C_018M,B19037C_018MA,B19037C_019E,B19037C_019EA,B19037C_019M,B19037C_019MA,B19037C_020E,B19037C_020EA,B19037C_020M,B19037C_020MA,B19037C_021E,B19037C_021EA,B19037C_021M,B19037C_021MA,B19037C_022E,B19037C_022EA,B19037C_022M,B19037C_022MA,B19037C_023E,B19037C_023EA,B19037C_023M,B19037C_023MA,B19037C_024E,B19037C_024EA,B19037C_024M,B19037C_024MA,B19037C_025E,B19037C_025EA,B19037C_025M,B19037C_025MA,B19037C_026E,B19037C_026EA,B19037C_026M,B19037C_026MA,B19037C_027E,B19037C_027EA,B19037C_027M,B19037C_027MA,B19037C_028E,B19037C_028EA,B19037C_028M,B19037C_028MA,B19037C_029E,B19037C_029EA,B19037C_029M,B19037C_029MA,B19037C_030E,B19037C_030EA,B19037C_030M,B19037C_030MA,B19037C_031E,B19037C_031EA,B19037C_031M,B19037C_031MA,B19037C_032E,B19037C_032EA,B19037C_032M,B19037C_032MA,B19037C_033E,B19037C_033EA,B19037C_033M,B19037C_033MA,B19037C_034E,B19037C_034EA,B19037C_034M,B19037C_034MA,B19037C_035E,B19037C_035EA,B19037C_035M,B19037C_035MA,B19037C_036E,B19037C_036EA,B19037C_036M,B19037C_036MA,B19037C_037E,B19037C_037EA,B19037C_037M,B19037C_037MA,B19037C_038E,B19037C_038EA,B19037C_038M,B19037C_038MA,B19037C_039E,B19037C_039EA,B19037C_039M,B19037C_039MA,B19037C_040E,B19037C_040EA,B19037C_040M,B19037C_040MA,B19037C_041E,B19037C_041EA,B19037C_041M,B19037C_041MA,B19037C_042E,B19037C_042EA,B19037C_042M,B19037C_042MA,B19037C_043E,B19037C_043EA,B19037C_043M,B19037C_043MA,B19037C_044E,B19037C_044EA,B19037C_044M,B19037C_044MA,B19037C_045E,B19037C_045EA,B19037C_045M,B19037C_045MA,B19037C_046E,B19037C_046EA,B19037C_046M,B19037C_046MA,B19037C_047E,B19037C_047EA,B19037C_047M,B19037C_047MA,B19037C_048E,B19037C_048EA,B19037C_048M,B19037C_048MA,B19037C_049E,B19037C_049EA,B19037C_049M,B19037C_049MA,B19037C_050E,B19037C_050EA,B19037C_050M,B19037C_050MA,B19037C_051E,B19037C_051EA,B19037C_051M,B19037C_051MA,B19037C_052E,B19037C_052EA,B19037C_052M,B19037C_052MA,B19037C_053E,B19037C_053EA,B19037C_053M,B19037C_053MA,B19037C_054E,B19037C_054EA,B19037C_054M,B19037C_054MA,B19037C_055E,B19037C_055EA,B19037C_055M,B19037C_055MA,B19037C_056E,B19037C_056EA,B19037C_056M,B19037C_056MA,B19037C_057E,B19037C_057EA,B19037C_057M,B19037C_057MA,B19037C_058E,B19037C_058EA,B19037C_058M,B19037C_058MA,B19037C_059E,B19037C_059EA,B19037C_059M,B19037C_059MA,B19037C_060E,B19037C_060EA,B19037C_060M,B19037C_060MA,B19037C_061E,B19037C_061EA,B19037C_061M,B19037C_061MA,B19037C_062E,B19037C_062EA,B19037C_062M,B19037C_062MA,B19037C_063E,B19037C_063EA,B19037C_063M,B19037C_063MA,B19037C_064E,B19037C_064EA,B19037C_064M,B19037C_064MA,B19037C_065E,B19037C_065EA,B19037C_065M,B19037C_065MA,B19037C_066E,B19037C_066EA,B19037C_066M,B19037C_066MA,B19037C_067E,B19037C_067EA,B19037C_067M,B19037C_067MA,B19037C_068E,B19037C_068EA,B19037C_068M,B19037C_068MA,B19037C_069E,B19037C_069EA,B19037C_069M,B19037C_069MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US01,Alabama,01
25003,null,1713,null,1226,null,434,null,151,null,141,null,91,null,104,null,36,null,47,null,151,null,182,null,298,null,330,null,49,null,49,null,11,null,19,null,0,null,244,null,19,null,32,null,107,null,151,null,281,null,315,null,19,null,35,null,13,null,21,null,0,null,244,null,0,null,244,null,0,null,244,null,9452,null,1199,null,909,null,439,null,404,null,198,null,632,null,376,null,344,null,205,null,337,null,216,null,709,null,355,null,524,null,350,null,405,null,223,null,875,null,459,null,463,null,205,null,1108,null,390,null,1223,null,555,null,933,null,451,null,452,null,312,null,79,null,102,null,55,null,105,null,10397,null,922,null,947,null,317,null,581,null,251,null,442,null,165,null,568,null,273,null,567,null,227,null,520,null,240,null,475,null,223,null,763,null,454,null,539,null,263,null,875,null,348,null,974,null,344,null,1152,null,383,null,520,null,206,null,610,null,322,null,489,null,281,null,375,null,229,null,3928,null,546,null,100,null,90,null,448,null,238,null,365,null,166,null,407,null,201,null,413,null,179,null,237,null,139,null,269,null,148,null,151,null,116,null,322,null,194,null,656,null,301,null,172,null,88,null,129,null,117,null,77,null,80,null,110,null,142,null,24,null,28,null,48,null,62,null,0400000US02,Alaska,02
71837,null,3399,null,3700,null,1068,null,1101,null,468,null,183,null,148,null,513,null,429,null,439,null,418,null,548,null,484,null,22,null,42,null,41,null,73,null,0,null,305,null,34,null,45,null,84,null,100,null,405,null,485,null,246,null,276,null,50,null,87,null,34,null,58,null,0,null,305,null,0,null,305,null,24867,null,2180,null,3994,null,1257,null,1416,null,666,null,1545,null,715,null,1998,null,800,null,1501,null,642,null,2088,null,591,null,2311,null,967,null,1556,null,761,null,696,null,335,null,1284,null,653,null,1887,null,782,null,2660,null,803,null,552,null,294,null,708,null,522,null,466,null,493,null,205,null,212,null,31402,null,2119,null,6275,null,1037,null,2267,null,737,null,2500,null,666,null,1661,null,693,null,1636,null,672,null,1795,null,724,null,2056,null,867,null,855,null,466,null,1213,null,481,null,2353,null,749,null,3283,null,950,null,2629,null,749,null,1670,null,667,null,625,null,413,null,146,null,146,null,438,null,494,null,11868,null,1147,null,3092,null,762,null,1668,null,558,null,1176,null,451,null,818,null,452,null,645,null,290,null,571,null,293,null,605,null,355,null,575,null,328,null,599,null,356,null,864,null,359,null,443,null,249,null,365,null,198,null,302,null,174,null,67,null,83,null,0,null,305,null,78,null,123,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
95823,null,4583,null,5747,null,1475,null,836,null,484,null,292,null,290,null,631,null,427,null,827,null,615,null,0,null,294,null,976,null,748,null,278,null,289,null,481,null,385,null,148,null,184,null,300,null,313,null,243,null,320,null,116,null,184,null,415,null,398,null,124,null,177,null,66,null,121,null,14,null,29,null,35191,null,3115,null,3088,null,969,null,2763,null,917,null,1599,null,664,null,2874,null,1045,null,2237,null,763,null,2152,null,733,null,1556,null,632,null,1583,null,705,null,1670,null,734,null,2940,null,972,null,2339,null,820,null,3647,null,868,null,4122,null,1282,null,1216,null,543,null,905,null,547,null,500,null,308,null,42329,null,2976,null,3608,null,964,null,3306,null,875,null,2118,null,828,null,2848,null,757,null,1877,null,659,null,2005,null,718,null,1809,null,720,null,2105,null,660,null,1350,null,445,null,3487,null,883,null,4570,null,1021,null,4286,null,792,null,4195,null,1097,null,880,null,432,null,2462,null,838,null,1423,null,581,null,12556,null,1639,null,1104,null,608,null,1649,null,645,null,2278,null,754,null,1390,null,521,null,1117,null,552,null,495,null,300,null,196,null,177,null,337,null,233,null,259,null,207,null,775,null,389,null,884,null,384,null,838,null,443,null,490,null,278,null,314,null,253,null,15,null,27,null,415,null,298,null,0400000US06,California,06
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US08,Colorado,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
19972,null,2371,null,1119,null,674,null,221,null,334,null,227,null,315,null,0,null,305,null,277,null,295,null,0,null,305,null,0,null,305,null,47,null,86,null,0,null,305,null,0,null,305,null,0,null,305,null,180,null,284,null,167,null,239,null,0,null,305,null,0,null,305,null,0,null,305,null,0,null,305,null,8341,null,1750,null,530,null,352,null,602,null,427,null,285,null,332,null,666,null,419,null,279,null,251,null,1270,null,600,null,220,null,222,null,782,null,474,null,1050,null,726,null,790,null,458,null,223,null,253,null,989,null,716,null,180,null,179,null,322,null,291,null,153,null,146,null,0,null,305,null,7537,null,1255,null,810,null,462,null,762,null,489,null,280,null,236,null,555,null,492,null,299,null,238,null,204,null,232,null,621,null,438,null,300,null,285,null,723,null,495,null,466,null,358,null,727,null,377,null,791,null,435,null,188,null,189,null,295,null,242,null,382,null,286,null,134,null,127,null,2975,null,843,null,380,null,276,null,536,null,401,null,376,null,329,null,56,null,72,null,302,null,272,null,271,null,228,null,353,null,378,null,86,null,95,null,0,null,305,null,52,null,109,null,255,null,243,null,113,null,187,null,0,null,305,null,127,null,146,null,68,null,83,null,0,null,305,null,0400000US12,Florida,12
