B20005D_001E,B20005D_001EA,B20005D_001M,B20005D_001MA,B20005D_002E,B20005D_002EA,B20005D_002M,B20005D_002MA,B20005D_003E,B20005D_003EA,B20005D_003M,B20005D_003MA,B20005D_004E,B20005D_004EA,B20005D_004M,B20005D_004MA,B20005D_005E,B20005D_005EA,B20005D_005M,B20005D_005MA,B20005D_006E,B20005D_006EA,B20005D_006M,B20005D_006MA,B20005D_007E,B20005D_007EA,B20005D_007M,B20005D_007MA,B20005D_008E,B20005D_008EA,B20005D_008M,B20005D_008MA,B20005D_009E,B20005D_009EA,B20005D_009M,B20005D_009MA,B20005D_010E,B20005D_010EA,B20005D_010M,B20005D_010MA,B20005D_011E,B20005D_011EA,B20005D_011M,B20005D_011MA,B20005D_012E,B20005D_012EA,B20005D_012M,B20005D_012MA,B20005D_013E,B20005D_013EA,B20005D_013M,B20005D_013MA,B20005D_014E,B20005D_014EA,B20005D_014M,B20005D_014MA,B20005D_015E,B20005D_015EA,B20005D_015M,B20005D_015MA,B20005D_016E,B20005D_016EA,B20005D_016M,B20005D_016MA,B20005D_017E,B20005D_017EA,B20005D_017M,B20005D_017MA,B20005D_018E,B20005D_018EA,B20005D_018M,B20005D_018MA,B20005D_019E,B20005D_019EA,B20005D_019M,B20005D_019MA,B20005D_020E,B20005D_020EA,B20005D_020M,B20005D_020MA,B20005D_021E,B20005D_021EA,B20005D_021M,B20005D_021MA,B20005D_022E,B20005D_022EA,B20005D_022M,B20005D_022MA,B20005D_023E,B20005D_023EA,B20005D_023M,B20005D_023MA,B20005D_024E,B20005D_024EA,B20005D_024M,B20005D_024MA,B20005D_025E,B20005D_025EA,B20005D_025M,B20005D_025MA,B20005D_026E,B20005D_026EA,B20005D_026M,B20005D_026MA,B20005D_027E,B20005D_027EA,B20005D_027M,B20005D_027MA,B20005D_028E,B20005D_028EA,B20005D_028M,B20005D_028MA,B20005D_029E,B20005D_029EA,B20005D_029M,B20005D_029MA,B20005D_030E,B20005D_030EA,B20005D_030M,B20005D_030MA,B20005D_031E,B20005D_031EA,B20005D_031M,B20005D_031MA,B20005D_032E,B20005D_032EA,B20005D_032M,B20005D_032MA,B20005D_033E,B20005D_033EA,B20005D_033M,B20005D_033MA,B20005D_034E,B20005D_034EA,B20005D_034M,B20005D_034MA,B20005D_035E,B20005D_035EA,B20005D_035M,B20005D_035MA,B20005D_036E,B20005D_036EA,B20005D_036M,B20005D_036MA,B20005D_037E,B20005D_037EA,B20005D_037M,B20005D_037MA,B20005D_038E,B20005D_038EA,B20005D_038M,B20005D_038MA,B20005D_039E,B20005D_039EA,B20005D_039M,B20005D_039MA,B20005D_040E,B20005D_040EA,B20005D_040M,B20005D_040MA,B20005D_041E,B20005D_041EA,B20005D_041M,B20005D_041MA,B20005D_042E,B20005D_042EA,B20005D_042M,B20005D_042MA,B20005D_043E,B20005D_043EA,B20005D_043M,B20005D_043MA,B20005D_044E,B20005D_044EA,B20005D_044M,B20005D_044MA,B20005D_045E,B20005D_045EA,B20005D_045M,B20005D_045MA,B20005D_046E,B20005D_046EA,B20005D_046M,B20005D_046MA,B20005D_047E,B20005D_047EA,B20005D_047M,B20005D_047MA,B20005D_048E,B20005D_048EA,B20005D_048M,B20005D_048MA,B20005D_049E,B20005D_049EA,B20005D_049M,B20005D_049MA,B20005D_050E,B20005D_050EA,B20005D_050M,B20005D_050MA,B20005D_051E,B20005D_051EA,B20005D_051M,B20005D_051MA,B20005D_052E,B20005D_052EA,B20005D_052M,B20005D_052MA,B20005D_053E,B20005D_053EA,B20005D_053M,B20005D_053MA,B20005D_054E,B20005D_054EA,B20005D_054M,B20005D_054MA,B20005D_055E,B20005D_055EA,B20005D_055M,B20005D_055MA,B20005D_056E,B20005D_056EA,B20005D_056M,B20005D_056MA,B20005D_057E,B20005D_057EA,B20005D_057M,B20005D_057MA,B20005D_058E,B20005D_058EA,B20005D_058M,B20005D_058MA,B20005D_059E,B20005D_059EA,B20005D_059M,B20005D_059MA,B20005D_060E,B20005D_060EA,B20005D_060M,B20005D_060MA,B20005D_061E,B20005D_061EA,B20005D_061M,B20005D_061MA,B20005D_062E,B20005D_062EA,B20005D_062M,B20005D_062MA,B20005D_063E,B20005D_063EA,B20005D_063M,B20005D_063MA,B20005D_064E,B20005D_064EA,B20005D_064M,B20005D_064MA,B20005D_065E,B20005D_065EA,B20005D_065M,B20005D_065MA,B20005D_066E,B20005D_066EA,B20005D_066M,B20005D_066MA,B20005D_067E,B20005D_067EA,B20005D_067M,B20005D_067MA,B20005D_068E,B20005D_068EA,B20005D_068M,B20005D_068MA,B20005D_069E,B20005D_069EA,B20005D_069M,B20005D_069MA,B20005D_070E,B20005D_070EA,B20005D_070M,B20005D_070MA,B20005D_071E,B20005D_071EA,B20005D_071M,B20005D_071MA,B20005D_072E,B20005D_072EA,B20005D_072M,B20005D_072MA,B20005D_073E,B20005D_073EA,B20005D_073M,B20005D_073MA,B20005D_074E,B20005D_074EA,B20005D_074M,B20005D_074MA,B20005D_075E,B20005D_075EA,B20005D_075M,B20005D_075MA,B20005D_076E,B20005D_076EA,B20005D_076M,B20005D_076MA,B20005D_077E,B20005D_077EA,B20005D_077M,B20005D_077MA,B20005D_078E,B20005D_078EA,B20005D_078M,B20005D_078MA,B20005D_079E,B20005D_079EA,B20005D_079M,B20005D_079MA,B20005D_080E,B20005D_080EA,B20005D_080M,B20005D_080MA,B20005D_081E,B20005D_081EA,B20005D_081M,B20005D_081MA,B20005D_082E,B20005D_082EA,B20005D_082M,B20005D_082MA,B20005D_083E,B20005D_083EA,B20005D_083M,B20005D_083MA,B20005D_084E,B20005D_084EA,B20005D_084M,B20005D_084MA,B20005D_085E,B20005D_085EA,B20005D_085M,B20005D_085MA,B20005D_086E,B20005D_086EA,B20005D_086M,B20005D_086MA,B20005D_087E,B20005D_087EA,B20005D_087M,B20005D_087MA,B20005D_088E,B20005D_088EA,B20005D_088M,B20005D_088MA,B20005D_089E,B20005D_089EA,B20005D_089M,B20005D_089MA,B20005D_090E,B20005D_090EA,B20005D_090M,B20005D_090MA,B20005D_091E,B20005D_091EA,B20005D_091M,B20005D_091MA,B20005D_092E,B20005D_092EA,B20005D_092M,B20005D_092MA,B20005D_093E,B20005D_093EA,B20005D_093M,B20005D_093MA,B20005D_094E,B20005D_094EA,B20005D_094M,B20005D_094MA,B20005D_095E,B20005D_095EA,B20005D_095M,B20005D_095MA,GEO_ID,NAME,state
39729,null,1767,null,18623,null,1238,null,10301,null,1357,null,0,null,273,null,10301,null,1357,null,0,null,273,null,56,null,91,null,125,null,147,null,310,null,341,null,277,null,340,null,276,null,259,null,298,null,409,null,264,null,204,null,69,null,102,null,491,null,340,null,1115,null,677,null,913,null,440,null,626,null,333,null,636,null,471,null,210,null,145,null,630,null,410,null,877,null,495,null,558,null,306,null,1259,null,401,null,1311,null,630,null,8322,null,1408,null,3612,null,1003,null,4710,null,937,null,891,null,417,null,601,null,383,null,382,null,238,null,107,null,127,null,547,null,401,null,367,null,279,null,179,null,259,null,186,null,160,null,191,null,236,null,0,null,273,null,69,null,117,null,203,null,254,null,228,null,306,null,180,null,194,null,66,null,80,null,236,null,236,null,121,null,149,null,0,null,273,null,70,null,103,null,86,null,140,null,21106,null,1506,null,7452,null,1452,null,0,null,273,null,7452,null,1452,null,0,null,273,null,187,null,251,null,189,null,222,null,234,null,343,null,293,null,230,null,196,null,215,null,502,null,315,null,858,null,537,null,286,null,258,null,285,null,225,null,965,null,473,null,401,null,334,null,494,null,373,null,487,null,416,null,409,null,399,null,645,null,339,null,355,null,320,null,445,null,377,null,11,null,21,null,210,null,208,null,13654,null,1503,null,8658,null,1459,null,4996,null,1106,null,1022,null,433,null,580,null,451,null,559,null,289,null,578,null,466,null,822,null,520,null,366,null,281,null,107,null,145,null,391,null,270,null,37,null,62,null,64,null,116,null,131,null,209,null,232,null,266,null,31,null,49,null,0,null,273,null,76,null,127,null,0,null,273,null,0,null,273,null,0,null,273,null,0,null,273,null,0,null,273,null,0400000US01,Alabama,01
27362,null,1275,null,12376,null,857,null,6393,null,811,null,0,null,244,null,6393,null,811,null,0,null,244,null,0,null,244,null,127,null,215,null,593,null,345,null,114,null,116,null,33,null,57,null,303,null,186,null,157,null,120,null,600,null,301,null,437,null,282,null,632,null,341,null,569,null,430,null,434,null,309,null,303,null,258,null,252,null,233,null,200,null,217,null,704,null,523,null,397,null,243,null,351,null,339,null,187,null,198,null,5983,null,838,null,2015,null,637,null,3968,null,833,null,213,null,240,null,316,null,311,null,400,null,292,null,327,null,254,null,165,null,146,null,217,null,253,null,264,null,251,null,206,null,168,null,541,null,381,null,280,null,232,null,362,null,262,null,182,null,134,null,22,null,41,null,59,null,100,null,0,null,244,null,210,null,208,null,165,null,184,null,0,null,244,null,39,null,53,null,0,null,244,null,14986,null,829,null,7037,null,1077,null,0,null,244,null,7037,null,1077,null,0,null,244,null,0,null,244,null,75,null,149,null,257,null,264,null,0,null,244,null,514,null,482,null,116,null,129,null,253,null,226,null,481,null,323,null,481,null,385,null,652,null,408,null,1122,null,528,null,774,null,415,null,558,null,428,null,250,null,247,null,366,null,287,null,321,null,214,null,177,null,145,null,506,null,391,null,134,null,171,null,7949,null,966,null,4516,null,715,null,3433,null,804,null,240,null,250,null,222,null,215,null,379,null,311,null,475,null,343,null,439,null,307,null,419,null,336,null,101,null,147,null,170,null,171,null,226,null,164,null,216,null,335,null,191,null,190,null,32,null,55,null,173,null,197,null,88,null,143,null,0,null,244,null,0,null,244,null,0,null,244,null,19,null,32,null,0,null,244,null,43,null,72,null,0400000US02,Alaska,02
133781,null,2621,null,62631,null,2315,null,35143,null,2649,null,0,null,305,null,35143,null,2649,null,0,null,305,null,21,null,35,null,95,null,148,null,989,null,951,null,309,null,317,null,1141,null,676,null,885,null,612,null,927,null,567,null,1055,null,603,null,1463,null,731,null,2304,null,895,null,1366,null,916,null,2011,null,1009,null,1911,null,806,null,1982,null,665,null,1357,null,575,null,3009,null,1214,null,2436,null,898,null,5452,null,1413,null,6430,null,1267,null,27488,null,2570,null,14007,null,2180,null,13481,null,1828,null,1689,null,552,null,1264,null,655,null,1672,null,738,null,1866,null,940,null,889,null,609,null,292,null,241,null,391,null,323,null,375,null,338,null,689,null,469,null,515,null,365,null,674,null,398,null,654,null,476,null,209,null,208,null,297,null,419,null,503,null,471,null,0,null,305,null,530,null,468,null,10,null,19,null,336,null,236,null,626,null,477,null,71150,null,1654,null,23117,null,2002,null,0,null,305,null,23117,null,2002,null,178,null,230,null,210,null,181,null,308,null,332,null,109,null,183,null,363,null,349,null,836,null,559,null,406,null,233,null,621,null,359,null,611,null,394,null,1735,null,687,null,2680,null,861,null,2569,null,888,null,1320,null,651,null,1600,null,775,null,1169,null,575,null,1667,null,1016,null,1014,null,487,null,1257,null,551,null,2819,null,801,null,1645,null,596,null,48033,null,2391,null,28168,null,2372,null,19865,null,2158,null,2061,null,818,null,2563,null,727,null,1778,null,731,null,1516,null,722,null,1473,null,672,null,1545,null,560,null,794,null,437,null,1250,null,530,null,1183,null,641,null,854,null,485,null,576,null,317,null,951,null,566,null,890,null,552,null,420,null,293,null,237,null,224,null,129,null,160,null,491,null,352,null,286,null,182,null,541,null,455,null,327,null,384,null,0400000US04,Arizona,04
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US05,Arkansas,05
3775494,null,9912,null,1779885,null,6504,null,916586,null,10911,null,100,null,119,null,916486,null,10927,null,1958,null,791,null,2346,null,745,null,3766,null,1014,null,9286,null,1719,null,12906,null,1754,null,13563,null,1906,null,14535,null,2101,null,27472,null,2987,null,22478,null,2981,null,31872,null,3193,null,53281,null,4086,null,52069,null,4243,null,64411,null,4427,null,52770,null,3834,null,52383,null,3275,null,47558,null,3253,null,82277,null,4846,null,60812,null,3752,null,126409,null,5346,null,184334,null,6113,null,863299,null,9937,null,496913,null,8792,null,366386,null,9359,null,45017,null,3296,null,40037,null,3548,null,29282,null,2659,null,31783,null,2714,null,28904,null,2875,null,20116,null,2333,null,13484,null,1458,null,19276,null,2512,null,14019,null,1942,null,11379,null,1643,null,20130,null,2515,null,14125,null,2040,null,11805,null,1704,null,7938,null,1399,null,9460,null,1709,null,6395,null,1136,null,9517,null,1735,null,6894,null,1263,null,11865,null,1580,null,14960,null,1828,null,1995609,null,6895,null,734436,null,11353,null,57,null,95,null,734379,null,11350,null,1743,null,633,null,1183,null,424,null,5141,null,1285,null,10386,null,1782,null,15761,null,2309,null,17626,null,2304,null,17325,null,2100,null,32700,null,2896,null,23288,null,2451,null,30711,null,2867,null,50611,null,3391,null,49193,null,4098,null,59634,null,4437,null,46786,null,3449,null,48509,null,3243,null,37796,null,3236,null,63606,null,4009,null,47823,null,3690,null,92252,null,4754,null,82305,null,3927,null,1261173,null,12198,null,792584,null,11531,null,468589,null,10253,null,61915,null,3695,null,51936,null,3961,null,42735,null,3265,null,43525,null,3271,null,37024,null,3273,null,26487,null,2767,null,20492,null,2415,null,22066,null,2292,null,16482,null,1708,null,16939,null,2003,null,22808,null,2508,null,16899,null,2271,null,15467,null,2275,null,8816,null,1503,null,10361,null,1725,null,6584,null,1218,null,13056,null,2039,null,9820,null,1330,null,14397,null,1755,null,10780,null,1704,null,0400000US06,California,06
102822,null,2836,null,46272,null,2048,null,26409,null,2020,null,0,null,279,null,26409,null,2020,null,38,null,71,null,0,null,279,null,135,null,164,null,478,null,341,null,596,null,440,null,934,null,681,null,358,null,341,null,921,null,584,null,492,null,352,null,1232,null,519,null,1484,null,503,null,1694,null,563,null,1213,null,457,null,1055,null,447,null,1370,null,636,null,929,null,459,null,2900,null,983,null,2731,null,1087,null,3380,null,921,null,4469,null,900,null,19863,null,1901,null,8819,null,1479,null,11044,null,1546,null,1810,null,537,null,1191,null,518,null,1303,null,711,null,1559,null,617,null,681,null,400,null,460,null,299,null,392,null,301,null,592,null,328,null,0,null,279,null,455,null,277,null,458,null,313,null,109,null,133,null,376,null,367,null,116,null,126,null,184,null,151,null,148,null,153,null,311,null,259,null,175,null,208,null,122,null,153,null,602,null,523,null,56550,null,1895,null,20856,null,1886,null,0,null,279,null,20856,null,1886,null,63,null,111,null,198,null,194,null,263,null,245,null,433,null,381,null,624,null,427,null,1166,null,601,null,326,null,266,null,1007,null,522,null,1012,null,541,null,1278,null,584,null,2190,null,752,null,1709,null,584,null,1227,null,587,null,837,null,437,null,882,null,464,null,1449,null,632,null,1691,null,587,null,991,null,369,null,1728,null,569,null,1782,null,577,null,35694,null,2387,null,20057,null,1567,null,15637,null,2049,null,2986,null,894,null,1737,null,683,null,1525,null,629,null,1193,null,501,null,1680,null,651,null,1091,null,581,null,702,null,363,null,722,null,489,null,487,null,300,null,173,null,253,null,554,null,293,null,231,null,186,null,364,null,310,null,619,null,458,null,97,null,116,null,148,null,186,null,182,null,152,null,485,null,343,null,415,null,440,null,246,null,208,null,0400000US08,Colorado,08
96202,null,1308,null,46817,null,929,null,28700,null,1420,null,0,null,277,null,28700,null,1420,null,86,null,142,null,56,null,92,null,0,null,277,null,282,null,275,null,78,null,135,null,186,null,235,null,493,null,359,null,217,null,218,null,414,null,298,null,917,null,536,null,1429,null,712,null,1059,null,544,null,952,null,477,null,1504,null,702,null,1590,null,639,null,1616,null,654,null,2860,null,888,null,2402,null,839,null,5076,null,1117,null,7483,null,1310,null,18117,null,1486,null,7054,null,979,null,11063,null,1528,null,1666,null,553,null,815,null,471,null,828,null,464,null,894,null,525,null,327,null,335,null,589,null,423,null,220,null,211,null,218,null,172,null,464,null,325,null,227,null,210,null,1107,null,643,null,398,null,334,null,33,null,56,null,819,null,490,null,389,null,286,null,243,null,253,null,316,null,201,null,390,null,269,null,331,null,287,null,789,null,486,null,49385,null,1087,null,17875,null,1749,null,0,null,277,null,17875,null,1749,null,0,null,277,null,163,null,202,null,52,null,95,null,305,null,268,null,207,null,202,null,207,null,204,null,413,null,233,null,132,null,126,null,1233,null,519,null,563,null,384,null,1276,null,466,null,1266,null,748,null,1355,null,584,null,1024,null,451,null,914,null,389,null,869,null,334,null,1184,null,407,null,1494,null,593,null,2221,null,793,null,2997,null,829,null,31510,null,1576,null,17368,null,1512,null,14142,null,1390,null,3121,null,875,null,1851,null,640,null,848,null,479,null,932,null,445,null,729,null,410,null,665,null,536,null,712,null,340,null,572,null,344,null,663,null,426,null,717,null,374,null,811,null,411,null,234,null,185,null,593,null,400,null,381,null,307,null,35,null,62,null,88,null,96,null,445,null,309,null,196,null,203,null,247,null,222,null,302,null,252,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
353790,null,4096,null,162034,null,3110,null,86449,null,3479,null,0,null,305,null,86449,null,3479,null,701,null,569,null,39,null,65,null,237,null,194,null,1785,null,961,null,3345,null,981,null,2500,null,951,null,2473,null,1049,null,3387,null,1025,null,2670,null,761,null,5264,null,1501,null,5668,null,1249,null,4787,null,1217,null,6003,null,1141,null,6762,null,1463,null,4796,null,1177,null,2941,null,836,null,5786,null,1109,null,4537,null,1102,null,10543,null,1593,null,12225,null,1841,null,75585,null,3836,null,40343,null,3058,null,35242,null,2516,null,4730,null,1067,null,5281,null,1128,null,3538,null,1046,null,2472,null,819,null,2503,null,1005,null,1288,null,572,null,1657,null,575,null,3249,null,1100,null,1123,null,604,null,979,null,584,null,1147,null,626,null,1210,null,553,null,603,null,345,null,961,null,524,null,1112,null,583,null,504,null,493,null,394,null,360,null,216,null,219,null,1224,null,532,null,1051,null,448,null,191756,null,2940,null,68897,null,3548,null,0,null,305,null,68897,null,3548,null,517,null,487,null,87,null,143,null,871,null,405,null,1712,null,632,null,2203,null,846,null,3225,null,889,null,3362,null,1076,null,4357,null,1234,null,3429,null,969,null,4106,null,1075,null,6086,null,1255,null,5515,null,1266,null,5503,null,1162,null,3891,null,1138,null,5361,null,1495,null,2569,null,795,null,4908,null,1079,null,2631,null,703,null,4904,null,1085,null,3660,null,892,null,122859,null,4211,null,75502,null,3857,null,47357,null,3391,null,5652,null,1250,null,6312,null,1288,null,5111,null,1135,null,4736,null,1013,null,4502,null,1097,null,3996,null,968,null,2578,null,801,null,1483,null,636,null,1732,null,561,null,1970,null,777,null,1983,null,745,null,1116,null,571,null,980,null,460,null,558,null,314,null,1066,null,552,null,385,null,222,null,815,null,459,null,899,null,567,null,862,null,501,null,621,null,308,null,0400000US12,Florida,12
