B17001F_001E,B17001F_001EA,B17001F_001M,B17001F_001MA,B17001F_002E,B17001F_002EA,B17001F_002M,B17001F_002MA,B17001F_003E,B17001F_003EA,B17001F_003M,B17001F_003MA,B17001F_004E,B17001F_004EA,B17001F_004M,B17001F_004MA,B17001F_005E,B17001F_005EA,B17001F_005M,B17001F_005MA,B17001F_006E,B17001F_006EA,B17001F_006M,B17001F_006MA,B17001F_007E,B17001F_007EA,B17001F_007M,B17001F_007MA,B17001F_008E,B17001F_008EA,B17001F_008M,B17001F_008MA,B17001F_009E,B17001F_009EA,B17001F_009M,B17001F_009MA,B17001F_010E,B17001F_010EA,B17001F_010M,B17001F_010MA,B17001F_011E,B17001F_011EA,B17001F_011M,B17001F_011MA,B17001F_012E,B17001F_012EA,B17001F_012M,B17001F_012MA,B17001F_013E,B17001F_013EA,B17001F_013M,B17001F_013MA,B17001F_014E,B17001F_014EA,B17001F_014M,B17001F_014MA,B17001F_015E,B17001F_015EA,B17001F_015M,B17001F_015MA,B17001F_016E,B17001F_016EA,B17001F_016M,B17001F_016MA,B17001F_017E,B17001F_017EA,B17001F_017M,B17001F_017MA,B17001F_018E,B17001F_018EA,B17001F_018M,B17001F_018MA,B17001F_019E,B17001F_019EA,B17001F_019M,B17001F_019MA,B17001F_020E,B17001F_020EA,B17001F_020M,B17001F_020MA,B17001F_021E,B17001F_021EA,B17001F_021M,B17001F_021MA,B17001F_022E,B17001F_022EA,B17001F_022M,B17001F_022MA,B17001F_023E,B17001F_023EA,B17001F_023M,B17001F_023MA,B17001F_024E,B17001F_024EA,B17001F_024M,B17001F_024MA,B17001F_025E,B17001F_025EA,B17001F_025M,B17001F_025MA,B17001F_026E,B17001F_026EA,B17001F_026M,B17001F_026MA,B17001F_027E,B17001F_027EA,B17001F_027M,B17001F_027MA,B17001F_028E,B17001F_028EA,B17001F_028M,B17001F_028MA,B17001F_029E,B17001F_029EA,B17001F_029M,B17001F_029MA,B17001F_030E,B17001F_030EA,B17001F_030M,B17001F_030MA,B17001F_031E,B17001F_031EA,B17001F_031M,B17001F_031MA,B17001F_032E,B17001F_032EA,B17001F_032M,B17001F_032MA,B17001F_033E,B17001F_033EA,B17001F_033M,B17001F_033MA,B17001F_034E,B17001F_034EA,B17001F_034M,B17001F_034MA,B17001F_035E,B17001F_035EA,B17001F_035M,B17001F_035MA,B17001F_036E,B17001F_036EA,B17001F_036M,B17001F_036MA,B17001F_037E,B17001F_037EA,B17001F_037M,B17001F_037MA,B17001F_038E,B17001F_038EA,B17001F_038M,B17001F_038MA,B17001F_039E,B17001F_039EA,B17001F_039M,B17001F_039MA,B17001F_040E,B17001F_040EA,B17001F_040M,B17001F_040MA,B17001F_041E,B17001F_041EA,B17001F_041M,B17001F_041MA,B17001F_042E,B17001F_042EA,B17001F_042M,B17001F_042MA,B17001F_043E,B17001F_043EA,B17001F_043M,B17001F_043MA,B17001F_044E,B17001F_044EA,B17001F_044M,B17001F_044MA,B17001F_045E,B17001F_045EA,B17001F_045M,B17001F_045MA,B17001F_046E,B17001F_046EA,B17001F_046M,B17001F_046MA,B17001F_047E,B17001F_047EA,B17001F_047M,B17001F_047MA,B17001F_048E,B17001F_048EA,B17001F_048M,B17001F_048MA,B17001F_049E,B17001F_049EA,B17001F_049M,B17001F_049MA,B17001F_050E,B17001F_050EA,B17001F_050M,B17001F_050MA,B17001F_051E,B17001F_051EA,B17001F_051M,B17001F_051MA,B17001F_052E,B17001F_052EA,B17001F_052M,B17001F_052MA,B17001F_053E,B17001F_053EA,B17001F_053M,B17001F_053MA,B17001F_054E,B17001F_054EA,B17001F_054M,B17001F_054MA,B17001F_055E,B17001F_055EA,B17001F_055M,B17001F_055MA,B17001F_056E,B17001F_056EA,B17001F_056M,B17001F_056MA,B17001F_057E,B17001F_057EA,B17001F_057M,B17001F_057MA,B17001F_058E,B17001F_058EA,B17001F_058M,B17001F_058MA,B17001F_059E,B17001F_059EA,B17001F_059M,B17001F_059MA,GEO_ID,NAME,state
42138,null,5224,null,12521,null,3391,null,6333,null,1827,null,1791,null,943,null,0,null,273,null,1312,null,492,null,340,null,305,null,0,null,273,null,69,null,83,null,184,null,141,null,1366,null,705,null,912,null,519,null,359,null,282,null,0,null,273,null,0,null,273,null,0,null,273,null,6188,null,1934,null,1113,null,483,null,211,null,163,null,1048,null,666,null,310,null,287,null,0,null,273,null,51,null,85,null,415,null,315,null,1665,null,696,null,776,null,492,null,505,null,323,null,0,null,273,null,94,null,179,null,0,null,273,null,29617,null,4550,null,18241,null,3035,null,1927,null,979,null,400,null,365,null,1547,null,592,null,380,null,311,null,163,null,142,null,438,null,298,null,2215,null,726,null,5911,null,1266,null,2370,null,785,null,1478,null,570,null,1105,null,696,null,0,null,273,null,307,null,254,null,11376,null,2009,null,1687,null,838,null,303,null,292,null,929,null,593,null,492,null,296,null,141,null,147,null,294,null,215,null,1068,null,511,null,3091,null,974,null,1326,null,615,null,1018,null,540,null,626,null,492,null,125,null,154,null,276,null,228,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
402896,null,20120,null,92747,null,10798,null,45201,null,5916,null,7699,null,2164,null,1058,null,557,null,7251,null,1923,null,3466,null,1171,null,367,null,283,null,1600,null,790,null,5300,null,1406,null,6389,null,1703,null,6177,null,1630,null,3077,null,1003,null,980,null,493,null,834,null,482,null,1003,null,615,null,47546,null,5983,null,7949,null,1915,null,647,null,432,null,6320,null,1795,null,2619,null,889,null,1844,null,755,null,2311,null,751,null,5640,null,1401,null,7718,null,1425,null,5257,null,1294,null,2914,null,1047,null,1908,null,694,null,1689,null,684,null,730,null,329,null,310149,null,16486,null,157489,null,9333,null,12543,null,2491,null,2987,null,1000,null,17720,null,2795,null,7638,null,1472,null,2475,null,887,null,5242,null,993,null,16451,null,2990,null,32083,null,4405,null,26360,null,2967,null,17093,null,2406,null,10882,null,1890,null,3637,null,750,null,2378,null,790,null,152660,null,9255,null,15907,null,2844,null,2867,null,1073,null,16763,null,2469,null,9296,null,1824,null,3556,null,997,null,5554,null,1333,null,13579,null,2165,null,27518,null,3242,null,23775,null,2334,null,17308,null,2254,null,9162,null,1539,null,4207,null,909,null,3168,null,813,null,0400000US04,Arizona,04
64442,null,6101,null,23503,null,5408,null,12413,null,3173,null,2102,null,966,null,559,null,449,null,2334,null,852,null,1021,null,706,null,535,null,322,null,448,null,297,null,1045,null,524,null,1746,null,908,null,1620,null,812,null,512,null,457,null,178,null,207,null,39,null,61,null,274,null,295,null,11090,null,2641,null,1184,null,701,null,325,null,415,null,1977,null,952,null,791,null,500,null,494,null,422,null,306,null,234,null,1188,null,618,null,2189,null,874,null,1902,null,776,null,378,null,360,null,29,null,52,null,327,null,309,null,0,null,273,null,40939,null,5752,null,22452,null,3528,null,2402,null,970,null,666,null,457,null,2339,null,794,null,1042,null,499,null,559,null,358,null,557,null,312,null,3390,null,1102,null,3850,null,990,null,4054,null,1170,null,1735,null,658,null,1409,null,579,null,172,null,188,null,277,null,244,null,18487,null,2974,null,2074,null,981,null,556,null,379,null,2134,null,738,null,1057,null,620,null,281,null,218,null,676,null,410,null,2119,null,835,null,3272,null,728,null,2125,null,738,null,2161,null,814,null,1332,null,723,null,500,null,447,null,200,null,212,null,0400000US05,Arkansas,05
4992615,null,72720,null,1091357,null,33268,null,519689,null,19264,null,81262,null,5935,null,13497,null,1860,null,79250,null,6044,null,38205,null,3699,null,12437,null,1794,null,23217,null,2226,null,56083,null,4298,null,77736,null,5012,null,69091,null,4591,null,41061,null,4372,null,17514,null,2502,null,6189,null,1330,null,4147,null,940,null,571668,null,18795,null,78933,null,6217,null,11671,null,1945,null,71716,null,5213,null,37890,null,4105,null,12361,null,2145,null,24455,null,2690,null,67177,null,4994,null,97270,null,5482,null,86384,null,5142,null,44285,null,4309,null,20497,null,2343,null,11190,null,1610,null,7839,null,1276,null,3901258,null,70188,null,2067486,null,39418,null,177925,null,7559,null,32406,null,3347,null,183743,null,8872,null,98944,null,5776,null,30783,null,3260,null,67885,null,3982,null,251709,null,8455,null,416413,null,12120,null,351445,null,10644,null,253093,null,8042,null,124665,null,4669,null,50007,null,3593,null,28468,null,2443,null,1833772,null,36899,null,165269,null,8457,null,30318,null,3237,null,177939,null,8068,null,90397,null,5300,null,31249,null,2929,null,62198,null,4083,null,221317,null,8777,null,316445,null,8455,null,288399,null,8302,null,227488,null,7529,null,125448,null,5151,null,56389,null,3591,null,40916,null,3111,null,0400000US06,California,06
228294,null,15832,null,58359,null,9452,null,28642,null,5194,null,6311,null,1858,null,1368,null,839,null,3993,null,1432,null,1712,null,694,null,612,null,362,null,706,null,534,null,2167,null,916,null,4314,null,1387,null,3415,null,1247,null,2227,null,811,null,1291,null,612,null,293,null,233,null,233,null,216,null,29717,null,5087,null,4650,null,1371,null,388,null,292,null,4396,null,1544,null,1909,null,794,null,572,null,475,null,920,null,520,null,3739,null,1135,null,5742,null,1529,null,3529,null,997,null,1659,null,833,null,1474,null,692,null,497,null,341,null,242,null,232,null,169935,null,15111,null,88866,null,8219,null,7505,null,1633,null,910,null,550,null,9166,null,1804,null,5377,null,1621,null,989,null,514,null,3102,null,935,null,8783,null,1671,null,18634,null,2953,null,14681,null,1987,null,10538,null,1450,null,6159,null,1244,null,2331,null,617,null,691,null,303,null,81069,null,7901,null,7174,null,1886,null,1402,null,628,null,9528,null,1818,null,4351,null,1090,null,1004,null,644,null,2892,null,989,null,8216,null,1651,null,14180,null,2111,null,11968,null,1938,null,11895,null,1619,null,3971,null,787,null,2341,null,651,null,2147,null,714,null,0400000US08,Colorado,08
177886,null,11481,null,55945,null,7594,null,26610,null,3949,null,4690,null,1177,null,957,null,624,null,3463,null,1027,null,2071,null,1025,null,522,null,355,null,1433,null,715,null,3466,null,1139,null,3664,null,1331,null,2815,null,1205,null,1558,null,775,null,1200,null,704,null,580,null,363,null,191,null,216,null,29335,null,4422,null,2618,null,851,null,464,null,528,null,3389,null,1068,null,1292,null,602,null,862,null,612,null,1057,null,585,null,4563,null,1198,null,5517,null,1274,null,3765,null,920,null,2921,null,1023,null,1567,null,642,null,690,null,514,null,630,null,382,null,121941,null,9248,null,63932,null,5188,null,4358,null,1127,null,1198,null,561,null,4642,null,1382,null,3125,null,878,null,896,null,417,null,1997,null,685,null,8588,null,1947,null,13812,null,2272,null,13203,null,1602,null,8028,null,1395,null,2208,null,572,null,1591,null,569,null,286,null,234,null,58009,null,5310,null,4564,null,1201,null,1064,null,660,null,7836,null,1668,null,2716,null,872,null,1326,null,566,null,1323,null,686,null,5891,null,1309,null,10110,null,1494,null,9678,null,1459,null,7838,null,1320,null,2971,null,954,null,1561,null,539,null,1131,null,538,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
504509,null,25807,null,109482,null,11865,null,54364,null,6977,null,7342,null,1906,null,1241,null,733,null,4853,null,1054,null,3446,null,1107,null,1253,null,697,null,1615,null,680,null,9780,null,3255,null,8026,null,2131,null,7823,null,1911,null,5053,null,1382,null,1917,null,1000,null,1244,null,661,null,771,null,522,null,55118,null,6593,null,6441,null,1945,null,1670,null,800,null,6570,null,1874,null,3452,null,971,null,619,null,424,null,1843,null,850,null,7675,null,1795,null,8989,null,1924,null,7621,null,1568,null,3993,null,1252,null,2689,null,893,null,1791,null,834,null,1765,null,792,null,395027,null,22474,null,209656,null,13611,null,15492,null,2795,null,2032,null,727,null,16840,null,2385,null,8680,null,1547,null,1360,null,490,null,5407,null,1462,null,28008,null,3816,null,44746,null,5342,null,37889,null,4010,null,29848,null,3449,null,11283,null,2043,null,4975,null,1154,null,3096,null,1035,null,185371,null,11465,null,15233,null,2547,null,2324,null,939,null,15408,null,2668,null,8018,null,1549,null,3029,null,821,null,6932,null,1265,null,21180,null,3225,null,33413,null,3211,null,27895,null,3006,null,25383,null,3056,null,14631,null,2088,null,7627,null,1444,null,4298,null,1217,null,0400000US12,Florida,12
