C21001B_001E,C21001B_001EA,C21001B_001M,C21001B_001MA,C21001B_002E,C21001B_002EA,C21001B_002M,C21001B_002MA,C21001B_003E,C21001B_003EA,C21001B_003M,C21001B_003MA,C21001B_004E,C21001B_004EA,C21001B_004M,C21001B_004MA,C21001B_005E,C21001B_005EA,C21001B_005M,C21001B_005MA,C21001B_006E,C21001B_006EA,C21001B_006M,C21001B_006MA,C21001B_007E,C21001B_007EA,C21001B_007M,C21001B_007MA,C21001B_008E,C21001B_008EA,C21001B_008M,C21001B_008MA,C21001B_009E,C21001B_009EA,C21001B_009M,C21001B_009MA,C21001B_010E,C21001B_010EA,C21001B_010M,C21001B_010MA,C21001B_011E,C21001B_011EA,C21001B_011M,C21001B_011MA,C21001B_012E,C21001B_012EA,C21001B_012M,C21001B_012MA,C21001B_013E,C21001B_013EA,C21001B_013M,C21001B_013MA,C21001B_014E,C21001B_014EA,C21001B_014M,C21001B_014MA,C21001B_015E,C21001B_015EA,C21001B_015M,C21001B_015MA,GEO_ID,NAME,state
887161,null,3841,null,399417,null,2886,null,356946,null,3094,null,58732,null,4000,null,298214,null,4386,null,42471,null,1409,null,15607,null,1566,null,26864,null,1901,null,487744,null,2644,null,415798,null,2935,null,9239,null,1487,null,406559,null,3687,null,71946,null,1404,null,247,null,190,null,71699,null,1369,null,0400000US01,Alabama,01
17608,null,1131,null,9760,null,943,null,9549,null,944,null,1989,null,637,null,7560,null,1138,null,211,null,178,null,211,null,178,null,0,null,244,null,7848,null,716,null,6812,null,724,null,854,null,437,null,5958,null,793,null,1036,null,263,null,0,null,244,null,1036,null,263,null,0400000US02,Alaska,02
171760,null,3798,null,90632,null,2237,null,83082,null,2211,null,15844,null,2074,null,67238,null,2918,null,7550,null,460,null,4131,null,689,null,3419,null,714,null,81128,null,2455,null,72281,null,2474,null,1754,null,666,null,70527,null,2480,null,8847,null,456,null,153,null,183,null,8694,null,478,null,0400000US04,Arizona,04
315273,null,3726,null,143104,null,2654,null,128560,null,2642,null,18329,null,2166,null,110231,null,3113,null,14544,null,914,null,4497,null,782,null,10047,null,997,null,172169,null,2236,null,149208,null,2190,null,2606,null,667,null,146602,null,2404,null,22961,null,1348,null,14,null,25,null,22947,null,1355,null,0400000US05,Arkansas,05
1651442,null,8315,null,798418,null,5870,null,710256,null,6011,null,99426,null,5160,null,610830,null,7297,null,88162,null,1427,null,49389,null,2198,null,38773,null,2323,null,853024,null,5505,null,727792,null,5328,null,13515,null,2222,null,714277,null,5726,null,125232,null,1669,null,2655,null,841,null,122577,null,1728,null,0400000US06,California,06
136958,null,3214,null,71102,null,2536,null,65382,null,2486,null,10561,null,1611,null,54821,null,2895,null,5720,null,445,null,3836,null,626,null,1884,null,473,null,65856,null,1727,null,57917,null,1761,null,2052,null,740,null,55865,null,1806,null,7939,null,554,null,317,null,299,null,7622,null,668,null,0400000US08,Colorado,08
245431,null,3131,null,115164,null,1908,null,104101,null,1833,null,8107,null,1567,null,95994,null,2440,null,11063,null,684,null,3681,null,751,null,7382,null,995,null,130267,null,2362,null,113141,null,2303,null,1299,null,506,null,111842,null,2329,null,17126,null,562,null,57,null,92,null,17069,null,570,null,0400000US09,Connecticut,09
132990,null,1829,null,60684,null,1237,null,54296,null,1213,null,7685,null,1633,null,46611,null,2123,null,6388,null,86,null,3148,null,688,null,3240,null,674,null,72306,null,1137,null,62997,null,1055,null,1723,null,745,null,61274,null,1236,null,9309,null,158,null,123,null,151,null,9186,null,195,null,0400000US10,Delaware,10
247189,null,1694,null,106837,null,1124,null,91120,null,1125,null,10987,null,1847,null,80133,null,2227,null,15717,null,160,null,7973,null,872,null,7744,null,835,null,140352,null,966,null,112657,null,850,null,1147,null,586,null,111510,null,995,null,27695,null,274,null,99,null,134,null,27596,null,300,null,0400000US11,District of Columbia,11
2054624,null,10398,null,964433,null,6394,null,865930,null,6304,null,98492,null,5118,null,767438,null,7426,null,98503,null,2031,null,26955,null,2347,null,71548,null,2768,null,1090191,null,6391,null,944459,null,6120,null,16006,null,2324,null,928453,null,6856,null,145732,null,2220,null,818,null,485,null,144914,null,2273,null,0400000US12,Florida,12
