VARIABLE,TYPE,LABEL,GROUP
B27001E_001E,int,Estimate!!Total,B27001E
B27001E_002E,int,Estimate!!Total!!Under 6 years,B27001E
B27001E_003E,int,Estimate!!Total!!Under 6 years!!With health insurance coverage,B27001E
B27001E_004E,int,Estimate!!Total!!Under 6 years!!No health insurance coverage,B27001E
B27001E_005E,int,Estimate!!Total!!6 to 17 years,B27001E
B27001E_006E,int,Estimate!!Total!!6 to 17 years!!With health insurance coverage,B27001E
B27001E_007E,int,Estimate!!Total!!6 to 17 years!!No health insurance coverage,B27001E
B27001E_008E,int,Estimate!!Total!!18 to 24 years,B27001E
B27001E_009E,int,Estimate!!Total!!18 to 24 years!!With health insurance coverage,B27001E
B27001E_010E,int,Estimate!!Total!!18 to 24 years!!No health insurance coverage,B27001E
B27001E_011E,int,Estimate!!Total!!25 to 34 years,B27001E
B27001E_012E,int,Estimate!!Total!!25 to 34 years!!With health insurance coverage,B27001E
B27001E_013E,int,Estimate!!Total!!25 to 34 years!!No health insurance coverage,B27001E
B27001E_014E,int,Estimate!!Total!!35 to 44 years,B27001E
B27001E_015E,int,Estimate!!Total!!35 to 44 years!!With health insurance coverage,B27001E
B27001E_016E,int,Estimate!!Total!!35 to 44 years!!No health insurance coverage,B27001E
B27001E_017E,int,Estimate!!Total!!45 to 54 years,B27001E
B27001E_018E,int,Estimate!!Total!!45 to 54 years!!With health insurance coverage,B27001E
B27001E_019E,int,Estimate!!Total!!45 to 54 years!!No health insurance coverage,B27001E
B27001E_020E,int,Estimate!!Total!!55 to 64 years,B27001E
B27001E_021E,int,Estimate!!Total!!55 to 64 years!!With health insurance coverage,B27001E
B27001E_022E,int,Estimate!!Total!!55 to 64 years!!No health insurance coverage,B27001E
B27001E_023E,int,Estimate!!Total!!65 to 74 years,B27001E
B27001E_024E,int,Estimate!!Total!!65 to 74 years!!With health insurance coverage,B27001E
B27001E_025E,int,Estimate!!Total!!65 to 74 years!!No health insurance coverage,B27001E
B27001E_026E,int,Estimate!!Total!!75 years and over,B27001E
B27001E_027E,int,Estimate!!Total!!75 years and over!!With health insurance coverage,B27001E
B27001E_028E,int,Estimate!!Total!!75 years and over!!No health insurance coverage,B27001E
B27001E_001M,int,Margin of Error!!Total,B27001E
B27001E_002M,int,Margin of Error!!Total!!Under 6 years,B27001E
B27001E_003M,int,Margin of Error!!Total!!Under 6 years!!With health insurance coverage,B27001E
B27001E_004M,int,Margin of Error!!Total!!Under 6 years!!No health insurance coverage,B27001E
B27001E_005M,int,Margin of Error!!Total!!6 to 17 years,B27001E
B27001E_006M,int,Margin of Error!!Total!!6 to 17 years!!With health insurance coverage,B27001E
B27001E_007M,int,Margin of Error!!Total!!6 to 17 years!!No health insurance coverage,B27001E
B27001E_008M,int,Margin of Error!!Total!!18 to 24 years,B27001E
B27001E_009M,int,Margin of Error!!Total!!18 to 24 years!!With health insurance coverage,B27001E
B27001E_010M,int,Margin of Error!!Total!!18 to 24 years!!No health insurance coverage,B27001E
B27001E_011M,int,Margin of Error!!Total!!25 to 34 years,B27001E
B27001E_012M,int,Margin of Error!!Total!!25 to 34 years!!With health insurance coverage,B27001E
B27001E_013M,int,Margin of Error!!Total!!25 to 34 years!!No health insurance coverage,B27001E
B27001E_014M,int,Margin of Error!!Total!!35 to 44 years,B27001E
B27001E_015M,int,Margin of Error!!Total!!35 to 44 years!!With health insurance coverage,B27001E
B27001E_016M,int,Margin of Error!!Total!!35 to 44 years!!No health insurance coverage,B27001E
B27001E_017M,int,Margin of Error!!Total!!45 to 54 years,B27001E
B27001E_018M,int,Margin of Error!!Total!!45 to 54 years!!With health insurance coverage,B27001E
B27001E_019M,int,Margin of Error!!Total!!45 to 54 years!!No health insurance coverage,B27001E
B27001E_020M,int,Margin of Error!!Total!!55 to 64 years,B27001E
B27001E_021M,int,Margin of Error!!Total!!55 to 64 years!!With health insurance coverage,B27001E
B27001E_022M,int,Margin of Error!!Total!!55 to 64 years!!No health insurance coverage,B27001E
B27001E_023M,int,Margin of Error!!Total!!65 to 74 years,B27001E
B27001E_024M,int,Margin of Error!!Total!!65 to 74 years!!With health insurance coverage,B27001E
B27001E_025M,int,Margin of Error!!Total!!65 to 74 years!!No health insurance coverage,B27001E
B27001E_026M,int,Margin of Error!!Total!!75 years and over,B27001E
B27001E_027M,int,Margin of Error!!Total!!75 years and over!!With health insurance coverage,B27001E
B27001E_028M,int,Margin of Error!!Total!!75 years and over!!No health insurance coverage,B27001E
B27001E_001EA,string,Annotation of Estimate!!Total,B27001E
B27001E_001MA,string,Annotation of Margin of Error!!Total,B27001E
B27001E_002EA,string,Annotation of Estimate!!Total!!Under 6 years,B27001E
B27001E_002MA,string,Annotation of Margin of Error!!Total!!Under 6 years,B27001E
B27001E_003EA,string,Annotation of Estimate!!Total!!Under 6 years!!With health insurance coverage,B27001E
B27001E_003MA,string,Annotation of Margin of Error!!Total!!Under 6 years!!With health insurance coverage,B27001E
