VARIABLE,TYPE,LABEL,GROUP
C17001B_001E,int,Estimate!!Total,C17001B
C17001B_002E,int,Estimate!!Total!!Income in the past 12 months below poverty level,C17001B
C17001B_003E,int,Estimate!!Total!!Income in the past 12 months below poverty level!!Male,C17001B
C17001B_004E,int,Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!Under 18 years,C17001B
C17001B_005E,int,Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!18 to 64 years,C17001B
C17001B_006E,int,Estimate!!Total!!Income in the past 12 months below poverty level!!Male!!65 years and over,C17001B
C17001B_007E,int,Estimate!!Total!!Income in the past 12 months below poverty level!!Female,C17001B
C17001B_008E,int,Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!Under 18 years,C17001B
C17001B_009E,int,Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!18 to 64 years,C17001B
C17001B_010E,int,Estimate!!Total!!Income in the past 12 months below poverty level!!Female!!65 years and over,C17001B
C17001B_011E,int,Estimate!!Total!!Income in the past 12 months at or above poverty level,C17001B
C17001B_012E,int,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male,C17001B
C17001B_013E,int,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!Under 18 years,C17001B
C17001B_014E,int,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!18 to 64 years,C17001B
C17001B_015E,int,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Male!!65 years and over,C17001B
C17001B_016E,int,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female,C17001B
C17001B_017E,int,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!Under 18 years,C17001B
C17001B_018E,int,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!18 to 64 years,C17001B
C17001B_019E,int,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Female!!65 years and over,C17001B
C17001B_001M,int,Margin of Error!!Total,C17001B
C17001B_002M,int,Margin of Error!!Total!!Income in the past 12 months below poverty level,C17001B
C17001B_003M,int,Margin of Error!!Total!!Income in the past 12 months below poverty level!!Male,C17001B
C17001B_004M,int,Margin of Error!!Total!!Income in the past 12 months below poverty level!!Male!!Under 18 years,C17001B
C17001B_005M,int,Margin of Error!!Total!!Income in the past 12 months below poverty level!!Male!!18 to 64 years,C17001B
C17001B_006M,int,Margin of Error!!Total!!Income in the past 12 months below poverty level!!Male!!65 years and over,C17001B
C17001B_007M,int,Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female,C17001B
C17001B_008M,int,Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!Under 18 years,C17001B
C17001B_009M,int,Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!18 to 64 years,C17001B
C17001B_010M,int,Margin of Error!!Total!!Income in the past 12 months below poverty level!!Female!!65 years and over,C17001B
C17001B_011M,int,Margin of Error!!Total!!Income in the past 12 months at or above poverty level,C17001B
C17001B_012M,int,Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Male,C17001B
