S1001_C02_024E,S1001_C02_024M,S1001_C03_024E,S1001_C03_024M,S1001_C01_025E,S1001_C01_025M,S1001_C02_025E,S1001_C02_025M,S1001_C03_025E,S1001_C03_025M,S1001_C01_026E,S1001_C01_026M,S1001_C02_026E,S1001_C02_026M,S1001_C03_026E,S1001_C03_026M,S1001_C01_027E,S1001_C01_027M,S1001_C02_027E,S1001_C02_027M,S1001_C03_027E,S1001_C03_027M,GEO_ID,S1001_C01_001E,S1001_C01_001M,S1001_C02_001E,S1001_C02_001M,S1001_C03_001E,S1001_C03_001M,S1001_C01_002E,S1001_C01_002M,S1001_C02_002E,S1001_C02_002M,S1001_C03_002E,S1001_C03_002M,S1001_C01_003E,S1001_C01_003M,S1001_C02_003E,S1001_C02_003M,S1001_C03_003E,S1001_C03_003M,S1001_C01_004E,S1001_C01_004M,S1001_C02_004E,S1001_C02_004M,S1001_C03_004E,S1001_C03_004M,S1001_C01_005E,S1001_C01_005M,S1001_C02_005E,S1001_C02_005M,S1001_C03_005E,S1001_C03_005M,S1001_C01_006E,S1001_C01_006M,S1001_C02_006E,S1001_C02_006M,S1001_C03_006E,S1001_C03_006M,S1001_C01_007E,S1001_C01_007M,S1001_C02_007E,S1001_C02_007M,S1001_C03_007E,S1001_C03_007M,S1001_C01_008E,S1001_C01_008M,S1001_C02_008E,S1001_C02_008M,S1001_C03_008E,S1001_C03_008M,S1001_C01_009E,S1001_C01_009M,S1001_C02_009E,S1001_C02_009M,S1001_C03_009E,S1001_C03_009M,S1001_C01_010E,S1001_C01_010M,S1001_C02_010E,S1001_C02_010M,S1001_C03_010E,S1001_C03_010M,S1001_C01_011E,S1001_C01_011M,S1001_C02_011E,S1001_C02_011M,S1001_C03_011E,S1001_C03_011M,S1001_C01_012E,S1001_C01_012M,S1001_C02_012E,S1001_C02_012M,S1001_C03_012E,S1001_C03_012M,S1001_C01_013E,S1001_C01_013M,S1001_C02_013E,S1001_C02_013M,S1001_C03_013E,S1001_C03_013M,S1001_C01_014E,S1001_C01_014M,S1001_C02_014E,S1001_C02_014M,S1001_C03_014E,S1001_C03_014M,S1001_C01_015E,S1001_C01_015M,S1001_C02_015E,S1001_C02_015M,S1001_C03_015E,S1001_C03_015M,S1001_C01_016E,S1001_C01_016M,S1001_C02_016E,S1001_C02_016M,S1001_C03_016E,S1001_C03_016M,S1001_C01_017E,S1001_C01_017M,S1001_C02_017E,S1001_C02_017M,S1001_C03_017E,S1001_C03_017M,S1001_C01_018E,S1001_C01_018M,S1001_C02_018E,S1001_C02_018M,S1001_C03_018E,S1001_C03_018M,S1001_C01_019E,S1001_C01_019M,S1001_C02_019E,S1001_C02_019M,S1001_C03_019E,S1001_C03_019M,S1001_C01_020E,S1001_C01_020M,S1001_C02_020E,S1001_C02_020M,S1001_C03_020E,S1001_C03_020M,S1001_C01_021E,S1001_C01_021M,S1001_C02_021E,S1001_C02_021M,S1001_C03_021E,S1001_C03_021M,S1001_C01_022E,S1001_C01_022M,S1001_C02_022E,S1001_C02_022M,S1001_C03_022E,S1001_C03_022M,S1001_C01_023E,S1001_C01_023M,S1001_C02_023E,S1001_C02_023M,S1001_C03_023E,S1001_C03_023M,S1001_C01_024E,S1001_C01_024M,S1001_C02_024EA,S1001_C02_024MA,S1001_C03_024EA,S1001_C03_024MA,S1001_C01_025MA,S1001_C01_025EA,S1001_C02_025MA,S1001_C02_025EA,S1001_C03_025MA,S1001_C03_025EA,S1001_C01_026EA,S1001_C01_026MA,S1001_C02_026EA,S1001_C02_026MA,S1001_C03_026EA,S1001_C03_026MA,S1001_C01_027EA,S1001_C01_027MA,S1001_C02_027MA,S1001_C02_027EA,S1001_C03_027EA,S1001_C03_027MA,NAME,S1001_C01_001EA,S1001_C01_001MA,S1001_C02_001EA,S1001_C02_001MA,S1001_C03_001EA,S1001_C03_001MA,S1001_C01_002EA,S1001_C01_002MA,S1001_C02_002EA,S1001_C02_002MA,S1001_C03_002MA,S1001_C03_002EA,S1001_C01_003MA,S1001_C01_003EA,S1001_C02_003EA,S1001_C02_003MA,S1001_C03_003EA,S1001_C03_003MA,S1001_C01_004EA,S1001_C01_004MA,S1001_C02_004MA,S1001_C02_004EA,S1001_C03_004EA,S1001_C03_004MA,S1001_C01_005EA,S1001_C01_005MA,S1001_C02_005EA,S1001_C02_005MA,S1001_C03_005EA,S1001_C03_005MA,S1001_C01_006MA,S1001_C01_006EA,S1001_C02_006MA,S1001_C02_006EA,S1001_C03_006EA,S1001_C03_006MA,S1001_C01_007EA,S1001_C01_007MA,S1001_C02_007EA,S1001_C02_007MA,S1001_C03_007EA,S1001_C03_007MA,S1001_C01_008EA,S1001_C01_008MA,S1001_C02_008EA,S1001_C02_008MA,S1001_C03_008EA,S1001_C03_008MA,S1001_C01_009MA,S1001_C01_009EA,S1001_C02_009EA,S1001_C02_009MA,S1001_C03_009EA,S1001_C03_009MA,S1001_C01_010MA,S1001_C01_010EA,S1001_C02_010MA,S1001_C02_010EA,S1001_C03_010EA,S1001_C03_010MA,S1001_C01_011EA,S1001_C01_011MA,S1001_C02_011EA,S1001_C02_011MA,S1001_C03_011MA,S1001_C03_011EA,S1001_C01_012EA,S1001_C01_012MA,S1001_C02_012EA,S1001_C02_012MA,S1001_C03_012EA,S1001_C03_012MA,S1001_C01_013EA,S1001_C01_013MA,S1001_C02_013MA,S1001_C02_013EA,S1001_C03_013MA,S1001_C03_013EA,S1001_C01_014EA,S1001_C01_014MA,S1001_C02_014EA,S1001_C02_014MA,S1001_C03_014EA,S1001_C03_014MA,S1001_C01_015EA,S1001_C01_015MA,S1001_C02_015MA,S1001_C02_015EA,S1001_C03_015EA,S1001_C03_015MA,S1001_C01_016EA,S1001_C01_016MA,S1001_C02_016EA,S1001_C02_016MA,S1001_C03_016EA,S1001_C03_016MA,S1001_C01_017EA,S1001_C01_017MA,S1001_C02_017MA,S1001_C02_017EA,S1001_C03_017MA,S1001_C03_017EA,S1001_C01_018MA,S1001_C01_018EA,S1001_C02_018EA,S1001_C02_018MA,S1001_C03_018EA,S1001_C03_018MA,S1001_C01_019MA,S1001_C01_019EA,S1001_C02_019EA,S1001_C02_019MA,S1001_C03_019EA,S1001_C03_019MA,S1001_C01_020EA,S1001_C01_020MA,S1001_C02_020EA,S1001_C02_020MA,S1001_C03_020EA,S1001_C03_020MA,S1001_C01_021MA,S1001_C01_021EA,S1001_C02_021MA,S1001_C02_021EA,S1001_C03_021EA,S1001_C03_021MA,S1001_C01_022EA,S1001_C01_022MA,S1001_C02_022EA,S1001_C02_022MA,S1001_C03_022MA,S1001_C03_022EA,S1001_C01_023EA,S1001_C01_023MA,S1001_C02_023EA,S1001_C02_023MA,S1001_C03_023EA,S1001_C03_023MA,S1001_C01_024EA,S1001_C01_024MA,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
28.9,3.2,28.2,4.4,69.9,2.4,67.5,3.9,64.7,5.6,6.0,1.3,7.1,1.8,7.3,2.4,24.1,2.0,25.4,3.4,28.0,5.5,0400000US37,191956,8707,102504,6605,45363,4510,39.9,2.2,35.3,3.0,21.8,3.7,32.4,1.9,33.1,2.7,34.9,3.6,27.8,1.6,31.6,2.5,43.3,4.2,92.0,1.4,91.0,2.0,92.4,2.7,51.3,2.6,50.5,3.6,52.1,4.9,33.9,2.8,33.8,3.6,32.6,5.1,2.7,0.6,3.3,1.1,4.3,1.8,1.1,0.5,0.6,0.5,0.3,0.5,0.1,0.2,0.2,0.3,0.0,0.4,3.0,0.8,2.6,1.1,3.1,1.9,8.0,1.4,9.0,2.0,7.6,2.7,9.4,1.6,7.9,1.9,6.5,3.0,45.8,2.6,46.1,3.6,48.8,5.0,98.7,0.5,98.6,0.9,98.0,1.6,1.3,0.5,1.4,0.9,2.0,1.6,53314,4026,48623,3425,37531,4616,191956,8707,102504,6605,45363,4510,45.3,2.6,47.1,4.0,41.4,4.8,22.3,2.3,26.5,3.8,30.9,5.7,77.7,2.3,73.5,3.8,69.1,5.7,191956,8707,102504,6605,45363,4510,73.1,2.2,71.1,3.2,71.8,4.4,26.9,2.2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
31.0,5.0,26.2,6.4,84.8,2.5,80.5,4.6,84.2,5.2,6.2,1.7,6.4,2.9,3.7,2.0,9.0,1.9,13.1,3.5,12.1,4.7,0400000US29,94049,6441,46710,5214,20490,3044,40.3,2.7,37.8,4.4,25.6,5.8,32.8,2.3,30.5,3.3,32.5,5.1,26.9,2.7,31.7,4.4,42.0,7.4,89.6,2.4,92.7,2.5,89.8,4.6,70.8,3.5,74.1,5.2,-999999999.0,-999999999.0,17.3,2.9,16.7,4.5,-999999999.0,-999999999.0,0.3,0.3,0.3,0.4,-999999999.0,-999999999.0,0.6,0.4,0.6,0.6,-999999999.0,-999999999.0,0.0,0.1,0.0,0.1,-999999999.0,-999999999.0,0.5,0.3,0.9,0.6,-999999999.0,-999999999.0,10.4,2.4,7.3,2.5,10.2,4.6,6.1,1.6,7.2,3.0,3.0,1.9,65.9,3.4,68.6,5.2,70.7,7.5,99.9,0.2,100.0,0.3,100.0,0.7,0.1,0.2,0.0,0.3,0.0,0.7,61235,6071,45681,4262,35938,3912,94049,6441,46710,5214,20490,3044,42.9,3.5,46.6,5.9,39.6,7.9,22.9,2.8,32.7,4.5,34.8,6.2,77.1,2.8,67.3,4.5,65.2,6.2,94049,6441,46710,5214,20490,3044,73.1,3.2,69.0,5.0,73.8,6.4,26.9,3.2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,N,N,null,null,null,null,N,N,null,null,null,null,N,N,null,null,null,null,N,N,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
31.6,3.8,33.2,6.0,88.8,1.5,85.9,2.7,75.1,5.1,7.3,1.4,9.4,2.6,16.8,5.3,3.8,0.7,4.6,1.3,8.1,3.0,0400000US42,190782,11607,88912,7189,32814,3939,41.0,2.0,35.0,2.8,20.9,4.4,35.0,1.9,37.4,2.8,36.3,4.5,24.1,1.6,27.7,2.5,42.8,4.4,92.2,1.5,91.8,2.3,94.3,2.1,60.5,2.5,58.9,3.9,60.4,6.4,25.3,2.5,25.1,3.7,22.5,5.3,0.1,0.1,0.1,0.1,0.0,0.1,1.9,0.7,1.2,0.6,1.7,1.4,0.1,0.1,0.2,0.3,0.0,0.1,4.4,1.3,6.3,2.3,9.6,5.3,7.8,1.5,8.2,2.3,5.7,2.1,14.1,1.8,15.0,2.6,15.7,5.5,53.1,2.2,51.8,3.6,55.7,6.2,98.1,0.9,97.0,1.8,97.4,2.7,1.9,0.9,3.0,1.8,2.6,2.7,64979,2422,54669,4788,40363,3161,190782,11607,88912,7189,32814,3939,49.5,2.6,51.3,4.3,37.9,6.6,18.6,2.0,25.4,3.4,30.2,6.8,81.4,2.0,74.6,3.4,69.8,6.8,190782,11607,88912,7189,32814,3939,74.2,2.2,68.4,3.8,66.8,6.0,25.8,2.2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
25.8,4.2,21.8,5.2,85.6,1.9,85.9,3.5,80.7,6.4,6.3,1.2,6.2,2.4,9.4,3.9,8.1,1.4,7.9,2.1,9.9,4.4,0400000US26,140961,7739,56205,4141,21456,3140,42.8,2.0,39.7,3.2,21.9,5.1,31.6,1.9,31.4,3.4,35.1,5.4,25.6,1.8,28.9,3.1,43.0,6.5,90.6,1.7,90.1,2.6,92.0,2.9,59.2,2.6,60.0,2.9,58.8,5.9,27.5,2.2,27.1,3.2,28.8,6.4,0.7,0.4,0.9,0.6,1.6,1.4,1.5,0.7,0.7,0.8,1.9,2.0,0.1,0.1,0.1,0.2,0.3,0.6,1.6,0.6,1.2,0.7,0.6,0.5,9.4,1.7,9.9,2.6,8.0,2.9,9.3,1.5,7.4,2.2,4.5,2.0,53.7,2.5,55.3,3.3,56.5,6.0,99.1,0.5,99.2,0.6,98.0,1.6,0.9,0.5,0.8,0.6,2.0,1.6,64452,2997,54344,4963,38327,4537,140961,7739,56205,4141,21456,3140,45.7,3.1,45.2,4.6,39.9,6.7,17.6,2.2,20.2,3.1,27.2,6.5,82.4,2.2,79.8,3.1,72.8,6.5,140961,7739,56205,4141,21456,3140,76.1,2.7,74.2,4.2,78.2,5.2,23.9,2.7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US41,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
41.0,2.1,42.7,4.1,81.5,1.2,80.1,2.0,77.8,3.3,14.9,1.3,16.6,1.9,16.9,3.3,3.6,0.5,3.2,0.8,5.3,1.6,0400000US06,865521,23924,274931,12031,76058,6820,44.6,1.0,39.2,2.0,24.6,3.3,32.5,0.9,33.1,1.4,34.4,2.8,23.0,0.9,27.8,1.9,41.0,3.6,90.8,0.7,89.6,1.3,89.2,2.2,53.4,1.4,56.3,2.5,55.5,4.4,7.8,0.9,10.2,1.2,15.4,2.9,1.1,0.2,1.9,0.6,2.2,1.3,6.3,0.6,4.7,0.7,3.3,1.4,0.6,0.2,0.7,0.4,0.4,0.5,21.5,1.3,15.9,1.8,12.3,3.5,9.2,0.7,10.4,1.3,10.8,2.2,64.0,1.3,58.0,2.4,46.9,5.1,17.1,1.1,21.0,1.9,28.8,4.3,96.8,0.5,96.5,1.0,97.3,1.2,3.2,0.5,3.5,1.0,2.7,1.2,82810,1878,70574,3420,48945,4005,865521,23924,274931,12031,76058,6820,41.0,1.7,46.6,2.4,40.4,4.5,13.3,1.1,16.5,2.1,23.6,4.0,86.7,1.1,83.5,2.1,76.4,4.0,865521,23924,274931,12031,76058,6820,63.3,1.5,59.0,2.1,57.3,4.1,36.7,1.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
