GEO_ID,B05003B_001E,B05003B_001M,B05003B_002E,B05003B_002M,B05003B_003E,B05003B_003M,B05003B_004E,B05003B_004M,B05003B_005E,B05003B_005M,B05003B_006E,B05003B_006M,B05003B_007E,B05003B_007M,B05003B_008E,B05003B_008M,B05003B_009E,B05003B_009M,B05003B_010E,B05003B_010M,B05003B_011E,B05003B_011M,B05003B_012E,B05003B_012M,B05003B_013E,B05003B_013M,B05003B_014E,B05003B_014M,B05003B_015E,B05003B_015M,B05003B_016E,B05003B_016M,B05003B_017E,B05003B_017M,B05003B_018E,B05003B_018M,B05003B_019E,B05003B_019M,B05003B_020E,B05003B_020M,B05003B_021E,B05003B_021M,B05003B_022E,B05003B_022M,B05003B_023E,B05003B_023M,NAME,B05003B_001MA,B05003B_001EA,B05003B_002MA,B05003B_002EA,B05003B_003EA,B05003B_003MA,B05003B_004EA,B05003B_004MA,B05003B_005MA,B05003B_005EA,B05003B_006MA,B05003B_006EA,B05003B_007MA,B05003B_007EA,B05003B_008EA,B05003B_008MA,B05003B_009EA,B05003B_009MA,B05003B_010MA,B05003B_010EA,B05003B_011MA,B05003B_011EA,B05003B_012MA,B05003B_012EA,B05003B_013EA,B05003B_013MA,B05003B_014EA,B05003B_014MA,B05003B_015EA,B05003B_015MA,B05003B_016EA,B05003B_016MA,B05003B_017EA,B05003B_017MA,B05003B_018EA,B05003B_018MA,B05003B_019EA,B05003B_019MA,B05003B_020EA,B05003B_020MA,B05003B_021EA,B05003B_021MA,B05003B_022EA,B05003B_022MA,B05003B_023EA,B05003B_023MA,state
0400000US01,1144330,5190,519249,4008,169976,3129,169654,3146,322,399,93,159,229,307,349273,2271,346158,2469,3115,1081,842,564,2273,1101,625081,3330,170842,2691,169582,2990,1260,1452,55,90,1205,1448,454239,2304,450915,2665,3324,1382,1211,500,2113,1298,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,22103,850,10845,858,3882,680,3767,682,115,164,22,36,93,159,6963,450,6143,805,820,753,479,508,341,506,11258,823,4319,618,4183,649,136,235,0,233,136,235,6939,487,6429,514,510,314,204,171,306,235,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,180769,5229,93204,2930,28873,2466,27352,2527,1521,912,157,257,1364,875,64331,1580,54997,2422,9334,2186,3583,1041,5751,1878,87565,3467,26617,2112,25199,2040,1418,694,60,85,1358,669,60948,2066,52418,2414,8530,1533,4616,1229,3914,1158,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,414260,5201,188432,3172,66337,2436,66337,2436,0,260,0,260,0,260,122095,1933,121245,2092,850,551,287,246,563,476,225828,3578,67413,2539,67413,2539,0,260,0,260,0,260,158415,2057,157742,2071,673,576,179,175,494,540,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2163530,16014,1028026,8448,340080,6292,333547,6920,6533,3048,2518,2560,4015,1228,687946,5564,631489,7225,56457,4605,28003,3034,28454,3662,1135504,9952,331021,7531,324058,7871,6963,2033,2055,1097,4908,1573,804483,4980,747520,6200,56963,4895,30522,3487,26441,3269,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,165729,3553,82968,2979,24394,2261,23619,2340,775,524,61,101,714,460,58574,1623,51000,2215,7574,1579,2364,884,5210,1240,82761,2535,24236,1811,23619,1792,617,427,164,290,453,331,58525,1564,52203,2088,6322,1500,2526,1117,3796,1207,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,309769,5164,142456,3149,48408,1968,46766,2016,1642,671,350,303,1292,615,94048,2132,68245,3038,25803,2917,12431,2040,13372,2211,167313,2820,47422,2001,44536,2566,2886,1272,792,461,2094,1196,119891,1897,92954,3615,26937,3517,16935,3537,10002,1831,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,163052,1712,75234,1298,24673,1069,24410,1051,263,174,13,24,250,170,50561,921,46429,1635,4132,1377,2045,875,2087,943,87818,1276,24469,1240,23753,1347,716,589,0,262,716,589,63349,491,58885,1249,4464,1211,1848,585,2616,873,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,292445,2327,131760,1486,39946,641,39454,579,492,433,0,286,492,433,91814,1132,85688,1424,6126,1486,1677,681,4449,1267,160685,1317,39188,637,38915,666,273,242,0,286,273,242,121497,942,114403,1581,7094,1398,3716,847,3378,1022,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2613628,12771,1229215,8369,436858,5739,414755,6715,22103,3069,4730,1565,17373,2843,792357,5640,568304,8894,224053,8587,105900,5972,118153,7809,1384413,7699,421001,5400,396253,6497,24748,3859,4408,1537,20340,3840,963412,5086,710731,8587,252681,9014,127545,7655,125136,7040,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
