GEO_ID,B24010F_001E,B24010F_001M,B24010F_002E,B24010F_002M,B24010F_003E,B24010F_003M,B24010F_004E,B24010F_004M,B24010F_005E,B24010F_005M,B24010F_006E,B24010F_006M,B24010F_007E,B24010F_007M,B24010F_008E,B24010F_008M,B24010F_009E,B24010F_009M,B24010F_010E,B24010F_010M,B24010F_011E,B24010F_011M,B24010F_012E,B24010F_012M,B24010F_013E,B24010F_013M,B24010F_014E,B24010F_014M,B24010F_015E,B24010F_015M,B24010F_016E,B24010F_016M,B24010F_017E,B24010F_017M,B24010F_018E,B24010F_018M,B24010F_019E,B24010F_019M,B24010F_020E,B24010F_020M,B24010F_021E,B24010F_021M,B24010F_022E,B24010F_022M,B24010F_023E,B24010F_023M,B24010F_024E,B24010F_024M,B24010F_025E,B24010F_025M,B24010F_026E,B24010F_026M,B24010F_027E,B24010F_027M,B24010F_028E,B24010F_028M,B24010F_029E,B24010F_029M,B24010F_030E,B24010F_030M,B24010F_031E,B24010F_031M,B24010F_032E,B24010F_032M,B24010F_033E,B24010F_033M,B24010F_034E,B24010F_034M,B24010F_035E,B24010F_035M,B24010F_036E,B24010F_036M,B24010F_037E,B24010F_037M,B24010F_038E,B24010F_038M,B24010F_039E,B24010F_039M,B24010F_040E,B24010F_040M,B24010F_041E,B24010F_041M,B24010F_042E,B24010F_042M,B24010F_043E,B24010F_043M,B24010F_044E,B24010F_044M,B24010F_045E,B24010F_045M,B24010F_046E,B24010F_046M,B24010F_047E,B24010F_047M,B24010F_048E,B24010F_048M,B24010F_049E,B24010F_049M,B24010F_050E,B24010F_050M,B24010F_051E,B24010F_051M,B24010F_052E,B24010F_052M,B24010F_053E,B24010F_053M,B24010F_054E,B24010F_054M,B24010F_055E,B24010F_055M,B24010F_056E,B24010F_056M,B24010F_057E,B24010F_057M,B24010F_058E,B24010F_058M,B24010F_059E,B24010F_059M,B24010F_060E,B24010F_060M,B24010F_061E,B24010F_061M,B24010F_062E,B24010F_062M,B24010F_063E,B24010F_063M,NAME,B24010F_001MA,B24010F_001EA,B24010F_002MA,B24010F_002EA,B24010F_003EA,B24010F_003MA,B24010F_004EA,B24010F_004MA,B24010F_005EA,B24010F_005MA,B24010F_006MA,B24010F_006EA,B24010F_007MA,B24010F_007EA,B24010F_008EA,B24010F_008MA,B24010F_009EA,B24010F_009MA,B24010F_010EA,B24010F_010MA,B24010F_011MA,B24010F_011EA,B24010F_012MA,B24010F_012EA,B24010F_013EA,B24010F_013MA,B24010F_014EA,B24010F_014MA,B24010F_015EA,B24010F_015MA,B24010F_016EA,B24010F_016MA,B24010F_017MA,B24010F_017EA,B24010F_018EA,B24010F_018MA,B24010F_019EA,B24010F_019MA,B24010F_020EA,B24010F_020MA,B24010F_021EA,B24010F_021MA,B24010F_022MA,B24010F_022EA,B24010F_023EA,B24010F_023MA,B24010F_024EA,B24010F_024MA,B24010F_025EA,B24010F_025MA,B24010F_026EA,B24010F_026MA,B24010F_027EA,B24010F_027MA,B24010F_028EA,B24010F_028MA,B24010F_029EA,B24010F_029MA,B24010F_030EA,B24010F_030MA,B24010F_031EA,B24010F_031MA,B24010F_032EA,B24010F_032MA,B24010F_033EA,B24010F_033MA,B24010F_034EA,B24010F_034MA,B24010F_035MA,B24010F_035EA,B24010F_036EA,B24010F_036MA,B24010F_037EA,B24010F_037MA,B24010F_038EA,B24010F_038MA,B24010F_039EA,B24010F_039MA,B24010F_040MA,B24010F_040EA,B24010F_041MA,B24010F_041EA,B24010F_042EA,B24010F_042MA,B24010F_043EA,B24010F_043MA,B24010F_044EA,B24010F_044MA,B24010F_045MA,B24010F_045EA,B24010F_046MA,B24010F_046EA,B24010F_047EA,B24010F_047MA,B24010F_048EA,B24010F_048MA,B24010F_049EA,B24010F_049MA,B24010F_050MA,B24010F_050EA,B24010F_051MA,B24010F_051EA,B24010F_052MA,B24010F_052EA,B24010F_053EA,B24010F_053MA,B24010F_054EA,B24010F_054MA,B24010F_055MA,B24010F_055EA,B24010F_056MA,B24010F_056EA,B24010F_057MA,B24010F_057EA,B24010F_058EA,B24010F_058MA,B24010F_059EA,B24010F_059MA,B24010F_060EA,B24010F_060MA,B24010F_061MA,B24010F_061EA,B24010F_062MA,B24010F_062EA,B24010F_063EA,B24010F_063MA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,283964,10949,172009,7353,19120,2431,10466,1739,7613,1423,412,353,2441,1023,8654,1471,1542,787,1456,671,95,129,966,404,55,91,1938,730,1306,686,1296,607,35725,4380,597,397,5074,1290,11019,2572,17104,3098,1931,918,23820,3116,13156,2195,10664,1961,4949,2051,52480,4494,42887,4060,9593,1851,35915,3879,16503,2526,19412,2833,111955,5667,21613,2386,7547,1416,4073,1163,0,291,3474,851,14066,1932,1021,633,442,302,330,238,1836,751,868,435,5997,1275,1040,670,2532,698,35873,3665,4251,1197,1075,532,10561,1970,11338,2262,8648,1814,41126,3853,12731,2438,28395,2832,717,574,1413,654,1173,632,240,178,11213,2040,7365,1709,3848,1163,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2484307,40008,1500001,26792,183240,8560,91770,6768,63503,5620,2719,792,25548,3862,91470,6124,11643,1790,16121,2313,6856,2079,10598,1962,3213,939,16502,2442,15716,2299,10821,2573,297958,14120,5039,1385,28158,4332,112222,8822,138707,7845,13832,2467,235267,11347,117698,6746,117569,7898,49460,4801,356697,13133,263986,10544,92711,5927,377379,13433,180970,9186,196409,10206,984306,20400,198344,9269,68085,5434,38365,3571,295,316,29425,3754,130259,7608,3518,1045,2097,781,3000,843,18930,2576,6906,1841,61627,4738,11846,2183,22335,2736,293497,11436,44040,3649,8375,1721,72146,4953,96637,7070,72299,6658,349417,11907,125176,7476,224241,9699,15971,2390,7940,1711,4663,1422,3277,921,119137,7297,85422,6458,33715,3659,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,139682,8272,82509,5420,11225,1903,5124,1714,4060,1574,201,201,863,539,6101,1195,1070,577,1116,545,539,415,584,313,35,60,1043,415,857,578,857,533,15319,2504,218,207,1434,558,6195,1485,6531,2248,941,445,11858,1751,5732,1312,6126,1436,2023,861,24595,4216,19719,3017,4876,2331,17489,2365,6526,1156,10963,2120,57173,4808,14972,2381,7107,1997,4612,1601,42,71,2453,1148,7865,1320,329,325,220,191,97,121,513,254,287,304,3771,938,572,403,2076,760,16129,2226,2853,918,362,246,4885,1365,5842,1536,2187,744,18947,2768,5623,1425,13324,2344,150,143,1037,854,151,154,886,835,5938,1760,4435,1504,1503,635,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,70044,5740,39083,3831,5238,1405,2862,1345,2352,1285,0,274,510,353,2376,766,233,204,825,435,102,147,216,220,141,229,348,347,179,171,332,248,9945,2004,575,398,702,390,2910,1269,5347,1467,411,265,4175,1581,2860,1494,1315,573,0,274,10791,2520,8112,2405,2679,870,8934,1831,4609,1255,4325,1418,30961,3351,5762,1193,1433,663,798,568,0,274,635,348,4329,1043,147,144,0,274,57,94,693,488,43,73,1789,723,120,150,1480,538,11045,2074,3543,1190,251,249,1443,696,4234,1255,1574,689,9036,1767,2749,881,6287,1471,248,190,199,323,0,274,199,323,4671,1196,3839,1074,832,449,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,341479,14070,206843,11041,28043,2914,13683,2228,9696,1841,549,481,3438,1120,14360,2072,2311,893,2975,1053,668,524,1619,754,288,242,612,322,2635,948,3252,1054,39595,5832,688,419,3339,1188,10383,2267,21836,5280,3349,1120,33652,3666,19687,2825,13965,2331,9378,2083,61816,6584,48897,5851,12919,2473,34359,3633,9978,1797,24381,3143,134636,7024,31994,3379,11848,1766,5952,1360,198,268,5698,1320,20146,2870,1131,598,372,257,765,461,1146,462,2091,884,6640,1594,1585,1062,6416,1563,38748,4326,4645,1083,1210,1031,11551,2637,14453,2201,6889,1827,47063,4227,18207,2415,28856,3311,2951,1447,2373,1612,2168,1601,205,171,11507,2294,7261,1634,4246,1780,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
