GEO_ID,B19101G_001E,B19101G_001M,B19101G_002E,B19101G_002M,B19101G_003E,B19101G_003M,B19101G_004E,B19101G_004M,B19101G_005E,B19101G_005M,B19101G_006E,B19101G_006M,B19101G_007E,B19101G_007M,B19101G_008E,B19101G_008M,B19101G_009E,B19101G_009M,B19101G_010E,B19101G_010M,B19101G_011E,B19101G_011M,B19101G_012E,B19101G_012M,B19101G_013E,B19101G_013M,B19101G_014E,B19101G_014M,B19101G_015E,B19101G_015M,B19101G_016E,B19101G_016M,B19101G_017E,B19101G_017M,NAME,B19101G_001MA,B19101G_001EA,B19101G_002MA,B19101G_002EA,B19101G_003EA,B19101G_003MA,B19101G_004EA,B19101G_004MA,B19101G_005MA,B19101G_005EA,B19101G_006MA,B19101G_006EA,B19101G_007MA,B19101G_007EA,B19101G_008EA,B19101G_008MA,B19101G_009EA,B19101G_009MA,B19101G_010MA,B19101G_010EA,B19101G_011MA,B19101G_011EA,B19101G_012MA,B19101G_012EA,B19101G_013MA,B19101G_013EA,B19101G_014EA,B19101G_014MA,B19101G_015EA,B19101G_015MA,B19101G_016MA,B19101G_016EA,B19101G_017MA,B19101G_017EA,state
0400000US01,9625,1172,1101,417,674,423,839,473,723,402,592,305,781,477,641,329,403,247,363,278,843,399,815,327,1059,433,364,243,311,218,92,93,24,41,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,6474,1089,556,312,242,209,206,174,455,339,474,436,325,215,184,170,334,221,198,147,798,428,867,380,805,444,405,220,229,194,330,308,66,77,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,18822,1976,1129,606,800,458,1263,575,1520,669,1157,632,1296,641,900,563,1441,668,1103,538,1560,534,2047,663,2509,761,1248,561,260,197,473,286,116,141,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,7989,1348,1148,536,774,306,207,204,409,300,963,558,288,197,408,258,589,297,186,152,1058,479,480,301,937,629,364,252,17,33,117,141,44,74,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,152538,5572,8277,1537,8282,1497,5678,1127,7982,1383,6350,1125,8031,1539,6491,1124,6201,1154,6782,1214,11747,1678,19591,2332,21829,2557,13638,1607,8363,1371,6599,1288,6697,1227,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,17000,1845,1281,660,1242,614,295,229,1492,659,662,559,1094,419,747,384,465,286,936,458,1948,696,1415,573,2583,813,1014,485,708,348,868,441,250,174,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,8418,1483,1788,878,453,405,388,377,308,275,560,386,260,274,669,430,244,214,66,81,1302,638,481,282,651,306,380,246,62,106,234,175,572,365,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,51106,3844,3497,1104,3159,905,2746,967,3463,977,2639,756,5231,1463,3924,1457,3369,924,3274,856,3831,883,5472,1464,4385,803,2785,836,994,517,1173,637,1164,480,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
