GEO_ID,B10051F_001E,B10051F_001M,B10051F_002E,B10051F_002M,B10051F_003E,B10051F_003M,B10051F_004E,B10051F_004M,B10051F_005E,B10051F_005M,B10051F_006E,B10051F_006M,B10051F_007E,B10051F_007M,B10051F_008E,B10051F_008M,B10051F_009E,B10051F_009M,B10051F_010E,B10051F_010M,B10051F_011E,B10051F_011M,NAME,B10051F_001EA,B10051F_001MA,B10051F_002MA,B10051F_002EA,B10051F_003MA,B10051F_003EA,B10051F_004MA,B10051F_004EA,B10051F_005EA,B10051F_005MA,B10051F_006EA,B10051F_006MA,B10051F_007MA,B10051F_007EA,B10051F_008MA,B10051F_008EA,B10051F_009MA,B10051F_009EA,B10051F_010EA,B10051F_010MA,B10051F_011EA,B10051F_011MA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,22964,3236,9145,1810,2814,1173,2142,1002,672,460,6331,1404,5958,1425,373,367,13819,2605,7572,1996,6247,1642,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2686,1039,1822,983,548,607,548,607,0,260,1274,730,1055,693,219,201,864,409,755,397,109,108,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,218473,11183,54839,5626,10579,2013,6664,1392,3915,1388,44260,5077,35403,4748,8857,1575,163634,8148,95422,7164,68212,4975,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,7137,1378,3289,911,921,462,419,260,502,304,2368,722,2084,713,284,272,3848,1084,2551,859,1297,588,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3972,1407,1289,592,295,324,109,126,186,296,994,478,845,441,149,181,2683,1281,1131,623,1552,883,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19770,3156,7863,2002,1732,824,1116,526,616,459,6131,1816,4147,1315,1984,1457,11907,2385,6436,1785,5471,1673,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,8494,2601,2818,1410,815,895,815,895,0,297,2003,1046,2003,1046,0,297,5676,1800,4189,1669,1487,626,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,25477,3244,8721,1907,1068,628,872,539,196,321,7653,1821,6351,1773,1302,629,16756,2543,11017,2035,5739,1285,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3304,1178,1027,518,148,175,113,145,35,56,879,480,674,434,205,206,2277,990,1441,834,836,539,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
