GEO_ID,B17010B_001E,B17010B_001M,B17010B_002E,B17010B_002M,B17010B_003E,B17010B_003M,B17010B_004E,B17010B_004M,B17010B_005E,B17010B_005M,B17010B_006E,B17010B_006M,B17010B_007E,B17010B_007M,B17010B_008E,B17010B_008M,B17010B_009E,B17010B_009M,B17010B_010E,B17010B_010M,B17010B_011E,B17010B_011M,B17010B_012E,B17010B_012M,B17010B_013E,B17010B_013M,B17010B_014E,B17010B_014M,B17010B_015E,B17010B_015M,B17010B_016E,B17010B_016M,B17010B_017E,B17010B_017M,B17010B_018E,B17010B_018M,B17010B_019E,B17010B_019M,B17010B_020E,B17010B_020M,B17010B_021E,B17010B_021M,B17010B_022E,B17010B_022M,B17010B_023E,B17010B_023M,B17010B_024E,B17010B_024M,B17010B_025E,B17010B_025M,B17010B_026E,B17010B_026M,B17010B_027E,B17010B_027M,B17010B_028E,B17010B_028M,B17010B_029E,B17010B_029M,B17010B_030E,B17010B_030M,B17010B_031E,B17010B_031M,B17010B_032E,B17010B_032M,B17010B_033E,B17010B_033M,B17010B_034E,B17010B_034M,B17010B_035E,B17010B_035M,B17010B_036E,B17010B_036M,B17010B_037E,B17010B_037M,B17010B_038E,B17010B_038M,B17010B_039E,B17010B_039M,B17010B_040E,B17010B_040M,B17010B_041E,B17010B_041M,NAME,B17010B_001EA,B17010B_001MA,B17010B_002EA,B17010B_002MA,B17010B_003MA,B17010B_003EA,B17010B_004MA,B17010B_004EA,B17010B_005EA,B17010B_005MA,B17010B_006MA,B17010B_006EA,B17010B_007EA,B17010B_007MA,B17010B_008MA,B17010B_008EA,B17010B_009MA,B17010B_009EA,B17010B_010EA,B17010B_010MA,B17010B_011EA,B17010B_011MA,B17010B_012EA,B17010B_012MA,B17010B_013MA,B17010B_013EA,B17010B_014MA,B17010B_014EA,B17010B_015EA,B17010B_015MA,B17010B_016EA,B17010B_016MA,B17010B_017MA,B17010B_017EA,B17010B_018MA,B17010B_018EA,B17010B_019MA,B17010B_019EA,B17010B_020MA,B17010B_020EA,B17010B_021MA,B17010B_021EA,B17010B_022MA,B17010B_022EA,B17010B_023EA,B17010B_023MA,B17010B_024EA,B17010B_024MA,B17010B_025MA,B17010B_025EA,B17010B_026MA,B17010B_026EA,B17010B_027MA,B17010B_027EA,B17010B_028EA,B17010B_028MA,B17010B_029EA,B17010B_029MA,B17010B_030MA,B17010B_030EA,B17010B_031MA,B17010B_031EA,B17010B_032MA,B17010B_032EA,B17010B_033EA,B17010B_033MA,B17010B_034EA,B17010B_034MA,B17010B_035MA,B17010B_035EA,B17010B_036MA,B17010B_036EA,B17010B_037MA,B17010B_037EA,B17010B_038EA,B17010B_038MA,B17010B_039EA,B17010B_039MA,B17010B_040MA,B17010B_040EA,B17010B_041MA,B17010B_041EA,state
0400000US01,296219,6467,86244,5020,12233,2212,6699,1621,680,441,2951,1366,3068,905,5534,1461,74011,4942,6168,1661,4591,1543,1634,845,701,362,2256,1170,1577,653,67843,4593,60597,4148,12121,2312,17692,2418,30784,3346,7246,1448,209975,5751,120930,5667,62223,4569,6491,1226,11067,1707,44665,3824,58707,3764,89045,5433,16764,2314,8916,1711,2362,959,766,468,5788,1280,7848,1676,72281,4884,46847,4004,6828,1359,6664,1485,33355,3474,25434,2370,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,45858,2833,8981,1539,2267,956,1652,837,223,290,1065,687,364,278,615,424,6714,1227,1259,474,1186,473,407,346,91,149,688,367,73,61,5455,1066,5129,1085,1070,571,1078,651,2981,887,326,245,36877,2538,24257,2312,11788,1682,2330,938,2229,747,7229,1485,12469,1918,12620,2097,3124,1030,2279,911,366,358,300,279,1613,848,845,518,9496,1663,7242,1532,1007,662,1419,735,4816,1354,2254,835,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,105451,3553,31923,2755,4243,1207,3040,1065,383,393,775,559,1882,762,1203,476,27680,2695,2667,805,2199,716,304,227,307,288,1588,727,468,318,25013,2693,22526,2489,4461,1312,6911,1931,11154,1608,2487,782,73528,3410,40290,3236,19507,2614,1820,781,4270,1342,13417,1909,20783,1970,33238,2918,7896,1407,5171,1122,1298,737,456,351,3417,1060,2725,848,25342,2562,14539,2250,2176,939,1694,718,10669,1811,10803,1977,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,496190,8292,89047,5387,13683,2748,10454,2675,1319,898,3616,1450,5519,1612,3229,1033,75364,4925,11132,2651,7423,1560,1381,766,1150,673,4892,1389,3709,2118,64232,4541,57443,4348,8645,1569,17268,2761,31530,3658,6789,1422,407143,8414,212765,6769,110270,5684,16913,2360,23948,2878,69409,4924,102495,4605,194378,6990,40677,3596,22050,2772,4832,1596,2538,865,14680,2475,18627,2695,153701,6287,103515,5663,14586,3237,15564,2725,73365,4324,50186,3061,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,41464,2152,7213,1503,1225,629,1121,651,262,237,592,525,267,305,104,122,5988,1456,634,485,468,403,203,301,42,72,223,186,166,269,5354,1394,4946,1406,1776,1044,1186,585,1984,820,408,282,34251,2521,20181,2776,11020,2368,2328,1130,3374,1612,5318,1381,9161,1565,14070,2386,3053,1066,2522,968,224,274,349,382,1949,859,531,362,11017,2069,8257,1936,873,635,1696,931,5688,1809,2760,838,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,75654,3667,13359,2518,2378,949,1875,876,259,332,458,376,1158,691,503,333,10981,2386,567,426,54,90,0,274,0,274,54,90,513,414,10414,2345,9809,2271,1997,1024,2555,1251,5257,1560,605,293,62295,3276,27523,2474,14050,2116,2585,794,2692,874,8773,1622,13473,1690,34772,3175,7338,1798,3911,1474,677,378,807,595,2427,1234,3427,1146,27434,2787,19858,2505,1699,688,3034,1315,15125,2311,7576,1696,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,40587,2246,6652,1267,470,334,176,164,0,262,42,73,134,133,294,301,6182,1217,870,568,726,584,278,357,273,406,175,217,144,171,5312,1112,5153,1101,1581,751,1140,757,2432,810,159,115,33935,2306,18367,2189,10029,1497,1683,726,1593,565,6753,1257,8338,1461,15568,1980,2816,735,1494,593,270,269,210,180,1014,538,1322,573,12752,1790,8823,1500,1625,835,1534,822,5664,1200,3929,916,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,67733,2998,15083,2120,2032,821,920,433,146,176,330,186,444,365,1112,638,13051,1897,740,500,447,405,0,286,346,362,101,171,293,232,12311,1855,10687,1788,1416,701,4266,1264,5005,1008,1624,721,52650,3193,20138,2137,7343,1213,1836,751,743,375,4764,911,12795,1680,32512,2672,5645,1307,2737,849,498,406,476,349,1763,672,2908,1021,26867,2273,16038,1834,1485,595,2892,858,11661,1586,10829,1484,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,621244,8800,131396,5589,21187,3093,13337,2426,1832,761,5522,1636,5983,1388,7850,1648,110209,5724,11605,2104,8512,1831,3434,1442,2090,837,2988,1028,3093,999,98604,5807,88694,5873,16808,2837,25690,3094,46196,3895,9910,1810,489848,9101,260776,7401,143774,6439,24442,2880,31160,3201,88172,5558,117002,5235,229072,8328,50462,3908,25008,2750,4740,1380,4250,1492,16018,2364,25454,3296,178610,7130,124212,5829,18288,2883,20334,3401,85590,5233,54398,4060,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
