GEO_ID,B16005H_001E,B16005H_001M,B16005H_002E,B16005H_002M,B16005H_003E,B16005H_003M,B16005H_004E,B16005H_004M,B16005H_005E,B16005H_005M,B16005H_006E,B16005H_006M,B16005H_007E,B16005H_007M,B16005H_008E,B16005H_008M,B16005H_009E,B16005H_009M,B16005H_010E,B16005H_010M,B16005H_011E,B16005H_011M,B16005H_012E,B16005H_012M,B16005H_013E,B16005H_013M,B16005H_014E,B16005H_014M,B16005H_015E,B16005H_015M,B16005H_016E,B16005H_016M,B16005H_017E,B16005H_017M,B16005H_018E,B16005H_018M,B16005H_019E,B16005H_019M,B16005H_020E,B16005H_020M,B16005H_021E,B16005H_021M,B16005H_022E,B16005H_022M,B16005H_023E,B16005H_023M,B16005H_024E,B16005H_024M,B16005H_025E,B16005H_025M,B16005H_026E,B16005H_026M,B16005H_027E,B16005H_027M,B16005H_028E,B16005H_028M,B16005H_029E,B16005H_029M,B16005H_030E,B16005H_030M,B16005H_031E,B16005H_031M,B16005H_032E,B16005H_032M,B16005H_033E,B16005H_033M,B16005H_034E,B16005H_034M,B16005H_035E,B16005H_035M,B16005H_036E,B16005H_036M,B16005H_037E,B16005H_037M,B16005H_038E,B16005H_038M,B16005H_039E,B16005H_039M,B16005H_040E,B16005H_040M,B16005H_041E,B16005H_041M,B16005H_042E,B16005H_042M,B16005H_043E,B16005H_043M,B16005H_044E,B16005H_044M,B16005H_045E,B16005H_045M,NAME,B16005H_001MA,B16005H_001EA,B16005H_002MA,B16005H_002EA,B16005H_003EA,B16005H_003MA,B16005H_004MA,B16005H_004EA,B16005H_005EA,B16005H_005MA,B16005H_006EA,B16005H_006MA,B16005H_007MA,B16005H_007EA,B16005H_008MA,B16005H_008EA,B16005H_009MA,B16005H_009EA,B16005H_010MA,B16005H_010EA,B16005H_011EA,B16005H_011MA,B16005H_012EA,B16005H_012MA,B16005H_013MA,B16005H_013EA,B16005H_014MA,B16005H_014EA,B16005H_015MA,B16005H_015EA,B16005H_016MA,B16005H_016EA,B16005H_017EA,B16005H_017MA,B16005H_018EA,B16005H_018MA,B16005H_019MA,B16005H_019EA,B16005H_020EA,B16005H_020MA,B16005H_021MA,B16005H_021EA,B16005H_022EA,B16005H_022MA,B16005H_023EA,B16005H_023MA,B16005H_024MA,B16005H_024EA,B16005H_025EA,B16005H_025MA,B16005H_026MA,B16005H_026EA,B16005H_027MA,B16005H_027EA,B16005H_028EA,B16005H_028MA,B16005H_029EA,B16005H_029MA,B16005H_030MA,B16005H_030EA,B16005H_031MA,B16005H_031EA,B16005H_032MA,B16005H_032EA,B16005H_033EA,B16005H_033MA,B16005H_034EA,B16005H_034MA,B16005H_035MA,B16005H_035EA,B16005H_036MA,B16005H_036EA,B16005H_037MA,B16005H_037EA,B16005H_038EA,B16005H_038MA,B16005H_039EA,B16005H_039MA,B16005H_040EA,B16005H_040MA,B16005H_041MA,B16005H_041EA,B16005H_042MA,B16005H_042EA,B16005H_043EA,B16005H_043MA,B16005H_044EA,B16005H_044MA,B16005H_045EA,B16005H_045MA,state
0400000US01,2913239,1574,2883405,4143,2837167,5518,26523,3350,20474,3261,2464,745,3439,892,146,123,16609,2374,13853,2312,1349,607,1358,547,49,90,1139,476,873,421,101,117,165,168,0,270,1967,1043,1635,881,0,270,332,292,0,270,29834,4234,13549,1897,377,343,178,132,199,311,0,270,0,270,12989,3286,10361,3130,1703,661,835,512,90,151,903,538,572,368,174,146,111,132,46,74,2016,1414,1611,1346,332,236,73,104,0,270,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3311573,2673,3190629,8334,3082656,10363,60963,4586,50529,4456,6133,1046,4108,959,193,189,39566,3343,33404,3022,3536,890,2626,899,0,291,3811,891,3362,857,299,222,150,145,0,291,3633,1003,3143,953,438,296,52,87,0,291,120944,7281,64996,4893,2752,1076,1440,631,695,445,448,407,169,201,44999,5001,29543,3141,10488,2300,4041,1071,927,623,1492,641,483,315,821,478,188,180,0,291,6705,1816,4525,1468,1405,567,530,405,245,173,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14481358,8954,13162326,26203,12528170,32513,252554,10949,210769,9898,23263,2508,17887,2177,635,344,294606,11112,259878,10122,21847,2314,12345,1961,536,305,31508,3186,26807,2698,3603,1348,1098,538,0,293,55488,6056,50096,5521,3684,1135,1474,749,234,218,1319032,25701,447138,12159,33556,3650,18279,2957,7934,1748,5888,1338,1455,566,675498,21861,381622,13696,156768,8893,100666,7921,36442,4329,18886,3808,10780,2195,4390,1038,3074,2036,642,437,143954,10174,86962,7574,34463,3951,16639,3533,5890,2397,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3079197,2230,2981546,6103,2884147,9527,48770,3802,38396,3550,4926,1154,5133,1139,315,217,40644,4529,35128,4500,3036,681,2480,730,0,274,4428,1340,3888,1203,299,283,241,240,0,274,3557,1122,3253,1040,304,281,0,274,0,274,97651,5447,44505,3436,2094,843,1098,514,450,397,496,480,50,81,44178,4231,29610,3407,9976,2115,3854,1218,738,561,1763,840,713,410,455,361,356,337,239,389,5111,1151,3399,864,1076,656,636,420,0,274,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2420415,2715,2244136,9845,2138612,10920,21494,2123,16985,1929,1787,519,2629,735,93,154,78964,4913,68172,4512,7360,1322,3152,791,280,400,1670,809,1105,593,348,289,217,356,0,274,3396,1254,2787,1201,408,366,151,185,50,82,176279,9575,56023,4945,2368,921,1261,542,581,650,388,314,138,230,109003,7439,53430,4265,29569,2856,21131,3502,4873,2125,2335,1072,1768,921,353,409,214,186,0,274,6550,1575,4722,1271,1076,532,579,433,173,226,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10248918,5986,9622280,16865,9241874,22117,205580,10380,168383,9071,20076,2900,16175,2627,946,615,149162,7649,127582,7182,13370,1777,7870,1400,340,226,6916,1449,6188,1367,643,402,85,98,0,301,18748,3154,17207,2943,1114,654,427,303,0,301,626638,17027,264792,10046,28181,3618,18267,2950,4477,1083,3939,1171,1498,778,278657,12812,165535,9113,72875,6911,32451,3633,7796,2077,6298,1479,3354,914,2090,838,753,494,101,166,48710,6063,28429,4185,15446,2912,3831,1123,1004,938,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
