GEO_ID,B19037F_001E,B19037F_001M,B19037F_002E,B19037F_002M,B19037F_003E,B19037F_003M,B19037F_004E,B19037F_004M,B19037F_005E,B19037F_005M,B19037F_006E,B19037F_006M,B19037F_007E,B19037F_007M,B19037F_008E,B19037F_008M,B19037F_009E,B19037F_009M,B19037F_010E,B19037F_010M,B19037F_011E,B19037F_011M,B19037F_012E,B19037F_012M,B19037F_013E,B19037F_013M,B19037F_014E,B19037F_014M,B19037F_015E,B19037F_015M,B19037F_016E,B19037F_016M,B19037F_017E,B19037F_017M,B19037F_018E,B19037F_018M,B19037F_019E,B19037F_019M,B19037F_020E,B19037F_020M,B19037F_021E,B19037F_021M,B19037F_022E,B19037F_022M,B19037F_023E,B19037F_023M,B19037F_024E,B19037F_024M,B19037F_025E,B19037F_025M,B19037F_026E,B19037F_026M,B19037F_027E,B19037F_027M,B19037F_028E,B19037F_028M,B19037F_029E,B19037F_029M,B19037F_030E,B19037F_030M,B19037F_031E,B19037F_031M,B19037F_032E,B19037F_032M,B19037F_033E,B19037F_033M,B19037F_034E,B19037F_034M,B19037F_035E,B19037F_035M,B19037F_036E,B19037F_036M,B19037F_037E,B19037F_037M,B19037F_038E,B19037F_038M,B19037F_039E,B19037F_039M,B19037F_040E,B19037F_040M,B19037F_041E,B19037F_041M,B19037F_042E,B19037F_042M,B19037F_043E,B19037F_043M,B19037F_044E,B19037F_044M,B19037F_045E,B19037F_045M,B19037F_046E,B19037F_046M,B19037F_047E,B19037F_047M,B19037F_048E,B19037F_048M,B19037F_049E,B19037F_049M,B19037F_050E,B19037F_050M,B19037F_051E,B19037F_051M,B19037F_052E,B19037F_052M,B19037F_053E,B19037F_053M,B19037F_054E,B19037F_054M,B19037F_055E,B19037F_055M,B19037F_056E,B19037F_056M,B19037F_057E,B19037F_057M,B19037F_058E,B19037F_058M,B19037F_059E,B19037F_059M,B19037F_060E,B19037F_060M,B19037F_061E,B19037F_061M,B19037F_062E,B19037F_062M,B19037F_063E,B19037F_063M,B19037F_064E,B19037F_064M,B19037F_065E,B19037F_065M,B19037F_066E,B19037F_066M,B19037F_067E,B19037F_067M,B19037F_068E,B19037F_068M,B19037F_069E,B19037F_069M,NAME,B19037F_001MA,B19037F_001EA,B19037F_002MA,B19037F_002EA,B19037F_003MA,B19037F_003EA,B19037F_004EA,B19037F_004MA,B19037F_005EA,B19037F_005MA,B19037F_006MA,B19037F_006EA,B19037F_007MA,B19037F_007EA,B19037F_008MA,B19037F_008EA,B19037F_009EA,B19037F_009MA,B19037F_010EA,B19037F_010MA,B19037F_011MA,B19037F_011EA,B19037F_012MA,B19037F_012EA,B19037F_013MA,B19037F_013EA,B19037F_014MA,B19037F_014EA,B19037F_015EA,B19037F_015MA,B19037F_016EA,B19037F_016MA,B19037F_017MA,B19037F_017EA,B19037F_018MA,B19037F_018EA,B19037F_019MA,B19037F_019EA,B19037F_020EA,B19037F_020MA,B19037F_021EA,B19037F_021MA,B19037F_022MA,B19037F_022EA,B19037F_023MA,B19037F_023EA,B19037F_024MA,B19037F_024EA,B19037F_025MA,B19037F_025EA,B19037F_026EA,B19037F_026MA,B19037F_027EA,B19037F_027MA,B19037F_028MA,B19037F_028EA,B19037F_029MA,B19037F_029EA,B19037F_030MA,B19037F_030EA,B19037F_031EA,B19037F_031MA,B19037F_032EA,B19037F_032MA,B19037F_033MA,B19037F_033EA,B19037F_034MA,B19037F_034EA,B19037F_035MA,B19037F_035EA,B19037F_036MA,B19037F_036EA,B19037F_037EA,B19037F_037MA,B19037F_038EA,B19037F_038MA,B19037F_039EA,B19037F_039MA,B19037F_040MA,B19037F_040EA,B19037F_041MA,B19037F_041EA,B19037F_042EA,B19037F_042MA,B19037F_043EA,B19037F_043MA,B19037F_044EA,B19037F_044MA,B19037F_045MA,B19037F_045EA,B19037F_046MA,B19037F_046EA,B19037F_047MA,B19037F_047EA,B19037F_048EA,B19037F_048MA,B19037F_049EA,B19037F_049MA,B19037F_050MA,B19037F_050EA,B19037F_051MA,B19037F_051EA,B19037F_052MA,B19037F_052EA,B19037F_053EA,B19037F_053MA,B19037F_054EA,B19037F_054MA,B19037F_055MA,B19037F_055EA,B19037F_056MA,B19037F_056EA,B19037F_057MA,B19037F_057EA,B19037F_058MA,B19037F_058EA,B19037F_059EA,B19037F_059MA,B19037F_060EA,B19037F_060MA,B19037F_061MA,B19037F_061EA,B19037F_062MA,B19037F_062EA,B19037F_063MA,B19037F_063EA,B19037F_064EA,B19037F_064MA,B19037F_065EA,B19037F_065MA,B19037F_066MA,B19037F_066EA,B19037F_067MA,B19037F_067EA,B19037F_068MA,B19037F_068EA,B19037F_069MA,B19037F_069EA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,184829,6213,17796,2338,2644,894,1916,788,2184,893,2134,878,1381,702,1804,774,701,442,665,476,1941,815,540,394,771,465,610,456,249,313,228,256,28,46,0,291,104105,5023,6402,1582,6179,1624,6726,1465,9162,2195,9424,1771,9020,1936,7529,1659,6710,1704,6207,1651,10207,1664,12621,1908,8076,1393,3356,933,1187,517,706,382,593,422,49931,3578,3999,952,3241,1514,3537,1134,3156,1047,4428,1486,3089,988,2105,740,3049,734,2951,975,5402,1322,5907,1223,4418,1172,2585,938,1176,476,512,322,376,358,12997,1701,2500,872,2684,840,1359,536,923,524,773,378,786,463,831,460,650,326,262,228,806,425,512,283,363,340,231,232,173,240,65,109,79,71,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1458187,20878,104002,7277,10059,2103,8764,1801,12097,2474,11945,1939,6972,1691,9104,1803,6838,1605,6227,1932,4986,1274,8616,1709,8731,1744,5725,2427,2293,823,961,602,382,353,302,407,817504,16018,43896,3439,51101,4466,53477,3741,66333,4487,61857,5698,58342,4376,55663,4501,53882,4563,39428,3577,79146,4364,90728,6339,88905,4706,37516,3586,17821,3035,12809,1819,6600,1272,431771,12124,26996,2747,18328,2607,24185,2781,28480,3321,26351,3348,25732,2565,24577,3487,26720,2780,21385,3044,42365,4293,52228,4409,54382,3769,28842,2967,14245,2050,9461,1851,7494,1456,104910,5476,18484,2690,17088,2591,11840,1818,9100,2346,6814,1399,6048,1153,3533,889,4342,1167,4074,923,4908,1023,6275,1506,6436,1364,2969,831,1567,676,898,440,534,348,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,97562,4540,9566,1802,1801,713,700,537,955,460,831,610,1103,648,867,590,581,428,700,732,137,157,990,854,755,626,146,131,0,274,0,274,0,274,0,274,55332,3862,3602,1031,2092,935,3405,924,4450,1357,3765,1220,5784,1866,5571,1465,2852,912,3160,1041,5803,1384,4852,992,5967,1514,2881,1291,689,360,265,206,194,242,27098,2135,2808,717,1312,493,1653,652,2498,756,1593,624,1835,638,1383,650,817,356,1210,441,3106,746,2862,937,3271,968,1292,545,567,286,513,392,378,280,5566,1034,967,429,1119,393,1063,518,758,392,438,253,59,56,190,132,74,107,77,134,479,423,150,179,50,86,142,170,0,274,0,274,0,274,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,47709,3286,4039,1114,746,533,1204,756,584,384,583,465,31,63,145,206,49,87,24,51,185,230,250,272,100,148,138,138,0,274,0,274,0,274,0,274,28770,2608,2911,846,2147,821,1279,587,1809,719,1851,804,2476,964,2199,979,1475,609,2049,821,2175,839,3844,1168,2275,899,1080,641,383,323,122,151,695,625,11705,1694,1926,727,300,231,1176,669,368,274,339,214,879,836,817,497,546,314,375,272,928,425,1538,772,1269,626,873,502,107,122,141,164,123,154,3195,970,2007,966,223,294,419,346,0,274,43,73,0,274,0,274,36,60,99,124,0,274,242,178,126,214,0,274,0,274,0,274,0,274,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,214369,7726,17788,2847,1921,676,1401,688,2406,943,2114,1251,2100,1010,806,418,912,483,944,499,1449,920,1553,711,1854,903,260,269,0,301,68,121,0,301,0,301,128465,5724,7261,1413,5503,1577,8010,2060,11805,2679,12458,2008,9562,1972,8220,1736,10708,2135,7336,1897,11342,2374,13280,1894,11282,2004,6036,1312,2166,747,2542,1081,954,537,56086,3989,3289,902,3829,977,3774,1230,4558,1105,4524,1433,4406,1230,3403,1419,3997,952,3240,1068,6638,1453,4563,1040,4328,1232,2810,900,997,525,1352,609,378,284,12030,1854,3553,1181,1584,670,1586,646,681,358,426,250,498,311,813,536,463,300,322,241,543,383,929,567,441,244,40,65,151,156,0,301,0,301,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
