GEO_ID,B18020B_001E,B18020B_001M,B18020B_002E,B18020B_002M,B18020B_003E,B18020B_003M,B18020B_004E,B18020B_004M,B18020B_005E,B18020B_005M,B18020B_006E,B18020B_006M,B18020B_007E,B18020B_007M,B18020B_008E,B18020B_008M,B18020B_009E,B18020B_009M,B18020B_010E,B18020B_010M,B18020B_011E,B18020B_011M,B18020B_012E,B18020B_012M,B18020B_013E,B18020B_013M,B18020B_014E,B18020B_014M,B18020B_015E,B18020B_015M,B18020B_016E,B18020B_016M,B18020B_017E,B18020B_017M,B18020B_018E,B18020B_018M,B18020B_019E,B18020B_019M,B18020B_020E,B18020B_020M,B18020B_021E,B18020B_021M,B18020B_022E,B18020B_022M,B18020B_023E,B18020B_023M,B18020B_024E,B18020B_024M,B18020B_025E,B18020B_025M,B18020B_026E,B18020B_026M,B18020B_027E,B18020B_027M,B18020B_028E,B18020B_028M,B18020B_029E,B18020B_029M,B18020B_030E,B18020B_030M,B18020B_031E,B18020B_031M,NAME,B18020B_001MA,B18020B_001EA,B18020B_002EA,B18020B_002MA,B18020B_003EA,B18020B_003MA,B18020B_004EA,B18020B_004MA,B18020B_005EA,B18020B_005MA,B18020B_006MA,B18020B_006EA,B18020B_007EA,B18020B_007MA,B18020B_008EA,B18020B_008MA,B18020B_009EA,B18020B_009MA,B18020B_010EA,B18020B_010MA,B18020B_011EA,B18020B_011MA,B18020B_012MA,B18020B_012EA,B18020B_013EA,B18020B_013MA,B18020B_014EA,B18020B_014MA,B18020B_015EA,B18020B_015MA,B18020B_016EA,B18020B_016MA,B18020B_017MA,B18020B_017EA,B18020B_018EA,B18020B_018MA,B18020B_019EA,B18020B_019MA,B18020B_020EA,B18020B_020MA,B18020B_021EA,B18020B_021MA,B18020B_022MA,B18020B_022EA,B18020B_023MA,B18020B_023EA,B18020B_024EA,B18020B_024MA,B18020B_025EA,B18020B_025MA,B18020B_026EA,B18020B_026MA,B18020B_027MA,B18020B_027EA,B18020B_028MA,B18020B_028EA,B18020B_029EA,B18020B_029MA,B18020B_030EA,B18020B_030MA,B18020B_031EA,B18020B_031MA,state
0400000US01,735171,3873,154452,6798,71547,4657,19353,2288,5940,1461,13413,1985,52194,3445,12351,2014,39843,2500,82905,4576,17441,2279,5224,1202,12217,2064,65464,3919,16243,2058,49221,3351,580719,7070,257516,4976,127459,3453,79286,3653,48173,3528,130057,3834,106797,4382,23260,2908,323203,4810,155334,3082,87057,3596,68277,3813,167869,4697,125079,4953,42790,3574,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,13026,935,2544,740,1361,532,289,248,120,149,169,197,1072,504,800,504,272,228,1183,505,110,130,57,94,53,92,1073,495,253,242,820,499,10482,1167,4983,831,2441,689,1834,653,607,365,2542,756,1924,722,618,442,5499,841,2778,404,1383,545,1395,454,2721,662,1657,482,1064,539,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,117221,3320,14401,2188,6677,1359,1610,642,638,357,972,511,5067,1096,1740,626,3327,905,7724,1337,1444,687,359,385,1085,588,6280,1173,1935,804,4345,923,102820,3506,54133,2316,26181,1949,20334,1950,5847,1319,27952,1349,23431,1736,4521,1292,48687,2352,24085,1950,14019,2115,10066,2084,24602,1401,16585,1685,8017,1597,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,261538,3861,56390,3692,26244,2834,6626,1366,1628,724,4998,1327,19618,2397,5414,1082,14204,2131,30146,2518,8130,1521,2690,814,5440,1306,22016,2077,5798,1338,16218,2042,205148,4669,91265,3057,47924,2579,28083,2705,19841,2499,43341,2409,34257,2079,9084,1345,113883,3200,57415,2539,32539,2701,24876,2656,56468,2352,43649,2274,12819,1892,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1377470,8831,222544,8942,100211,5444,24613,2823,6103,1563,18510,2510,75598,5127,21326,3167,54272,4134,122333,6001,26584,3292,8597,1754,17987,2735,95749,5082,28629,3130,67120,4287,1154926,11245,545653,7549,243657,5446,138143,5904,105514,6072,301996,5190,237701,6441,64295,4940,609273,7062,264882,5287,147615,5440,117267,5662,344391,5129,252466,6983,91925,5678,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,108517,2343,15122,2398,8348,1918,2519,1008,1498,743,1021,616,5829,1398,2067,1127,3762,942,6774,1321,1640,757,298,262,1342,685,5134,1167,1825,750,3309,960,93395,2977,46205,2322,20307,1566,13352,1437,6955,1588,25898,1726,21235,1679,4663,1162,47190,1950,22549,1234,14490,1765,8059,1895,24641,1547,17911,1770,6730,1543,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,202304,3712,25033,3120,11135,1795,2247,1006,593,482,1654,857,8888,1701,3101,1362,5787,1165,13898,2356,3180,1178,1738,795,1442,1054,10718,2065,3788,973,6930,1701,177271,4607,79778,3214,37491,2323,22537,2036,14954,2047,42287,2039,35544,2321,6743,1608,97493,2629,42132,1868,24954,2580,17178,2416,55361,2118,44731,2373,10630,1725,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,106255,1424,13981,1931,6734,1275,1940,855,620,478,1320,746,4794,1040,2155,738,2639,817,7247,1295,1397,784,899,582,498,357,5850,1175,2496,852,3354,823,92274,1990,41133,1457,18648,1169,11796,1270,6852,1132,22485,1001,18872,1292,3613,947,51141,1520,22624,1230,15145,1509,7479,1362,28517,1255,21660,1528,6857,1173,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,179118,2151,28598,2737,12857,2066,2362,919,514,355,1848,821,10495,1683,3426,969,7069,1535,15741,1532,1949,692,541,365,1408,635,13792,1462,4129,1087,9663,1362,150520,3543,67128,2760,27998,1425,15016,1458,12982,1479,39130,1831,29107,2070,10023,1656,83392,1753,32922,920,20099,1382,12823,1452,50470,1501,34344,2021,16126,1608,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,1644642,9080,221732,8561,99428,5855,26844,3191,7050,1804,19794,2703,72584,4734,21834,2416,50750,4378,122304,6467,25485,3409,9239,2035,16246,2722,96819,5246,27835,2653,68984,4804,1422910,11758,653728,7417,321196,6310,200208,7772,120988,6299,332532,5184,276548,6102,55984,4709,769182,8774,369538,6097,222258,7580,147280,7523,399644,6583,302354,8365,97290,6396,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1688822,7893,247570,9926,111453,5728,26731,2694,7779,1693,18952,2637,84722,4807,23200,2729,61522,4441,136117,7542,27241,3070,9101,1737,18140,2464,108876,6327,34649,3963,74227,4828,1441252,11970,651416,7273,309798,5515,201792,5735,108006,5330,341618,5290,284237,6314,57381,3390,789836,8527,374492,5687,228131,7250,146361,7466,415344,7168,310645,7617,104699,5076,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,13632,1477,2145,1058,1117,666,470,418,190,238,280,368,647,502,96,164,551,451,1028,753,82,137,0,264,82,137,946,755,721,716,225,312,11487,1547,6636,1030,3172,841,2397,809,775,487,3464,623,2783,682,681,583,4851,984,2690,733,1379,725,1311,769,2161,826,1687,809,474,323,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1128184,5009,175226,7262,76249,3947,20458,2618,5258,1509,15200,2275,55791,3317,14124,2248,41667,3386,98977,5658,21691,3260,6590,1538,15101,2694,77286,4211,21154,2482,56132,3976,952958,8061,422487,5018,201285,4530,103201,5227,98084,4485,221202,3341,162877,4751,58325,4166,530471,6277,244404,4557,131954,4540,112450,4693,286067,4063,206337,5608,79730,5068,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,327592,4084,59602,4793,24740,2715,6939,1476,1623,783,5316,1291,17801,2178,5410,1422,12391,1917,34862,3247,8077,1911,3056,1209,5021,1466,26785,2526,7633,1873,19152,2166,267990,6214,125421,3672,59608,2649,35787,2913,23821,2705,65813,2681,51863,2778,13950,1617,142569,3796,67601,2885,40609,3110,26992,2879,74968,2888,57849,2971,17119,1786,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,39020,1534,7972,1267,3783,1022,1171,585,415,357,756,590,2612,776,362,273,2250,768,4189,957,1303,479,627,400,676,364,2886,832,919,484,1967,685,31048,1930,15121,1225,6509,1397,4181,1225,2328,950,8612,1285,7078,1277,1534,554,15927,1508,9822,1434,6303,1209,3519,935,6105,736,4313,803,1792,723,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,93081,1909,14205,1655,6310,1201,1173,555,159,169,1014,510,5137,974,1733,608,3404,696,7895,1203,1307,615,342,375,965,471,6588,1118,1884,743,4704,867,78876,2428,37695,2061,17134,1432,11368,1776,5766,1212,20561,1522,16849,1433,3712,1069,41181,1859,20530,1550,13743,1314,6787,1298,20651,1592,16034,1507,4617,1030,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
