GEO_ID,B23002I_001E,B23002I_001M,B23002I_002E,B23002I_002M,B23002I_003E,B23002I_003M,B23002I_004E,B23002I_004M,B23002I_005E,B23002I_005M,B23002I_006E,B23002I_006M,B23002I_007E,B23002I_007M,B23002I_008E,B23002I_008M,B23002I_009E,B23002I_009M,B23002I_010E,B23002I_010M,B23002I_011E,B23002I_011M,B23002I_012E,B23002I_012M,B23002I_013E,B23002I_013M,B23002I_014E,B23002I_014M,B23002I_015E,B23002I_015M,B23002I_016E,B23002I_016M,B23002I_017E,B23002I_017M,B23002I_018E,B23002I_018M,B23002I_019E,B23002I_019M,B23002I_020E,B23002I_020M,B23002I_021E,B23002I_021M,B23002I_022E,B23002I_022M,B23002I_023E,B23002I_023M,B23002I_024E,B23002I_024M,B23002I_025E,B23002I_025M,B23002I_026E,B23002I_026M,B23002I_027E,B23002I_027M,B23002I_028E,B23002I_028M,B23002I_029E,B23002I_029M,B23002I_030E,B23002I_030M,B23002I_031E,B23002I_031M,B23002I_032E,B23002I_032M,B23002I_033E,B23002I_033M,B23002I_034E,B23002I_034M,B23002I_035E,B23002I_035M,B23002I_036E,B23002I_036M,B23002I_037E,B23002I_037M,B23002I_038E,B23002I_038M,B23002I_039E,B23002I_039M,B23002I_040E,B23002I_040M,B23002I_041E,B23002I_041M,B23002I_042E,B23002I_042M,B23002I_043E,B23002I_043M,B23002I_044E,B23002I_044M,B23002I_045E,B23002I_045M,B23002I_046E,B23002I_046M,B23002I_047E,B23002I_047M,B23002I_048E,B23002I_048M,B23002I_049E,B23002I_049M,B23002I_050E,B23002I_050M,B23002I_051E,B23002I_051M,B23002I_052E,B23002I_052M,B23002I_053E,B23002I_053M,B23002I_054E,B23002I_054M,B23002I_055E,B23002I_055M,B23002I_056E,B23002I_056M,B23002I_057E,B23002I_057M,B23002I_058E,B23002I_058M,B23002I_059E,B23002I_059M,B23002I_060E,B23002I_060M,B23002I_061E,B23002I_061M,B23002I_062E,B23002I_062M,B23002I_063E,B23002I_063M,B23002I_064E,B23002I_064M,B23002I_065E,B23002I_065M,B23002I_066E,B23002I_066M,B23002I_067E,B23002I_067M,B23002I_068E,B23002I_068M,B23002I_069E,B23002I_069M,B23002I_070E,B23002I_070M,B23002I_071E,B23002I_071M,B23002I_072E,B23002I_072M,B23002I_073E,B23002I_073M,B23002I_074E,B23002I_074M,B23002I_075E,B23002I_075M,B23002I_076E,B23002I_076M,B23002I_077E,B23002I_077M,B23002I_078E,B23002I_078M,B23002I_079E,B23002I_079M,NAME,B23002I_001MA,B23002I_001EA,B23002I_002MA,B23002I_002EA,B23002I_003MA,B23002I_003EA,B23002I_004EA,B23002I_004MA,B23002I_005EA,B23002I_005MA,B23002I_006MA,B23002I_006EA,B23002I_007MA,B23002I_007EA,B23002I_008MA,B23002I_008EA,B23002I_009EA,B23002I_009MA,B23002I_010EA,B23002I_010MA,B23002I_011EA,B23002I_011MA,B23002I_012MA,B23002I_012EA,B23002I_013MA,B23002I_013EA,B23002I_014MA,B23002I_014EA,B23002I_015EA,B23002I_015MA,B23002I_016EA,B23002I_016MA,B23002I_017MA,B23002I_017EA,B23002I_018MA,B23002I_018EA,B23002I_019MA,B23002I_019EA,B23002I_020EA,B23002I_020MA,B23002I_021EA,B23002I_021MA,B23002I_022EA,B23002I_022MA,B23002I_023MA,B23002I_023EA,B23002I_024MA,B23002I_024EA,B23002I_025MA,B23002I_025EA,B23002I_026EA,B23002I_026MA,B23002I_027EA,B23002I_027MA,B23002I_028MA,B23002I_028EA,B23002I_029MA,B23002I_029EA,B23002I_030MA,B23002I_030EA,B23002I_031EA,B23002I_031MA,B23002I_032EA,B23002I_032MA,B23002I_033EA,B23002I_033MA,B23002I_034MA,B23002I_034EA,B23002I_035MA,B23002I_035EA,B23002I_036EA,B23002I_036MA,B23002I_037EA,B23002I_037MA,B23002I_038EA,B23002I_038MA,B23002I_039MA,B23002I_039EA,B23002I_040MA,B23002I_040EA,B23002I_041EA,B23002I_041MA,B23002I_042EA,B23002I_042MA,B23002I_043EA,B23002I_043MA,B23002I_044EA,B23002I_044MA,B23002I_045MA,B23002I_045EA,B23002I_046EA,B23002I_046MA,B23002I_047EA,B23002I_047MA,B23002I_048EA,B23002I_048MA,B23002I_049EA,B23002I_049MA,B23002I_050MA,B23002I_050EA,B23002I_051EA,B23002I_051MA,B23002I_052EA,B23002I_052MA,B23002I_053EA,B23002I_053MA,B23002I_054EA,B23002I_054MA,B23002I_055EA,B23002I_055MA,B23002I_056EA,B23002I_056MA,B23002I_057EA,B23002I_057MA,B23002I_058EA,B23002I_058MA,B23002I_059EA,B23002I_059MA,B23002I_060EA,B23002I_060MA,B23002I_061MA,B23002I_061EA,B23002I_062EA,B23002I_062MA,B23002I_063EA,B23002I_063MA,B23002I_064EA,B23002I_064MA,B23002I_065EA,B23002I_065MA,B23002I_066EA,B23002I_066MA,B23002I_067EA,B23002I_067MA,B23002I_068EA,B23002I_068MA,B23002I_069EA,B23002I_069MA,B23002I_070EA,B23002I_070MA,B23002I_071MA,B23002I_071EA,B23002I_072MA,B23002I_072EA,B23002I_073EA,B23002I_073MA,B23002I_074EA,B23002I_074MA,B23002I_075EA,B23002I_075MA,B23002I_076EA,B23002I_076MA,B23002I_077EA,B23002I_077MA,B23002I_078MA,B23002I_078EA,B23002I_079MA,B23002I_079EA,state
0400000US01,67927,1898,40059,1598,2882,692,1491,527,0,270,1491,527,1291,508,200,197,1391,533,6886,1334,6431,1317,39,65,6392,1326,5867,1184,525,436,455,317,26937,1220,24941,1366,128,117,24813,1353,24189,1462,624,429,1996,722,1964,656,1520,577,0,270,1520,577,1396,511,124,177,444,307,681,426,127,205,127,205,0,270,554,364,709,348,122,140,122,140,0,270,587,321,27868,1493,2611,762,1179,554,0,270,1179,554,953,531,226,117,1432,538,4188,1009,2069,708,0,270,2069,708,1740,702,329,227,2119,857,18005,1248,11792,1029,108,101,11684,1035,10706,1024,978,464,6213,1107,1483,637,607,372,0,270,607,372,607,372,0,270,876,462,250,212,0,270,0,270,0,270,250,212,1331,570,41,51,41,51,0,270,1290,564,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1096354,2268,565332,1644,55300,1755,30261,2274,52,86,30209,2274,22998,1748,7211,1460,25039,2344,76488,1164,68693,1903,401,306,68292,1963,63375,2311,4917,1518,7795,1539,361092,1266,328218,3089,2118,766,326100,3120,309989,3913,16111,3071,32874,2890,40315,603,26944,1843,124,144,26820,1835,25515,1921,1305,567,13371,1970,12444,1076,3676,1088,3411,1039,265,338,8768,1287,19693,1160,1927,733,1801,713,126,148,17766,1218,531022,1849,53969,1930,22502,2402,0,291,22502,2402,18462,2333,4040,1041,31467,2802,69924,1150,44055,2753,52,92,44003,2736,37591,2959,6412,1503,25869,2751,323983,1177,207281,4359,212,282,207069,4288,188198,4852,18871,2894,116702,4528,42037,514,21028,1953,0,291,21028,1953,20396,1945,632,390,21009,1957,13699,1407,2837,990,2775,972,62,81,10862,1390,27410,1479,692,370,692,370,0,291,26718,1500,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,83408,1627,44803,1614,5261,1188,3187,921,0,260,3187,921,2584,843,603,349,2074,816,7019,1172,6775,1194,0,260,6775,1194,6340,1085,435,381,244,174,29692,1656,27207,1580,125,120,27082,1575,26432,1593,650,490,2485,911,1643,591,1347,512,0,260,1347,512,1220,524,127,158,296,236,620,370,265,234,215,221,50,80,355,279,568,328,151,186,151,186,0,260,417,294,38605,1492,4666,1093,2376,968,0,260,2376,968,1689,797,687,529,2290,655,5757,1332,3137,1070,46,83,3091,1068,2923,1073,168,130,2620,829,24395,1808,14934,1643,72,124,14862,1643,13186,1599,1676,734,9461,1499,2651,708,976,493,0,260,976,493,976,493,0,260,1675,682,318,301,48,71,48,71,0,260,270,289,818,379,138,145,138,145,0,260,680,358,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8425748,7288,4284311,4880,427690,4789,183965,5687,176,143,183789,5696,137189,5661,46600,3650,243725,6449,547057,1739,468560,5850,4472,1175,464088,5561,411837,6584,52251,4765,78497,5473,2741051,1698,2473296,9658,10296,2156,2463000,9849,2330041,12019,132959,8046,267755,9709,309625,987,212152,4865,0,293,212152,4865,199173,4594,12979,1892,97473,5059,86840,3533,26133,2592,24990,2582,1143,646,60707,3068,172048,3514,18936,2565,17879,2570,1057,561,153112,3868,4141437,6214,408556,6255,153235,6075,0,293,153235,6075,112580,5201,40655,4286,255321,8431,498984,1647,334028,6788,668,474,333360,6844,291843,7171,41517,4291,164956,6847,2534372,1765,1623392,13896,836,312,1622556,13939,1474295,15738,148261,7052,910980,13652,348056,1013,163268,5765,0,293,163268,5765,151533,5616,11735,1777,184788,5672,109961,4053,19044,2430,17800,2383,1244,554,90917,3644,241508,4242,11032,2123,10575,2079,457,374,230476,4556,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,603727,1852,317774,1242,27816,1495,14540,1665,13,28,14527,1662,10629,1610,3898,807,13276,1486,40991,1457,35724,2157,0,274,35724,2157,32801,2182,2923,1153,5267,1644,207002,1607,185255,3140,845,520,184410,3090,175208,3147,9202,1640,21747,2707,23399,1072,14842,1604,47,82,14795,1603,13692,1566,1103,548,8557,1313,6655,1176,2219,782,2208,784,11,19,4436,1057,11911,1011,1588,589,1588,589,0,274,10323,1039,285953,1777,25736,1840,11967,1823,0,274,11967,1823,7784,1518,4183,1443,13769,1754,34192,1305,21639,1909,44,78,21595,1897,17899,1841,3696,930,12553,1999,178017,1219,120417,4238,0,274,120417,4238,110766,4620,9651,1804,57600,3978,23689,651,11209,1287,0,274,11209,1287,9799,1282,1410,579,12480,1355,7017,1132,1352,490,1260,474,92,115,5665,1003,17302,1185,800,407,759,390,41,69,16502,1126,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,257000,1113,126957,997,11385,877,6463,853,0,274,6463,853,3947,844,2516,755,4922,983,15537,429,13823,875,171,234,13652,930,11403,1055,2249,720,1714,721,83533,457,73254,1947,177,180,73077,1977,68047,2089,5030,1291,10279,1842,9634,368,5683,934,0,274,5683,934,5181,877,502,350,3951,894,3414,610,695,401,695,401,0,274,2719,693,3454,553,612,323,612,323,0,274,2842,499,130043,1023,10525,853,4388,851,0,274,4388,851,2629,655,1759,709,6137,884,14576,565,11088,1138,49,82,11039,1156,8531,1284,2508,724,3488,1088,83113,1066,60201,2401,0,274,60201,2401,55222,2434,4979,1090,22912,2406,12130,538,5789,1116,0,274,5789,1116,5484,1104,305,250,6341,1174,3006,881,944,551,884,546,60,96,2062,912,6693,872,296,226,296,226,0,274,6397,890,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2588516,3552,1291952,3061,100483,3082,48150,3534,0,301,48150,3534,37692,3341,10458,2027,52333,3546,134928,2052,112084,3453,1011,669,111073,3502,103155,3819,7918,1717,22844,2928,786230,2407,708217,5542,3790,969,704427,5747,676016,6403,28411,3207,78013,5114,123429,1596,88124,3432,0,301,88124,3432,82611,3516,5513,1390,35305,3153,47433,2967,18114,2037,16618,1953,1496,652,29319,2768,99449,3144,13701,2219,12748,2230,953,569,85748,3498,1296564,2920,89841,2772,34835,2955,80,137,34755,2970,25222,2587,9533,1463,55006,3023,112056,1946,76056,3674,604,721,75452,3635,67374,3855,8078,1786,36000,3290,750891,1963,526622,8638,211,168,526411,8637,486556,8675,39855,3811,224269,8270,143880,1095,72137,3936,0,301,72137,3936,68025,3809,4112,1116,71743,4162,57735,3353,12614,2139,11373,2046,1241,632,45121,3264,142161,3713,7497,1910,6869,1822,628,541,134664,3899,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
