GEO_ID,B17020B_001E,B17020B_001M,B17020B_002E,B17020B_002M,B17020B_003E,B17020B_003M,B17020B_004E,B17020B_004M,B17020B_005E,B17020B_005M,B17020B_006E,B17020B_006M,B17020B_007E,B17020B_007M,B17020B_008E,B17020B_008M,B17020B_009E,B17020B_009M,B17020B_010E,B17020B_010M,B17020B_011E,B17020B_011M,B17020B_012E,B17020B_012M,B17020B_013E,B17020B_013M,B17020B_014E,B17020B_014M,B17020B_015E,B17020B_015M,B17020B_016E,B17020B_016M,B17020B_017E,B17020B_017M,NAME,B17020B_001MA,B17020B_001EA,B17020B_002MA,B17020B_002EA,B17020B_003EA,B17020B_003MA,B17020B_004EA,B17020B_004MA,B17020B_005EA,B17020B_005MA,B17020B_006MA,B17020B_006EA,B17020B_007MA,B17020B_007EA,B17020B_008MA,B17020B_008EA,B17020B_009EA,B17020B_009MA,B17020B_010EA,B17020B_010MA,B17020B_011MA,B17020B_011EA,B17020B_012MA,B17020B_012EA,B17020B_013MA,B17020B_013EA,B17020B_014MA,B17020B_014EA,B17020B_015MA,B17020B_015EA,B17020B_016MA,B17020B_016EA,B17020B_017EA,B17020B_017MA,state
0400000US01,1141563,5525,361505,14904,52277,3862,7666,1727,47541,4087,44977,4606,179425,8342,14755,1878,14864,1522,780058,14783,39003,3575,10978,1820,59898,4257,75711,5124,519293,8644,44719,2187,30456,2066,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,22103,850,4764,1965,255,356,218,247,857,582,1117,589,2317,895,0,233,0,233,17339,2149,1881,531,256,206,1868,958,1749,805,10744,1254,406,269,435,303,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,179639,5364,37988,4835,4929,1772,667,347,4162,1393,5852,1524,20784,2900,685,448,909,421,141651,6339,8899,1778,1318,558,14360,2648,14173,2141,91862,3858,7637,740,3402,509,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,410234,5351,139002,7897,17065,2468,2768,940,21545,3081,18987,3017,69224,3862,4235,931,5178,995,271232,8351,16274,2311,2031,711,22447,2725,28607,2622,176728,4383,14850,1227,10295,928,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2150437,16335,447097,24215,50013,5105,9775,2469,64170,5881,68161,8326,229689,12397,11687,1847,13602,2351,1703340,24590,114158,6317,21470,2709,149458,7678,180803,7998,1073746,14050,100723,2663,62982,2615,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,165023,3495,33667,4825,4868,1391,1297,755,3964,1385,3382,1073,18711,2474,480,333,965,462,131356,5485,7616,1585,2226,1126,11983,2108,12588,2251,86558,3098,7354,756,3031,649,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,308184,5162,59629,8096,7318,2059,1538,790,7799,2127,10296,2648,29404,4038,1432,484,1842,694,248555,8596,16290,2252,3706,1217,21585,2985,25713,2692,161145,4970,12441,777,7675,888,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,161288,2062,27949,4383,4222,1437,313,243,3204,1121,3963,1181,14254,2365,1164,575,829,342,133339,4538,9230,1395,1500,632,13510,1748,11436,1408,87075,2486,6797,559,3791,510,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,291070,2479,74218,6872,11253,1769,1616,588,9225,1921,9103,1649,34710,3105,4326,973,3985,899,216852,7014,12190,1934,1666,599,14351,1872,18355,1930,136786,3351,17205,991,16299,913,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2599354,13588,624913,21729,89767,6105,14084,2387,87954,6381,87192,7231,300792,12277,26214,2569,18910,2494,1974441,25088,151716,6986,29356,3931,174077,8476,209439,8091,1251589,14406,98858,3031,59406,2718,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2557464,9603,635840,23917,93849,6184,14648,2379,92800,6447,84194,7037,311664,13037,21317,1904,17368,1781,1921624,23808,129176,6424,28111,3546,155623,7832,190775,8135,1298582,12947,77733,2837,41624,2261,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
