GEO_ID,B06004E_001E,B06004E_001M,B06004E_002E,B06004E_002M,B06004E_003E,B06004E_003M,B06004E_004E,B06004E_004M,B06004E_005E,B06004E_005M,NAME,B06004E_001MA,B06004E_001EA,B06004E_002MA,B06004E_002EA,B06004E_003EA,B06004E_003MA,B06004E_004EA,B06004E_004MA,B06004E_005MA,B06004E_005EA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,3282,850,497,395,1706,648,920,348,159,133,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,7229,1827,851,612,3250,1446,743,510,2385,1234,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,4105,1394,578,297,964,844,61,102,2502,840,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,124511,4759,48210,4217,24071,2890,17948,2852,34282,4089,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4476,1057,801,556,1684,519,928,407,1063,681,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7523,1367,944,514,2080,726,2298,1096,2201,898,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4401,1598,572,522,1742,989,472,314,1615,1007,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,105042,5153,80650,5892,6565,1576,7252,2165,10575,3313,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3992,1700,1722,1079,698,382,341,219,1231,1040,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,520,267,221,179,52,54,9,16,238,205,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2554,1166,392,391,666,587,994,859,502,513,Maryland,null,null,null,null,null,null,null,null,null,null,24
0400000US25,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3546,1847,809,514,1028,441,34,69,1675,1422,Michigan,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2460,1167,353,248,680,653,411,334,1016,695,Minnesota,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3100,721,927,488,1423,559,191,316,559,465,Missouri,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,30
0400000US31,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,31
0400000US32,11490,980,1432,717,5341,1220,2172,1726,2545,1181,Nevada,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3626,2025,938,733,562,418,380,427,1746,1328,New Jersey,null,null,null,null,null,null,null,null,null,null,34
0400000US35,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,35
0400000US36,6123,2102,1846,657,1161,1086,1723,847,1393,976,New York,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3344,1160,752,516,1361,812,753,391,478,371,North Carolina,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2652,1268,973,675,1238,611,379,403,62,106,Ohio,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3598,1718,1391,1104,893,431,609,472,705,439,Oklahoma,null,null,null,null,null,null,null,null,null,null,40
0400000US41,6579,1043,846,725,3280,1272,1100,1076,1353,700,Oregon,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1812,879,369,295,769,495,579,438,95,126,Pennsylvania,null,null,null,null,null,null,null,null,null,null,42
0400000US44,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,44
0400000US45,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,46
0400000US47,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,47
0400000US48,12725,2375,3918,1481,4233,1371,1535,807,3039,1022,Texas,null,null,null,null,null,null,null,null,null,null,48
0400000US49,14993,1854,4556,1448,3764,1370,1051,448,5622,1145,Utah,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4192,1501,606,428,1673,793,1069,646,844,780,Virginia,null,null,null,null,null,null,null,null,null,null,51
0400000US53,28400,2087,4997,1394,10304,2204,8648,1993,4451,1463,Washington,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,54
